stations,n,kim,hub,sch,ley,logbox,l.kim,l.hub,l.sch,l.ley,l.logbox,u.kim,u.hub,u.sch,u.ley,u.logbox
USC00043761,23773.3333,433.6667,442.6667,227,235.3333,0,-5.663,-5.8742,-6.3029,-6.1989,-14.3181,5.5753,5.2972,6.1935,6.3056,14.3763
USC00043824,32468,519,533.3333,273.6667,283,0,-6.1633,-6.511,-6.8625,-6.6971,-16.2123,6.0565,5.6255,6.7253,6.8626,16.3098
USC00043875,39985,656.6667,692.3333,364.3333,383.3333,0,-5.223,-4.7905,-5.7976,-5.9723,-14.6656,5.3824,5.7363,5.9951,5.7916,14.5699
USC00043939,38095.6667,716.6667,765,392,448.3333,0,-6.3595,-6.992,-7.0876,-6.7437,-18.4965,6.047,5.3366,6.7078,7.032,18.6346
USC00044223,36434.3333,611.3333,637.3333,317.3333,337,0,-5.0127,-5.2261,-5.5798,-5.4632,-13.2208,4.9305,4.6556,5.4764,5.5707,13.2809
USC00044232,36439.6667,779,795,438.6667,472,0,-6.0478,-6.5146,-6.7374,-6.5382,-17.2396,5.9324,5.3851,6.584,6.7632,17.3795
USC00044259,36966.3333,494,491,235.3333,235.6667,0,-5.837,-5.8609,-6.4922,-6.4967,-13.2066,5.874,5.828,6.5299,6.528,13.2393
USC00044412,9023.6667,151,161.3333,76,88.6667,0,-7.0833,-7.7551,-7.8922,-7.4848,-17.4916,6.6995,5.936,7.4336,7.7694,17.6091
USC00044500,39129,674.3333,736.6667,381.6667,439.6667,0,-4.6347,-4.1211,-5.1418,-5.3495,-14.1036,4.8425,5.2972,5.3964,5.1387,13.9975
USC00044890,42675,564.6667,588,280,277,0,-5.9865,-5.9666,-6.6572,-6.6271,-13.8326,5.9386,5.9205,6.6029,6.6364,13.8277
USC00044957,36760.6667,443.6667,448,213.6667,213,0,-5.6441,-5.6048,-6.2755,-6.2781,-12.2704,5.6459,5.6625,6.2785,6.2688,12.2639
USC00044997,41609,506.6667,538.3333,250,283.3333,0,-5.4926,-4.9812,-6.0966,-6.3019,-14.8428,5.6887,6.1171,6.3365,6.1066,14.7454
USC00045032,34869.6667,351,397.6667,161.3333,173.6667,0,-5.3404,-4.8542,-5.929,-6.1484,-13.9002,5.5925,5.9993,6.2278,5.983,13.8392
USC00045064,25095.3333,833.6667,889.6667,527.3333,557.6667,0,-3.8344,-3.4606,-4.2535,-4.4032,-13.3022,3.9524,4.2684,4.405,4.2218,13.1956
USC00045123,43631.6667,737.3333,776.6667,419.3333,473.3333,0,-4.9976,-4.4213,-5.5439,-5.7587,-14.8545,5.1756,5.685,5.7683,5.5215,14.7212
USC00045385,34808.6667,457.3333,481,240.3333,239,0,-5.4534,-5.2509,-6.0605,-6.1613,-13.4176,5.5667,5.7158,6.1933,6.1002,13.4001
USC00045449,34461,436.6667,445,218,234,0,-6.579,-6.9146,-7.3252,-7.1613,-16.4226,6.4726,6.047,7.1877,7.3324,16.5243
USC00045502,32880.6667,522.3333,531,276.6667,273.6667,0,-5.1759,-5.1553,-5.7554,-5.8025,-12.2312,5.2652,5.2588,5.8545,5.804,12.2547
USC00045532,40348,487.6667,506.3333,232.3333,237.6667,0.3333,-5.4121,-5.2783,-6.0151,-6.0823,-13.0724,5.4812,5.5772,6.0976,6.0317,13.0517
USC00045679,30667.6667,450.6667,497,230,278.3333,0,-6.6704,-7.4335,-7.4354,-7.0342,-19.7057,6.3325,5.4982,7.0233,7.3586,19.8645
USC00045756,15579.3333,316.6667,318.6667,174,181.6667,0,-6.1839,-6.427,-6.8839,-6.7463,-15.9896,6.101,5.7881,6.7764,6.8834,16.0716
USC00045941,11582,191,203,103.3333,108.3333,0,-7.5674,-8.164,-8.4286,-8.1309,-20.1083,7.3432,6.6445,8.1512,8.3817,20.2403
USC00046074,43396,770.6667,856,439,521,0,-4.9898,-4.2771,-5.5317,-5.8228,-16.3593,5.2691,5.9515,5.8757,5.5235,16.2047
USC00046136,45081.3333,568.6667,634,286.3333,317.6667,0,-6.3611,-6.8039,-7.084,-6.799,-16.4039,6.0536,5.5163,6.7205,6.9911,16.471
USC00046168,36708.6667,513.3333,534.6667,258.3333,261,0,-5.3301,-5.0338,-5.921,-6.0515,-13.8542,5.4593,5.6906,6.0762,5.9483,13.8091
USC00046175,34281.3333,1485.6667,1502.3333,1076.6667,1074,7.3333,-2.7886,-2.6799,-3.0953,-3.0945,-8.5696,2.6913,2.7777,2.9982,2.9957,8.4711
USC00046252,28147.3333,391,415,205,231.6667,0,-6.8103,-7.4091,-7.587,-7.2716,-18.1953,6.5272,5.8315,7.2438,7.5256,18.3151
USC00046377,27185,1058.3333,1055.3333,752.6667,737.3333,2.6667,-3.2325,-3.2111,-3.5898,-3.4812,-8.3262,2.9688,2.9762,3.3057,3.3995,8.199
USC00046399,39776,464.6667,511,231.6667,253,0,-5.5024,-4.9941,-6.1079,-6.3131,-15.3443,5.7275,6.1571,6.3792,6.1244,15.2591
USC00046506,41458.3333,562.3333,570.6667,274.6667,277,0,-6.1384,-6.0521,-6.8234,-6.8317,-14.8627,6.1159,6.174,6.8028,6.7919,14.8272
USC00046508,39815.3333,462.3333,487.6667,228.6667,234.6667,0,-5.4934,-5.6008,-6.1115,-6.0347,-12.3809,5.4179,5.2725,6.0214,6.0898,12.4033
USC00046719,41343.3333,669.3333,775,345.6667,387.3333,0,-5.1742,-4.5402,-5.7405,-5.9973,-16.5143,5.4475,6.0287,6.0704,5.7649,16.4083
USC00046730,43069,401.6667,406.6667,181.3333,182,0,-6.0161,-6.0263,-6.6897,-6.6831,-12.5494,6.0056,5.9889,6.6779,6.6844,12.5478
USC00046826,37377,594.3333,628,328.3333,363,0,-4.7574,-4.2682,-5.2788,-5.4714,-13.3493,4.9236,5.348,5.4859,5.2724,13.2416
USC00046960,31014.6667,407.6667,426,188,192.3333,0,-6.1242,-6.2338,-6.8129,-6.7229,-14.547,6.0246,5.8683,6.6959,6.7793,14.5644
USC00047050,34383,531.6667,572,275,279.3333,0,-5.0189,-4.7496,-5.5758,-5.6907,-12.6356,5.1337,5.3406,5.7134,5.6017,12.5976
USC00047077,36063,415.3333,416.6667,207.6667,205,0,-5.9369,-5.9528,-6.6019,-6.5918,-13.1172,5.9192,5.8938,6.5814,6.5986,13.1178
USC00047085,34526,671.6667,711.3333,398,430.6667,0.3333,-6.2628,-6.7977,-6.9786,-6.7163,-17.2623,6.0793,5.4573,6.7453,6.9783,17.413
USC00047195,38656.3333,631.3333,647.6667,331.6667,355.6667,0,-5.7404,-6.0184,-6.3909,-6.2575,-15.1775,5.6469,5.2919,6.2712,6.3974,15.2591
USC00047306,41033.3333,464.3333,496,226.6667,227.3333,0,-5.8346,-5.5867,-6.4837,-6.59,-13.8309,5.9641,6.1483,6.6358,6.5168,13.8083
USC00047470,40095,582.6667,634,292.3333,296.3333,0,-5.0768,-4.7624,-5.6396,-5.7951,-13.1658,5.2594,5.5032,5.8537,5.6954,13.1366
USC00047643,38746.3333,601.6667,663.6667,323,353.3333,0,-5.3606,-4.9107,-5.9514,-6.1254,-15.0251,5.5317,5.9006,6.1603,5.959,14.9431
USC00047723,37739.6667,487,504.3333,230,234.3333,0,-5.414,-5.3197,-6.0187,-6.0621,-11.947,5.4756,5.5295,6.09,6.0381,11.9444
USC00047821,38703.6667,653.6667,692.6667,359.6667,432,0,-4.6344,-4.0254,-5.139,-5.3721,-14.6479,4.8496,5.4122,5.4067,5.1173,14.5105
USC00047880,24091.3333,467,496,260.6667,313.3333,0,-4.8463,-4.1932,-5.3735,-5.6396,-14.535,5.0902,5.702,5.6754,5.3658,14.3906
USC00047888,34097.3333,999.3333,1052.6667,643,676.3333,0.3333,-4.0086,-3.5429,-4.4456,-4.6159,-13.7805,4.1312,4.548,4.6054,4.4051,13.653
USC00047902,44094,1296.3333,1379.6667,827.3333,933.6667,0,-3.7408,-3.209,-4.1455,-4.3671,-13.9496,3.9203,4.4237,4.3732,4.1163,13.8064
USC00047916,44739.6667,926.3333,973,549.6667,582.3333,0,-4.2673,-3.8859,-4.7353,-4.8764,-12.7748,4.3625,4.6801,4.8605,4.7041,12.6694
USC00047957,27129.3333,927,961.6667,610.6667,642.3333,0,-4.5722,-4.0356,-5.0693,-5.2753,-15.7272,4.6996,5.1855,5.2403,5.0133,15.5626
USC00047965,39441.6667,645.6667,729.3333,354.3333,413.3333,0,-4.8836,-4.2563,-5.4159,-5.7041,-15.0945,5.183,5.7586,5.7777,5.4465,14.9762
USC00048218,28367.6667,640.6667,657.6667,392,407,0,-6.6862,-7.0677,-7.4463,-7.2754,-18.9907,6.6144,6.1522,7.3433,7.4828,19.1283
USC00048351,22946.6667,312.6667,308.3333,165.6667,174.3333,0,-5.2107,-4.8762,-5.786,-5.9118,-13.1525,5.3056,5.5683,5.9076,5.7684,13.0686
USC00048353,34494,440.3333,466,214.3333,229.6667,0,-5.9669,-6.2865,-6.6431,-6.4704,-15.1599,5.8143,5.4117,6.457,6.6165,15.2313
USC00048560,29013,377,408.3333,179.3333,187.6667,0,-5.3358,-5.014,-5.927,-6.0559,-13.6611,5.4774,5.7269,6.0968,5.9454,13.6137
USC00048702,37151.6667,507.3333,548.3333,267.3333,286.3333,0,-7.0629,-7.6192,-7.8668,-7.5592,-18.6927,6.781,6.1314,7.527,7.7955,18.7994
USC00048758,40259.6667,864.6667,932,480.3333,582.6667,0,-6.0708,-6.9267,-6.7711,-6.3215,-21.4358,5.7486,4.8832,6.3713,6.6924,21.6334
USC00048826,21908,286.3333,290.3333,135.3333,141,0,-6.4914,-6.8323,-7.2269,-7.083,-16.1228,6.4002,5.9733,7.1079,7.2407,16.2183
USC00048839,35256,460.6667,468,235,236,0,-6.3444,-6.3146,-7.0541,-7.0216,-14.1785,6.2791,6.2875,6.9827,7.0112,14.1544
USC00049035,34660.6667,643.3333,657.3333,335.6667,354.3333,0,-5.728,-6.0216,-6.377,-6.235,-14.9487,5.6357,5.2666,6.2589,6.3732,15.0292
USC00049043,30780.3333,540.3333,611.3333,289.3333,342.6667,0,-7.029,-7.8273,-7.8356,-7.3794,-21.5996,6.6185,5.752,7.3398,7.7311,21.7607
USC00049073,16698.6667,192.3333,202,94.3333,95.3333,0,-5.4564,-5.1692,-6.0615,-6.1711,-13.1284,5.5454,5.7658,6.172,6.0679,13.0733
USC00049122,42232,355.6667,362.3333,154,152.6667,0,-5.8447,-5.7716,-6.4977,-6.5335,-12.3304,5.8852,5.9363,6.5454,6.5097,12.3227
USC00049173,18374,225,237,112.3333,112.6667,0,-5.7876,-5.9691,-6.4396,-6.3239,-13.1612,5.6737,5.4307,6.3048,6.3963,13.187
USC00049200,35464.6667,444.3333,470.3333,234.3333,245,0.3333,-5.5681,-5.2293,-6.1845,-6.2961,-13.532,5.6561,5.923,6.2962,6.1727,13.4614
USC00049325,30125.3333,401,442,207,214.3333,0,-6.7773,-7.2464,-7.5472,-7.2738,-17.8452,6.5081,5.9459,7.2256,7.4721,17.9266
USC00049367,40653.3333,593,609.6667,306.6667,312,0,-5.5098,-5.5783,-6.1282,-6.0696,-12.8876,5.435,5.3367,6.0418,6.0983,12.8904
USC00049452,36898,570,579,287.3333,287.3333,0,-5.4995,-5.5261,-6.1154,-6.1215,-12.8092,5.5158,5.4783,6.1331,6.1253,12.8161
USC00049473,37439.3333,950,1031,566,646,0,-4.2649,-3.7006,-4.728,-4.9559,-14.9364,4.4626,4.9902,4.9766,4.6985,14.7928
USC00049490,33357.6667,533.6667,560.6667,288.3333,306,0,-6.0155,-6.3546,-6.6982,-6.5289,-16.2696,5.8984,5.4734,6.5496,6.6935,16.3639
USC00049684,18749.3333,172.3333,181,69,75,0,-5.8332,-5.8629,-6.4872,-6.4676,-12.1524,5.8248,5.7487,6.4759,6.4846,12.163
USC00049699,38937.3333,543.3333,545,278.6667,281.6667,0,-6.0603,-6.0436,-6.7379,-6.7059,-13.8509,5.986,5.9888,6.6571,6.6891,13.8197
USC00049781,33271.3333,441.6667,458.3333,222,219,0,-5.481,-5.2698,-6.091,-6.177,-12.9353,5.5752,5.7323,6.203,6.1121,12.9103
USC00049855,36205,720,747,423,452.6667,0,-5.6161,-6.0142,-6.2567,-6.0947,-16.1483,5.5546,5.0736,6.1645,6.308,16.293
USC00049866,40857,475,514,228.3333,240.3333,0,-6.796,-7.1215,-7.5651,-7.3677,-16.6512,6.6111,6.1928,7.3429,7.5173,16.7171
USC00050109,24945.3333,499,583,288.6667,359.6667,0,-10.5487,-12.1072,-11.7686,-10.9056,-35.5725,9.8577,8.2844,10.9223,11.6018,35.9219
USC00050454,29466.3333,1243.3333,1327,823,930.3333,0,-7.4843,-8.678,-8.3561,-7.7728,-30.752,7.1271,5.9642,7.8912,8.3775,31.1162
USC00050776,20859.3333,714.3333,770.3333,451,490.6667,0,-6.4398,-7.161,-7.1798,-6.7967,-22.3219,6.1502,5.3611,6.8195,7.1384,22.5057
USC00050848,43937.3333,1249,1349.3333,765.6667,815,0,-8.8019,-9.6327,-9.8107,-9.4203,-29.6016,8.5592,7.6118,9.494,9.8377,29.8539
USC00051071,37344,1472.3333,1526,986.6667,1057.6667,0,-6.2517,-7.0012,-6.9747,-6.6538,-23.4943,6.1297,5.3136,6.7929,7.0663,23.7732
USC00051121,39480,951.6667,1058,561.6667,643.3333,0,-9.4746,-10.6247,-10.5646,-9.9176,-31.1687,8.9295,7.7145,9.8999,10.4409,31.4249
USC00051294,43177,1217.6667,1356.3333,757.3333,881.6667,0,-8.7779,-10.0079,-9.7939,-9.0966,-31.0051,8.2288,6.9678,9.1167,9.6917,31.3142
USC00051401,30299.6667,1110.3333,1162,698.6667,753.3333,0,-8.4338,-9.4697,-9.4081,-8.9645,-32.3628,8.2336,7.1198,9.1253,9.5017,32.7156
USC00051528,41818,1797.3333,1956.3333,1206,1358,0,-7.2413,-8.3874,-8.0843,-7.5192,-31.6858,6.9125,5.7814,7.654,8.0982,32.0378
USC00051564,42476.6667,954.6667,1136,576.6667,650,0,-9.1643,-10.3974,-10.2197,-9.5052,-30.2682,8.5093,7.2453,9.4324,10.0327,30.5001
USC00051660,24187,681.3333,737,411.3333,471.6667,0,-7.6155,-8.7044,-8.4957,-7.9796,-28.1948,7.3026,6.1779,8.0925,8.4734,28.4869
USC00051886,32875.3333,998,1018.6667,597.3333,657.6667,0,-6.2049,-6.869,-6.9183,-6.6198,-21.5215,6.0328,5.308,6.6895,6.9548,21.7297
USC00051959,38663,2081.6667,2136,1437,1489.6667,0,-5.9586,-6.4762,-6.6418,-6.4312,-24.705,5.9015,5.3071,6.546,6.7194,24.9068
USC00052184,35874,1333,1383.3333,860,954,0,-5.6543,-6.3824,-6.3082,-5.9725,-22.4317,5.4655,4.6953,6.0565,6.345,22.6639
USC00052192,35640.3333,1132.6667,1201.3333,698.3333,738,0.3333,-6.0036,-6.4569,-6.6876,-6.4259,-19.8546,5.7813,5.2551,6.4166,6.6389,19.9588
USC00052281,39825.6667,1961,2087,1313.3333,1405,0,-6.6494,-7.5524,-7.4199,-7.0167,-29.8438,6.4385,5.501,7.1332,7.4817,30.1398
USC00052446,35912.3333,929,1094,557.6667,644.3333,0,-8.6753,-9.9076,-9.6766,-8.9895,-30.3631,8.0863,6.8407,8.9614,9.5275,30.6194
USC00052932,22659,525.6667,608.6667,317,360.6667,0,-9.2371,-10.3408,-10.2996,-9.7058,-29.866,8.7215,7.5364,9.6695,10.2115,30.1164
USC00053005,45904,1606.6667,1777.6667,1065,1186.3333,0,-7.794,-8.865,-8.6956,-8.1199,-29.0374,7.3622,6.269,8.1574,8.6385,29.3184
USC00053016,31522,1007,1006.3333,616.6667,683.3333,0,-5.98,-6.653,-6.6694,-6.3686,-21.2829,5.8497,5.1173,6.4846,6.7253,21.5179
USC00053038,40043.6667,953,1117.6667,566,678,0,-9.0439,-10.4582,-10.0907,-9.2907,-31.5721,8.332,6.9527,9.2304,9.9037,31.8538
USC00053146,38024.6667,1073.3333,1114.3333,667.3333,693,0.3333,-5.9165,-6.2679,-6.5889,-6.4012,-18.0408,5.7867,5.366,6.4245,6.5804,18.1428
USC00053261,17983.6667,424.6667,451.6667,257,320,0,-8.0257,-9.3469,-8.9577,-8.3411,-28.5995,7.6303,6.3273,8.451,8.9404,28.9501
USC00053359,38935.3333,1303.6667,1348.3333,818.6667,891,0,-5.984,-6.6634,-6.6733,-6.3481,-22.7326,5.7887,5.0516,6.4174,6.6942,22.9434
USC00053662,43277.6667,2548.3333,2598,1865,1891,0,-6.1226,-6.5372,-6.8198,-6.594,-25.2175,5.9529,5.4621,6.6076,6.8043,25.3327
USC00053867,36894.6667,1385,1473.6667,913.3333,997,0,-7.1186,-8.0856,-7.9421,-7.456,-28.0242,6.7944,5.7975,7.5285,7.9318,28.3
USC00053951,35880.6667,1960,2020,1388,1440.3333,0,-5.5286,-6.0487,-6.1635,-5.9323,-22.129,5.4156,4.8271,6.0058,6.218,22.315
USC00054076,38799.3333,1009.6667,1105,602.6667,655.3333,0,-8.571,-9.6153,-9.5575,-9.0336,-29.1451,8.1924,7.076,9.0826,9.5149,29.4114
USC00054082,36974.6667,804.6667,871.6667,469.3333,516,0,-9.4217,-10.3892,-10.5028,-9.9519,-28.9819,8.9982,7.9164,9.9793,10.4223,29.2288
USC00054172,9816.3333,271.3333,307,159.6667,186,0,-9.4703,-10.9301,-10.5671,-9.6994,-32.7912,8.7159,7.2959,9.6551,10.352,33.0921
USC00054413,33867,738.3333,783,437,496,0,-9.0752,-10.1038,-10.1179,-9.6322,-27.7819,8.7446,7.6155,9.6968,10.1098,28.0575
USC00054452,35157.6667,898.6667,960.3333,522.3333,603,0,-9.5621,-10.7717,-10.6652,-10.1232,-33.0304,9.2456,7.9563,10.248,10.7057,33.3881
USC00054664,21108.6667,1049,1110,729.3333,750.6667,0,-7.3244,-7.952,-8.1623,-7.8033,-28.8353,7.0292,6.311,7.7982,8.1243,29.0022
USC00054734,20922,759,789.6667,488,550,0,-6.2343,-6.9552,-6.952,-6.5502,-21.8483,5.9358,5.1558,6.5806,6.9029,22.0381
USC00054770,45434,1016.3333,1149.3333,596.6667,662.6667,0,-8.8435,-9.8605,-9.8597,-9.2656,-27.9089,8.2851,7.2072,9.1865,9.7319,28.119
USC00054834,44876.3333,1430.3333,1547.6667,897,984.6667,0,-7.9237,-8.8182,-8.8357,-8.353,-28.8017,7.5765,6.6154,8.3998,8.7976,29.0483
USC00054945,32010.6667,635.6667,720.6667,357,433,0,-10.307,-11.7173,-11.4948,-10.7664,-33.4593,9.712,8.2545,10.7652,11.3741,33.7664
USC00055116,36097,1084.3333,1210,679,788,0,-8.929,-10.2312,-9.9628,-9.2056,-33.38,8.3233,7.0163,9.2209,9.8156,33.6861
USC00055322,36926,1523.6667,1563.3333,999.3333,1029.6667,0,-5.9961,-6.4318,-6.6806,-6.5147,-21.6522,5.9502,5.4437,6.6031,6.7511,21.8181
USC00055327,17721.3333,655,658.6667,422.6667,446,0,-5.9135,-6.5077,-6.595,-6.396,-21.8471,5.9371,5.2611,6.5823,6.744,22.114
USC00055484,32723.3333,1308.3333,1377.3333,876.6667,917,0,-7.1346,-7.8718,-7.9552,-7.6149,-28.142,6.9837,6.1646,7.7437,8.0058,28.3974
USC00055706,27002,1115.3333,1205.6667,743.6667,810.6667,0,-5.858,-6.5429,-6.5343,-6.1655,-22.9372,5.5911,4.859,6.1967,6.5302,23.1439
USC00055722,42770.3333,1180,1367.6667,708.3333,786.6667,0,-6.7888,-7.6639,-7.5693,-7.089,-24.635,6.3551,5.4554,7.0461,7.4544,24.8006
USC00056203,22031.6667,620,716.6667,363.3333,448,0,-7.2395,-8.4401,-8.0794,-7.4163,-27.3112,6.706,5.5522,7.4274,7.9412,27.5716
USC00056266,37004.6667,983.6667,1085,563.3333,660,0,-6.5762,-7.4531,-7.3333,-6.8342,-22.7361,6.1404,5.2356,6.8069,7.208,22.9075
USC00056306,30004,826,912.3333,471.3333,562.6667,0,-6.5775,-7.591,-7.3385,-6.8266,-24.7598,6.1806,5.1762,6.8478,7.267,24.9909
USC00056832,28775,842.3333,900,537,580.6667,0,-6.8066,-7.4731,-7.5859,-7.1862,-21.9539,6.4701,5.7334,7.1771,7.4954,22.1016
USC00057017,16243,601.6667,653.6667,394,427.3333,0,-5.664,-6.4327,-6.3199,-6.0068,-21.228,5.5089,4.705,6.1039,6.3956,21.4807
USC00057167,45622.6667,1510.6667,1670,965.6667,1041.6667,0,-7.8588,-8.7678,-8.7634,-8.2349,-27.2626,7.4107,6.4355,8.2156,8.6774,27.4825
USC00057337,36738,1266,1320.6667,819.3333,894.3333,0,-5.4933,-6.1048,-6.126,-5.8453,-20.2662,5.3447,4.6767,5.9254,6.162,20.4666
USC00057370,30119.6667,1481,1512.3333,1013.3333,1038,0,-6.0165,-6.5398,-6.7093,-6.5028,-24.1962,5.9847,5.3776,6.6354,6.8478,24.447
USC00057618,15005.3333,390.6667,428.3333,226.6667,275.6667,0,-6.0871,-6.9908,-6.7906,-6.3329,-21.343,5.7533,4.8352,6.3754,6.7263,21.5546
USC00057656,39060.3333,1898,1986,1308.6667,1369,0,-5.6629,-6.2248,-6.315,-6.0682,-23.408,5.5635,4.9281,6.1682,6.3923,23.6263
USC00057936,40997.3333,1857.3333,2019.3333,1277,1354.6667,0,-6.9285,-7.7151,-7.7261,-7.3199,-28.3923,6.6643,5.8243,7.3884,7.7119,28.6203
USC00057950,33670.6667,775,836.3333,446,526.6667,0,-9.0388,-10.2163,-10.0812,-9.4504,-30.4192,8.5304,7.304,9.4548,9.996,30.7012
USC00058064,25933.3333,1078,1134,717.6667,762.3333,0,-6.6056,-7.4639,-7.3707,-7.0559,-28.0297,6.5206,5.6232,7.225,7.5128,28.3511
USC00058204,38515.6667,1653,1700.3333,1115.6667,1183.3333,0,-5.9687,-6.6569,-6.6578,-6.3963,-24.3888,5.8884,5.143,6.5267,6.7701,24.649
USC00058429,39672,1523,1597.3333,985,1042.3333,0,-7.7505,-8.6287,-8.6447,-8.2729,-30.2758,7.597,6.633,8.421,8.7477,30.5935
USC00058582,28657,948,990.6667,596.6667,679.3333,0,-5.8441,-6.6761,-6.5214,-6.1344,-22.7961,5.6204,4.7622,6.2266,6.5464,23.0493
USC00058756,32153,1388.3333,1483.6667,924,972.3333,0,-7.3396,-8.1541,-8.187,-7.8394,-29.6621,7.2057,6.3171,7.9867,8.2988,29.9732
USC00058839,40497.3333,1304,1398,831.6667,902.3333,0,-8.4059,-9.3595,-9.3737,-8.9036,-30.345,8.1013,7.0652,8.9814,9.3823,30.6279
USC00058931,39264.6667,1941.3333,1958.6667,1327.6667,1328,0,-6.6892,-7.0552,-7.455,-7.4547,-27.7569,6.9932,6.5555,7.7592,7.7571,28.0597
USC00059243,41405,923.6667,1032,566,619.6667,0,-9.3192,-10.358,-10.3897,-9.8114,-29.194,8.8511,7.7106,9.8148,10.2968,29.441
USC00059295,25591.3333,567.6667,663.6667,352,402.3333,0,-9.5193,-10.7454,-10.616,-9.8237,-30.7379,8.8081,7.532,9.7633,10.3767,30.9748
USC00064767,39212,450.3333,476.3333,206,210,0,-9.0578,-9.2908,-10.0774,-9.9259,-19.5355,8.8872,8.5692,9.8765,10.0259,19.5678
USC00065445,28758,415.3333,419.6667,212.3333,211,0,-9.4817,-9.4136,-10.541,-10.5399,-19.912,9.4307,9.466,10.4887,10.5,19.8694
USC00068138,44901.6667,670,701,346.3333,347.6667,0,-8.6388,-8.2798,-9.6002,-9.798,-20.3431,8.9107,9.1716,9.9141,9.6942,20.3332
USC00072730,40988.6667,534,537,255.6667,254.6667,0,-8.754,-8.6616,-9.7311,-9.6941,-18.7478,8.6371,8.7074,9.6069,9.6421,18.6796
USC00075915,33106,368.3333,355.6667,160,162.3333,0,-9.1499,-8.9244,-10.1693,-10.2068,-18.7463,9.1283,9.2976,10.1551,10.1197,18.6755
USC00076410,27706.3333,319,323.3333,153.3333,153.3333,0,-8.4608,-8.4343,-9.4078,-9.3873,-17.4241,8.4218,8.4302,9.3648,9.3845,17.4123
USC00080228,40155.3333,3649.6667,3854,2848.6667,2882.3333,0,-3.9987,-4.4598,-4.4648,-4.2448,-24.3678,3.9457,3.4437,4.3691,4.5727,24.6004
USC00080369,41185.6667,3362,3613,2561,2625.3333,0,-4.2122,-4.7863,-4.7029,-4.3852,-23.0974,4.0243,3.4314,4.4556,4.7285,23.308
USC00080478,42300.6667,3364.3333,3552.6667,2554.6667,2616,0,-4.0909,-4.5878,-4.5662,-4.3088,-21.2076,3.9802,3.4518,4.4084,4.6187,21.4123
USC00081046,39701.6667,3264.6667,3452,2482.3333,2535.3333,0,-4.4572,-5.0271,-4.9771,-4.7315,-26.4006,4.41,3.7988,4.8829,5.1041,26.6682
USC00081163,25044.6667,2242.3333,2352,1692.3333,1740.6667,0,-4.6697,-5.159,-5.2101,-4.9115,-28.4222,4.4861,3.9436,4.9707,5.2263,28.6124
USC00081978,25568,1731.6667,1804.3333,1264.6667,1288.6667,0,-4.73,-5.1511,-5.2747,-5.1314,-22.6149,4.7625,4.2716,5.2805,5.4024,22.8262
USC00082220,36925,2082.3333,2279.3333,1410,1470,0,-6.0942,-6.7407,-6.794,-6.334,-28.5598,5.6543,4.9494,6.2698,6.6466,28.6843
USC00082229,40725.6667,3052.3333,3172.3333,2249.3333,2280.3333,0,-4.7641,-5.1357,-5.3115,-5.1677,-25.8036,4.7694,4.3272,5.2893,5.4186,25.9931
USC00082915,41061.6667,2400.6667,2483.6667,1677.6667,1713.3333,0,-4.789,-5.1554,-5.3387,-5.2135,-22.2092,4.8223,4.385,5.3486,5.457,22.4001
USC00082944,40656.6667,2074.6667,2109.6667,1383.6667,1399.6667,0,-5.3163,-5.5552,-5.9208,-5.8543,-22.3758,5.3704,5.0716,5.9623,6.021,22.5143
USC00083163,37205,2721.6667,2813.3333,2130,2152.6667,0,-3.4019,-3.7133,-3.7978,-3.7085,-15.0365,3.5172,3.1554,3.8959,3.9779,15.2674
USC00083207,40176.6667,3375,3483,2654,2659.3333,0,-3.6025,-3.8566,-4.0191,-3.9686,-18.0609,3.7499,3.443,4.1565,4.2056,18.2755
USC00084289,34367.3333,2918,3127.6667,2193,2250,0,-4.7018,-5.2909,-5.2467,-4.9206,-28.0304,4.4734,3.8534,4.9557,5.2521,28.2219
USC00084731,43588.6667,2677,2874.3333,1839,1950.3333,0,-5.7746,-6.4499,-6.4413,-6.0455,-30.3286,5.5008,4.7732,6.0965,6.4058,30.5303
USC00085099,25290.6667,1719,1823.6667,1202,1262.6667,0,-5.5366,-6.1599,-6.1751,-5.7991,-29.8347,5.2542,4.5816,5.8237,6.1333,30.0148
USC00085275,38369,2105,2351,1400,1501.3333,0,-6.0089,-6.797,-6.7029,-6.1599,-29.7307,5.5196,4.7091,6.1162,6.5413,29.8945
USC00085705,9276.6667,518.3333,551.3333,356.3333,356.3333,0,-5.6516,-6.1823,-6.2979,-6.022,-22.9348,5.4054,4.8056,5.9969,6.2658,23.0562
USC00085879,34741,1939.6667,2139.3333,1322.3333,1387.6667,0,-6.0651,-6.7605,-6.7635,-6.2918,-29.2406,5.6329,4.8959,6.2441,6.6389,29.3929
USC00085895,34999,3022,3180.6667,2371,2411,0,-3.7863,-4.2247,-4.2278,-4.0407,-20.6659,3.7788,3.2996,4.1843,4.3547,20.8996
USC00086414,41316.6667,3059.3333,3230.3333,2228.6667,2300.6667,0,-4.9014,-5.5062,-5.4689,-5.1942,-27.203,4.7643,4.1163,5.2789,5.5301,27.4207
USC00087025,28787.3333,1978.6667,2085.3333,1392.3333,1454.3333,0,-5.4364,-6.0024,-6.0628,-5.7062,-30.3918,5.171,4.5457,5.7321,6.025,30.5645
