stations,n,kim,hub,sch,ley,logbox,l.kim,l.hub,l.sch,l.ley,l.logbox,u.kim,u.hub,u.sch,u.ley,u.logbox
USC00412902,16374,814.3333,954.3333,555.6667,570.3333,0,-7.4881,-8.4178,-8.3464,-7.5787,-31.354,6.5699,5.6444,7.2855,7.9362,31.3926
USC00412906,34122.6667,2271.6667,2425,1606.6667,1652.3333,0,-5.8765,-6.5306,-6.5531,-6.1584,-31.4894,5.5593,4.8631,6.163,6.4925,31.6607
USC00413063,33848.6667,2514.3333,2724.6667,1818.3333,1855.3333,0,-6.0805,-6.6879,-6.779,-6.356,-34.5349,5.6777,5.0167,6.2955,6.6736,34.6724
USC00413183,39352.6667,2826,3047.6667,2064.3333,2095.6667,0,-6.284,-6.9639,-7.0073,-6.5197,-34.5742,5.8142,5.0958,6.4455,6.8717,34.7208
USC00413257,10309,434,523.6667,280.6667,296.6667,0,-7.7436,-8.6888,-8.6347,-7.9235,-30.0141,7.0379,6.0801,7.8016,8.3548,30.1612
USC00413262,15883.6667,538.6667,542.6667,348.6667,362.3333,0,-6.2321,-6.7477,-6.947,-6.7982,-20.1992,6.2801,5.672,6.966,7.1056,20.4417
USC00413299,19136.3333,1352.3333,1450.3333,954,968,0,-6.0432,-6.5915,-6.7362,-6.3773,-33.7968,5.7102,5.0896,6.333,6.6713,33.9341
USC00413329,33905.3333,1965.6667,2135.6667,1321.3333,1358.6667,0,-6.6317,-7.2167,-7.391,-6.9539,-31.8741,6.173,5.5248,6.8471,7.2567,31.9864
USC00413411,18246.6667,607.6667,642,375.6667,390.3333,0,-8.0155,-8.6665,-8.9324,-8.6553,-28.7703,7.8905,7.1356,8.7543,9.006,29.0021
USC00413485,33301,1907,2088,1323.3333,1365.6667,0,-7.0001,-7.6953,-7.802,-7.1657,-32.7466,6.3064,5.5693,6.9943,7.4904,32.8168
USC00413668,33764.6667,1255,1491,767.6667,834.6667,0,-8.4443,-9.4872,-9.4132,-8.611,-33.3113,7.585,6.5273,8.4105,9.0323,33.4124
USC00413680,18327,602.3333,659,382,429,0,-7.4287,-8.3789,-8.2856,-7.8185,-28.9382,7.0911,6.1082,7.8597,8.2689,29.1916
USC00413691,27493.6667,1126,1311,711.6667,757,0,-7.976,-8.9482,-8.892,-8.0803,-31.8324,7.0758,6.0844,7.8449,8.4927,31.9167
USC00413734,39432.6667,1706,2021.3333,1131,1174.3333,0,-7.6076,-8.6565,-8.4807,-7.6417,-30.4029,6.6308,5.6177,7.3517,8.0248,30.446
USC00413873,43958.3333,3459.6667,3693.3333,2511.6667,2537,0,-5.9665,-6.5056,-6.6505,-6.1841,-35.258,5.4562,4.8587,6.051,6.4708,35.3454
USC00413943,36013.6667,3146,3319.3333,2323.3333,2393.6667,0,-5.23,-5.7962,-5.8355,-5.538,-34.1238,5.0995,4.4762,5.6504,5.8962,34.3598
USC00413992,41648.6667,1630.3333,1914,1007.3333,1094,0,-8.0334,-9.1113,-8.9586,-8.2028,-33.2841,7.2514,6.1758,8.0374,8.664,33.4344
USC00414058,18983.3333,1411.6667,1521,1022.6667,1040,0,-5.9542,-6.5734,-6.6405,-6.2849,-34.8492,5.6759,4.9899,6.2916,6.6377,35.0442
USC00414093,35869.3333,1133,1384.3333,695,745.6667,0,-8.3005,-9.3499,-9.2518,-8.4938,-29.2228,7.4592,6.3933,8.2722,8.8878,29.308
USC00414098,30981.3333,974,1044,594,676.3333,0,-8.2469,-9.2484,-9.1984,-8.6853,-32.3316,7.9064,6.8365,8.7632,9.1907,32.6256
USC00414182,38618.3333,2063.6667,2368.6667,1419.3333,1487.3333,0,-7.0746,-8.0391,-7.8898,-7.1333,-34.2563,6.2483,5.3189,6.9246,7.5477,34.3604
USC00414254,32812.6667,1974.3333,2197.3333,1343.6667,1434.3333,0,-6.0794,-6.8337,-6.7798,-6.1836,-31.3286,5.4927,4.7326,6.0878,6.5365,31.4466
USC00414382,41497.3333,2346.6667,2767.6667,1590.3333,1738.6667,0,-7.3044,-8.5396,-8.1506,-7.1595,-37.8211,6.222,5.1349,6.8901,7.6684,37.9322
USC00414577,11655.3333,559.3333,665.6667,382,370.6667,0,-7.7008,-8.6227,-8.5802,-7.6434,-29.0188,6.4868,5.596,7.1957,7.9532,28.9476
USC00414670,33220,1763,1919,1171.6667,1199.6667,0,-6.874,-7.4823,-7.6614,-7.2598,-30.8115,6.4924,5.8119,7.2014,7.5783,30.9549
USC00414705,38608.6667,1883.3333,2144.6667,1268.6667,1365,0,-7.3112,-8.3011,-8.1528,-7.3385,-33.1565,6.4221,5.4568,7.1179,7.7515,33.244
USC00414810,25433,2278,2347.3333,1700,1719.6667,0,-5.1802,-5.5559,-5.7748,-5.6222,-32.439,5.1705,4.72,5.7347,5.8836,32.6326
USC00415018,38206.3333,1940.3333,2198.3333,1299.6667,1323.6667,0,-7.176,-7.8944,-7.9956,-7.3868,-32.1612,6.4594,5.6983,7.1664,7.6764,32.1993
USC00415048,18302.6667,747.6667,868,485,543,0,-6.2592,-7.1791,-6.9837,-6.4298,-26.0182,5.8162,4.9059,6.4437,6.8538,26.2255
USC00415196,37407,2574.3333,2813.3333,1823,1881.6667,0,-6.1947,-6.8673,-6.9052,-6.3337,-32.1548,5.5391,4.833,6.1422,6.6383,32.2194
USC00415272,40629.3333,2064.6667,2307.6667,1374.3333,1447.3333,0,-7.0399,-7.8198,-7.848,-7.2525,-32.1064,6.4331,5.6212,7.1333,7.6089,32.222
USC00415341,34880.6667,1647.3333,1934,1123.6667,1159.3333,0,-7.1462,-8.0498,-7.9657,-7.1836,-29.8058,6.236,5.3417,6.9146,7.5321,29.8397
USC00415429,42092.6667,2785,3076.3333,1969.6667,2035.6667,0,-6.47,-7.2298,-7.2136,-6.6196,-34.9925,5.8355,5.0528,6.4696,6.9621,35.0907
USC00415579,26902,1258,1297.3333,869.6667,903,0,-5.6454,-6.171,-6.2963,-6.105,-22.9392,5.6733,5.0774,6.2895,6.4431,23.1998
USC00415611,25320.6667,1507.6667,1679.3333,1042.3333,1068.3333,0,-6.7182,-7.3828,-7.4859,-6.9061,-31.8886,6.0357,5.3202,6.6959,7.1844,31.9267
USC00415618,40365.6667,1966.3333,2256,1319.3333,1341,0,-7.4414,-8.3386,-8.2941,-7.4559,-32.3525,6.442,5.5497,7.1436,7.8055,32.3649
USC00415757,18597.3333,998.6667,1128.6667,674.3333,711,0,-7.086,-8.1513,-7.903,-7.1973,-34.0801,6.3807,5.355,7.0712,7.6223,34.2226
USC00415766,31470.6667,1456.3333,1644.6667,988.3333,1039.3333,0,-7.3777,-8.1734,-8.2223,-7.5913,-30.2049,6.6871,5.8475,7.417,7.9259,30.2833
USC00415770,15566.3333,532,625,329.6667,362.6667,0,-8.4057,-9.4728,-9.3737,-8.6739,-31.1279,7.7067,6.6116,8.5425,9.1544,31.3136
USC00415821,37826.3333,1112,1266,666,713.6667,0,-8.2476,-9.0435,-9.1908,-8.6329,-28.7404,7.6686,6.8013,8.5072,8.9881,28.8621
USC00415822,26619.6667,1307.3333,1391.6667,846,881.6667,0,-7.1857,-7.7263,-8.0063,-7.6666,-30.8795,6.9084,6.2661,7.6657,7.9539,31.0257
USC00415875,34717,984.3333,1137.3333,561.6667,632,0,-9.0845,-10.1469,-10.1268,-9.3782,-31.0835,8.3122,7.2077,9.2175,9.8301,31.2294
USC00415891,32634,1330,1433,878.6667,930.6667,0,-6.9074,-7.6533,-7.7029,-7.3183,-28.2036,6.6561,5.8344,7.379,7.7158,28.4389
USC00416108,36027,1574.6667,1897.3333,1041,1059,0,-7.4788,-8.397,-8.3342,-7.4927,-29.8123,6.4438,5.5376,7.147,7.8168,29.7965
USC00416276,40220,2486.3333,2755.3333,1711,1786.3333,0,-6.371,-7.0693,-7.1018,-6.5225,-31.9168,5.7474,5.0239,6.3732,6.8367,31.9966
USC00416794,41008.6667,1533.6667,1868.3333,1001.6667,1071,0,-7.7858,-8.9043,-8.6816,-7.8219,-29.8673,6.8329,5.7559,7.5737,8.2536,29.9528
USC00416879,22414.3333,1332.6667,1473.6667,920.6667,948,0,-6.0234,-6.736,-6.7175,-6.2475,-31.1708,5.6147,4.8781,6.2234,6.6011,31.3338
USC00416950,18642.6667,429,515.3333,240.6667,277,0,-9.1284,-10.1755,-10.175,-9.4705,-28.431,8.3907,7.287,9.3054,9.9106,28.5766
USC00417020,32068.6667,2546.6667,2727,1884,1935.6667,0,-5.5752,-6.1904,-6.2175,-5.7424,-32.5432,5.1296,4.4831,5.6857,6.0674,32.6756
USC00417079,40623.3333,1354,1520.6667,829.3333,939,0,-8.0983,-9.1813,-9.0338,-8.4276,-32.355,7.6222,6.5104,8.4466,8.9442,32.6234
USC00417336,35620,1088,1311,652.3333,716.6667,0,-8.5558,-9.6281,-9.5381,-8.7715,-30.703,7.6989,6.6066,8.5364,9.208,30.8162
USC00417458,34284.3333,2777,2930.6667,2037.3333,2081.3333,0,-5.5843,-6.0912,-6.2284,-5.9587,-34.9,5.4673,4.8904,6.0605,6.2957,35.1235
USC00417622,32090.3333,2384.3333,2568.3333,1675.6667,1750,0,-6.0132,-6.6598,-6.7066,-6.2832,-36.5521,5.6822,4.9783,6.2981,6.6444,36.7403
USC00417669,19162.3333,787.3333,895.6667,481.6667,504.3333,0,-7.9405,-8.7722,-8.8505,-8.3194,-32.5279,7.3779,6.4752,8.1828,8.6956,32.6694
USC00417706,22008.3333,1382,1482.6667,980.3333,1002,0,-5.8692,-6.3834,-6.5445,-6.2873,-28.6514,5.7551,5.1714,6.3813,6.6116,28.8662
USC00417983,38501.6667,2485.6667,2735.6667,1787,1852,0,-6.0226,-6.7043,-6.7142,-6.1932,-30.7415,5.4718,4.7601,6.067,6.5023,30.8357
USC00418022,20501.3333,1001.6667,1098,667,721.3333,0,-6.2946,-7.2041,-7.0237,-6.5678,-27.5204,5.9982,5.0799,6.6453,7.0054,27.7744
USC00418221,30062,1030.6667,1217.6667,622,646.6667,0,-8.3662,-9.2828,-9.324,-8.6674,-30.8714,7.6534,6.6784,8.489,9.0464,30.9774
USC00418274,41843.3333,1649,1935.3333,1074.3333,1141,0,-7.691,-8.7046,-8.5739,-7.7826,-28.6133,6.7838,5.7812,7.5214,8.1729,28.6793
USC00418305,13895.3333,473.3333,484,303.6667,321.3333,0,-5.8244,-6.3778,-6.4932,-6.2814,-18.9795,5.7476,5.1266,6.3743,6.5794,19.1839
USC00418415,33283.6667,2088.6667,2292.6667,1467,1485.6667,0,-6.6908,-7.4664,-7.458,-6.8746,-33.6968,6.0068,5.2093,6.6612,7.1977,33.7681
USC00418433,36330.6667,1339.6667,1509.6667,812,879.6667,0,-7.7335,-8.6097,-8.6222,-8.1112,-32.2098,7.2988,6.3711,8.0929,8.5212,32.4086
USC00418449,25157.6667,1302.6667,1390.3333,887.3333,918.3333,0,-6.3382,-6.8496,-7.0632,-6.7119,-26.1433,6.0336,5.4459,6.6936,6.9888,26.2748
USC00418566,31023.3333,1206,1313.6667,751.3333,802.6667,0,-7.7294,-8.4702,-8.6157,-8.1643,-30.9978,7.3692,6.547,8.1733,8.5379,31.1879
USC00418583,15460.3333,590.6667,677.3333,371,399.6667,0,-8.2232,-9.2559,-9.1698,-8.5099,-33.3997,7.5984,6.5369,8.4231,8.9734,33.5911
USC00418692,28306.3333,794,910.3333,459,530,0,-8.8531,-10.0466,-9.8737,-9.1545,-31.7721,8.1744,6.9696,9.06,9.6807,31.9971
USC00418728,33550,2614.6667,2829,1890.6667,1949.3333,0,-5.8697,-6.617,-6.5478,-5.9945,-35.4755,5.324,4.5667,5.899,6.37,35.6207
USC00418743,31518,1397.3333,1647.3333,920.3333,953.3333,0,-7.8341,-8.7802,-8.732,-7.8835,-32.747,6.8285,5.8897,7.5721,8.2556,32.7747
USC00418818,31808,1029.3333,1149.6667,638,710.6667,0,-7.9548,-8.9088,-8.8715,-8.3342,-31.8081,7.5544,6.5489,8.3739,8.8022,32.059
USC00418910,36743.6667,2195.6667,2471.6667,1518.3333,1612.3333,0,-6.6491,-7.5867,-7.4163,-6.7004,-34.291,5.9174,5.0251,6.5571,7.1081,34.4139
USC00419031,17554.6667,1302,1364.6667,917,948.6667,0,-6.1277,-6.8162,-6.8343,-6.4285,-36.6152,5.8203,5.0781,6.4513,6.797,36.8147
USC00419346,24567.3333,793.6667,917.3333,482.6667,523.3333,0,-8.1978,-9.0765,-9.1375,-8.4994,-28.7832,7.5305,6.5808,8.3516,8.8929,28.9115
USC00419522,38159.3333,1770,2028.3333,1181.3333,1273.3333,0,-7.1835,-8.0842,-8.0089,-7.3016,-30.3,6.4423,5.5343,7.1423,7.6799,30.3984
USC00419532,40547.3333,1545,1832.3333,983.6667,1035.6667,0,-7.9981,-9.0644,-8.9171,-8.0965,-31.648,7.1026,6.048,7.8741,8.5185,31.7407
USC00419588,30945,2810.6667,2955.6667,2155.6667,2186,0,-4.9942,-5.5455,-5.5732,-5.2948,-33.5902,4.8968,4.2937,5.4252,5.6489,33.8315
USC00419800,35485,1730,2035.3333,1155.3333,1229.3333,0,-7.4976,-8.5449,-8.3593,-7.5189,-32.8466,6.5613,5.5511,7.2735,7.9175,32.9115
USC00420072,20533.6667,302.6667,376.3333,154,189.6667,0,-9.0147,-10.0793,-10.0487,-9.4243,-28.2076,8.4356,7.2927,9.3552,9.8664,28.3943
USC00420086,37401,1001.6667,1006,611,677.6667,0,-6.0542,-6.8071,-6.7526,-6.4468,-20.9207,5.9104,5.1001,6.5514,6.8158,21.1614
USC00420157,12182,341.6667,356.3333,205.3333,213.6667,0,-5.707,-6.1425,-6.3564,-6.1641,-17.0308,5.5796,5.0836,6.1938,6.3509,17.139
USC00420730,33200,881,934.6667,537.3333,559.6667,0,-7.2166,-7.6594,-8.0379,-7.8034,-22.8037,7.049,6.5225,7.8247,8.0437,22.942
USC00420738,40829.6667,860.6667,930,496,584,0,-6.1516,-6.9874,-6.8611,-6.426,-20.4972,5.8173,4.9554,6.4478,6.7971,20.6919
USC00420788,36290.6667,935.3333,986.6667,565.3333,574,0.3333,-5.5654,-5.7874,-6.1947,-6.0753,-15.5116,5.4903,5.2109,6.0987,6.1862,15.576
USC00420820,12299.6667,167.3333,189.3333,82.3333,82.3333,0,-7.9984,-8.3135,-8.9004,-8.7151,-19.5491,7.828,7.4203,8.6977,8.8336,19.5954
USC00421144,21472.6667,367,373.6667,186.6667,184,0,-7.9711,-8.0199,-8.8642,-8.8175,-20.1726,7.9129,7.8063,8.7981,8.829,20.1666
USC00421214,37402,937.6667,984.6667,555.6667,589,0,-5.928,-6.4695,-6.6056,-6.3179,-18.9497,5.7043,5.0866,6.3289,6.5674,19.0809
USC00421731,34335,755.6667,829,431,454.3333,0,-6.7994,-7.3176,-7.573,-7.2761,-20.2032,6.5301,5.935,7.2488,7.4971,20.3017
USC00422101,44288.3333,993,1018.3333,558.6667,568.3333,0,-7.3369,-7.6389,-8.1665,-8.0212,-21.0457,7.2297,6.8567,8.0308,8.1691,21.1298
USC00422173,21996.6667,611,636.6667,378,393.6667,0,-6.318,-6.7486,-7.0371,-6.7972,-19.8279,6.1326,5.6308,6.8073,7.0085,19.94
USC00422253,37661.3333,1002.6667,1109.3333,641.3333,666.3333,0,-6.4244,-7.0156,-7.1585,-6.8446,-20.633,6.1586,5.4913,6.8332,7.1093,20.7651
USC00422592,39485.6667,1015,1078.3333,595.3333,671,0,-5.7083,-6.3571,-6.3635,-6.0419,-19.0802,5.457,4.7576,6.0517,6.3313,19.2345
USC00422798,26276.3333,453,505.3333,243.6667,283.3333,0,-6.9651,-7.808,-7.765,-7.2945,-20.9259,6.5484,5.6542,7.2613,7.6547,21.0919
USC00422828,42665,669.3333,733,347.6667,385,0,-8.1135,-8.7716,-9.0391,-8.6424,-24.3838,7.7758,7.0154,8.6291,8.9503,24.5304
USC00422996,39318.6667,1078.3333,1170.6667,668.3333,705,0,-6.2908,-6.7739,-7.0075,-6.7146,-20.0106,6.0209,5.4687,6.6825,6.9369,20.1099
USC00423809,41127.6667,1457.3333,1593.3333,955.3333,1004.3333,0,-6.7474,-7.3665,-7.5205,-7.1615,-23.7308,6.4652,5.7687,7.1713,7.4779,23.8976
USC00424174,33549.6667,784.3333,818.6667,458.6667,485.3333,0,-7.278,-7.7858,-8.1066,-7.8824,-22.5056,7.1311,6.5329,7.9157,8.1281,22.6532
USC00424508,37404.3333,915.6667,917.3333,546,623,0,-5.7499,-6.3744,-6.4111,-6.1157,-18.393,5.5784,4.8883,6.1854,6.429,18.5851
USC00424527,16232.3333,297,336.3333,149,165,0,-8.3722,-9.062,-9.3264,-8.8506,-24.9367,7.8812,7.0872,8.7466,9.1536,25.0412
USC00424764,20772,633.3333,679,394,440.6667,0,-6.4506,-7.2926,-7.1953,-6.8105,-24.1613,6.2485,5.3741,6.9254,7.2142,24.4135
USC00424856,42268.3333,968.3333,1028.3333,549,577,0,-7.3256,-7.7776,-8.1576,-7.8811,-21.2749,7.0962,6.5617,7.8787,8.0939,21.3771
USC00425065,44336,1015.6667,1133.3333,589,678,0,-7.317,-8.2572,-8.1593,-7.679,-25.7165,6.9578,5.9762,7.7136,8.0916,25.9361
USC00425148,36097,1276.3333,1357.3333,818,870.6667,0,-6.168,-6.809,-6.8766,-6.5771,-22.3215,5.9916,5.2878,6.6443,6.9001,22.5196
USC00425186,43989.6667,724.3333,892.6667,377.3333,433.6667,0,-8.1966,-9.147,-9.1347,-8.5224,-23.9276,7.5664,6.5643,8.393,8.8874,24.0438
USC00425377,25710.6667,717,792.3333,439.3333,486.6667,0,-7.5299,-8.326,-8.3946,-7.9433,-25.5203,7.1729,6.2937,7.9542,8.3302,25.7212
USC00425402,44011.6667,1250.3333,1345.3333,749.6667,824.6667,0,-6.7871,-7.5981,-7.5678,-7.159,-24.8542,6.4916,5.6308,7.1974,7.5324,25.0603
USC00425477,20626.6667,711.6667,756.3333,437.3333,455.6667,0,-6.4988,-6.9649,-7.24,-6.9967,-21.9765,6.318,5.7622,7.0116,7.2407,22.1143
USC00425733,44396.3333,1347.6667,1369.6667,804.6667,803,0,-6.0099,-6.0007,-6.6826,-6.6753,-17.9265,5.9897,5.9536,6.6603,6.6733,17.92
USC00425805,32662.6667,760,782,433.6667,492.6667,0,-6.2764,-6.9857,-6.9979,-6.6859,-19.9669,6.0801,5.3054,6.7419,7.0228,20.1704
USC00425826,37551.3333,1085.6667,1189,663,696,0,-7.271,-7.8945,-8.1007,-7.7583,-23.8444,6.9902,6.2955,7.757,8.0391,23.9847
USC00425837,35287.3333,1155,1235.6667,714.3333,794,0,-6.3526,-7.1779,-7.0847,-6.6937,-24.0755,6.094,5.234,6.7552,7.0681,24.2916
USC00425969,29542.6667,841.6667,920.6667,518.3333,550,0,-6.3186,-6.9145,-7.0414,-6.6757,-21.3914,5.9803,5.3161,6.6343,6.9512,21.5135
USC00426135,27846.3333,427.6667,483.6667,211.3333,235,0,-8.2326,-8.9697,-9.1728,-8.7095,-25.0318,7.8149,6.9868,8.6712,9.0405,25.1756
USC00426357,38827.3333,555.3333,629.3333,278.3333,307.6667,0,-8.4671,-9.1586,-9.4309,-9.0642,-23.2062,8.1599,7.3669,9.0576,9.3479,23.3422
USC00426404,27006,409.3333,484,207.3333,225,0,-7.782,-8.4509,-8.6683,-8.2523,-22.1009,7.3529,6.6063,8.161,8.5217,22.1956
USC00426601,32963,1263,1343,833,862.6667,0,-6.0364,-6.5936,-6.7286,-6.4856,-21.1999,5.9085,5.2888,6.5536,6.7782,21.3874
USC00426686,37212.6667,949.6667,1017,561.6667,657.3333,0,-6.8048,-7.7422,-7.5911,-7.1314,-24.2757,6.4703,5.503,7.1702,7.5684,24.5198
USC00426708,25806.3333,531.6667,564.6667,299.6667,309,0,-7.4833,-7.9419,-8.3333,-8.1102,-21.9707,7.3047,6.7424,8.1102,8.3298,22.0908
USC00427064,19504.6667,351,400,194,210,0,-7.4087,-8.1644,-8.2552,-7.8366,-22.3493,6.9745,6.145,7.7382,8.1428,22.4704
USC00427165,10792.6667,311.3333,336.6667,204.6667,217,0.3333,-7.8471,-8.4675,-8.7421,-8.3462,-22.1878,7.4842,6.7759,8.3055,8.6426,22.3194
USC00427260,40882.6667,1470.3333,1535.3333,942.6667,974,0,-6.328,-6.8642,-7.0509,-6.809,-22.3658,6.1878,5.5726,6.8661,7.0677,22.5248
USC00427516,43140.6667,1044,1095.3333,614,664.6667,0,-5.4614,-5.9569,-6.086,-5.818,-16.8093,5.2478,4.6807,5.8221,6.0526,16.9319
USC00427686,35744.3333,547.3333,592.3333,267.6667,280.3333,0,-8.3138,-8.8192,-9.257,-8.9411,-22.6926,8.0238,7.4243,8.9097,9.1625,22.7862
USC00427714,42177.3333,1043.6667,1059.6667,612.3333,616.6667,0,-7.6196,-7.9557,-8.4832,-8.3339,-22.2381,7.5327,7.1152,8.3654,8.5227,22.358
USC00427959,20939.3333,683.6667,705.6667,427,465,0,-6.3571,-7.0615,-7.0884,-6.7545,-21.9121,6.1696,5.4038,6.8407,7.1052,22.1283
USC00428119,40103.6667,759.3333,895.3333,403.3333,473,0,-7.5629,-8.5302,-8.4318,-7.8638,-24.777,7.0357,6.0454,7.8012,8.2607,24.9428
USC00428771,44748.3333,601.6667,636.3333,289,289,0,-8.2612,-8.5148,-9.1922,-9.0064,-20.6381,8.053,7.7127,8.9484,9.1173,20.6693
USC00428847,29420.3333,586,582,330,343,0,-6.0941,-6.4348,-6.7872,-6.6645,-16.4832,6.0709,5.6518,6.7398,6.8571,16.6218
USC00428973,31640.3333,935.6667,987.6667,555.6667,565.6667,0,-6.2443,-6.5804,-6.9518,-6.7894,-19.4876,6.1017,5.6926,6.7763,6.9412,19.5658
USC00429111,41424.6667,1151,1243,682.6667,755.3333,0,-6.2556,-6.906,-6.9722,-6.6159,-21.1419,5.946,5.2427,6.5954,6.9057,21.2819
USC00429595,40007.6667,1680.3333,1803.6667,1170.6667,1212,0,-7.4022,-8.113,-8.2514,-7.8171,-27.073,7.0634,6.2729,7.8336,8.1837,27.2632
USC00429717,39996.3333,758.3333,820.6667,401.3333,515,0,-6.7676,-7.7773,-7.5497,-7.0232,-23.6541,6.3641,5.3424,7.0522,7.4591,23.8802
USC00431243,37625.6667,553,567.6667,292,291,0,-9.2893,-9.2159,-10.33,-10.3772,-20.2199,9.3965,9.4348,10.4477,10.3899,20.2563
USC00431360,36785.6667,613,622.3333,316.6667,318,0,-9.9394,-9.8762,-11.0529,-11.0456,-22.004,9.9592,9.9983,11.0735,11.0589,22.019
USC00431580,42096,688.3333,693.6667,365,365.6667,0,-9.709,-9.7072,-10.7968,-10.7317,-22.2176,9.6,9.5873,10.6738,10.748,22.2026
USC00432769,40476.3333,877,890,499,499.6667,0,-10.3787,-10.3155,-11.5411,-11.5813,-25.1171,10.4581,10.4997,11.6285,11.5896,25.1431
USC00435733,30285.3333,564.3333,575,305.6667,301.6667,0,-9.9138,-9.6989,-11.0212,-11.0659,-23.0188,9.9463,10.1057,11.0623,11.0212,22.9934
USC00436995,36423.6667,634,638.3333,340,342,0,-9.5452,-9.5384,-10.6145,-10.5878,-22.069,9.5102,9.5012,10.5741,10.6012,22.0704
USC00437054,45677,879.3333,889,473,475.3333,0.3333,-9.6973,-9.8265,-10.788,-10.7447,-22.9459,9.7202,9.5464,10.8033,10.8349,23.0193
USC00438600,28558,392.3333,393,200.6667,200.3333,1.3333,-8.7949,-8.6955,-9.7776,-9.8,-19.5356,8.8092,8.8813,9.7973,9.7659,19.5136
USC00439984,40217.3333,655,658.3333,358,353.3333,0.3333,-9.5211,-9.5319,-10.5886,-10.5605,-20.8617,9.4945,9.4713,10.5558,10.5907,20.8776
USC00440327,36267.3333,589.6667,612.3333,300,288.6667,0,-9.1702,-9.2604,-10.1972,-9.985,-21.1697,8.8083,8.654,9.794,9.9923,21.0846
USC00440551,24476.6667,447.6667,526,230.6667,243.6667,0,-8.321,-8.9749,-9.267,-8.767,-22.1312,7.7344,6.968,8.5859,9.0242,22.1775
USC00441209,44052.3333,1252.3333,1522.6667,740.3333,777,0,-8.7465,-9.6916,-9.7467,-9.0463,-29.317,7.9697,6.967,8.8409,9.4203,29.4033
USC00441593,41757.3333,646.3333,725,329.6667,320.3333,0,-8.9586,-9.3108,-9.9687,-9.6196,-22.2351,8.473,8.0007,9.4145,9.7461,22.2085
USC00442208,45876,748,885.6667,380,381.6667,0,-9.0666,-9.6584,-10.094,-9.5785,-23.4157,8.3984,7.6771,9.3261,9.8014,23.4159
USC00442245,33342,557.3333,655.6667,290,284.3333,0,-8.5295,-9.0431,-9.494,-9.0417,-22.3628,7.9579,7.3239,8.8391,9.2146,22.3495
USC00442790,13369,252.6667,285.6667,144,136.3333,0,-8.4556,-8.7286,-9.4067,-9.012,-21.1361,7.8164,7.4583,8.6869,9.0926,21.0367
USC00442941,34546.3333,576.6667,661,292,284,0,-9.0589,-9.4094,-10.0787,-9.7014,-21.5421,8.5048,8.0401,9.4513,9.8031,21.4799
USC00443192,35832.6667,531,570.3333,277.6667,271,0,-9.1755,-9.346,-10.2049,-9.9218,-19.9986,8.7126,8.4535,9.6858,9.961,19.9123
USC00444101,35521.3333,631.3333,757,318.3333,294,0,-9.074,-9.561,-10.0983,-9.6057,-23.6078,8.3497,7.73,9.2759,9.7577,23.5407
USC00444128,43312.6667,913.6667,1126.3333,502.3333,528.6667,0,-8.7218,-9.5721,-9.7165,-9.0795,-25.8208,7.9753,7.0283,8.8498,9.4071,25.8799
USC00444876,46257,797.3333,976.6667,429.3333,422,0,-8.3304,-8.9233,-9.2746,-8.7507,-21.7704,7.6466,6.9424,8.491,8.9595,21.756
USC00444909,41221,590,643,301.6667,292.6667,0,-8.6933,-8.9538,-9.6712,-9.4042,-20.1111,8.313,7.9511,9.239,9.4869,20.0781
USC00445050,37084.6667,555,604,273.6667,258,0,-9.379,-9.6029,-10.4326,-10.1068,-21.3017,8.8738,8.5497,9.8637,10.1712,21.2237
USC00445851,35559,713,765.6667,392.6667,398.3333,0,-8.9441,-9.1861,-9.9494,-9.7313,-22.3759,8.6457,8.3134,9.6096,9.8025,22.3548
USC00446955,23111,523.6667,678,297,308.6667,0,-8.5517,-9.4559,-9.5271,-8.7813,-25.1935,7.6548,6.6828,8.4937,9.1032,25.2107
USC00447338,37665.6667,801.3333,891,446,443.3333,0,-8.0036,-8.4204,-8.9087,-8.5731,-21.8144,7.5881,7.063,8.4285,8.7348,21.8318
USC00447506,22275.6667,612,728.6667,364.6667,379.3333,0,-8.0968,-8.9323,-9.0223,-8.3549,-26.8663,7.3365,6.4248,8.1388,8.6953,26.9315
USC00448062,43182.6667,644.3333,754,336.3333,324.3333,0,-9.237,-9.7061,-10.2805,-9.9117,-23.0591,8.7625,8.1634,9.7342,10.0785,23.0655
USC00448888,20834,353,379.3333,189,182.6667,0,-8.583,-8.7846,-9.5465,-9.3063,-19.6547,8.181,7.8913,9.0942,9.354,19.5899
USC00448894,37556.6667,556.6667,588.3333,282.3333,269.3333,0,-9.083,-9.2292,-10.1009,-9.8838,-19.9954,8.7046,8.4796,9.678,9.9023,19.9146
USC00449186,35889,499.6667,518,251.3333,245.6667,0,-9.0652,-9.2498,-10.0829,-9.8949,-19.8732,8.7855,8.5214,9.7662,9.9456,19.8413
USC00449263,43640.3333,676.3333,792.3333,348.3333,346.3333,0,-8.9209,-9.4242,-9.929,-9.5148,-21.1371,8.38,7.7464,9.3088,9.6825,21.1277
USC00449301,36571,970.3333,1189.3333,562.3333,587.6667,0,-8.1273,-9.0416,-9.057,-8.3549,-26.54,7.2969,6.328,8.094,8.7091,26.5982
USC00450008,45384.3333,1118,1156,717.3333,795,0,-4.6742,-4.1036,-5.1833,-5.4067,-15.2922,4.8616,5.3754,5.4201,5.1524,15.1484
