stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
CA006160465,27777.6667,594,601.3333,340.3333,331.3333,0,21.6667,-9.8899,-9.86,-10.9992,-11.1536,-23.3549,-15.9532,10.1841,10.1849,11.3221,11.1928,23.4578,16.0562
CA006163156,36459.6667,711.6667,718.6667,408,405,0,17,-10.113,-10.2311,-11.2509,-11.2517,-23.0283,-16.3673,10.2194,10.0558,11.3577,11.3546,23.132,16.471
CA006164297,20907,420.3333,429,244.6667,241.3333,0.3333,17.6667,-8.9183,-8.7916,-9.9174,-10.0844,-20.9748,-14.2359,9.2352,9.3099,10.2683,10.0974,21.0638,14.3249
CA006165195,20484.6667,367.3333,366,186.6667,186,0,8.3333,-10.0375,-10.0814,-11.1651,-11.1718,-21.3975,-15.8085,10.1249,10.0659,11.2544,11.2424,21.4723,15.8833
CA006165716,10106,163.6667,166.3333,88.6667,88.3333,0,10,-9.5311,-9.6806,-10.6033,-10.5874,-19.2168,-14.4732,9.5825,9.3869,10.6501,10.6796,19.2988,14.5552
CA006166416,34287.6667,674.3333,676.3333,379.6667,376.3333,0,26.3333,-9.1146,-9.1802,-10.1395,-10.1621,-21.1084,-14.7313,9.2366,9.1343,10.2661,10.2433,21.1998,14.8227
CA007014290,35104.6667,737.6667,742.6667,436,436,0.3333,27.6667,-8.7655,-8.7471,-9.7484,-9.7521,-20.6503,-14.1423,8.7978,8.7847,9.7811,9.7808,20.6799,14.1719
CA007018000,32919,878,883.6667,552,551.3333,0,43,-8.6206,-8.5836,-9.5861,-9.5756,-21.7759,-13.8399,8.5994,8.6291,9.5617,9.5826,21.7758,13.8399
CA007020840,41384.6667,918,933.3333,520.6667,523.6667,0,25,-10.5126,-10.3437,-11.687,-11.7904,-25.8234,-17.1927,10.655,10.7697,11.8502,11.7468,25.8263,17.1956
CA007021954,10927,235,238,137.6667,136.6667,0,18,-9.959,-9.9514,-11.0732,-10.9067,-22.8164,-14.9767,9.6318,9.6054,10.7108,10.8937,22.7249,14.8852
CA007022160,34923.3333,781,800,446.6667,449.3333,0,21.3333,-9.675,-9.4304,-10.754,-10.8787,-23.9882,-15.7195,9.8178,9.9915,10.9211,10.8048,23.9685,15.6998
CA007022320,31347.6667,665,672.6667,376.6667,377.3333,0,20.6667,-9.855,-9.7211,-10.9565,-10.9999,-22.9109,-15.8385,9.8865,9.9846,10.9951,10.9667,22.8938,15.8214
CA007023240,24104.6667,500.3333,505.6667,278.3333,280.6667,0,22,-10.0638,-9.9952,-11.1892,-11.1691,-23.502,-15.9058,9.9991,10.0202,11.1198,11.1475,23.4696,15.8734
CA007024280,39118.3333,902,922,514,510.3333,0,22.3333,-9.9824,-9.7366,-11.0964,-11.1898,-26.2378,-16.2633,10.0776,10.2559,11.2093,11.1281,26.2153,16.2409
CA007025280,43924.3333,970,967.6667,570,570.6667,0.3333,29,-9.0618,-9.0919,-10.079,-10.0741,-21.5706,-14.7709,9.1001,9.056,10.1162,10.1215,21.6157,14.816
CA007025440,35543.6667,890.3333,932,538.6667,536.6667,0,35.6667,-8.6004,-8.2463,-9.5584,-9.7175,-22.339,-14.047,8.8071,9.0685,9.7979,9.6307,22.3256,14.0335
CA007026465,23208.6667,603.3333,612,369.6667,370.6667,0,30,-9.8801,-9.6523,-10.9839,-11.0756,-24.4526,-15.7268,10.0159,10.1791,11.1395,11.0343,24.4555,15.7298
CA007028200,36401,812.6667,824.6667,470,472.3333,0,25.6667,-8.8487,-8.6487,-9.8361,-9.9296,-22.2702,-14.3831,8.9531,9.0953,9.9586,9.8724,22.2534,14.3663
CA007035520,31505.3333,727.3333,747.6667,420.3333,418,0,26.6667,-9.863,-9.5783,-10.9633,-11.1344,-24.1962,-16.0165,10.1131,10.3124,11.2493,11.0634,24.2054,16.0258
CA007051200,34038.6667,721.6667,763,413.6667,423,0,30,-9.1411,-8.5971,-10.1528,-10.3686,-25.0898,-14.9447,9.3632,9.7837,10.423,10.1613,24.9898,14.8447
CA007056067,35293.6667,1098.6667,1191.3333,712.6667,715.6667,0,60,-7.204,-6.6255,-8.0006,-8.3358,-21.9861,-11.9932,7.6578,8.124,8.525,8.1584,21.9665,11.9735
CA007080468,37792.6667,767.6667,776.6667,428,426,0,22,-9.3996,-9.317,-10.4514,-10.4917,-21.7305,-15.2486,9.4567,9.5136,10.5159,10.4827,21.738,15.2561
CA008100500,24855,590.6667,600,353.6667,355,0,35.3333,-7.8646,-7.4893,-8.7371,-8.8423,-21.3477,-12.5613,7.9131,8.2019,8.807,8.6994,21.2527,12.4663
CA008101800,31028.6667,907,915.6667,560.3333,562.6667,0,49.3333,-8.308,-8.1719,-9.236,-9.2216,-21.5828,-13.2924,8.2503,8.3465,9.176,9.1847,21.5407,13.2503
CA008103100,40529.3333,813.6667,864,439,448,0,14.6667,-9.1095,-8.4508,-10.117,-10.4302,-24.4779,-15.1288,9.4904,10.0115,10.5652,10.2105,24.4083,15.0593
CA008104500,16567.6667,505,504.3333,316,314.3333,0,35.3333,-7.8802,-7.8487,-8.7626,-8.7848,-20.2852,-12.2905,7.9281,7.9355,8.8155,8.7889,20.3002,12.3055
CA008104600,20654.6667,677,689.3333,441,440.3333,0,64.3333,-7.0799,-6.9685,-7.8727,-7.881,-18.2151,-11.1426,7.0967,7.1727,7.891,7.884,18.2216,11.149
CA008105200,40396,1103.3333,1109.3333,696.6667,698.6667,0,42,-9.0737,-8.904,-10.0859,-10.0558,-23.2823,-14.6681,8.9551,9.087,9.9613,9.9899,23.2033,14.589
CA008105600,35812.6667,926.6667,963.3333,563.6667,561,0,45.6667,-8.8331,-8.3895,-9.8138,-10.0647,-24.0399,-14.5282,9.1554,9.4866,10.1885,9.9195,24.0116,14.4999
CA008200300,24684,523,550.3333,306,315,0,24.3333,-7.2367,-6.7955,-8.039,-8.2326,-18.7592,-11.6864,7.4733,7.814,8.3178,8.0928,18.7135,11.6407
CA008203700,33447.6667,887,897.3333,542,546.3333,0,40.3333,-8.3421,-8.0977,-9.2701,-9.3287,-21.5555,-13.4619,8.3464,8.53,9.2867,9.2233,21.4775,13.3839
CA008204400,36988.3333,1122.6667,1135.6667,703.3333,708.3333,0,68,-7.7354,-7.8064,-8.6033,-8.5127,-20.0426,-12.4008,7.6069,7.4857,8.4565,8.5476,20.0366,12.3948
CA008204480,19591.6667,500.3333,518,298,299.3333,0,35,-7.4859,-7.0801,-8.3166,-8.5034,-20.2117,-11.9265,7.6922,8.0012,8.5607,8.3727,20.1653,11.88
CA008204700,42737.3333,1510.6667,1606,974.6667,995.6667,0,96.3333,-4.916,-5.1906,-5.4741,-5.3081,-15.2886,-7.8347,4.7534,4.4184,5.2779,5.4461,15.3515,7.8976
CA008401000,24188,513.3333,525,285,297,0.3333,28.6667,-5.6417,-5.9262,-6.2818,-6.1208,-14.6317,-8.8042,5.526,5.1739,6.1362,6.2723,14.7164,8.8889
CA008402975,29453.3333,892.3333,908,566,561,0,65,-5.32,-5.1657,-5.9144,-5.9978,-14.4384,-8.6059,5.455,5.5686,6.0668,5.9771,14.4566,8.6241
CE000043497,42434.6667,1120.3333,1157.6667,668.6667,671.3333,0,45.3333,-1.6623,-1.6984,-1.8495,-1.8333,-4.4957,-2.6908,1.6542,1.6062,1.8383,1.8527,4.5082,2.7034
CE000434730,47754.3333,1137,1155,699.3333,703,4.3333,85.6667,-2.2693,-2.2541,-2.5234,-2.5244,-5.475,-3.714,2.2742,2.2774,2.5288,2.5254,5.477,3.716
CYE00100074,24809,527,537,308.3333,308.6667,0.6667,27,-3.8508,-3.8041,-4.281,-4.3046,-9.5138,-6.1326,3.8792,3.9039,4.3143,4.2898,9.5098,6.1287
CYE00115566,10541,364,393.3333,255,256.3333,0,56.3333,-3.1709,-2.8954,-3.5197,-3.6193,-9.5943,-4.9099,3.2384,3.4678,3.6071,3.5096,9.5289,4.8446
DA000021100,48165,982.6667,996.6667,562,564.6667,0.6667,50.6667,-4.2272,-4.1157,-4.6979,-4.7398,-10.5132,-6.9546,4.2584,4.3391,4.7376,4.695,10.4874,6.9287
DA000025140,48043,898.6667,901,510.3333,508,0.3333,30.3333,-4.3766,-4.3605,-4.8658,-4.8587,-10.1619,-7.1465,4.3504,4.3567,4.8382,4.8456,10.1455,7.1301
DA000027080,45392.6667,701.6667,708.6667,382,382.3333,0.3333,23.3333,-4.1926,-4.1308,-4.6614,-4.7009,-9.6787,-6.8835,4.2495,4.292,4.7258,4.6911,9.6856,6.8904
DA000030380,44680,668,680,361.3333,359.3333,0.3333,17.6667,-4.606,-4.545,-5.1208,-5.1519,-10.4657,-7.54,4.6406,4.6834,5.161,5.1356,10.4621,7.5364
EG000062306,15162,710.3333,736.6667,525.3333,548.6667,8,205.3333,-3.0334,-2.7414,-3.3612,-3.4801,-9.4313,-4.7899,3.0544,3.3043,3.4082,3.2678,9.2774,4.636
EG000062417,19414,660.3333,710,437.3333,465,0,97.6667,-3.964,-3.501,-4.3954,-4.5793,-13.3874,-6.3828,4.0951,4.5038,4.566,4.3575,13.2539,6.2493
EI000003969,54059.6667,373.3333,399.3333,152.3333,165,0,1,-4.9994,-4.632,-5.5516,-5.7332,-12.5282,-8.4009,5.1839,5.4801,5.7717,5.5998,12.4744,8.3471
EIE00101859,40724.3333,679,684.6667,371.3333,370.6667,0.3333,19.3333,-4.1127,-4.0944,-4.5735,-4.6079,-9.8326,-6.7246,4.1866,4.1933,4.6549,4.6151,9.8565,6.7485
EN000026242,43793.6667,1032.6667,1056.3333,649.6667,660,1.6667,84.6667,-6.9597,-7.25,-7.7482,-7.6484,-18.2889,-11.2655,6.9477,6.5837,7.7162,7.8153,18.4111,11.3876
ENE00100914,35601.3333,1166,1184,773.6667,781,2.6667,137.6667,-4.6837,-4.8022,-5.2122,-5.1669,-12.6283,-7.5288,4.6843,4.5265,5.2046,5.2412,12.6842,7.5847
ENE00175027,36209,1040.6667,1044.3333,677.6667,677.6667,1.6667,111,-6.6906,-6.8021,-7.4464,-7.4382,-16.7426,-10.8276,6.7939,6.6464,7.5477,7.5592,16.8592,10.9442
ENE00175035,37458,1034.6667,1090,672.3333,690.3333,0.3333,108.3333,-6.1029,-6.43,-6.7964,-6.6162,-16.7892,-9.7152,5.9784,5.5686,6.6375,6.7997,16.8958,9.8218
ENE00175051,36721.3333,899.6667,914.6667,559.3333,565.3333,2.3333,72.3333,-6.1807,-6.2877,-6.8774,-6.8432,-14.7081,-9.9685,6.2019,6.0573,6.8915,6.9278,14.7769,10.0373
ENE00175063,37482.6667,914.6667,928.3333,577,583.3333,1,77.6667,-6.9728,-7.2114,-7.7621,-7.7258,-18.5037,-11.2802,7.0635,6.7623,7.8456,7.8806,18.6424,11.419
EZ000011464,36072,356.6667,374,171.3333,169.6667,0,2.6667,-7.3217,-7.1301,-8.1383,-8.2294,-15.4096,-11.9109,7.4274,7.5644,8.262,8.175,15.3952,11.8966
EZE00100082,84050,1284.6667,1307.6667,734.6667,738,1.6667,51.3333,-6.2746,-6.3434,-6.9798,-6.9475,-14.2526,-10.5036,6.2678,6.1617,6.9667,6.9973,14.2882,10.5393
FI000007501,31997.3333,1232,1255,839.6667,853.6667,0.3333,142.3333,-8.9208,-9.4329,-9.9373,-9.7313,-25.6807,-14.1698,8.878,8.2432,9.8542,10.048,25.9075,14.3966
FR000007510,37203.6667,373.3333,394.6667,180,177,0,6,-6.1982,-5.9527,-6.8891,-7.0208,-13.6953,-10.1697,6.3871,6.5656,7.1051,6.9671,13.7022,10.1766
FR000007650,35426,638.3333,685,342,353.6667,0.3333,17,-4.9263,-5.0437,-5.4805,-5.3841,-12.3397,-7.852,4.815,4.6414,5.3514,5.4325,12.3482,7.8605
FR000007747,42793.6667,659.3333,679.6667,340,347,0,11.3333,-5.1824,-5.0606,-5.7605,-5.8155,-12.2829,-8.492,5.2488,5.3374,5.8385,5.7787,12.2719,8.481
FR013055001,36856,668,698,374.6667,376.6667,1.6667,35.3333,-4.7074,-4.8083,-5.2376,-5.1767,-11.3329,-7.5439,4.6467,4.5005,5.1637,5.2343,11.3609,7.5719
FR069029001,35479.3333,280.3333,291.3333,129.6667,131.3333,0,3.3333,-6.687,-6.4572,-7.4323,-7.5103,-14.2675,-10.8689,6.7747,6.9448,7.5364,7.4521,14.2458,10.8472
FRE00104072,33888.3333,289.3333,301.6667,138.6667,138.6667,0,3.6667,-6.3873,-6.3915,-7.1034,-7.1064,-13.1943,-10.2879,6.4067,6.3715,7.1229,7.1252,13.2133,10.3068
FRE00104088,32847.3333,269,281.3333,126.3333,125.6667,0.3333,6,-6.3604,-6.1651,-7.0697,-7.1648,-13.6203,-10.3317,6.4932,6.6329,7.2228,7.1161,13.617,10.3284
FRE00104907,36398.3333,382,399,194.6667,195.6667,0.3333,7,-5.6152,-5.7657,-6.2474,-6.1574,-12.4706,-8.9856,5.5282,5.3287,6.1435,6.2205,12.4962,9.0112
FRE00104937,32912.3333,1030.6667,1042,676,670.6667,0.3333,102,-3.0734,-3.1064,-3.4191,-3.4096,-8.6311,-4.9338,3.0794,3.0344,3.4226,3.438,8.6539,4.9566
FRE00171623,33722,763.6667,789,464,461.3333,0.3333,56.3333,-4.0857,-3.9397,-4.5418,-4.6282,-10.7575,-6.6704,4.2128,4.3175,4.6857,4.6048,10.7717,6.6846
FRM00007149,27472.3333,212.3333,229.6667,90.3333,86,0.3333,2.6667,-6.2298,-5.8786,-6.9213,-7.0753,-13.5922,-10.0815,6.396,6.6654,7.118,6.9694,13.5543,10.0436
FRM00007150,36508.6667,359,412.3333,177.6667,177,0,6.6667,-6.0404,-5.5675,-6.7086,-6.9193,-15.1305,-9.9898,6.3036,6.6839,7.0173,6.7758,15.0887,9.948
GG000037545,33511.3333,522.6667,580.3333,272,287.3333,0,11.3333,-5.3406,-5.7703,-5.9481,-5.7235,-14.3715,-8.3845,5.1308,4.6389,5.6956,5.8955,14.4481,8.461
GL000004360,41141.6667,1614,1667,1095,1092,0,145.3333,-5.3304,-5.1076,-5.9241,-6.071,-17.1851,-8.8343,5.5585,5.7188,6.1838,6.0171,17.2016,8.8508
GM000001153,36129,444.3333,510,217.6667,223.6667,0,12,-6.1573,-5.641,-6.8382,-7.119,-15.5307,-10.2488,6.5263,6.9482,7.2653,6.9681,15.5098,10.2279
GM000001474,47663,602,683.6667,304.3333,325.3333,0,14.6667,-6.0827,-5.5726,-6.7548,-7.0083,-15.9939,-10.2342,6.412,6.8273,7.1388,6.8494,15.957,10.1973
GM000002288,37852,410,424,209.3333,210.3333,1,9.6667,-6.4561,-6.2722,-7.176,-7.2768,-13.7133,-10.5569,6.5911,6.7214,7.3318,7.2257,13.7087,10.5523
GM000002698,48044.3333,542.6667,561,272.6667,269,0.6667,13.6667,-6.5263,-6.394,-7.2554,-7.3031,-14.1547,-10.7247,6.5818,6.6784,7.3202,7.275,14.1475,10.7176
GM000002716,36459,403.3333,419.3333,201,203.3333,0,8,-6.7476,-6.5499,-7.5001,-7.5845,-14.6789,-10.9773,6.8345,6.9784,7.6026,7.5313,14.6607,10.9592
GM000003038,46123.6667,642.6667,708,345,365.3333,0.3333,15,-5.9228,-5.4006,-6.576,-6.8511,-16.317,-9.9695,6.26,6.6906,6.9707,6.6751,16.2693,9.9218
GM000003218,41735,514,541.6667,264.3333,266.3333,0,15,-6.6018,-6.3092,-7.3365,-7.4688,-15.3937,-10.8779,6.775,6.9922,7.5378,7.3905,15.3783,10.8625
GM000003319,52900.6667,666.3333,739.3333,343,353,0,13.3333,-6.369,-5.9909,-7.0757,-7.2586,-16.2561,-10.6678,6.6004,6.8917,7.3456,7.146,16.2295,10.6411
GM000003342,46898,588.6667,647.6667,297,304.6667,0,10.6667,-6.5281,-6.0625,-7.2509,-7.4937,-16.9293,-10.9472,6.8554,7.2234,7.6309,7.3499,16.9032,10.9212
GM000004063,51951,656.3333,661.3333,340.3333,340.6667,2.6667,21.6667,-6.6584,-6.7092,-7.4053,-7.3898,-14.3736,-10.9195,6.6569,6.5875,7.4006,7.4173,14.3939,10.9398
GM000004155,43960.3333,466.6667,526,214.6667,262.6667,0,12.3333,-8.2388,-9.0781,-9.1803,-8.7077,-22.2997,-13.002,7.8158,6.8867,8.6716,9.0503,22.4509,13.1532
GM000004199,51001.3333,644,645.6667,332.3333,330.3333,0,11,-7.0466,-7.0787,-7.8365,-7.7807,-15.4255,-11.4898,6.9582,6.8973,7.7361,7.7998,15.4177,11.4819
GM000004204,70179.6667,1091,1115,629.3333,619.3333,1.3333,47,-6.6895,-6.5731,-7.438,-7.4948,-15.4168,-11.2037,6.7852,6.866,7.5453,7.4863,15.4344,11.2212
GM000010147,47370,654.6667,707.6667,349.6667,368,0,13,-5.9579,-5.4995,-6.6164,-6.8182,-15.8466,-9.9613,6.1957,6.5631,6.8978,6.6663,15.7922,9.9069
GM000010393,41960,482,539.6667,248.6667,258,0,8,-6.6256,-6.1848,-7.3594,-7.6461,-16.5567,-11.0979,7.0244,7.3673,7.8187,7.5053,16.5508,11.092
GM000010962,51882,346.3333,350,145.6667,147.6667,0,1.3333,-8.6653,-8.5522,-9.634,-9.6729,-18.3458,-14.2662,8.7111,8.7921,9.6878,9.6472,18.338,14.2584
GME00102220,34661.6667,621.6667,654,352,374.3333,0,22.6667,-5.6382,-5.1486,-6.2598,-6.4584,-15.6557,-9.2933,5.8501,6.2534,6.5146,6.2869,15.58,9.2177
GME00102252,50515,629.6667,673.6667,326.6667,322.3333,0,10,-6.4636,-6.0997,-7.1816,-7.3706,-16.033,-10.8186,6.7278,7.0032,7.4866,7.2704,16.0239,10.8095
GME00102308,46520,615,638.3333,325.3333,326.6667,0.3333,16.3333,-6.727,-6.5198,-7.4776,-7.5672,-14.9025,-11.0871,6.8465,6.9968,7.6155,7.5227,14.899,11.0836
GME00102316,38402.6667,434,497.6667,198.6667,215.6667,0,6,-6.5726,-5.9393,-7.297,-7.5605,-17.3644,-10.9245,6.8748,7.4066,7.6559,7.356,17.2865,10.8467
GME00102348,46134.6667,402,443,176,185.6667,0,3.6667,-7.7873,-7.3262,-8.6512,-8.8485,-18.4731,-12.9245,8.0148,8.3704,8.9199,8.7084,18.425,12.8763
GME00102380,44745.6667,505.6667,513,254,254,0.6667,14.6667,-6.807,-6.8327,-7.5702,-7.5527,-14.2879,-11.0824,6.7948,6.7467,7.5544,7.5725,14.2997,11.0942
GME00111457,46869.6667,527.6667,593.3333,263.6667,281.3333,0,6,-6.9965,-6.4046,-7.7686,-8.0393,-18.5197,-11.7202,7.306,7.792,8.135,7.8408,18.4481,11.6486
GME00114621,44004.6667,503,587.6667,247.6667,270,0,7.3333,-7.3922,-6.6114,-8.2049,-8.5824,-20.5641,-12.4668,7.8612,8.534,8.7562,8.3156,20.4812,12.384
GME00120994,40660,624,672,344,343.3333,0.6667,21.6667,-6.1995,-5.7956,-6.8873,-7.0896,-15.8071,-10.2817,6.4564,6.771,7.1854,6.9784,15.7879,10.2625
GME00121090,39969,592,650.3333,323,329.3333,0,16,-6.1565,-5.6715,-6.8373,-7.0421,-16.2836,-10.2076,6.398,6.7892,7.1226,6.8922,16.2315,10.1555
GME00121114,40543.3333,652.6667,712.3333,361.6667,376.6667,0,27.3333,-7.1309,-7.7274,-7.9436,-7.5967,-18.8166,-11.2282,6.7686,6.0768,7.5119,7.855,18.9197,11.3314
GME00121138,41363,512,528.6667,264.3333,270,0.3333,23,-6.3865,-6.4847,-7.1046,-7.0268,-13.9923,-10.2891,6.2915,6.138,6.9927,7.0816,14.0096,10.3065
GME00121258,46785.3333,615,650.6667,323.6667,331.6667,0,13,-6.81,-6.4652,-7.5674,-7.736,-16.0628,-11.3177,7.0389,7.2996,7.8319,7.6477,16.0538,11.3087
GME00122458,41076.6667,411.6667,423.6667,192.6667,193.6667,0,6,-7.0325,-6.8769,-7.8171,-7.8444,-15.2198,-11.4399,7.0339,7.152,7.824,7.7965,15.1842,11.4044
GME00122698,36111.6667,363.3333,374.6667,172,172.6667,0.3333,9.6667,-6.2942,-6.1201,-6.996,-7.0715,-13.783,-10.2359,6.3761,6.5034,7.0928,7.0215,13.7659,10.2188
GME00123154,42400.6667,566.6667,630.3333,298.6667,301.3333,0,19,-6.4031,-5.9696,-7.1135,-7.363,-15.8107,-10.6968,6.7513,7.089,7.5135,7.248,15.8116,10.6976
GME00124486,43967.6667,820,894,485.3333,508.3333,0,39.3333,-5.1831,-4.67,-5.7536,-5.9904,-15.1408,-8.7129,5.4785,5.9142,6.1015,5.8165,15.0842,8.6563
GME00125218,50054.6667,676.3333,710,351,354.6667,0.3333,18,-6.5608,-6.3025,-7.2918,-7.4169,-15.2219,-10.8921,6.7288,6.9177,7.4855,7.3551,15.2175,10.8877
GME00125806,51216.6667,682.6667,686,362,366.3333,0,18,-6.6429,-6.6349,-7.3878,-7.3841,-14.2023,-10.901,6.659,6.64,7.4032,7.4066,14.2232,10.9219
GME00127354,49919.3333,637,653.3333,334.3333,330,0.6667,15.6667,-6.8546,-6.7218,-7.6207,-7.7005,-14.8561,-11.3238,6.9745,7.0664,7.7566,7.6787,14.8698,11.3375
GME00127462,44650,775.3333,810.3333,431.6667,447,0,26.3333,-5.1082,-4.7387,-5.673,-5.7986,-13.5715,-8.4556,5.2246,5.5195,5.8166,5.672,13.5056,8.3897
GME00128362,34242.6667,455.6667,501.6667,244.6667,242.6667,0,17.3333,-6.4488,-6.0525,-7.1649,-7.3604,-16.081,-10.5986,6.7054,7.0119,7.4619,7.2564,16.0672,10.5848
GME00129430,33711,324,337.6667,156.6667,154,0.6667,5.3333,-6.3487,-6.1955,-7.0569,-7.1484,-13.5815,-10.3128,6.4655,6.5744,7.1918,7.1034,13.5769,10.3082
GME00129898,45583,681.6667,723.6667,364,375.3333,0.3333,20.3333,-5.9614,-5.5646,-6.6222,-6.7902,-15.5224,-9.9218,6.1773,6.4884,6.8755,6.6711,15.487,9.8865
GME00130630,39816.6667,667.6667,687.3333,355,358,0,17,-4.5157,-4.4298,-5.0197,-5.0605,-10.3569,-7.3679,4.5662,4.6264,5.0789,5.0334,10.3492,7.3602
GME00130726,22389.3333,280.6667,294.3333,149.3333,150.3333,0.3333,11,-6.8714,-6.5481,-7.6359,-7.7957,-15.2506,-11.0095,7.0683,7.3118,7.8644,7.7102,15.2358,10.9946
GME00132538,43173,482.3333,513.3333,232.3333,233,0,8.6667,-7.0723,-6.785,-7.8597,-8.0155,-16.3469,-11.6856,7.2816,7.4909,8.1012,7.9373,16.3406,11.6793
GME00132562,41997.6667,504,562.3333,245,252,0,14.3333,-6.6873,-6.1913,-7.4276,-7.6766,-16.7215,-11.1335,6.9871,7.3824,7.7776,7.528,16.685,11.0971
GMM00010761,47888,590,596.6667,320,320,1.3333,15,-6.8758,-6.842,-7.6458,-7.6648,-14.744,-11.2715,6.9156,6.9348,7.6895,7.6695,14.7575,11.285
HR000142360,50701.3333,651.6667,663,343.3333,339,0,16,-6.4945,-6.6245,-7.2245,-7.139,-14.4194,-10.5581,6.3904,6.2094,7.1029,7.1909,14.4323,10.5711
HRE00105182,38697.6667,937,993.3333,578.6667,590.6667,0,53.3333,-6.7079,-7.0404,-7.4668,-7.2527,-18.7206,-10.659,6.4861,6.0695,7.2043,7.3942,18.7713,10.7096
HRE00105189,43964.6667,984,1003.3333,571.6667,612,0,54.6667,-4.2857,-4.5578,-4.7738,-4.6354,-12.5694,-6.8689,4.2028,3.8802,4.6649,4.7845,12.6605,6.96
HRE00105203,43441.3333,555,567,286.6667,291.3333,0,15,-6.8334,-6.9707,-7.6027,-7.5014,-15.8569,-11.0237,6.7256,6.5351,7.4743,7.5774,15.887,11.0538
HU000012942,43825.6667,495.6667,515,244,248,0,7.3333,-6.8579,-7.1006,-7.6309,-7.4972,-15.4677,-11.0407,6.7193,6.4018,7.4663,7.5895,15.5023,11.0752
HUE00100247,43825.6667,451.3333,487.6667,217,224.6667,0,7.3333,-6.4934,-6.7116,-7.2254,-7.0928,-14.3782,-10.4431,6.3479,6.0564,7.0536,7.1828,14.4093,10.4742
HUE00152440,43825.6667,585,602,290.3333,296.3333,0,16.3333,-6.823,-7.0439,-7.5923,-7.451,-15.7837,-10.9731,6.6711,6.3777,7.4125,7.5476,15.8182,11.0075
HUE00152450,43825.6667,558.6667,575.6667,289,296,0,17,-6.8437,-7.04,-7.6149,-7.5205,-16.0036,-11.0641,6.771,6.5099,7.524,7.6097,16.0524,11.1129
HUE00152455,43824.6667,553.3333,569.3333,284.3333,288.6667,0.6667,12,-6.2792,-6.4184,-6.986,-6.8931,-13.755,-10.133,6.1783,5.9896,6.8662,6.9616,13.7811,10.1591
ITE00100550,68952.6667,957.6667,1016.3333,488.6667,517,0,15.6667,-5.1395,-5.4612,-5.7227,-5.5412,-13.0061,-8.3732,4.9686,4.5713,5.517,5.6816,13.0687,8.4357
ITE00100554,88226.6667,1258,1339.3333,682.6667,733.3333,0,32,-4.6412,-4.9506,-5.1686,-5.0036,-12.2034,-7.652,4.5016,4.1229,4.9978,5.1424,12.2726,7.7212
KG000036974,31195.3333,716.3333,745,425,445.6667,0,36.6667,-5.9143,-6.2478,-6.5853,-6.4038,-16.0757,-9.3175,5.7591,5.352,6.395,6.5624,16.1558,9.3976
KZ000028676,28991.6667,523.6667,549.3333,299,308.3333,0,24,-9.9233,-10.337,-11.0462,-10.8593,-24.348,-15.691,9.7982,9.2701,10.8832,11.0726,24.4766,15.8197
KZ000028952,32668,509.3333,528,285.3333,293.3333,0,17.6667,-9.8977,-10.3772,-11.019,-10.7913,-24.4006,-15.7022,9.7308,9.1287,10.807,11.0274,24.536,15.8375
KZ000035078,29145.6667,511.3333,527,271,280.6667,0,17.3333,-10.0463,-10.5676,-11.1846,-10.8935,-25.7987,-15.7751,9.7675,9.1049,10.8473,11.1373,25.9119,15.8883
KZ000035108,31711,674.6667,717.3333,398,429.6667,0,39.6667,-9.102,-9.7869,-10.1381,-9.7112,-23.0683,-14.2187,8.701,7.8858,9.658,10.0169,23.1973,14.3477
KZ000035188,30332.6667,494.6667,516.6667,294.3333,309,0,18.6667,-9.9156,-10.451,-11.0409,-10.8047,-24.8132,-15.673,9.7636,9.0897,10.8415,11.0766,24.9791,15.839
KZ000035229,31701.6667,666,688,407.3333,419.3333,0,41.6667,-9.1368,-9.6594,-10.1748,-9.8609,-24.8921,-14.384,8.8778,8.2241,9.8566,10.1307,25.0297,14.5216
KZ000035358,26243.3333,482.3333,516.3333,281,293,0,31,-9.2524,-9.7592,-10.3015,-9.9964,-22.1132,-14.4175,8.9452,8.3047,9.9334,10.2327,22.2136,14.5179
KZ000035416,29431,607,667.3333,369.6667,398.6667,0,49.6667,-8.7419,-9.6411,-9.742,-9.2512,-24.2665,-13.5317,8.2948,7.2912,9.202,9.6342,24.4419,13.7072
KZ000035700,36389.3333,683,732.6667,409.6667,455.3333,0,50,-7.8295,-8.6364,-8.7258,-8.317,-21.9724,-12.2829,7.4954,6.5962,8.3148,8.6694,22.1532,12.4637
KZ000035746,31118.6667,575.6667,621.6667,335.6667,354.6667,0.3333,34.3333,-8.2894,-8.8159,-9.2313,-8.9332,-22.0447,-13.0216,8.0336,7.3842,8.919,9.1821,22.1674,13.1443
KZ000035849,33036.3333,689.6667,719,395,414,0.3333,36.6667,-8.1152,-8.567,-9.035,-8.7587,-21.1184,-12.7944,7.858,7.2932,8.7263,8.9621,21.2066,12.8826
KZ000036177,32458,764.6667,810.3333,460,495.6667,0,36.6667,-10.1185,-10.8384,-11.2711,-10.8767,-27.2919,-15.9231,9.8299,8.9907,10.9106,11.2301,27.4848,16.116
