stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
USC00258255,6335.6667,399.3333,617.3333,312.6667,713.3333,0,267.3333,-6.2825,-1.7089,-7.2519,-11.0382,-188.8969,-18.9219,24.7325,52.9442,27.2353,15.7909,197.0738,27.0989
USC00258320,8473.6667,579.6667,897,472.6667,1033.3333,0,385,-7.1678,-2.4016,-8.1928,-12.219,-249.9883,-21.2248,26.1595,55.8246,28.8656,16.1945,257.7178,28.9544
USC00258395,10333.3333,657,1056,514.3333,1130.3333,0,401.6667,-7.6604,-2.5428,-8.7672,-13.3896,-207.7666,-23.2622,28.5702,60.4153,31.5195,17.8403,216.3321,31.8277
USC00258410,11020,750.3333,1275,583,1361.6667,0,450.6667,-7.2835,-2.4513,-8.3053,-13.0295,-261.3264,-23.0319,28.1485,63.3885,31.0933,16.7183,269.3093,31.0148
USC00258455,6017.3333,349,463.3333,276.3333,602.3333,0,231.3333,-7.9417,-2.4727,-9.1635,-12.6416,-191.5916,-20.9676,26.5484,50.7784,29.1878,18.585,200.7008,30.0768
USC00258465,9966,600.3333,982.3333,480.6667,1148,0,385.6667,-8.1422,-2.6726,-9.3179,-13.8884,-248.1942,-24.1969,29.6097,62.7049,32.6604,18.608,257.1008,33.1035
USC00258480,9709.6667,578,1019.6667,448,1093.3333,0,356,-7.598,-2.4913,-8.6972,-13.1624,-235.8297,-22.3504,27.3441,57.7859,30.1568,17.6021,244.096,30.6167
USC00258628,4969,374.6667,584,299,651.3333,0,244,-5.2578,-1.6357,-6.0244,-9.3899,-224.7479,-15.9445,20.7733,46.0286,22.921,12.5684,231.0107,22.2072
USC00258735,5893,313,398,251.3333,575.6667,0,210.3333,-8.8991,-2.6402,-10.3067,-13.7435,-192.8788,-23.4795,30.192,56.5901,33.1608,21.0912,203.7128,34.3135
USC00258745,7712.3333,483.6667,838.6667,375.6667,871.6667,0,304.3333,-7.0026,-2.1456,-8.0384,-12.6552,-209.9366,-21.6316,27.5453,59.747,30.3772,17.154,218.4463,30.1413
USC00258790,2743.3333,127,138.3333,100.3333,230.3333,0,88,-11.0074,-3.1286,-12.8078,-16.3719,-160.9573,-26.5972,36.2176,65.1846,39.7042,26.5198,174.8708,40.5107
USC00258905,7457,476.6667,674.6667,378.3333,799,0,304.6667,-8.37,-2.634,-9.64,-13.6943,-245.2546,-22.6538,28.2118,54.9602,31.0372,19.6414,254.6754,32.0746
USC00258915,9998.6667,599.3333,984.3333,469.6667,1128.6667,0,379.3333,-7.1043,-2.3012,-8.1295,-12.3052,-210.9232,-21.4628,26.3742,57.0039,29.097,16.4113,218.8203,29.3599
USC00258920,5144.6667,338.3333,523,268,635,0,232.3333,-5.5907,-1.5968,-6.4402,-9.593,-193.9002,-16.763,22.0944,47.6504,24.3443,13.5877,201.0222,23.8849
USC00258935,7438,413.3333,744.6667,320,808.6667,0,270,-7.3891,-2.1729,-8.501,-12.9044,-211.904,-22.0434,28.0927,59.8971,30.953,17.9893,220.8936,31.033
USC00259020,6011,336,444,263,637.3333,0,223.6667,-6.9417,-1.9164,-8.0479,-10.9027,-158.738,-18.9996,24.7176,47.9562,27.1558,16.781,167.5907,27.8524
USC00259045,5425.3333,292.6667,446.3333,232.3333,580.3333,0,206.3333,-7.376,-2.0963,-8.5087,-12.2331,-182.5679,-20.9521,27.2564,56.7274,30.0008,17.716,191.6501,30.0343
USC00259090,9101.3333,618,910.6667,481.6667,979.3333,0,373.6667,-8.1985,-2.8812,-9.37,-13.7829,-208.3208,-23.1096,27.8995,56.3842,30.7692,18.3148,216.645,31.4338
USC00259115,4382.6667,288.3333,421.6667,223,506.6667,0,200.6667,-6.0523,-1.7731,-6.9704,-10.5149,-171.0455,-17.8812,23.7604,50.2929,26.1798,14.8136,178.6966,25.5323
USC00259150,5432.6667,274.3333,345.3333,211.6667,540.6667,0,183.6667,-9.8296,-2.6879,-11.3945,-15.0481,-210.6303,-25.7388,33.3559,64.5424,36.6257,23.345,222.7345,37.843
USC00259200,10500,683.3333,1093.3333,540.6667,1244.6667,0,423.6667,-7.4372,-2.4584,-8.5052,-12.707,-241.8719,-22.2609,27.1272,57.841,29.9287,16.912,249.9481,30.3371
USC00259325,5970.3333,357.6667,498,279,640,0,237.6667,-7.6684,-2.2342,-8.8657,-12.6106,-222.2741,-21.3854,27.6948,54.4361,30.4565,18.6619,231.8191,30.9304
USC00259475,5626,330.3333,523,249.6667,598.6667,0,211.6667,-8.6807,-2.7189,-9.9828,-14.2548,-222.4098,-23.8706,30.3631,61.0324,33.432,20.1547,232.2553,33.7162
USC00259510,8586.3333,584,1002.3333,456.3333,1048,1,365.3333,-6.9435,-2.3043,-7.9212,-12.3053,-248.858,-20.8229,25.5721,56.8779,28.2345,15.8852,256.2001,28.1649
USC00260438,6465,236,260.6667,170.6667,393.3333,0,128.3333,-5.4523,-1.9413,-6.338,-7.9432,-63.0454,-12.6604,15.8242,25.3299,17.3204,12.8623,69.3278,18.9427
USC00260507,7102.6667,312.6667,483,240.6667,628.3333,0,191.3333,-4.556,-1.4727,-5.2503,-7.3304,-88.4656,-12.2551,15.3251,29.1799,16.8566,10.6211,93.6259,17.4153
USC00260795,4785.6667,231.3333,273.3333,182.3333,427.3333,0,150,-3.6305,-1.0397,-4.2303,-5.4829,-65.3505,-9.205,12.1887,21.7081,13.3599,8.9371,70.0806,13.9352
USC00261358,4202.6667,234.6667,319.6667,182.6667,399.3333,0,156,-4.2303,-1.2964,-4.8899,-6.9204,-89.0499,-11.2695,14.8173,28.3077,16.2901,10.2426,94.1883,16.4078
USC00261485,4750.6667,374.6667,521,297,614.3333,0,229.3333,-3.9633,-1.0876,-4.5729,-7.0193,-148.3751,-12.0771,16.1611,35.0953,17.8044,9.9836,153.6478,17.3497
USC00261740,4205,246.6667,295.6667,195,358,0,154.3333,-4.4062,-1.3426,-5.1353,-6.9287,-84.5849,-10.8645,14.4497,24.8482,15.8316,11.1408,90.2549,16.5344
USC00262431,2138,124.6667,176,99.3333,294,0,104,-3.0878,-0.524,-3.6043,-5.1715,-125.5188,-9.463,13.9813,32.6637,15.3758,8.2223,130.5303,14.4745
USC00262708,5653.6667,326,431.6667,252.3333,604.6667,0,210.6667,-4.0146,-1.1262,-4.6419,-6.5152,-111.5764,-10.9114,14.1019,28.1215,15.5028,9.692,116.4808,15.8158
USC00262780,4545,267.6667,413.3333,207,543.6667,0,182.3333,-2.1861,-0.5361,-2.5408,-3.821,-70.05,-6.8799,9.5104,20.1397,10.4651,5.7853,73.3543,10.1843
USC00263205,4293.6667,260,423.6667,199.3333,448,0,144,-6.6064,-2.1526,-7.5927,-11.3464,-164.9299,-17.9851,23.2543,46.3515,25.611,15.7526,172.3965,25.4518
USC00263245,4140,170.6667,239,135.3333,381.6667,0,117.6667,-3.3087,-0.8555,-3.8505,-5.0594,-60.4268,-8.7709,11.8206,22.584,12.9726,8.1218,64.8516,13.1957
USC00263285,2435.6667,130.3333,175.3333,101.6667,280.6667,0,101,-3.8948,-0.8395,-4.5406,-6.2829,-94.9735,-10.9902,15.7633,33.0421,17.3182,10.0318,100.7523,16.769
USC00263515,1889.3333,115.3333,144.3333,100.3333,236,0,96,-2.4127,-0.3758,-2.8279,-3.8881,-75.9074,-6.9124,10.3261,22.8708,11.3371,6.4787,79.8288,10.8337
USC00263957,3679,135.6667,174.6667,106,272,0.6667,88.6667,-4.0819,-1.1754,-4.7488,-6.2444,-62.6434,-10.0205,13.3629,23.9832,14.6491,9.9938,67.7756,15.1528
USC00264349,3030.6667,167.6667,213.3333,133.6667,335.3333,0,127.6667,-2.6399,-0.5485,-3.0814,-4.2316,-69.7265,-7.5056,10.6372,22.1844,11.682,6.8396,73.6818,11.4609
USC00264698,3905.3333,204,276.6667,155.3333,418.3333,0,141.3333,-2.8131,-0.6107,-3.2759,-4.5069,-66.6236,-8.0039,11.0341,23.1542,12.1215,7.1484,70.6599,12.0402
USC00264935,3400.3333,201.3333,304.6667,156.6667,348.3333,0,139,-2.6795,-0.7748,-3.0869,-4.6185,-65.5034,-7.3451,9.7783,20.3663,10.7657,6.5366,68.7167,10.5584
USC00264950,6311,356.6667,504,276.6667,698,0,229.3333,-3.0501,-0.8406,-3.5293,-4.9854,-85.5833,-8.7998,11.4766,23.3535,12.6237,7.4453,89.5348,12.7513
USC00265168,3039.3333,164.3333,221.3333,136.6667,346.6667,0,132.6667,-3.2152,-0.6345,-3.7552,-5.276,-92.1162,-9.3952,13.4089,28.5081,14.73,8.4926,97.0771,14.3561
USC00265191,4412.3333,290,429.6667,235.6667,541,0,195,-3.7486,-0.9111,-4.3497,-6.5699,-127.8762,-11.4668,15.7175,33.7345,17.2957,9.8105,133.2989,16.8895
USC00265352,4683.3333,292.3333,311.6667,227.6667,540.6667,0,193,-3.1009,-0.7745,-3.6126,-4.6959,-91.5001,-8.4809,11.4435,22.0907,12.5601,7.6346,95.7897,12.7705
USC00265818,6235.3333,328.6667,436,258.6667,544.6667,0,202.6667,-3.8538,-1.28,-4.4463,-6.1917,-70.0832,-9.8451,12.3067,22.4164,13.5235,9.0677,74.3534,14.1153
USC00265890,1698.3333,77,143,55,206.6667,0,54.6667,-3.507,-0.7059,-4.081,-5.9363,-90.6839,-10.6351,15.828,36.2396,17.4186,9.1767,96.1945,16.1457
USC00266005,5634,291.6667,420,217.3333,509.6667,0,175.3333,-3.564,-1.2173,-4.1028,-5.7386,-70.6984,-9.2272,11.5757,21.489,12.7317,8.2374,74.5754,13.1042
USC00266252,4228.6667,212,290.6667,162.6667,392,0,129.6667,-5.7992,-1.9871,-6.6761,-9.0783,-97.9234,-14.6816,18.7247,34.5837,20.5932,13.1456,104.2053,20.9635
USC00267369,2635.6667,174,200.3333,141.6667,336.3333,0,132,-5.1881,-1.0063,-6.0531,-8.1854,-185.6923,-14.4086,20.5227,43.9871,22.536,13.2631,193.3342,22.0505
USC00267908,2450,118.3333,163.3333,84.6667,230.3333,0,76.6667,-4.2014,-1.2411,-4.8662,-6.7187,-75.765,-11.124,15.3701,29.4506,16.8963,10.1932,81.1631,16.5221
USC00268160,1465.6667,118.3333,144.3333,98,208.6667,0,91,-2.169,-0.4503,-2.5218,-4.0545,-120.5585,-6.5757,9.8776,22.7092,10.8734,6.02,123.9598,9.977
USC00268761,2975,213.6667,288.3333,177.6667,339,0,144,-5.0362,-1.3537,-5.8287,-8.3293,-139.9533,-13.6042,18.5425,37.7776,20.3896,12.4153,146.3943,20.0453
USC00268988,5698.6667,306.6667,440,243,551.6667,0,201,-3.2247,-1.0632,-3.7136,-5.1807,-69.1094,-8.381,10.5315,19.9287,11.5826,7.4659,72.65,11.9216
USC00269229,2956.3333,158.6667,181,120,309.6667,0,110.3333,-3.3335,-0.6632,-3.9043,-5.2822,-88.3382,-8.978,12.7606,25.4363,13.9916,8.813,93.3431,13.9829
USC00270690,14694.3333,917,1273,706.3333,1581.6667,0,543.6667,-7.3139,-3.0084,-8.2475,-11.2479,-182.8798,-18.6848,19.8664,41.3836,21.9757,13.2992,187.5565,23.3615
USC00272174,11296.6667,573,871,451.6667,1102.3333,0,353.6667,-9.766,-3.6382,-11.108,-15.4547,-197.8133,-26.113,29.9135,60.6217,33.0136,19.8979,206.1826,34.4822
USC00272999,17568,1008.3333,1521.6667,771.3333,1770.3333,0,578.3333,-7.1217,-3.2748,-7.9645,-10.5522,-147.9169,-17.3275,17.0743,35.5126,18.9402,11.3665,151.0157,20.4264
USC00273530,9088.3333,377.6667,640.3333,297,885.6667,0,243.6667,-8.8036,-3.3383,-9.9811,-13.7872,-173.6069,-23.3115,26.7202,56.0544,29.5196,17.2151,180.6569,30.3615
USC00273850,16200.3333,818.3333,1412.3333,612.6667,1732.6667,0,462.3333,-7.6609,-3.1347,-8.6283,-12.1268,-174.9715,-20.9397,22.6407,49.4332,25.0656,14.0871,180.1867,26.1548
USC00274399,13876,621.3333,1069.6667,467.3333,1317.6667,1,353,-8.8148,-3.4632,-9.9762,-13.8381,-169.3594,-23.5172,25.9754,54.0245,28.7087,16.9585,175.9899,30.1477
USC00274556,11910.6667,557.3333,869.3333,439.6667,1032.3333,0,333.6667,-7.3356,-3.1016,-8.2929,-11.0731,-121.022,-18.104,19.4871,37.6065,21.5326,13.5054,125.8842,22.9661
USC00275072,7354.3333,332.6667,636,250.6667,785.6667,0,216.3333,-8.5888,-3.2907,-9.7029,-13.9157,-204.5614,-23.0375,26.6121,59.201,29.4388,16.6409,211.1111,29.5873
USC00275712,14562,694,1158.6667,525.6667,1475.3333,0,402,-9.5691,-3.707,-10.8282,-15.2387,-214.9801,-26.2559,29.1916,62.1501,32.2718,18.5947,222.4027,33.6785
USC00276234,10304.3333,592,870.6667,463.3333,992.6667,0,354,-7.1977,-3.1628,-8.0917,-10.8555,-142.524,-17.3508,18.2175,36.7508,20.1687,12.4315,146.4609,21.2877
USC00276697,5229.3333,247.6667,377.3333,190.6667,486.3333,0,162.3333,-10.2304,-3.8626,-11.6111,-16.1089,-193.7873,-25.6457,30.2246,62.125,33.3729,20.3129,201.9388,33.7972
USC00280907,13721.6667,696.6667,1174,544.3333,1481,0,427.6667,-10.1176,-3.7542,-11.4633,-16.3123,-253.7612,-28.5323,32.3509,71.0457,35.7596,20.119,262.1745,36.9456
USC00281211,7475.3333,340,462.3333,260.6667,677.3333,0,215.3333,-10.9648,-4.0102,-12.4885,-16.7239,-194.0981,-27.7141,32.2959,64.3517,35.6153,22.0142,203.3986,37.0146
USC00281351,11262.3333,576.3333,1014,451,1247.3333,0,372.6667,-9.0228,-3.4251,-10.1918,-14.6211,-222.1133,-25.2121,28.5972,64.5662,31.6399,17.4581,229.1346,32.2334
USC00281582,13083.6667,707.6667,1042.6667,554.6667,1418.6667,0,436,-10.6756,-3.9859,-12.1175,-16.7151,-262.7443,-29.2726,33.1937,69.6387,36.6631,21.1235,271.6801,38.2085
USC00283029,14874.3333,756.6667,1152,568,1553.3333,0,437.6667,-10.3159,-3.971,-11.6774,-16.1293,-228.0018,-27.7695,30.6359,64.7789,33.8591,19.8208,235.8504,35.6181
USC00283181,9474.6667,459.6667,791.6667,354,966,0,297,-10.3094,-3.7986,-11.6892,-16.8113,-226.7472,-28.332,32.8316,71.6083,36.2816,20.841,235.4,36.9848
USC00283662,9859,453.6667,761,352,999.6667,0,289.6667,-10.7901,-4.0078,-12.2467,-17.0522,-251.0456,-29.0601,33.4522,70.6256,36.9486,21.4922,260.0411,38.0556
USC00283951,13966,634.3333,1049.6667,485,1411,0,360.3333,-10.4834,-4.0078,-11.8846,-16.3562,-231.7011,-28.4789,31.8676,66.4056,35.2077,20.4212,240.0959,36.8737
USC00284229,12443.6667,569.6667,785.3333,436.6667,1168.3333,0,340,-10.9201,-3.8039,-12.4792,-16.9262,-216.3503,-29.3219,33.9968,67.7257,37.4662,22.9404,226.6302,39.6017
USC00284887,12148,707.3333,1180.6667,553,1460.6667,0,453.6667,-9.9606,-3.8612,-11.2321,-16.0609,-308.1354,-27.7717,31.0934,71.0416,34.4179,18.8546,315.5139,35.1502
USC00284987,12055,624,1057.6667,479.6667,1254,0,386.3333,-10.561,-4.0184,-11.9433,-17.1406,-230.8806,-29.238,33.0207,72.541,36.5174,20.714,239.1757,37.533
USC00285728,12787.3333,613,1051.6667,467.3333,1320.3333,0,369.3333,-10.392,-3.9322,-11.7645,-16.6493,-234.4131,-28.6506,32.2882,70.1704,35.6937,20.3853,242.6892,36.9267
USC00286177,12619,590.3333,966.3333,467.3333,1268,0,364.6667,-9.8268,-3.7873,-11.132,-15.4319,-218.0991,-26.2381,29.3103,61.0703,32.3864,19.0964,225.7184,33.8574
USC00286843,8196.6667,408.6667,726.3333,315.3333,875.3333,0,268.6667,-9.8586,-3.6299,-11.1667,-16.1601,-236.2848,-27.2752,31.9241,71.0172,35.2936,19.8121,244.5402,35.5306
USC00287079,13332.3333,701.3333,1139.3333,529.6667,1445.3333,0,404.3333,-10.4799,-3.9677,-11.8638,-16.7491,-257.5902,-28.9299,32.5114,70.3501,35.9403,20.514,265.9217,37.2615
USC00287587,7201.6667,361.6667,524.3333,270.6667,743.6667,0,226.3333,-11.0991,-4.1195,-12.621,-17.125,-244.1061,-29.0153,34.1179,69.7138,37.658,22.1167,253.6046,38.5138
USC00287865,3501,159,248,124.3333,351,0,116.6667,-11.169,-4.2341,-12.6626,-17.6617,-200.4174,-28.1461,34.2077,72.3245,37.794,22.0071,209.4361,37.1648
USC00288194,12408.6667,571.3333,954.3333,436,1230.3333,0,339,-10.4491,-3.9328,-11.8547,-16.5177,-225.3377,-28.105,31.712,66.1689,35.0263,20.7313,233.8136,36.5809
USC00288644,13674.6667,693,1004,525,1327,0,388.3333,-10.054,-4.0235,-11.3898,-15.3777,-197.3041,-26.0361,28.5535,56.7717,31.5399,19.1337,204.746,33.478
USC00288816,8506.3333,416,637.6667,327.6667,863.6667,0,274.6667,-11.9496,-4.2462,-13.6143,-18.9174,-267.4243,-31.7319,37.3117,76.8622,41.1619,24.7572,278.1447,42.4522
USC00288899,9595.3333,456.3333,761.3333,350.3333,990.3333,0,291,-10.4879,-3.7617,-11.9296,-16.9576,-231.4146,-29.042,34.1183,72.3586,37.6703,21.7375,240.9071,38.5345
USC00289910,6972,294,586.3333,219.3333,734.6667,0,190.3333,-10.3009,-3.8727,-11.6547,-16.5341,-234.152,-27.7448,32.4284,71.5954,35.8581,20.1187,242.3723,35.9651
USC00290022,4853.6667,323.3333,445.3333,256.3333,504,0,221.3333,-5.4751,-1.2344,-6.3886,-9.2032,-147.602,-15.2791,20.7615,41.4213,22.7853,14.5723,155.4504,23.1275
USC00290199,4469,247.3333,346.3333,183.3333,475.6667,0,162.6667,-4.664,-1.2673,-5.404,-7.7636,-115.0254,-13.3346,17.9058,36.0296,19.6925,11.6558,121.255,19.5643
USC00290600,4926.3333,407.3333,520.3333,336,659,0,280.6667,-4.682,-1.2009,-5.4106,-8.0037,-198.665,-14.1024,18.8599,41.3547,20.7669,11.6556,204.9483,20.3858
USC00290692,6540,372,494.3333,281,661.3333,0,221,-3.6989,-1.1296,-4.2744,-5.7946,-83.306,-9.722,12.2836,23.1971,13.4973,8.6787,87.6153,14.0313
USC00290858,4319.3333,220.6667,239.3333,179.6667,416.3333,0,150.6667,-7.2113,-1.8258,-8.4243,-10.9383,-146.6313,-19.0117,25.8594,47.6891,28.3487,18.1861,156.7292,29.1096
USC00291063,5121.6667,301.6667,310.6667,245.6667,470.6667,1,202,-3.7911,-1.1091,-4.4097,-5.6906,-77.6393,-9.2444,11.9696,21.2553,13.1155,9.1593,82.2855,13.8906
USC00291138,4299.6667,225,311.3333,181.3333,464.3333,0,164.6667,-4.6416,-1.2672,-5.3775,-7.347,-112.2123,-12.7745,17.0445,33.9777,18.7363,11.2115,118.2114,18.7735
USC00291440,5597.3333,309.3333,502.6667,233.3333,524,0,184.6667,-5.566,-1.8989,-6.4051,-9.1394,-123.7391,-14.691,18.5194,34.6683,20.3767,12.9984,129.8717,20.8236
USC00291469,4834.6667,363,469,295.6667,629.3333,0,252.6667,-5.3555,-1.331,-6.1965,-8.9028,-185.2944,-16.1312,21.6895,47.6944,23.8762,13.2173,192.6138,23.4506
USC00291515,5281,232.6667,367.3333,172.6667,504.3333,0,145.6667,-5.1236,-1.4764,-5.9288,-8.3522,-105.9959,-14.0468,18.345,35.7819,20.1671,12.4908,112.4053,20.4561
USC00291630,6089.6667,255.3333,354.6667,188.6667,467.6667,0,149.3333,-4.3738,-1.2711,-5.0974,-6.8532,-69.2633,-11.2058,14.6041,25.7292,16.0051,11.0326,74.9554,16.8979
USC00291647,4702,258.6667,362.6667,200.3333,452,0,166.6667,-3.3019,-0.9854,-3.8195,-5.3821,-69.6072,-8.9258,11.7075,22.4734,12.8702,8.0256,73.6912,13.0099
USC00291664,9488,391.3333,475.6667,282.6667,667.6667,0,194,-6.3788,-2.5071,-7.3484,-9.4014,-85.5828,-15.1887,17.8366,29.3093,19.5779,13.966,91.8706,21.4765
USC00291813,7902.3333,568.6667,817.3333,451.6667,855.6667,0,359.6667,-4.9512,-1.7156,-5.676,-8.3843,-143.3792,-13.5208,16.5217,32.2373,18.2009,11.43,148.5561,18.6978
USC00291939,5223,366.3333,517.6667,303.3333,623,0,255.6667,-6.0882,-1.6802,-7.0252,-10.3745,-194.7254,-17.8317,23.4697,49.8512,25.8417,14.9381,202.4934,25.5997
USC00292436,4088.3333,215.6667,299,173.3333,438.6667,0,148.6667,-4.9212,-1.3156,-5.7027,-7.7739,-126.5437,-13.3153,17.7765,35.4272,19.536,11.8934,132.8472,19.6188
USC00292608,8849.3333,388.6667,631.3333,285.6667,737.3333,0,216.6667,-5.2031,-1.9934,-5.9479,-8.0782,-90.2714,-13.2184,15.4573,28.4526,17.0255,10.977,95.0091,17.9561
USC00292820,5894,361.3333,515.3333,288.6667,620.6667,0,236.3333,-3.6958,-1.2288,-4.2412,-6.0321,-91.5682,-9.8174,12.2199,24.0451,13.4563,8.3842,95.4633,13.7125
USC00292837,6924,397.6667,592,318.6667,634.3333,0,249.6667,-3.8323,-1.2748,-4.4099,-6.2039,-76.6092,-9.9605,12.2874,23.1072,13.5143,8.8594,80.7146,14.0659
USC00292848,4282.3333,270,413.6667,218.3333,485.3333,0,184,-3.8687,-1.0228,-4.4783,-6.9033,-108.0259,-12.0452,16.4902,35.2073,18.1598,10.0567,113.5464,17.5656
USC00292854,3654,181.6667,206.6667,132.6667,343,0.3333,111,-8.5055,-2.2303,-9.8999,-12.7902,-166.5396,-21.8137,29.4795,55.7269,32.3376,20.6899,177.7079,32.982
USC00292865,3682.6667,257,296.6667,208.6667,353.3333,0,162.6667,-7.1158,-2.5214,-8.2126,-11.0015,-128.1589,-16.9777,21.7323,37.8305,23.865,16.3643,135.8351,24.6539
USC00293031,4151.3333,200,273.6667,161.6667,398.6667,0,141.6667,-4.1847,-0.9246,-4.8884,-6.6408,-86.734,-11.6096,16.0113,31.7349,17.5686,10.8419,92.8415,17.7171
USC00293060,5274.6667,341,481.3333,271.3333,585.6667,0,224,-4.6489,-1.2695,-5.3714,-7.8288,-137.6789,-12.9982,16.9717,34.9478,18.6696,11.4381,143.4665,18.7859
USC00293265,7592,483.3333,820,379.6667,786,0,285,-5.3616,-2.0104,-6.1107,-8.9953,-141.1041,-14.4322,17.2273,34.0989,19.0071,11.6542,146.0647,19.3928
USC00293294,4906.3333,369.6667,549.3333,302.3333,666,0,256.6667,-5.0524,-1.388,-5.8188,-8.8722,-225.6362,-15.6622,20.8701,46.8514,23.0058,12.4577,232.2797,22.3057
USC00293340,4047.3333,220.3333,257,169.3333,397.3333,0,149,-3.2502,-0.7506,-3.7952,-5.1753,-74.8337,-8.6883,11.8947,23.1152,13.0453,8.4099,79.4207,13.2753
USC00293368,3274.6667,156.3333,148.3333,122,260.3333,0,102.6667,-6.7115,-2.0321,-7.8412,-9.8198,-101.0964,-15.5186,20.9417,34.9241,22.9078,16.5785,109.7231,24.1453
USC00293592,3863.3333,191.3333,216.3333,155.3333,338.3333,0,132.6667,-5.8751,-1.7006,-6.8148,-8.8016,-106.4121,-14.3386,18.7899,34.5155,20.6115,13.8383,113.4184,21.3449
USC00293649,5771,378,554.6667,298,657,0,233.6667,-5.1142,-1.7763,-5.8587,-8.2734,-157.7856,-13.6575,16.9451,33.2272,18.67,11.347,163.0485,18.9204
USC00293775,3654.6667,167,234.6667,129.6667,338,0,111,-5.7671,-1.5046,-6.7125,-9.0533,-107.784,-15.1201,20.5393,39.1072,22.539,14.4078,115.493,22.8291
USC00293855,2933.3333,159.3333,202.3333,124.6667,266.6667,0,113.6667,-5.6248,-1.4441,-6.5528,-8.8521,-95.2143,-14.4421,19.9423,37.8038,21.8765,14.182,102.7911,22.0189
USC00294009,5243.6667,389,573.6667,303.3333,643.3333,0,247,-4.5886,-1.3772,-5.2836,-8.0545,-167.6852,-13.5931,17.8128,37.4285,19.6255,11.2946,173.4213,19.3292
USC00294026,4074.3333,310,429.6667,248.6667,570.6667,0,208,-5.9058,-1.4363,-6.8216,-10.5255,-233.1485,-19.2239,26.4968,62.52,29.2085,15.0746,241.7081,27.7835
USC00294112,2914.6667,202,216.3333,167.6667,336.6667,0,148,-6.6286,-1.7383,-7.6987,-10.285,-202.3049,-17.1057,23.3924,45.4942,25.6831,16.1458,210.8915,25.6922
USC00294346,2899.3333,193,213.6667,156,367,0,144.6667,-6.9563,-1.7005,-8.0641,-10.9331,-223.6142,-19.324,26.7218,56.4357,29.3843,16.8111,232.964,28.6739
USC00294369,7696.6667,489.3333,690.3333,377.3333,795.3333,0,290,-5.0619,-1.7516,-5.8022,-8.1897,-130.2714,-13.4324,16.2926,31.5792,17.943,11.2908,135.4048,18.5659
USC00294426,3975.3333,246,306.6667,195.3333,461,0,172.6667,-4.4494,-1.0607,-5.1728,-7.0352,-125.0986,-12.567,17.1779,35.3581,18.8756,11.0607,131.2998,18.7683
USC00294719,3796.3333,240,338,198.6667,441.3333,0,176.6667,-4.0101,-0.9689,-4.657,-6.6871,-119.4285,-11.4732,15.7261,32.6666,17.2887,10.2229,125.0093,17.054
USC00295079,4449.3333,241,327.6667,191.3333,411.6667,0,159,-5.0306,-1.1477,-5.881,-8.3623,-100.8847,-13.7751,18.8924,36.4563,20.7202,13.4934,108.1985,21.0888
USC00295084,8735,559.3333,949.6667,439.3333,894,0,336.6667,-4.9023,-1.8476,-5.5752,-8.3254,-130.1292,-13.1637,15.4005,31.3219,17.0005,10.5431,134.417,17.4515
USC00295273,7471.6667,444.6667,711,344.3333,734.6667,0,268.6667,-5.1669,-1.9258,-5.9055,-8.392,-119.1672,-13.5132,16.1695,30.7138,17.8195,11.2542,124.0645,18.4105
USC00295490,4495.6667,299.3333,408.3333,242,514.6667,0,210,-5.6788,-1.5209,-6.5807,-9.3076,-160.1123,-15.7373,20.9755,42.1309,23.0576,14.0623,167.5025,23.1275
USC00295617,5185.6667,323,494.6667,257.3333,618,0,222.6667,-6.0097,-1.5568,-6.9538,-10.2751,-188.3754,-18.0434,24.1154,51.4161,26.5438,15.1222,196.5371,26.2051
USC00295754,5321.6667,298.6667,462.3333,244,482,0,198.3333,-6.4279,-2.3364,-7.3672,-10.2863,-119.7164,-16.1121,19.7485,36.6633,21.7396,14.2121,125.991,22.3866
USC00295960,5831.3333,253.6667,356.6667,181.3333,436.6667,0,135,-7.877,-2.709,-9.1039,-12.0009,-123.9167,-19.197,23.9552,41.6054,26.292,18.1641,132.5586,27.8389
USC00295965,5452.6667,301.3333,394.6667,247.3333,515.6667,0,208,-5.91,-1.7196,-6.8395,-9.1619,-125.5078,-15.2649,19.58,37.3169,21.5041,13.947,132.5141,22.2712
USC00296435,3413.3333,177,210,143,338.3333,0,122.6667,-5.8767,-1.5153,-6.8528,-8.9686,-125.5996,-15.046,20.581,38.2229,22.5669,14.6531,133.539,22.9854
USC00296465,3641.6667,270.6667,344,218.6667,414,0,191,-3.5568,-1.0366,-4.1061,-5.8422,-107.6375,-9.5249,12.6279,25.2024,13.8905,8.5428,111.9308,13.8181
USC00296619,5399.3333,375.3333,506,305.3333,595.6667,0,259.6667,-5.4793,-1.4033,-6.3713,-9.1099,-156.9384,-15.315,20.4025,40.0112,22.4079,14.0872,164.4022,22.7788
USC00296676,5990,328,441.6667,259,537.6667,0,201.3333,-5.762,-2.0087,-6.6444,-8.9061,-100.0963,-14.4234,17.941,32.0051,19.7122,13.1461,106.3211,20.6482
USC00297008,5852.6667,470,663.6667,370.3333,761,0,300,-5.7228,-1.6952,-6.5697,-10.3378,-245.8425,-17.416,22.5635,49.9645,24.8834,14.0206,252.8147,24.3882
