stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
AG000060590,689.6667,61.6667,55.3333,53.3333,125,0,53.3333,-1.6181,0.0801,-1.9834,-3.0506,-196.2209,-6.1648,11.4863,24.4592,12.5881,6.34,201.155,11.0989
AGE00135039,4205.6667,339.3333,483.3333,284,481.3333,0,216.6667,-5.1879,-1.679,-5.9669,-9.1881,-164.1684,-14.5505,19.0517,38.1964,20.9863,12.7289,170.2899,20.672
AGE00147708,6044,393,582,296,516.3333,0,212.6667,-9.101,-3.9776,-10.3304,-14.1607,-149.772,-21.1143,23.8174,42.4597,26.2733,17.9209,156.2712,27.6136
AGE00147716,4057,267.3333,361.3333,211.6667,454.3333,0,180,-5.8192,-1.7799,-6.7174,-9.4186,-160.6423,-15.6741,20.6256,40.2123,22.688,13.8263,167.6497,22.6815
AGE00147718,1827.3333,129.3333,159,110,241,1,105,-3.7711,-0.6629,-4.402,-6.1386,-132.722,-10.8522,16.0609,36.5008,17.6503,9.8665,138.5904,16.7206
AGE00147719,1264.6667,63.6667,75.6667,51.3333,131.6667,0,52,-3.7926,-0.7389,-4.4463,-6.0902,-82.7834,-9.961,15.1646,30.4018,16.6332,10.182,88.6952,15.8728
AJ000037735,7752,613.6667,916.3333,506.6667,1014.3333,0,408.3333,-2.5051,-0.8477,-2.8559,-4.3393,-98.7096,-7.3507,9.017,19.8056,9.9561,5.5952,101.2795,9.9206
AJ000037850,7668.3333,707.3333,1056.3333,583.6667,1075.6667,0,457.3333,-2.0971,-0.7054,-2.3873,-3.8115,-111.6991,-6.5027,8.0781,18.8157,8.9269,4.8026,113.9377,8.7413
AJ000037985,11374,1353.6667,1862.6667,1128.3333,1547.6667,0,786,-8.5107,-3.9313,-9.5007,-13.5657,-435.9772,-20.9327,21.3154,45.9705,23.6645,14.2308,439.6772,24.6327
AM000037711,4266,379,522.6667,315.3333,462.6667,0,232,-5.5289,-2.5952,-6.2382,-8.4233,-103.4376,-12.1311,13.3278,23.644,14.7296,10.0356,106.5965,15.29
AM000037789,10222.6667,687,999.3333,540,1136.6667,0,423.3333,-3.0875,-1.1643,-3.5093,-5.0494,-90.3431,-8.2933,9.5635,19.4478,10.558,6.4099,92.9825,10.9327
AM000037801,11784.6667,835,1252,681.3333,1199.6667,0,510.3333,-3.8887,-1.5516,-4.4181,-6.3221,-93.2193,-10.1086,11.3677,21.9979,12.5461,8.0036,96.3502,13.2395
AM000037959,5033.6667,352.6667,554,284.6667,521,0,226.6667,-5.2567,-2.0654,-5.9578,-8.6803,-129.9818,-13.2076,15.5355,31.5088,17.1621,10.692,134.0603,17.2861
ASN00001005,4852,403.3333,639.3333,310.3333,534.3333,0,230,-11.4062,-4.7074,-12.8744,-19.783,-297.4621,-29.7689,35.0566,73.7037,38.7899,23.2014,305.9386,38.2454
ASN00002001,4566.6667,295.3333,427.3333,228.6667,419.3333,0,175,-11.8984,-4.6735,-13.6214,-19.4693,-220.4114,-29.3151,35.9965,64.3923,39.6354,26.4527,231.6735,40.5772
ASN00002005,4332,247,397.6667,186.6667,357.3333,1,130.6667,-15.3243,-6.0342,-17.5603,-24.6542,-258.5958,-36.9825,45.4713,79.6456,50.0414,33.9523,273.1062,51.4928
ASN00002011,3534.6667,386.3333,506.6667,320.3333,453,0,225,-7.5667,-3.1659,-8.569,-13.0674,-295.3792,-19.5406,23.8415,47.6513,26.3554,15.8409,301.528,25.6894
ASN00002013,3638.3333,220.6667,324.3333,177.3333,345,0,145.6667,-14.6016,-5.5868,-16.7325,-22.5992,-283.7598,-35.387,44.2139,79.8143,48.6676,31.4629,297.8106,49.4378
ASN00002016,4292,211,344,163,376,0,133.3333,-13.5466,-5.3751,-15.4926,-21.1868,-231.6343,-32.7929,40.0519,71.4627,44.1064,28.8582,244.0142,45.1729
ASN00002019,3739,308.3333,428,246.3333,389,0,184,-10.1839,-4.0154,-11.6436,-16.2632,-251.0222,-24.2814,29.8004,53.8149,32.817,21.9725,260.2083,33.4676
ASN00002020,4515.6667,413.6667,564,344.3333,501,0,239,-10.2758,-4.1877,-11.7065,-17.1406,-257.7641,-25.5238,30.823,56.9365,33.9934,22.1478,266.6563,34.416
ASN00002026,2438.3333,158,250.6667,128,241.3333,0,97.6667,-11.0665,-4.1211,-12.6796,-17.9514,-214.1161,-27.8132,36.3496,68.0123,40.0448,24.6359,225.4503,39.1473
ASN00002029,3197,264.3333,362,214,370,0,154.6667,-9.5936,-3.3826,-11.0704,-15.9651,-316.2374,-24.9106,33.0447,59.8232,36.3414,23.1606,327.4967,36.17
ASN00002032,6081.6667,566.3333,815.6667,458.6667,688.3333,0,329,-11.4905,-5.1641,-12.9112,-18.2027,-356.3731,-26.3962,28.197,56.0177,31.2194,20.602,362.3492,32.3723
ASN00002050,2029.3333,126,169,108.3333,159.3333,1,86.3333,-14.0616,-6.1797,-16.0626,-21.6994,-215.9279,-29.838,36.7597,60.4508,40.4482,29.3245,227.3212,41.2314
ASN00003000,4563.3333,453,677.6667,373,513.6667,0,248.6667,-13.0162,-5.5751,-14.6808,-23.1747,-352.6437,-33.3171,39.0041,80.0543,43.1633,26.8796,361.9193,42.5927
ASN00003004,3635.6667,387.6667,569,320.3333,433.3333,0,232,-15.1012,-6.489,-16.9691,-26.4885,-498.9965,-38.016,44.3345,96.3176,49.1205,29.6561,508.6805,47.7
ASN00003006,4466.3333,471.3333,647.6667,382.3333,566.3333,0,290.6667,-9.3308,-3.895,-10.524,-15.407,-356.8004,-23.0863,26.6895,55.4276,29.5288,18.0626,363.1318,29.4177
ASN00003007,3723,342.3333,520.3333,282.6667,431.3333,0.3333,203.3333,-12.6746,-5.5263,-14.2627,-21.3222,-368.4844,-31.1073,36.023,74.9036,39.8867,24.3442,376.588,39.2109
ASN00003008,1720.3333,83.3333,149.6667,63,140,0,53,-15.7459,-5.5241,-18.1096,-25.9581,-238.9002,-38.1796,51.6268,95.6004,56.8056,36.6946,255.9228,55.2022
ASN00003010,3784,222.6667,308,169,299.3333,0,136,-16.0826,-6.8224,-18.4125,-25.3905,-254.2139,-37.4662,45.8194,76.7642,50.4195,34.8487,268.7418,51.9941
ASN00003011,3289,201.6667,300,156.3333,306.3333,0,123.6667,-14.489,-5.5887,-16.5512,-23.0509,-278.1787,-33.9703,41.7238,76.3025,45.9548,30.9133,290.8842,46.6758
ASN00003012,3114.6667,247,359.6667,196.3333,346.3333,0,158,-12.2327,-4.8136,-13.9329,-19.6591,-353.9978,-29.338,36.0416,68.1601,39.7457,25.5691,364.3826,39.7228
ASN00003014,3296.3333,207.3333,328.6667,160.3333,322.6667,0,131.6667,-11.8188,-4.2169,-13.5753,-19.2763,-256.8089,-30.0173,38.7642,72.4488,42.6706,27.0185,269.3519,42.5603
ASN00003015,3275.3333,205,280.3333,162.6667,273,0,124,-17.106,-7.0056,-19.6203,-26.3752,-278.3004,-38.432,47.3508,78.9399,52.0526,37.0805,293.8906,54.0222
ASN00003018,3779.6667,281.6667,405,230,403.6667,0,178.3333,-12.1914,-4.736,-13.948,-19.5843,-296.5247,-30.2075,37.6531,68.8956,41.4766,26.5837,308.1397,41.8225
ASN00003019,4152.6667,243,360.3333,185.6667,325.6667,1,134.6667,-16.7449,-7.309,-19.1269,-25.7521,-240.3285,-37.9552,45.0917,75.681,49.6324,34.8173,254.2141,51.8408
ASN00003022,3007.6667,212.3333,281.6667,170,299,0,139.6667,-12.6088,-4.5597,-14.5006,-20.5061,-272.8631,-31.0288,40.1839,72.7786,44.2024,29.0851,286.1911,44.3569
ASN00003023,3113,251.6667,338.3333,199.3333,303,2.6667,152.3333,-15.9136,-6.5227,-18.2154,-25.6506,-316.2193,-36.8708,45.7158,78.5704,50.3135,34.9455,330.6411,51.2926
ASN00003026,3098,202.3333,269,165.6667,279,0,125.6667,-15.1577,-6.2247,-17.4102,-23.0477,-257.881,-34.2999,42.8551,70.9414,47.0972,32.9728,272.2492,48.6681
ASN00003027,4538.3333,372.6667,559.3333,299,512,0,225.6667,-10.8287,-4.3034,-12.3297,-18.1836,-359.7112,-27.5241,33.4315,63.8069,36.8854,23.3425,369.2311,37.044
ASN00003028,2288.6667,288.6667,375.3333,238,318.6667,0,185.3333,-10.3272,-3.9322,-11.7181,-19.4896,-693.0301,-27.0304,34.6349,74.0034,38.2776,23.6834,702.2524,36.2526
ASN00003030,4059.3333,488,678,409.6667,587,0,270,-9.5361,-3.7225,-10.7727,-18.8986,-547.3009,-29.2902,37.1757,87.363,41.1686,21.9172,556.4746,38.464
ASN00003044,1176.3333,67.3333,117,51.6667,108,0,43,-13.4032,-5.4336,-15.313,-21.0166,-233.1233,-29.6422,39.0257,69.1755,42.9853,28.3291,245.0133,41.5322
ASN00003051,4100.3333,281.6667,460.6667,218,392.6667,0,168.3333,-14.4761,-6.8792,-16.197,-21.8408,-289.6636,-30.7048,31.7397,61.8634,35.1927,23.632,295.3228,36.3641
ASN00003056,2128.6667,178.3333,270.3333,145,242.3333,1.6667,109.3333,-14.292,-5.915,-16.2626,-23.6945,-305.752,-35.3034,45.1054,84.8094,49.7843,30.316,318.4214,47.9728
ASN00004004,2582,273,381.3333,230.3333,359,0,190,-8.6013,-2.9421,-9.8493,-15.378,-413.4297,-23.2635,30.8717,63.9882,34.0428,20.4701,422.8164,32.6502
ASN00004006,3131.6667,305,379,255,430.3333,0,212.3333,-7.3566,-2.1431,-8.4805,-12.516,-333.0558,-20.5692,27.7706,58.0624,30.5791,17.882,342.1838,29.6972
ASN00004008,1301.6667,93,119.3333,79.6667,145.3333,0,75.6667,-10.4165,-3.1493,-12.0537,-16.6227,-259.526,-25.3796,36.0916,69.2987,39.661,25.0381,272.2563,38.1099
ASN00004012,1395.6667,114,144.3333,94,165,0,80.6667,-11.1993,-2.9982,-12.9872,-18.6213,-258.9254,-30.3714,44.4084,89.9728,48.8458,28.1644,274.3849,45.831
ASN00004015,2040,195.6667,258.6667,162,262.3333,0,133.6667,-8.5764,-2.721,-9.8449,-14.801,-336.9535,-22.5627,30.5669,63.3046,33.6806,20.3102,346.583,32.1922
ASN00004016,2347.3333,229.6667,300.6667,185.6667,325,0,159.6667,-8.4476,-2.4449,-9.7444,-14.949,-402.1489,-24.3928,34.048,72.1948,37.5086,21.2215,413.2534,35.4973
ASN00004019,2484,300.6667,406.3333,250.3333,369.3333,0,187.6667,-8.2442,-2.7082,-9.4028,-17.3615,-501.667,-26.9877,37.3127,90.5138,41.2543,21.5711,512.0913,37.412
ASN00004020,3836.3333,394.3333,588,318.6667,552.3333,0,241.3333,-6.3174,-2.0489,-7.2067,-12.6553,-386.3687,-20.4101,27.205,65.3043,30.0686,15.9072,394.0296,28.0709
ASN00004022,1334,92.6667,132.3333,75.3333,150.6667,0,71.3333,-10.2111,-2.5124,-11.8733,-17.0287,-280.4026,-25.7385,37.5306,75.0538,41.2132,26.3015,294.1871,39.523
ASN00004023,1754.6667,133.3333,173,111,203.3333,0,98,-10.7774,-2.9521,-12.5094,-17.0196,-309.1334,-27.8739,39.6804,76.9095,43.5973,26.405,323.3982,42.1387
ASN00004024,1438.6667,154.3333,194.6667,131.6667,209,0,108.3333,-10.0566,-2.8399,-11.6132,-18.4802,-425.4633,-31.0847,45.9831,102.6489,50.7003,26.1748,440.216,45.8373
ASN00004026,2607.6667,226.3333,289,185.3333,331,0,159.3333,-8.173,-2.1906,-9.4564,-13.8841,-301.4225,-22.786,31.5972,65.714,34.7661,20.4665,312.2154,33.5789
ASN00004027,2966.6667,331.3333,426.3333,275,435.3333,0,229,-6.1551,-1.849,-7.0692,-11.0505,-437.3279,-17.6368,23.762,51.7831,26.1972,15.07,444.7443,25.0531
ASN00004028,2181.3333,221,318.3333,192,309.6667,0,146,-9.3972,-3.033,-10.7761,-17.948,-483.8877,-28.4513,39.6411,86.9629,43.752,23.788,495.8286,40.3922
ASN00004035,2622.3333,367.6667,447.6667,320.3333,449,0,229.6667,-6.2224,-1.9382,-7.1043,-13.7825,-664.6338,-22.4146,31.63,81.8473,34.9857,17.0918,673.4676,31.2484
ASN00004036,1854,158.3333,224.3333,133.3333,224,0,114,-10.3432,-2.8074,-11.9802,-18.18,-359.9193,-28.0355,39.8631,81.243,43.8468,26.7392,373.7188,41.835
ASN00004038,2055,197.3333,258,165.6667,248.3333,0,138.3333,-8.7362,-2.6122,-10.0715,-15.7572,-292.0427,-23.9839,33.3623,68.2671,36.7399,22.1403,302.9865,34.9277
ASN00004041,2228.6667,167,226.3333,137.6667,276,0,116.3333,-9.8689,-2.5769,-11.4394,-16.2922,-303.389,-27.3204,38.5515,79.1881,42.4016,24.6124,316.7998,40.7313
ASN00004042,931.3333,106.3333,133.6667,88.6667,148,0,79.6667,-8.4381,-2.27,-9.7287,-16.0418,-680.0164,-24.2008,36.3476,83.4967,40.0708,22.2229,691.6296,35.814
ASN00004046,2075,128.3333,197,102.6667,235.3333,0,90.3333,-10.7429,-2.5375,-12.5498,-18.4085,-312.3861,-30.2759,44.2732,87.6786,48.6254,29.2021,328.8639,46.7536
ASN00004054,764.3333,84,115.6667,74.6667,130.3333,0,59,-8.3819,-2.5315,-9.5859,-16.8282,-453.2181,-27.8739,42.8809,110.7544,47.4158,21.5747,465.4027,40.0585
ASN00004059,1706.6667,161,208.6667,129,211.6667,0,109.6667,-9.742,-2.8381,-11.25,-16.6007,-321.0235,-26.1296,36.9168,74.6354,40.6323,24.0568,333.4093,38.5154
ASN00004068,1817.6667,182.6667,247.3333,153.6667,250,0,125.6667,-10.5287,-2.991,-12.096,-19.7028,-421.1903,-31.1108,43.9915,101.0151,48.5278,26.6453,434.7628,44.6834
ASN00005003,2287,167,217.6667,132.6667,262,0,113.6667,-7.6775,-2.1375,-8.9055,-12.7134,-212.3489,-20.3293,28.401,55.7524,31.212,19.2978,222.4681,30.4485
ASN00005004,2089.6667,234.3333,270.6667,202.3333,327.6667,0,170.3333,-7.0973,-1.7702,-8.1949,-12.7874,-406.5373,-21.6522,30.9826,71.9266,34.1481,18.2021,416.5696,31.6846
ASN00005005,2224.6667,153,193.6667,129.3333,236.6667,0,116,-10.0945,-2.6477,-11.7492,-16.1667,-255.3888,-25.2876,35.3966,67.2867,38.8347,25.5392,268.7437,38.6425
ASN00005006,1729.6667,138.6667,170.6667,112.3333,225.6667,0,103.6667,-7.4736,-1.8483,-8.6876,-12.1844,-277.6133,-20.2467,29.3185,59.8686,32.2234,18.9253,288.1303,30.7636
ASN00005008,2739,334.3333,426.3333,279.3333,439.6667,0,213.6667,-6.5492,-2.0606,-7.4897,-12.9074,-489.8739,-21.9371,30.4948,73.776,33.7015,16.6102,498.6374,30.7006
ASN00005012,3824,394.3333,533.6667,329.6667,535.3333,0,261.3333,-7.2736,-2.3979,-8.3235,-12.7775,-385.9683,-20.2366,26.1667,55.5298,28.8605,16.9865,393.8482,28.1166
ASN00005013,1915.3333,185,242,151.6667,266.6667,0,124.3333,-8.7812,-2.5331,-10.1259,-16.0715,-377.1141,-25.7033,36.5476,78.1022,40.2776,22.5314,388.9006,37.4898
ASN00005014,2720.3333,206,254,179,295.3333,0.3333,155.3333,-10.4243,-2.9226,-12.1513,-16.5279,-248.8321,-26.6175,37.0162,67.557,40.6002,26.5316,262.9829,40.7683
ASN00005015,2696.3333,240,292,204.6667,336.6667,0,170,-9.1432,-2.5289,-10.6061,-14.4847,-315.311,-23.746,32.5807,63.3738,35.7888,22.3331,327.0567,35.4917
ASN00005016,2555.3333,395.6667,449.3333,345.6667,456.3333,0,245.3333,-4.8795,-1.5116,-5.5953,-10.8074,-618.8252,-17.909,25.7018,62.4586,28.4096,13.8366,626.3027,25.3865
ASN00005020,2965,303.3333,399.6667,254.3333,473.3333,0,210.6667,-5.0463,-1.3172,-5.8202,-9.4854,-337.3694,-16.6247,23.4394,56.019,25.8546,13.2169,344.7663,24.0216
ASN00005022,3140.6667,244,320,202,365.3333,0,171.3333,-9.4658,-3.0984,-10.921,-15.7425,-289.0596,-25.3499,33.9356,64.4025,37.3392,22.8083,300.4764,36.7667
ASN00005028,2058,154.6667,198.6667,127,253,0,107.3333,-8.5931,-2.155,-9.9903,-13.5545,-321.5953,-21.8947,30.8356,60.9886,33.8526,21.3291,332.9868,33.2863
ASN00005030,2175,170.6667,220,140.6667,298,0,124.6667,-8.56,-2.2433,-9.9214,-13.6398,-339.255,-23.9957,34.0097,70.5025,37.4141,20.8393,351.017,35.7577
ASN00005032,2181,159,190,125.3333,237,0,112,-11.3044,-3.3931,-13.1227,-17.6243,-294.2042,-28.2405,39.1661,71.6345,42.998,27.5001,308.5765,42.6127
ASN00005033,1182.6667,92,135,74.6667,164.3333,0,67.6667,-8.6123,-2.4297,-9.9378,-14.3926,-376.4896,-23.0148,33.4154,70.0577,36.795,20.8479,387.5319,34.057
ASN00005034,1745.3333,128.6667,164.3333,107.3333,183.6667,0,95.6667,-10.1444,-2.8607,-11.7497,-16.5654,-220.9515,-25.9189,36.5144,71.252,40.1326,24.956,233.837,38.8043
ASN00005036,1725,153.3333,183,125,221.3333,0,113.3333,-7.3462,-1.9851,-8.4993,-12.5253,-278.8408,-19.5867,27.7976,57.0344,30.5789,18.4326,288.3842,29.1301
ASN00005040,1212,106,131,86.6667,175,0.3333,82,-8.7608,-2.0203,-10.1636,-14.4734,-377.018,-24.845,37.1602,83.7143,40.8984,22.0117,389.7716,37.5985
ASN00005045,1459.3333,128.6667,151.3333,100,200.6667,0,95.3333,-7.5498,-1.505,-8.8032,-13.1877,-350.19,-21.9621,33.0456,73.6893,36.3369,20.4795,362.0328,33.8049
ASN00005052,1440.6667,132.6667,141.6667,106,172.3333,0,97,-11.291,-3.2749,-13.0856,-17.6009,-321.6602,-28.0698,40.0141,76.6186,43.9631,27.0796,335.9499,42.3596
ASN00005066,1107.3333,79,97.6667,69,139.6667,0,63.3333,-9.7528,-2.3354,-11.3381,-15.0155,-317.6514,-23.7454,34.875,70.156,38.2858,23.8309,330.5434,36.6375
ASN00006000,1989.6667,134,153.6667,109.6667,241,1,100,-6.8825,-1.5206,-8.0371,-10.9279,-196.2336,-18.8964,27.5537,55.6963,30.2543,17.7891,206.5473,29.2101
ASN00006001,2827,185,209,149,287,0,133.6667,-5.2673,-1.1964,-6.1753,-8.2132,-124.3574,-13.4628,19.0706,35.4189,20.8873,13.8988,132.0724,21.1779
ASN00006003,2419,219.3333,263,180.3333,341.3333,0,164.6667,-5.8885,-1.3701,-6.8175,-9.9453,-305.2047,-16.4598,23.0278,51.1773,25.3361,14.7646,313.104,24.3591
ASN00006005,2219.3333,173.6667,183.3333,142.6667,293.6667,0,133.3333,-6.9782,-1.4089,-8.1352,-11.0769,-300.0308,-18.7272,26.7827,56.9572,29.4053,17.7895,310.0164,28.7128
ASN00006008,2362.3333,152.3333,179,122.3333,295,0,115.6667,-6.7985,-1.3597,-7.9388,-11.0691,-218.3328,-19.2901,27.9132,59.1252,30.659,17.842,228.6912,29.6485
ASN00006009,1828.3333,153.3333,188.3333,126.6667,261.3333,0,117,-6.652,-1.2108,-7.7577,-11.9442,-310.8152,-20.7551,31.0647,72.6405,34.1815,18.3935,321.7554,31.6953
ASN00006010,1486.6667,115,104.3333,93.6667,154,0,89,-7.6727,-1.5715,-9.0238,-12.2274,-201.1071,-18.1339,27.0137,49.7982,29.5457,21.02,212.5368,29.5636
ASN00006012,2235.6667,173,224,149.3333,246.6667,0.3333,136.6667,-5.8029,-1.8908,-6.6928,-9.2841,-158.6879,-14.1365,18.9352,35.2845,20.8148,13.5757,165.1897,20.6383
ASN00006015,1371.6667,120.6667,150.6667,98,195.6667,0,97.6667,-5.5054,-1.0503,-6.41,-9.9375,-283.5376,-16.293,24.6057,57.1356,27.072,15.0885,292.1759,24.9313
ASN00006017,2143.3333,181,197.3333,140,274.3333,0,125,-6.8994,-1.8817,-8.0053,-10.7348,-279.1072,-17.7652,24.8126,48.3877,27.2568,16.6937,288.0547,26.7126
ASN00006019,2222.3333,138.3333,189,113,300.3333,0,105.6667,-7.3382,-1.5081,-8.5605,-11.8733,-277.2993,-21.6023,31.5318,67.79,34.6611,19.0331,288.7175,33.0205
ASN00006020,2093.3333,124.6667,164.3333,102,274.6667,0,94.6667,-6.0821,-1.1079,-7.0958,-10.1935,-243.6901,-17.3752,25.347,56.826,27.8518,16.1383,252.965,26.65
ASN00006022,3229.3333,346,426.3333,291.3333,539.6667,0,241.6667,-3.8071,-0.8832,-4.4009,-6.9418,-283.0633,-12.4845,17.5839,42.5454,19.3848,9.9368,288.7537,18.175
ASN00006023,1876,186.3333,214.6667,154.3333,293.6667,0,143,-5.6911,-1.0742,-6.6303,-9.7581,-395.2994,-17.6345,26.2296,61.2056,28.864,15.1552,404.4818,26.817
ASN00006025,3368,384,488,327.6667,521.3333,0,277.3333,-3.1414,-0.8692,-3.6213,-5.8085,-250.8856,-9.7764,13.4618,30.2701,14.8407,8.0976,255.1826,14.0734
ASN00006027,2259,176,209.3333,143.6667,326,0,129.6667,-5.6133,-1.1193,-6.5417,-9.2917,-256.4471,-16.5841,24.1152,53.3221,26.515,14.6511,265.0921,25.2291
ASN00006029,2248,186,230.6667,155.6667,302.3333,0,136.3333,-7.5564,-1.9468,-8.7598,-12.3566,-301.0235,-21.3453,30.2445,63.1947,33.2729,18.7436,311.4857,31.8076
ASN00006030,2454.6667,201.3333,265,170,337,0,145.3333,-5.8955,-1.3881,-6.8424,-9.87,-243.1018,-17.0724,24.2411,52.5026,26.668,14.9947,251.5317,25.5023
ASN00006033,2055.6667,147,177.3333,116.6667,230.6667,0,108,-7.9694,-1.6637,-9.3151,-12.8515,-222.0258,-21.4723,31.2117,63.1501,34.2524,20.953,233.9125,33.359
ASN00006034,2543.3333,177,205.3333,137.3333,341.3333,0,124.3333,-5.7598,-0.9892,-6.732,-9.3874,-226.6775,-16.9783,24.6707,55.3555,27.1052,15.236,235.7916,26.0925
ASN00006036,2239.3333,167.3333,219,131,303,0,129.3333,-5.2069,-1.0006,-6.0674,-8.8247,-230.7196,-15.5636,22.6879,51.29,24.9503,13.7827,238.8083,23.6523
ASN00006038,1958,127,162.3333,103.3333,251,0,97.3333,-8.8735,-2.3082,-10.2776,-14.0718,-314.8854,-23.7884,33.5815,69.3732,36.9303,21.4096,326.5657,35.4688
ASN00006039,1722.6667,146.6667,192,118.3333,256,0,113.3333,-6.3868,-1.1369,-7.4255,-11.6777,-318.5453,-20.3213,30.3904,76.3396,33.469,17.4592,328.8823,30.6583
ASN00006040,2377.3333,186.6667,230,151.6667,273.3333,0.3333,136.3333,-6.2036,-1.3173,-7.2796,-10.3075,-169.148,-17.1742,25.1315,48.6718,27.5635,17.1236,178.992,27.0182
ASN00006044,3936.6667,473.6667,593.3333,407,633,0,331,-3.1144,-0.7889,-3.5926,-5.9101,-285.9567,-10.433,14.4495,34.6381,15.9376,8.2243,290.5261,15.0023
ASN00006045,3697.3333,330.3333,452.3333,274.6667,458.6667,2,235.6667,-4.7339,-1.5086,-5.4318,-8.1199,-171.8629,-12.9356,16.8452,34.8654,18.5632,11.1189,177.14,18.2127
ASN00006046,1644.3333,137.3333,153.3333,112,226,0,103.3333,-7.8148,-1.8808,-9.0552,-12.3891,-282.4487,-21.3275,30.7182,66.2741,33.7916,18.9198,293.0726,31.9514
ASN00006048,2821.6667,212.3333,278,172.6667,348.3333,0,156.6667,-4.0639,-0.8553,-4.734,-7.0352,-154.2583,-11.6165,16.4645,35.1857,18.0926,10.8784,160.2408,17.599
ASN00006050,1976,143.6667,168.3333,119.3333,242.6667,0,109.3333,-8.6792,-1.9404,-10.1159,-13.585,-275.4083,-22.933,32.9777,67.3868,36.2045,21.8939,287.7145,35.2392
ASN00006052,2020,149.6667,178,123.3333,227.6667,0,112,-7.9087,-1.9202,-9.2157,-12.531,-211.6229,-20.2928,28.9165,56.4334,31.7322,20.0619,222.5231,31.193
ASN00006053,1940.6667,148,174,123.3333,253,1,115.6667,-6.8745,-1.4286,-8.0306,-10.874,-278.8338,-18.0752,26.2162,53.794,28.7646,17.779,288.8479,28.0893
ASN00006055,4032.6667,297,333.6667,248,430.3333,0,214,-4.8023,-1.4489,-5.5791,-7.3785,-119.9343,-12.0931,16.0231,28.8902,17.5778,11.6509,125.9438,18.1026
ASN00006056,2148.3333,146,200.6667,120.3333,284,0,113.6667,-5.8612,-1.1412,-6.8455,-9.4725,-257.8443,-16.1131,23.3668,49.7093,25.6547,15.3344,266.6171,24.886
ASN00006058,3798.3333,266.3333,334.3333,220.6667,427,0,191.6667,-5.021,-1.287,-5.8359,-8.0634,-129.8081,-13.7988,18.798,37.213,20.6496,12.58,136.6398,20.6306
ASN00006060,3330,333.6667,401.6667,282,486.3333,0,237.3333,-3.7809,-0.9394,-4.3708,-6.5918,-225.3842,-11.1666,15.3448,34.0741,16.896,9.5689,230.508,16.2903
ASN00006062,1533,205.3333,250,177.6667,242,0,157,-3.4124,-0.8796,-3.9347,-6.7891,-464.1795,-10.4839,15.3389,36.375,16.9159,9.2948,469.0404,15.3448
ASN00006066,1426.6667,103.3333,126.6667,86.6667,188.3333,0,83,-8.2392,-1.6995,-9.5872,-13.4324,-302.0314,-22.4188,33.133,72.6131,36.4167,21.0358,313.9575,34.3449
ASN00006069,1849.3333,108.3333,117,80.6667,189,0,74.3333,-6.2611,-1.3032,-7.3412,-10.031,-141.6782,-16.0749,23.6134,45.6023,25.8777,16.8061,151.0976,25.4943
ASN00006072,2527.6667,254.6667,349.6667,213.6667,375.3333,0,165.3333,-6.0501,-1.9958,-6.9229,-11.4153,-311.7481,-18.7405,25.7757,57.8528,28.4658,14.9071,319.2983,26.2907
ASN00006084,1720,157,198.6667,129.3333,252,0,116.3333,-7.5005,-1.5543,-8.731,-13.1366,-471.4188,-21.7672,32.1274,71.4211,35.3333,20.1174,482.8112,33.1596
ASN00006103,1531.6667,86.3333,98.3333,69,162,0,70.3333,-11.1124,-1.9857,-13.0671,-17.8242,-221.7965,-30.0463,45.709,91.6024,50.1156,30.5196,239.9672,48.217
ASN00007000,4553.3333,315,390.6667,264.6667,469.6667,1.3333,226,-4.7679,-1.4417,-5.5106,-7.6773,-109.0786,-12.2241,15.7963,29.8983,17.3557,11.4099,114.6352,17.7806
ASN00007001,1249,112.6667,103.3333,97.3333,161.6667,0,93.3333,-4.7425,-1.3131,-5.5003,-7.117,-147.712,-11.3273,16.2316,31.559,17.8218,11.171,153.6248,17.2401
ASN00007002,2400.6667,208.3333,225.3333,169,319.6667,0,155.6667,-5.081,-1.1221,-5.9149,-8.2174,-179.6084,-14.5305,20.8188,44.2564,22.8844,12.9518,187.0937,22.0157
ASN00007003,1856.3333,149,203.3333,125,236.6667,0,110.3333,-4.7692,-1.0595,-5.5568,-8.2167,-169.796,-13.4522,19.6828,41.6144,21.6327,12.7482,176.923,20.5793
ASN00007006,3566.6667,323,391.3333,269,503.3333,0,222.6667,-3.9069,-1.0302,-4.5127,-6.5673,-190.9075,-11.3865,15.4729,33.6072,17.0367,9.5765,196.0559,16.5348
ASN00007007,3624.3333,297,340.6667,249.3333,462,0,216.3333,-4.4995,-1.098,-5.2245,-7.3316,-160.5407,-12.5266,17.1187,35.2621,18.8139,11.2845,166.6602,18.646
ASN00007008,1982,170,200,140.3333,269.6667,0,119.6667,-4.5379,-1.2201,-5.246,-7.6555,-169.1174,-13.1285,18.7201,40.4796,20.6157,11.2307,175.3444,19.3554
ASN00007011,4495.3333,338.3333,425.3333,281.3333,502,0,239.6667,-4.0368,-1.0889,-4.6777,-6.6332,-115.6468,-10.8154,14.2923,28.2575,15.7035,10.0083,120.7419,15.9106
