"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"betaprime",3.49688559142873,16.7950847520214,1.5472,7.3405,0.2056,0.6684,4.0184,0.7459,7.4726,0.7735,12.9425
"betaprime",2.31685753609054,28.3435533246724,1.5624,7.0587,0.2257,0.5557,3.9581,0.592,7.0436,0.5996,11.4512
"betaprime",8.20326894188766,13.8839693204314,1.4107,6.8944,0.1777,0.8314,3.8578,0.998,7.2965,1.0989,13.0204
"betaprime",4.37484491370618,14.0674720124016,1.5679,7.6495,0.201,0.7127,4.0945,0.8136,7.7955,0.8574,13.9582
"betaprime",2.47416952810017,17.9934788913466,1.6866,8.0004,0.2288,0.5623,4.237,0.603,7.8785,0.6125,13.5709
"betaprime",1.12879697809694,89.8524109049817,1.9512,8.8473,0.3135,0.2994,4.6546,0.3018,8.1216,0.3019,12.6616
"betaprime",2.49104431051761,42.6389109531883,1.4302,6.303,0.2135,0.593,3.6946,0.6373,6.3878,0.6477,10.0267
"betaprime",4.213919224157,82.3655408777995,1.0682,4.81,0.157,0.8005,3.0909,0.918,5.1085,0.9682,7.6518
"betaprime",13.2834811246023,10.0904626309453,1.6595,8.794,0.1923,0.8156,4.3427,0.9908,8.7929,1.108,17.1742
"betaprime",4.16876653078944,17.5286249140627,1.4522,6.8405,0.191,0.7214,3.8581,0.8211,7.1027,0.8628,12.1705
"betaprime",2.37759782170178,37.8998711062362,1.4801,6.5598,0.2179,0.5727,3.788,0.6122,6.6033,0.6208,10.4633
"betaprime",6.45481874568854,25.6683148897719,1.138,5.3091,0.1556,0.866,3.3105,1.0315,5.7728,1.1238,9.281
"betaprime",4.20844505030662,34.1870619198307,1.2066,5.4549,0.1724,0.7692,3.3675,0.8798,5.796,0.9267,9.1237
"betaprime",4.92344239250757,64.9110555092804,1.0266,4.7053,0.1504,0.846,3.0457,0.9869,5.046,1.0546,7.5967
"betaprime",1.69816440722905,20.893357310514,1.8686,8.9029,0.2649,0.4338,4.5479,0.4479,8.4148,0.4495,14.2948
"betaprime",2.51447968592867,40.1984015060822,1.435,6.34,0.2097,0.5952,3.7077,0.6404,6.4283,0.6511,10.1275
"betaprime",1.87383378709666,37.1155568898073,1.6414,7.3443,0.2443,0.4816,4.0705,0.5018,7.1707,0.5047,11.4584
"betaprime",2.74513790719211,15.234891948048,1.7181,8.3562,0.2247,0.5876,4.3223,0.6374,8.205,0.6508,14.5456
"betaprime",2.98479958600365,19.619998893002,1.5468,7.2025,0.2119,0.6293,3.9863,0.69,7.2935,0.7081,12.3415
"betaprime",1.53332322868053,29.1457863935735,1.844,8.542,0.2715,0.4026,4.4713,0.4124,8.0663,0.4133,13.2284
"betaprime",3.5865738886781,13.5390075977612,1.6709,8.2559,0.2113,0.6577,4.2701,0.7351,8.2172,0.7633,14.8859
"betaprime",5.81332342294045,29.7708945968188,1.1217,5.1933,0.155,0.8532,3.2626,1.0081,5.6263,1.0901,8.9122
"betaprime",3.61669125949498,39.86929510755,1.2415,5.5438,0.1808,0.7261,3.4025,0.8164,5.8266,0.8498,9.0947
"betaprime",2.03601066784933,24.2868829306215,1.69,7.7912,0.2397,0.5039,4.1999,0.5292,7.6072,0.5335,12.6189
"betaprime",9.70407334279269,13.0126998331957,1.4347,7.096,0.1752,0.8415,3.9144,1.0179,7.4857,1.1299,13.5607
"betaprime",3.83003498985199,12.986086052414,1.6756,8.3481,0.2106,0.6711,4.2885,0.7551,8.3061,0.7877,15.1869
"betaprime",1.31940198634984,60.257542568841,1.8458,8.3082,0.2884,0.3537,4.4389,0.359,7.7713,0.3593,12.2182
"betaprime",4.26589516387321,15.4848600411089,1.5139,7.2596,0.198,0.7161,3.9845,0.8161,7.4685,0.8588,13.1008
"betaprime",11.7172552938759,13.828350687027,1.3583,6.6595,0.1705,0.8731,3.7819,1.0666,7.136,1.1956,12.7173
"betaprime",2.38552411030047,108.248092277721,1.3568,5.8453,0.2071,0.589,3.5222,0.6303,5.9149,0.6393,8.947
"betaprime",3.27571473216172,24.3700951482751,1.4177,6.4572,0.1978,0.6713,3.7405,0.7447,6.6686,0.7692,10.9318
"betaprime",2.94979945038445,27.8610586574068,1.4292,6.4439,0.2047,0.6419,3.7392,0.7035,6.6088,0.7217,10.6976
"betaprime",11.5927390395664,11.8398177466122,1.4974,7.5578,0.182,0.8406,4.0403,1.0219,7.8734,1.1414,14.6244
"betaprime",2.31666975516127,20.1650943203131,1.6753,7.8414,0.2335,0.5443,4.199,0.5796,7.7169,0.587,13.0764
"betaprime",3.15436070308788,74.8976639959961,1.2219,5.3558,0.184,0.6934,3.3246,0.7675,5.5698,0.7913,8.4436
"betaprime",3.30324365247041,16.0508445544727,1.5978,7.6449,0.2116,0.6482,4.1104,0.7185,7.7051,0.7421,13.4737
"betaprime",7.15604639270343,17.5912565663457,1.283,6.0924,0.1685,0.8446,3.6019,1.0091,6.5619,1.1045,11.1534
"betaprime",1.74347168747336,78.1400541221723,1.5968,6.9571,0.2462,0.4616,3.9478,0.4779,6.7717,0.4799,10.4463
"betaprime",5.71819009077735,36.5989761087578,1.0714,4.9588,0.1516,0.8634,3.1626,1.0202,5.3715,1.1026,8.3497
"betaprime",4.62523067207076,13.1657229821896,1.5976,7.9009,0.1992,0.7184,4.1599,0.824,8.0089,0.8718,14.559
"betaprime",3.31649590283632,17.057714868132,1.5628,7.4034,0.2085,0.6537,4.0401,0.7252,7.5062,0.7493,12.9759
"betaprime",2.08198754986748,26.8222406316781,1.6456,7.5027,0.2388,0.5147,4.1091,0.5419,7.3731,0.5467,12.0891
"betaprime",2.80068138226867,48.3436462955666,1.3415,5.8956,0.1974,0.6399,3.5404,0.6977,6.0569,0.7136,9.403
"betaprime",14.5577663321141,20.4781889107078,1.0738,5.1987,0.1429,0.9677,3.267,1.2048,5.7791,1.3726,9.5059
"betaprime",4.89263330908492,11.4098461267352,1.7027,8.7452,0.2063,0.7125,4.3684,0.8201,8.6548,0.8706,16.3444
"betaprime",5.37866684999317,17.7460334377876,1.3569,6.3992,0.1784,0.7865,3.7093,0.9181,6.7816,0.9842,11.5501
"betaprime",4.44709388585761,13.0970592846721,1.6148,8.0008,0.2032,0.7087,4.1885,0.8098,8.0775,0.8542,14.7097
"betaprime",1.64755367155885,22.2047564574401,1.8691,8.8576,0.2688,0.4242,4.5428,0.4369,8.3628,0.4382,14.1032
"betaprime",1.30652594935382,147.026890731347,1.7916,7.8903,0.2865,0.3532,4.3078,0.3583,7.3999,0.3586,11.3558
"betaprime",2.59797794598155,24.7340173901059,1.5347,6.9926,0.216,0.5926,3.9288,0.6396,7.0453,0.6513,11.591
"betaprime",6.25637906998862,89.4994033963885,0.8973,4.292,0.1303,0.9311,2.8473,1.1146,4.6324,1.2167,6.8434
"betaprime",1.37908197030425,38.1307263512164,1.8731,8.5925,0.285,0.3667,4.5131,0.3731,8.0415,0.3735,12.9449
"betaprime",1.87993803108111,20.4199460176751,1.805,8.5501,0.2576,0.47,4.4304,0.4897,8.1879,0.4925,13.9183
"betaprime",4.42425067024305,22.1082726067863,1.3229,6.1014,0.1806,0.7567,3.6105,0.8681,6.4493,0.9172,10.6421
"betaprime",4.16188123920932,29.7965784504311,1.2472,5.6562,0.1765,0.7584,3.4466,0.8658,5.9955,0.9109,9.5616
"betaprime",3.18248523585498,27.3710223961156,1.3953,6.3019,0.1983,0.6672,3.6874,0.7379,6.5112,0.7608,10.5401
"betaprime",2.72383212988963,18.0952788156923,1.6309,7.6983,0.2215,0.5948,4.1411,0.6451,7.673,0.6584,13.1781
"betaprime",4.85862178860232,112.072603768937,0.9791,4.5068,0.1448,0.856,2.9502,0.9984,4.8141,1.0663,7.115
"betaprime",1.81433533434756,42.3966699588113,1.6408,7.2996,0.2474,0.4712,4.0596,0.4895,7.1099,0.4919,11.2697
"betaprime",3.83150686189765,12.58130252501,1.7004,8.5417,0.2118,0.668,4.3371,0.7515,8.4519,0.7838,15.5785
"betaprime",1.36734041526914,168.437984763959,1.7469,7.6421,0.2803,0.3705,4.2158,0.3768,7.2135,0.3772,11.0285
"pearson IV",7.08098927453626,-10.5615019016154,0.8623,4.8919,0.1014,1.3146,3.1345,1.8884,5.7724,2.5725,10.1508
"pearson IV",8.11068559843116,-7.2271609689761,0.5392,4.0096,0.0633,1.5473,2.684,2.3269,4.7072,3.3246,7.8467
"pearson IV",4.01051405585511,-4.75773220478743,1.382,8.7992,0.1284,1.4129,4.17,2.3073,9.1918,3.9098,20.5761
"pearson IV",4.62880284362007,-9.82850157865323,1.531,8.751,0.1582,1.0845,4.2517,1.5209,8.9781,2.0599,18.7536
"pearson IV",4.08583163780719,-4.39913456488401,1.2657,8.0522,0.117,1.4823,4.0118,2.4588,8.7358,4.2319,19.2859
"pearson IV",3.86484388070274,-2.71446355142025,0.9986,7.2418,0.0893,1.8138,3.7647,3.3136,8.2807,6.43,18.7429
"pearson IV",3.75400364702567,-2.92775883666845,1.1363,8.1014,0.0987,1.7479,3.9532,3.1806,8.862,6.1951,20.5201
"pearson IV",5.76324614717485,-3.23976194365602,0.4997,4.3512,0.0527,1.7914,2.8267,2.9599,5.2822,4.8198,9.6557
"pearson IV",5.74707400330063,-10.3126646522805,1.1445,6.1911,0.1306,1.2019,3.6038,1.7068,7.0486,2.3174,13.3523
"pearson IV",6.90812029025517,-15.6583594399318,1.0697,5.5918,0.1289,1.1452,3.4115,1.5621,6.4003,1.9971,11.4511
"pearson IV",3.75278928631498,-3.23063524046447,1.2258,8.5479,0.1045,1.6705,4.0545,2.9871,9.1253,5.7118,21.1861
"pearson IV",4.96230022246623,-3.04989030781994,0.6381,4.9532,0.0651,1.7961,3.1006,3.0572,6.1014,5.2403,11.9301
"pearson IV",4.43724800257478,-4.66511882849969,1.1168,6.9024,0.1094,1.4914,3.7564,2.4281,7.8847,4.0277,16.5833
"pearson IV",3.89749569630902,-3.05437200602936,1.0762,7.5054,0.0947,1.7296,3.8414,3.096,8.4503,5.8689,19.0727
"pearson IV",3.60162273819325,-2.1486946416581,0.9772,7.8056,0.0811,1.974,3.8338,3.811,8.6992,7.9673,20.6257
"pearson IV",3.72759456635453,-2.2338001631035,0.926,7.2538,0.0769,1.9476,3.7318,3.695,8.3121,7.5175,19.217
"pearson IV",3.62179489638191,-1.42959821236506,0.6682,6.6426,0.0548,2.2366,3.5045,4.485,7.8127,9.6817,18.2715
"pearson IV",4.70161782135768,-2.84445642352337,0.6719,5.1935,0.0647,1.8243,3.1878,3.1603,6.3954,5.5667,12.8378
"pearson IV",3.76500150221679,-1.88695731167169,0.7789,6.6411,0.0655,2.0597,3.5617,3.9671,7.8394,8.1613,17.9165
"pearson IV",5.39802443932369,-2.52807900972478,0.454,4.3976,0.0494,1.8906,2.8251,3.2174,5.3498,5.4475,9.9901
"pearson IV",4.22344394626841,-6.44531732697785,1.4843,9.0039,0.1436,1.2441,4.2543,1.8931,9.2394,2.9002,20.157
"pearson IV",3.54277013850771,-1.09712570108613,0.5526,6.5546,0.0421,2.3871,3.4244,4.9219,7.6735,10.9589,18.1654
"pearson IV",3.61608891498856,-2.61556345175067,1.1384,8.5027,0.0928,1.8242,4.0022,3.419,9.1276,6.9377,21.6763
"pearson IV",4.01269414522825,-3.88884648061171,1.208,7.8955,0.1114,1.5626,3.9612,2.6631,8.6637,4.7498,19.2927
"pearson IV",3.26633433846524,-1.22373169964179,0.7737,8.3986,0.0555,2.3896,3.7862,5.1104,8.9693,12.1037,22.8106
"pearson IV",4.53125920523424,-4.07888270415552,0.973,6.2464,0.0965,1.5926,3.5667,2.6484,7.3774,4.4889,15.2753
"pearson IV",4.18581143040024,-4.3995775574767,1.205,7.6034,0.1131,1.4972,3.916,2.4776,8.4269,4.2332,18.323
"pearson IV",4.54637146119121,-2.11889287476242,0.5549,5.0408,0.0531,1.9749,3.0929,3.5419,6.2258,6.5021,12.6281
"pearson IV",4.93281681096554,-14.1832874889299,1.5626,8.6486,0.1658,0.9902,4.2576,1.32,8.839,1.6604,17.9812
"pearson IV",3.79049154214608,-3.54516882292926,1.2819,8.7446,0.1123,1.602,4.1077,2.8074,9.2267,5.2366,21.3159
"pearson IV",5.56385645696893,-7.60515285936045,1.0241,5.8092,0.1131,1.3335,3.4703,1.9858,6.7906,2.8728,12.9388
"pearson IV",4.18462833759747,-4.05941904383106,1.1401,7.3094,0.1091,1.5546,3.8393,2.613,8.2373,4.5475,17.8765
"pearson IV",4.53094091804884,-2.27480347584607,0.5965,5.1423,0.057,1.9399,3.1417,3.4621,6.3498,6.3289,12.9294
"pearson IV",4.27064464755356,-3.94609663703013,1.071,6.9008,0.1042,1.5855,3.738,2.6715,7.9333,4.6446,16.9899
"pearson IV",4.19364304043818,-5.71956737013534,1.4117,8.6431,0.1338,1.3159,4.1678,2.0579,9.0463,3.2734,19.7703
"pearson IV",8.5721877201274,-16.4558457709849,0.8421,4.6454,0.1062,1.2425,3.0298,1.7176,5.4085,2.2166,9.1071
"pearson IV",3.33061939814151,-1.12207333385246,0.6731,7.7004,0.0496,2.4252,3.6524,5.1605,8.5171,12.0726,21.2514
"pearson IV",3.65632449329132,-0.806939663368277,0.3766,5.8991,0.0305,2.4825,3.1973,5.1083,6.9775,11.2284,16.0254
"pearson IV",7.56589319545776,-26.1198830584064,1.1182,5.6529,0.1381,1.0573,3.4377,1.3869,6.3726,1.6851,11.1829
"pearson IV",5.32500606356189,-1.23425924067153,0.235,4.1594,0.0266,2.1175,2.5997,3.7408,4.8462,6.5855,8.9535
"pearson IV",4.79108616109565,-4.07634704124788,0.8705,5.6942,0.09,1.6186,3.3971,2.674,6.8609,4.4595,13.7811
"pearson IV",3.62483439214993,-0.947855414284626,0.4509,6.1075,0.0386,2.4316,3.2851,4.9926,7.2331,10.9881,16.7694
"pearson IV",5.32566631907644,-8.10967825129628,1.1377,6.3466,0.1233,1.2716,3.642,1.8693,7.2526,2.6692,14.1085
"pearson IV",3.68000989515334,-1.50040691828076,0.6701,6.5012,0.0545,2.2025,3.4819,4.3691,7.7025,9.2943,17.8123
"pearson IV",5.80529465844855,-20.2320330088353,1.3931,7.259,0.1606,0.9868,3.9338,1.2884,7.7821,1.5677,14.838
"pearson IV",4.10636438794434,-3.82294124132022,1.1361,7.4063,0.1057,1.5878,3.8534,2.7056,8.325,4.8016,18.2548
"pearson IV",3.18701789159328,-0.322413941561477,0.2275,7.5008,0.0172,2.9272,3.3294,6.676,7.8031,16.7647,19.9525
"pearson IV",4.0513330746768,-3.67402475262992,1.1359,7.4932,0.1064,1.6099,3.8672,2.7691,8.3983,4.9811,18.5575
"pearson IV",3.37618896819418,-1.02175544697978,0.5917,7.2489,0.0434,2.4625,3.5483,5.2294,8.1789,12.1457,20.1321
"pearson IV",3.07452849229006,-0.645818467587698,0.508,8.9457,0.0343,2.7895,3.6659,6.4112,8.9179,16.4829,23.7836
"pearson IV",4.13445782572031,-2.28803938223515,0.7374,5.9007,0.0688,1.9364,3.397,3.5432,7.1676,6.7711,15.4327
"pearson IV",6.10001197530516,-6.63673638614826,0.8069,4.9457,0.0912,1.4587,3.1463,2.2202,5.9421,3.2756,10.8623
"pearson IV",5.02911993922293,-2.41465174218267,0.5035,4.6416,0.052,1.9102,2.9393,3.3093,5.7035,5.7653,11.0019
"pearson IV",3.93168563514017,-2.48690141042322,0.8916,6.7042,0.0793,1.8789,3.6259,3.4565,7.8756,6.724,17.5744
"pearson IV",4.08471247914713,-2.75961223122105,0.8906,6.4584,0.0819,1.8157,3.5796,3.2609,7.654,6.1333,16.6942
"pearson IV",4.92079185642768,-6.2790867093727,1.1195,6.5074,0.1162,1.3653,3.6747,2.0962,7.4688,3.1891,14.9819
"pearson IV",3.78505969975144,-1.91523301724019,0.7788,6.5983,0.0668,2.0497,3.5543,3.9339,7.8041,8.0541,17.7729
"pearson IV",7.38085046958178,-9.69501239091624,0.7711,4.5979,0.0923,1.3755,3.0026,2.0015,5.4527,2.7641,9.4397
"pearson IV",3.17989778678119,-0.332645980606554,0.2364,7.5579,0.0192,2.9254,3.3427,6.6786,7.8493,16.8013,20.1184
"pearson IV",3.10039019734948,-0.429406838226132,0.3307,8.2974,0.021,2.9142,3.4876,6.7368,8.3692,17.3129,22.034
"pearson IV",3.39435792630632,-1.55846835812554,0.864,8.1002,0.0662,2.2113,3.8075,4.5401,8.8612,10.2382,21.8917
"pearson IV",3.27929537309566,-1.00813312674919,0.6368,7.8482,0.0478,2.4969,3.647,5.3956,8.5675,12.8595,21.6344
"pearson IV",3.57501332130283,-1.83151883308357,0.8668,7.4418,0.0716,2.0875,3.7286,4.1179,8.4485,8.8016,20.0726
"pearson IV",3.51142912010476,-2.09519752922654,1.0218,8.3062,0.0831,1.9922,3.9172,3.8972,9.0178,8.3181,21.8029
"pearson IV",3.98861444757506,-3.60728912099544,1.1593,7.7086,0.1067,1.6155,3.9108,2.7956,8.5549,5.0802,19.0899
"pearson IV",3.47238390911138,-1.00745653992007,0.5386,6.7441,0.0426,2.4438,3.4455,5.1149,7.7981,11.614,18.7375
"pearson IV",3.58650605368242,-2.54439975814894,1.1366,8.5907,0.091,1.8439,4.0109,3.4805,9.1826,7.1304,21.9318
"pearson IV",3.23095474640816,-1.192298009953,0.7804,8.6428,0.0565,2.414,3.8132,5.205,9.0942,12.4667,23.3483
"pearson IV",5.30583906532265,-4.28807067369949,0.744,5.0474,0.0794,1.6307,3.1665,2.6466,6.1587,4.2666,11.7808
"pearson IV",4.50818963886425,-3.45362302630767,0.8638,5.8916,0.0836,1.6984,3.4451,2.8976,7.0938,5.0585,14.6601
"pearson IV",3.82206402046094,-0.580700613411143,0.2421,5.3903,0.0201,2.5264,2.9927,5.1355,6.3318,11.0142,14.0028
"pearson IV",4.08058900203556,-3.96799098814372,1.1824,7.6587,0.1074,1.5571,3.9142,2.6372,8.4952,4.6534,18.7213
"pearson IV",3.67738711231668,-1.99307824233244,0.8679,7.1579,0.0733,2.0266,3.6888,3.9164,8.2452,8.1405,19.2039
"pearson IV",5.97903481106507,-4.23902226528618,0.5892,4.4579,0.0666,1.6773,2.9031,2.6938,5.4173,4.2367,9.8374
"pearson IV",3.77914482555585,-3.53007535912097,1.2867,8.7995,0.1132,1.6037,4.1165,2.8144,9.2603,5.2621,21.4372
"pearson IV",5.23680003047781,-45.8070122051984,1.661,8.9907,0.1855,0.8595,4.3697,1.0713,8.9701,1.2343,17.8806
"pearson IV",4.04041285597254,-3.96733027787879,1.2073,7.8434,0.11,1.5516,3.9534,2.6315,8.6231,4.6603,19.1253
"pearson IV",5.26584802084509,-2.70903272358887,0.5086,4.5429,0.0533,1.8604,2.9056,3.165,5.5651,5.3753,10.533
"pearson IV",4.06629349634517,-1.08125969777978,0.3808,5.2022,0.0345,2.2945,3.042,4.4478,6.3173,9.0034,13.5136
"pearson IV",3.20334500237904,-1.10666724724672,0.7472,8.6981,0.0536,2.4666,3.7981,5.3734,9.0923,13.0233,23.4983
"pearson IV",3.30879843868315,-0.637609303317731,0.3976,7.0929,0.0287,2.6828,3.4029,5.8818,7.859,14.115,19.5484
"pearson IV",5.89090522416821,-9.61826705999672,1.068,5.8479,0.1206,1.2496,3.4909,1.7976,6.7591,2.4778,12.6583
"pearson IV",7.30391966985771,-17.9251213257015,1.0508,5.4532,0.1293,1.1319,3.3621,1.5291,6.2403,1.928,11.0026
"pearson IV",3.18667276523821,-1.01702432150813,0.7011,8.6433,0.0483,2.5206,3.765,5.5385,9.0243,13.5434,23.4026
"pearson IV",3.08878397968342,-0.6997377640903,0.5409,8.9069,0.0374,2.7479,3.6847,6.2764,8.9487,16.0284,23.7812
"pearson IV",3.5652881366834,-1.29615439381078,0.6361,6.7078,0.0524,2.2986,3.4971,4.6762,7.8453,10.2739,18.5387
"pearson IV",3.54735998034896,-2.28160059193545,1.069,8.3968,0.0862,1.9275,3.9529,3.7126,9.0722,7.7833,21.7996
"pearson IV",4.41181094055437,-6.79511037774198,1.4121,8.3423,0.1407,1.2434,4.1279,1.8734,8.8044,2.8158,18.7473
"pearson IV",4.10676199010666,-4.13199874787033,1.2003,7.7006,0.1114,1.5311,3.9289,2.5707,8.5133,4.4846,18.704
"pearson IV",4.17198990065884,-2.46794794117101,0.7718,5.9548,0.0737,1.8911,3.424,3.4233,7.2132,6.4593,15.4726
"pearson IV",3.23959213641472,-0.818448105138726,0.5409,7.792,0.0386,2.6121,3.5808,5.7467,8.4362,13.958,21.4678
"pearson IV",7.30314711057581,-26.3003504645079,1.1586,5.8477,0.1419,1.0406,3.5065,1.3602,6.5537,1.647,11.6166
"pearson IV",5.01486882863985,-7.54022735660337,1.204,6.7997,0.1268,1.2717,3.7673,1.8881,7.6509,2.7454,15.2757
"pearson IV",6.80434639593819,-2.64371171626262,0.3011,3.8487,0.0358,1.8716,2.5006,3.0574,4.4195,4.8386,7.5426
"pearson IV",3.99744694375992,-4.88016271243431,1.4128,8.9968,0.1297,1.3922,4.2107,2.2607,9.3051,3.8061,20.8861
"pearson IV",3.52737865936942,-1.70447334788227,0.8425,7.5029,0.0659,2.1388,3.7239,4.2751,8.4853,9.2878,20.344
"pearson IV",4.02926426457195,-5.02847006305633,1.4157,8.951,0.1299,1.3762,4.2072,2.2186,9.2701,3.6952,20.7146
"pearson IV",3.07946750647342,-0.270576342414599,0.2138,8.3049,0.0151,3.033,3.4015,7.1009,8.1544,18.4697,21.5339
"pearson IV",6.14489554191753,-8.20513760782778,0.9169,5.2571,0.1069,1.3534,3.2764,1.9991,6.2253,2.8417,11.4212
"pearson IV",5.05744729860499,-12.1508602754585,1.451,7.9486,0.1586,1.0554,4.0883,1.4421,8.3869,1.8736,16.8324
