"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"inverse gamma",30.936419115193,NA,0.7702,4.1456,0.1064,1.1397,2.7814,1.4813,4.6525,1.7618,7.1783
"inverse gamma",11.3004401415517,NA,1.4696,7.5054,0.1748,0.8875,4.0168,1.1047,7.8819,1.267,14.8051
"inverse gamma",23.4877758521568,-83.3511819019914,0.905,4.5995,0.1206,1.076,3.0083,1.3835,5.1911,1.6302,8.3096
"inverse gamma",18.3931013614754,NA,1.0521,5.1927,0.1346,1.0159,3.2647,1.293,5.829,1.5103,9.7244
"inverse gamma",10.3895225202143,NA,1.5679,8.2035,0.1815,0.8643,4.1943,1.0715,8.4057,1.2249,16.2255
"inverse gamma",15.3828949184271,NA,1.1817,5.8058,0.1479,0.9701,3.4958,1.2249,6.4311,1.4214,11.1323
"inverse gamma",10.313410849581,10.454987836061,1.577,8.2716,0.181,0.8623,4.2108,1.0686,8.4549,1.2212,16.3614
"inverse gamma",55.5951449805722,NA,0.5568,3.5903,0.0786,1.2605,2.4431,1.672,3.8952,2.0246,5.6882
"inverse gamma",13.7093313425314,14.3535464202985,1.2781,6.3206,0.1591,0.9397,3.6696,1.1804,6.9008,1.3638,12.2785
"inverse gamma",15.1332388194455,15.7600974754896,1.1947,5.8723,0.1497,0.9658,3.5192,1.2186,6.4935,1.4133,11.2821
"inverse gamma",22.9805975222643,NA,0.917,4.6438,0.1212,1.0707,3.0289,1.3755,5.241,1.6196,8.4174
"inverse gamma",13.2214751222171,-56.9354027730878,1.3109,6.5079,0.1615,0.9301,3.729,1.1663,7.0646,1.3457,12.688
"inverse gamma",33.2635710499354,NA,0.739,4.0523,0.1009,1.1557,2.7302,1.5063,4.5344,1.7957,6.9382
"inverse gamma",27.7102018006691,-101.074484649301,0.8208,4.3062,0.1121,1.1147,2.8655,1.4428,4.8492,1.7097,7.5847
"inverse gamma",11.8670833038222,NA,1.417,7.1574,0.1689,0.9009,3.9214,1.124,7.6066,1.2915,14.0784
"inverse gamma",14.4142439049701,-48.2286098876037,1.2347,6.0826,0.1528,0.953,3.5913,1.1998,6.6873,1.3889,11.7523
"inverse gamma",34.7358868850279,-55.3650359087624,0.7211,4.0007,0.1013,1.1651,2.7011,1.521,4.4679,1.8158,6.8041
"inverse gamma",10.3501039239187,-36.559746921109,1.5726,8.2385,0.1804,0.8633,4.2028,1.07,8.4311,1.223,16.2955
"inverse gamma",12.4477547722533,-72.3574143666774,1.3685,6.8519,0.1661,0.9138,3.8334,1.1427,7.3565,1.3155,13.4301
"inverse gamma",9.92167399008572,NA,1.6265,8.6517,0.1841,0.8515,4.2997,1.0532,8.7238,1.2019,17.1119
"inverse gamma",50.3427042539171,NA,0.5875,3.6583,0.0835,1.2415,2.4899,1.6415,3.9967,1.9821,5.881
"inverse gamma",12.2431327580237,-69.7696465458721,1.385,6.9544,0.1658,0.9094,3.8634,1.1362,7.4413,1.3071,13.6486
"inverse gamma",15.0098594097514,NA,1.2013,5.9063,0.1512,0.9637,3.5311,1.2155,6.5252,1.4092,11.3586
"inverse gamma",11.4782721316889,NA,1.4525,7.3902,0.171,0.8918,3.9858,1.1109,7.7918,1.2748,14.5658
"inverse gamma",14.8817242489636,NA,1.2083,5.9425,0.151,0.9614,3.5436,1.2122,6.5588,1.4049,11.4398
"inverse gamma",13.3771018716812,NA,1.3002,6.4459,0.159,0.9332,3.7096,1.1708,7.0108,1.3515,12.5529
"inverse gamma",13.4420427124149,14.3482098164409,1.2958,6.4207,0.1598,0.9345,3.7016,1.1727,6.9887,1.354,12.4978
"inverse gamma",9.5997865118701,NA,1.6708,9.0067,0.189,0.8423,4.379,1.0401,8.9666,1.1854,17.8004
"inverse gamma",20.0355806336319,NA,0.9972,4.9587,0.1338,1.0373,3.168,1.325,5.5848,1.5525,9.1733
"inverse gamma",19.2868600943894,NA,1.0211,5.0589,0.1337,1.0278,3.2101,1.3108,5.6905,1.5337,9.4103
"inverse gamma",12.6494023312582,12.7853303623293,1.3528,6.756,0.1627,0.9182,3.8049,1.149,7.2762,1.3235,13.2245
"inverse gamma",12.8454636216727,12.9357390877791,1.338,6.6672,0.1614,0.9223,3.7781,1.155,7.2011,1.3312,13.0331
"inverse gamma",10.2730593505665,NA,1.5819,8.3084,0.1814,0.8612,4.2196,1.067,8.4814,1.2193,16.4347
"inverse gamma",13.8914017662816,NA,1.2665,6.2557,0.1572,0.9432,3.6486,1.1855,6.8432,1.3704,12.1357
"inverse gamma",12.5457064376073,NA,1.3608,6.8047,0.1644,0.916,3.8195,1.1458,7.3171,1.3194,13.3291
"inverse gamma",20.8722377605177,NA,0.9723,4.8577,0.13,1.0474,3.1246,1.3402,5.4765,1.5726,8.9326
"inverse gamma",9.82005322445836,NA,1.6401,8.7592,0.1861,0.8486,4.3241,1.0491,8.7982,1.1967,17.3218
"inverse gamma",40.0229936830243,NA,0.6662,3.8508,0.0931,1.1952,2.613,1.5682,4.2686,1.8805,6.4081
"inverse gamma",10.0236102285013,NA,1.6132,8.5477,0.1852,0.8543,4.2758,1.0573,8.6512,1.207,16.908
"inverse gamma",13.0057670096809,NA,1.3262,6.5975,0.1623,0.9257,3.7568,1.1599,7.1417,1.3374,12.8826
"inverse gamma",10.826845038305,NA,1.5184,7.8436,0.1754,0.8757,4.105,1.0878,8.1401,1.2455,15.4993
"inverse gamma",15.7777093654762,NA,1.162,5.7067,0.1491,0.9767,3.4604,1.2347,6.3371,1.4341,10.9079
"inverse gamma",160.353295085207,NA,0.3199,3.1928,0.0457,1.4287,2.1057,1.9485,3.1939,2.4205,4.4158
"inverse gamma",134.800559284329,NA,0.3497,3.2307,0.0506,1.4053,2.1458,1.9093,3.2744,2.3633,4.5564
"inverse gamma",9.95355583613366,10.1046513401344,1.6223,8.6187,0.1836,0.8524,4.2922,1.0545,8.7009,1.2035,17.0475
"inverse gamma",11.3698036232868,NA,1.4629,7.4597,0.175,0.8892,4.0046,1.1071,7.8463,1.27,14.7104
"inverse gamma",10.6345816669578,-66.8626191956922,1.5396,7.9956,0.1795,0.8708,4.1433,1.0807,8.2534,1.2366,15.8076
"inverse gamma",19.5344514395949,21.960180131346,1.013,5.0246,0.1313,1.031,3.1958,1.3155,5.6546,1.54,9.3294
"inverse gamma",16.6557127502072,NA,1.1214,5.5093,0.1416,0.9907,3.3877,1.2554,6.1464,1.461,10.4577
"inverse gamma",13.7642830129566,-40.5872639671434,1.2746,6.3008,0.1588,0.9408,3.6632,1.1819,6.8832,1.3658,12.2349
"inverse gamma",10.688554315581,NA,1.5335,7.952,0.1807,0.8722,4.1324,1.0827,8.2211,1.2391,15.7194
"inverse gamma",11.2619744275138,-43.6572022851557,1.4734,7.5311,0.1745,0.8866,4.0237,1.1034,7.9018,1.2653,14.8583
"inverse gamma",23.205945107501,27.2508779548109,0.9116,4.6239,0.1197,1.0731,3.0196,1.3791,5.2186,1.6243,8.3688
"inverse gamma",11.5373958109012,NA,1.4469,7.3531,0.1723,0.8932,3.9757,1.1129,7.7626,1.2774,14.4886
"inverse gamma",222.824416526741,NA,0.2704,3.1376,0.0404,1.469,2.0409,2.0167,3.0654,2.5208,4.1941
"inverse gamma",14.0483360903831,14.3019871597923,1.2567,6.2018,0.1543,0.9462,3.6309,1.1899,6.7949,1.3761,12.0166
"inverse gamma",22.3154169960837,-80.044724714011,0.9334,4.7058,0.1252,1.0637,3.0572,1.3648,5.3102,1.6053,8.5676
"inverse gamma",14.7693673292501,-52.4348229027353,1.2145,5.975,0.1515,0.9594,3.5548,1.2092,6.5888,1.4011,11.5125
"inverse gamma",36.3448098294712,NA,0.703,3.9498,0.0975,1.1749,2.6718,1.5362,4.4012,1.8366,6.6707
"inverse gamma",16.8348997613904,17.9667315730685,1.1136,5.4725,0.1403,0.9934,3.3738,1.2594,6.1102,1.4664,10.3732
"inverse gamma",10.8718329290731,NA,1.5135,7.8093,0.1741,0.8769,4.0962,1.0894,8.1144,1.2476,15.4295
"inverse gamma",19.0466973965196,NA,1.0292,5.0932,0.1331,1.0247,3.2242,1.3061,5.7263,1.5275,9.4911
"inverse gamma",20.3447808992565,23.4641783589497,0.9878,4.9201,0.1294,1.0411,3.1516,1.3307,5.5437,1.56,9.0816
"inverse gamma",14.5238496840256,NA,1.2284,6.0486,0.1547,0.955,3.5798,1.2028,6.6563,1.3927,11.6766
"inverse gamma",27.3905468738284,34.5064223951893,0.8264,4.3246,0.1124,1.112,2.8748,1.4387,4.8713,1.7042,7.6308
"inverse gamma",10.0962558951024,-38.0112532519735,1.6039,8.4758,0.1842,0.8564,4.2591,1.0602,8.6006,1.2106,16.7665
"inverse gamma",15.9572217994405,16.9481094736559,1.1533,5.6639,0.1479,0.9796,3.4448,1.239,6.2962,1.4397,10.8107
"inverse gamma",16.5613892764512,-42.2316921542399,1.1255,5.5292,0.1441,0.9892,3.3951,1.2532,6.1657,1.4582,10.5031
"inverse gamma",10.6155159505084,10.7703695069579,1.5417,8.0112,0.1787,0.8703,4.1471,1.08,8.265,1.2357,15.8391
"inverse gamma",24.6679786147224,-111.224869580474,0.8789,4.5051,0.1195,1.0876,2.9637,1.4012,5.0832,1.6539,8.0784
"inverse gamma",21.2105048796185,23.8175696896389,0.9627,4.8197,0.1281,1.0513,3.108,1.3461,5.4353,1.5805,8.8418
"inverse gamma",10.4731281261893,10.4436533364886,1.558,8.1307,0.1805,0.8665,4.1766,1.0747,8.3527,1.2289,16.0796
"inverse gamma",10.0499534219317,10.0973627369199,1.6098,8.5214,0.1848,0.8551,4.2697,1.0583,8.6327,1.2083,16.8563
"inverse gamma",9.77901563745551,NA,1.6457,8.8038,0.1865,0.8474,4.3342,1.0475,8.8288,1.1946,17.4084
"inverse gamma",58.4119894169029,NA,0.5422,3.5593,0.077,1.2698,2.4211,1.6868,3.8478,2.0455,5.5988
"beta",0.748255539609818,2.38221644005226,0.9696,3.2015,0.2956,0.2168,1.8632,0.217,2.062,0.217,2.107
"beta",1.08730279801367,57.2844177053776,1.8176,7.7772,0.3115,0.2928,4.3157,0.2948,7.1498,0.2948,10.4397
"beta",0.196299354266375,1.37566928319633,2.0379,6.5548,0.8033,0.0035,5.2063,0.0035,5.3942,0.0035,5.407
"beta",0.536033488707617,6.88593128148816,2.036,8.0458,0.4628,0.1013,4.7835,0.1013,6.7982,0.1013,8.2162
"beta",0.162680274809012,1.01490450329846,1.948,5.8934,0.864,0.0012,4.929,0.0012,4.9813,0.0012,4.9827
"beta",0.345341409929097,2.51977698135679,1.8839,6.393,0.592,0.0356,4.1926,0.0356,4.8123,0.0356,4.9689
"beta",0.290186091986019,2.0574874982324,1.9251,6.3974,0.6576,0.0201,4.3723,0.0201,4.817,0.0201,4.8956
"beta",3.72657459227485,16.4140277284058,0.6738,3.3922,0.1146,0.878,2.2851,1.0009,3.2848,1.0484,4.1854
"beta",0.796738670886494,4.47041127616027,1.3411,4.6458,0.3289,0.2161,2.8766,0.2164,3.6525,0.2164,4.0402
"beta",0.156235253209714,1.00097193912137,1.9874,6.0564,0.8762,9e-04,5.2632,9e-04,5.3166,9e-04,5.3179
"beta",0.298478122712113,3.29043650553213,2.3144,8.9044,0.6587,0.0214,6.1706,0.0214,7.6442,0.0214,8.1928
"beta",0.183072335210396,1.72907966902223,2.3973,8.6439,0.8318,0.0023,7.7565,0.0023,8.3619,0.0023,8.4364
"beta",0.153819265710656,1.48714520432637,2.4886,8.995,0.8856,8e-04,9.3111,8e-04,9.8114,8e-04,9.8539
"beta",0.663350645104889,9.55410036175512,1.9363,7.7443,0.4078,0.1496,4.4996,0.1497,6.6719,0.1497,8.4636
"beta",0.170219918410294,1.19132226628065,2.0732,6.5933,0.8516,0.0015,5.6655,0.0015,5.7899,0.0015,5.7954
"beta",0.925813969256124,14.9360739517072,1.7323,6.9445,0.3294,0.2461,4.0363,0.2468,6.2074,0.2468,8.2693
"beta",0.197682229878614,1.68902223871602,2.2564,7.8466,0.8035,0.0036,6.5595,0.0036,7.0219,0.0036,7.0757
"beta",0.168099645234412,0.942736814824399,1.8176,5.2905,0.8502,0.0015,4.1012,0.0015,4.13,0.0015,4.1305
"beta",0.985489161130972,2.82585567203118,0.8325,3.0061,0.2284,0.324,1.7898,0.3255,2.0367,0.3255,2.109
"beta",0.214969756599749,1.95435987744853,2.2917,8.1931,0.7781,0.0055,6.597,0.0055,7.2606,0.0055,7.367
"beta",2.14294254343258,48.6827654798049,1.2419,5.159,0.2061,0.569,3.2295,0.602,5.131,0.608,7.2433
"beta",0.243536228414625,2.1801551466505,2.2234,7.9416,0.7309,0.0098,5.9811,0.0098,6.7209,0.0098,6.8675
"beta",0.276982438098639,1.75761315750098,1.8325,5.8448,0.6711,0.0172,3.9616,0.0172,4.2339,0.0172,4.2685
"beta",0.356694752597716,4.21244076605164,2.26,8.8565,0.5943,0.0377,5.7435,0.0377,7.5084,0.0377,8.3694
"beta",0.298249765262008,1.42478634279408,1.5319,4.5045,0.6294,0.0235,2.7664,0.0235,2.8607,0.0235,2.8678
"beta",0.255895846640458,2.24090791453142,2.1801,7.7409,0.7099,0.0121,5.6868,0.0121,6.42,0.0121,6.5726
"beta",0.225944312471896,2.11954659948591,2.3035,8.3478,0.7585,0.007,6.5652,0.007,7.3495,0.007,7.4972
"beta",0.167987640020438,0.566880870002322,1.2451,3.0963,0.8245,0.0017,1.5956,0.0017,1.5958,0.0017,1.5958
"beta",0.938753508126829,13.6105921902694,1.6894,6.6952,0.3258,0.2519,3.9278,0.2527,5.9742,0.2527,7.8642
"beta",0.930298150873277,2.74750224236446,0.866,3.0579,0.241,0.2992,1.8149,0.3002,2.0565,0.3002,2.1244
"beta",0.390593894629274,4.93256606063247,2.2472,8.944,0.5652,0.0485,5.6253,0.0485,7.5977,0.0485,8.7055
"beta",2.98521035328135,16.1393871334731,0.8049,3.6567,0.1385,0.7666,2.4495,0.8474,3.5556,0.8718,4.5612
"beta",0.765771152271191,2.22073142075073,0.8935,2.9952,0.2804,0.2295,1.7075,0.2298,1.8633,0.2298,1.8945
"beta",0.401746408995008,1.45164381752722,1.2053,3.494,0.4916,0.0614,1.9274,0.0614,1.9906,0.0614,1.9955
"beta",0.132303522212896,0.574337974903872,1.548,4.0058,0.9118,3e-04,2.8576,3e-04,2.8583,3e-04,2.8583
"beta",0.330455305838957,3.56477021977538,2.2368,8.5463,0.6194,0.0301,5.7081,0.0301,7.1813,0.0301,7.7836
"beta",0.153091798083857,0.915905101615936,1.9095,5.6508,0.881,8e-04,4.7859,8e-04,4.8161,8e-04,4.8166
"beta",0.716010160692036,9.38758729061112,1.8417,7.2414,0.3847,0.1706,4.242,0.1707,6.2438,0.1707,7.8764
"beta",0.975244442484341,10.6093049151683,1.5643,6.0074,0.312,0.2689,3.6141,0.27,5.3153,0.27,6.7532
"beta",0.307928791313432,2.84396526559629,2.1437,7.7971,0.6426,0.0241,5.3445,0.0241,6.3586,0.0241,6.6682
"beta",0.461137317880522,2.18618987487932,1.4121,4.3989,0.4674,0.0811,2.6487,0.0811,2.9159,0.0811,2.9684
"beta",0.265675115567865,2.14184598898771,2.0833,7.1969,0.6949,0.0142,5.1585,0.0142,5.7527,0.0142,5.8664
"beta",0.163140699444572,1.13078039311804,2.0718,6.5418,0.8637,0.0012,5.7479,0.0012,5.8507,0.0012,5.8545
"beta",0.175789611246437,1.41059040698293,2.2239,7.493,0.8433,0.0018,6.6316,0.0018,6.9087,0.0018,6.9291
"beta",0.20859029230848,1.13823170862161,1.7466,5.1428,0.7739,0.0051,3.6004,0.0051,3.6582,0.0051,3.6604
"beta",0.530490614179056,4.75302514340356,1.8304,6.6944,0.4565,0.1017,4.1022,0.1017,5.3944,0.1017,6.0885
"beta",0.88135233031353,9.6416360651236,1.6292,6.2433,0.3318,0.2349,3.7346,0.2354,5.4503,0.2355,6.8517
"beta",0.398441916407784,1.3069143611053,1.1177,3.2004,0.4775,0.0617,1.6877,0.0617,1.7251,0.0617,1.7273
"beta",0.570210288070375,4.63876293062582,1.7294,6.2087,0.4311,0.1183,3.8043,0.1183,4.955,0.1183,5.5581
"beta",1.19375462951139,6.59718224844546,1.1662,4.2948,0.248,0.3636,2.7255,0.3674,3.6705,0.3676,4.2939
"beta",0.363893859806936,4.05742474526586,2.2044,8.4983,0.5874,0.0401,5.4994,0.0401,7.1134,0.0401,7.871
"beta",1.09256473966292,12.0447935708822,1.4998,5.7934,0.2903,0.3092,3.5085,0.3114,5.212,0.3115,6.7122
"beta",0.884858504304662,22.4234418246313,1.884,7.8936,0.3467,0.2278,4.4258,0.2284,7.0774,0.2284,9.848
"beta",1.12121287845238,7.88382440425921,1.3075,4.851,0.2705,0.33,3.034,0.3327,4.23,0.3328,5.1066
"beta",0.700174767756835,2.13705329118576,0.9514,3.0972,0.3075,0.1975,1.7613,0.1976,1.9119,0.1976,1.94
"beta",1.96613646230241,52.0931377637666,1.3112,5.4286,0.2145,0.5306,3.3475,0.556,5.3558,0.56,7.6097
"beta",0.69784409187967,15.3034868430463,2.0474,8.6414,0.399,0.1601,4.8334,0.1602,7.5815,0.1602,10.2435
"beta",0.289604694968555,2.39600038549537,2.0721,7.2524,0.6636,0.0196,5.05,0.0196,5.7663,0.0196,5.9335
"beta",0.971986519257072,4.74112019991037,1.1796,4.159,0.2774,0.2892,2.606,0.2904,3.3201,0.2904,3.693
"beta",0.557348982379772,4.08274594286224,1.6717,5.858,0.4338,0.1143,3.6081,0.1143,4.5662,0.1143,5.0113
"beta",0.383804082332645,2.22102974677645,1.6409,5.2478,0.5438,0.0497,3.2944,0.0497,3.6583,0.0497,3.7321
"beta",0.348608386665583,2.63150840862445,1.9097,6.5521,0.5923,0.0365,4.2982,0.0365,4.9849,0.0365,5.1707
"beta",0.577256638907129,7.48700290230918,1.9886,7.8532,0.4401,0.1171,4.636,0.1171,6.6605,0.1171,8.1512
"beta",0.222445873473305,1.02291665799893,1.5496,4.3402,0.7419,0.0072,2.737,0.0072,2.7623,0.0072,2.7629
"beta",0.273350052729482,1.45565929844044,1.6607,4.9932,0.667,0.0168,3.2284,0.0168,3.3514,0.0168,3.3612
"beta",0.953339678772958,3.47841424351931,1.0049,3.5036,0.2581,0.2956,2.1583,0.2967,2.5713,0.2967,2.7293
"beta",0.493593603838701,7.55259183977265,2.1891,8.9945,0.4891,0.0845,5.3048,0.0845,7.7094,0.0845,9.501
"beta",0.204653324944898,0.713900556399021,1.2646,3.2554,0.7539,0.0052,1.7113,0.0052,1.7131,0.0052,1.7131
"beta",1.22520452696085,53.9310929370695,1.7002,7.1583,0.2905,0.3367,4.0655,0.3405,6.6782,0.3407,9.6823
"beta",0.326686634072103,1.53966729314299,1.4978,4.4408,0.5921,0.032,2.6932,0.032,2.8092,0.032,2.8199
"beta",1.12334217382129,5.67147773103649,1.144,4.1502,0.2533,0.3432,2.6274,0.346,3.4487,0.3461,3.9396
"beta",0.723101253077621,14.9064473472629,1.9986,8.3478,0.3896,0.1699,4.6974,0.1701,7.3318,0.1701,9.8613
"beta",1.22491556242481,43.0023668707581,1.6748,6.9915,0.2864,0.338,4.0031,0.3418,6.5199,0.342,9.356
"beta",0.412686109058559,1.42542943657842,1.1592,3.3587,0.475,0.0665,1.8234,0.0665,1.8789,0.0665,1.883
"beta",0.243237274069339,1.34856724435464,1.7301,5.2052,0.7151,0.0104,3.5055,0.0104,3.6117,0.0104,3.6185
"beta",0.282320068029687,1.25057881846372,1.4682,4.1963,0.6421,0.0196,2.5117,0.0196,2.5645,0.0196,2.5672
"beta",0.308213348916732,1.76578281988972,1.7006,5.3005,0.6257,0.0255,3.4247,0.0255,3.654,0.0255,3.6833
"beta",0.549141035910696,4.45071764444886,1.7466,6.2539,0.4423,0.1099,3.8418,0.1099,4.9661,0.1099,5.5344
"beta",0.452887628482888,4.02084422180336,1.9111,6.9426,0.5041,0.072,4.3368,0.072,5.5281,0.072,6.0773
"beta",1.37501626066049,4.49858039870742,0.8364,3.2549,0.1927,0.4563,2.064,0.4646,2.5614,0.4652,2.8058
"beta",0.36689462427306,1.99215378653677,1.5986,4.9983,0.5559,0.0442,3.1172,0.0442,3.388,0.0442,3.4326
"beta",0.74962012563087,12.3766912208847,1.897,7.6909,0.378,0.1814,4.4155,0.1815,6.7318,0.1815,8.8293
"beta",0.408239240773022,2.73917967781122,1.7442,5.845,0.5284,0.0574,3.6995,0.0574,4.3051,0.0574,4.4786
"beta",0.729069187039509,5.15577436383069,1.5196,5.3987,0.3605,0.1838,3.3139,0.184,4.3611,0.184,4.9549
"beta",0.909226044582203,16.2271894215746,1.775,7.1931,0.3354,0.2392,4.1432,0.2398,6.433,0.2399,8.6585
"beta",0.969591169537045,31.7262730488786,1.8556,7.8519,0.3322,0.2559,4.3774,0.2569,7.1195,0.2569,10.1337
"beta",1.022099471719,15.5206101846462,1.6445,6.5419,0.3108,0.2803,3.8486,0.2818,5.9076,0.2818,7.8742
"beta",0.232941811087774,1.75380348447338,2.0629,6.9003,0.7426,0.0082,5.1597,0.0082,5.5372,0.0082,5.585
"beta",1.01213425202691,14.8525808515912,1.6412,6.5079,0.3115,0.2773,3.8353,0.2787,5.8637,0.2788,7.7786
"beta",0.468359621142037,2.9034784604311,1.6256,5.4001,0.478,0.0807,3.3549,0.0807,3.9382,0.0807,4.1192
"beta",0.170433512325399,0.766409703600919,1.5629,4.2091,0.8378,0.0017,2.8051,0.0017,2.8104,0.0017,2.8105
"beta",1.64857619749801,8.81322003870737,1.0213,4.0026,0.1971,0.5029,2.5992,0.5189,3.6121,0.5206,4.3807
"beta",0.399910628054058,5.07953808500175,2.2348,8.9007,0.5567,0.0516,5.5625,0.0516,7.553,0.0516,8.6976
"beta",0.454204644062789,5.03027935616439,2.06,7.9082,0.5121,0.0713,4.8711,0.0713,6.548,0.0713,7.4994
"beta",0.816515300966799,6.53177254266455,1.5298,5.5914,0.3401,0.2158,3.4162,0.2161,4.6879,0.2161,5.5374
"beta",1.64415357134212,56.6172023009858,1.4557,6.0289,0.2446,0.4536,3.6013,0.4674,5.8328,0.4689,8.3753
"beta",0.33380406501051,3.28337460479233,2.1555,8.0095,0.6147,0.0312,5.3462,0.0312,6.5786,0.0312,7.0343
"beta",0.162120740433224,1.53878483500425,2.4479,8.8,0.8707,0.0011,8.6704,0.0011,9.1767,0.0011,9.2237
"beta",0.188370908286423,1.10015390038025,1.8427,5.5067,0.8137,0.0029,4.1393,0.0029,4.1992,0.0029,4.2012
"beta",0.333758269581478,1.96707997136982,1.7031,5.398,0.5942,0.0329,3.4626,0.0329,3.7633,0.0329,3.8118
"betaprime",3.88655561499763,45.6205630355515,1.1826,5.2925,0.1725,0.7556,3.3006,0.8571,5.5973,0.8974,8.6413
"betaprime",6.67123257989064,12.165906677614,1.5631,7.8483,0.1903,0.7785,4.1301,0.9196,8.0381,0.998,14.8645
"betaprime",3.56339316596277,15.5541045308672,1.5826,7.6015,0.2066,0.6679,4.0929,0.7465,7.6957,0.7751,13.5244
"betaprime",2.58411558349617,17.0964730949514,1.6872,8.0541,0.2274,0.5744,4.2472,0.619,7.9411,0.63,13.7876
"betaprime",1.73469572546892,33.1747430626303,1.7199,7.7948,0.2576,0.4505,4.2237,0.4661,7.5148,0.468,12.1409
"betaprime",7.52795599834994,12.9227317602001,1.4852,7.3519,0.1858,0.807,3.9921,0.9622,7.6632,1.053,13.9312
"betaprime",1.99974951864919,29.7221564315376,1.6451,7.4507,0.2404,0.5021,4.0973,0.5265,7.3044,0.5304,11.8675
"betaprime",1.15574324415764,94.4046849127859,1.9258,8.6909,0.3095,0.3078,4.598,0.3105,8.0051,0.3107,12.4532
"betaprime",5.83079966824967,44.2116655778373,1.0231,4.7585,0.1461,0.8802,3.0731,1.0432,5.156,1.13,7.8978
"betaprime",1.87500361196697,23.2109503177693,1.7606,8.2039,0.252,0.4724,4.3334,0.4922,7.9055,0.495,13.2134
"betaprime",5.16096313991584,27.6897919324692,1.1852,5.4494,0.1649,0.8161,3.366,0.9528,5.8578,1.0201,9.3725
"betaprime",1.42431836757809,35.4342015362694,1.8601,8.5458,0.2836,0.3778,4.4907,0.3851,8.0233,0.3857,12.9715
"betaprime",2.90548266155645,13.40612100536,1.7728,8.8535,0.2241,0.5966,4.4424,0.6511,8.6035,0.6668,15.6724
"betaprime",3.47432953435928,28.3493657171843,1.3423,6.0599,0.1901,0.6982,3.5991,0.7804,6.3196,0.8096,10.1713
"betaprime",7.33018857851625,15.0138394588977,1.3767,6.646,0.1738,0.8264,3.7835,0.9864,7.0655,1.0796,12.3956
"betaprime",2.97884970922023,65.9140669041313,1.2665,5.5419,0.1889,0.6695,3.4008,0.7357,5.7335,0.7555,8.7504
"betaprime",12.6049103559926,16.9858159502409,1.2013,5.7934,0.155,0.9194,3.4937,1.1328,6.3571,1.2786,10.8241
"betaprime",1.56264040357433,63.6265754695516,1.7002,7.5093,0.2662,0.4176,4.1486,0.4285,7.1941,0.4295,11.2224
"betaprime",1.62475824550726,30.5221171569545,1.7879,8.2017,0.2656,0.4247,4.3588,0.437,7.8192,0.4383,12.7476
"betaprime",4.6852959553618,11.9376418493222,1.6744,8.4914,0.2054,0.7093,4.31,0.8137,8.461,0.8612,15.78
"betaprime",3.89288371353177,17.323103146255,1.4855,7.0086,0.1979,0.7016,3.913,0.7925,7.2267,0.8284,12.4232
"betaprime",4.59237548899371,17.6500118320691,1.4126,6.6522,0.1878,0.7475,3.7954,0.8594,6.966,0.9099,11.9032
"betaprime",3.74837954182178,19.2709383994807,1.4489,6.7479,0.195,0.6989,3.8324,0.7867,6.9851,0.8203,11.8005
"betaprime",7.76609219054226,22.7423221405596,1.1361,5.3593,0.1538,0.8923,3.3309,1.0767,5.8628,1.1879,9.5505
"betaprime",4.58547340997029,15.2641522341827,1.4971,7.1932,0.1914,0.7327,3.962,0.8411,7.4329,0.8899,13.0641
"betaprime",4.1816371246241,42.2389372709091,1.1637,5.2413,0.1681,0.7769,3.28,0.8886,5.5721,0.9359,8.6301
"betaprime",1.92680493497755,23.7100874565309,1.7348,8.0479,0.2492,0.483,4.2837,0.5045,7.7916,0.5077,12.9802
"betaprime",8.38729205371812,11.7518188490812,1.5504,7.8449,0.1881,0.8052,4.1225,0.9641,8.0656,1.0604,15.0384
"betaprime",2.17308772401884,20.8402327376418,1.7016,7.9575,0.2387,0.5228,4.2404,0.5529,7.781,0.5585,13.1425
"betaprime",1.48379236719804,36.9780596239027,1.8185,8.2926,0.275,0.3934,4.4053,0.4021,7.8377,0.4028,12.6159
"betaprime",1.80560263637453,20.5350424177945,1.831,8.6958,0.2604,0.4556,4.4783,0.4729,8.283,0.4752,14.0829
"betaprime",8.78782993575558,19.2766806658474,1.1873,5.6458,0.1561,0.8926,3.4408,1.083,6.1703,1.2024,10.2966
"betaprime",1.75336610800587,27.1815797733027,1.7606,8.109,0.2577,0.4511,4.3171,0.4671,7.788,0.4691,12.8111
"betaprime",1.66418002981925,24.5701505085453,1.8284,8.5502,0.2659,0.4299,4.455,0.4431,8.1213,0.4446,13.5256
"betaprime",6.29987017913256,16.7463341189921,1.3438,6.3921,0.1764,0.8137,3.7044,0.9621,6.8116,1.0432,11.703
"betaprime",3.33360938587692,20.2110041263979,1.4803,6.8598,0.2042,0.6664,3.873,0.7403,7.0398,0.7654,11.8321
"betaprime",4.28506064426154,12.4124530134583,1.6706,8.397,0.2072,0.6939,4.2926,0.7895,8.3711,0.8303,15.4631
"betaprime",10.6272336387448,10.0564400352072,1.686,8.9585,0.1944,0.7985,4.3843,0.9627,8.894,1.0679,17.4041
"betaprime",3.49304214843083,12.6969572368823,1.7302,8.6965,0.2165,0.6447,4.3836,0.7181,8.5423,0.7441,15.7274
