"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"beta",0.146178571993485,1.00401603691047,2.0846,6.502,0.8942,5e-04,6.1313,5e-04,6.1974,5e-04,6.199
"beta",0.150015839276603,1.03710035949922,2.0872,6.5408,0.8883,7e-04,6.0738,7e-04,6.1496,7e-04,6.1517
"beta",0.162163481588243,1.13437684858218,2.0841,6.6023,0.8652,0.0011,5.8475,0.0011,5.9539,0.0011,5.958
"beta",0.170393559369259,1.20365115122404,2.0838,6.6525,0.8513,0.0015,5.7348,0.0015,5.8663,0.0015,5.8723
"beta",0.178587918056874,1.27456801956007,2.0839,6.7037,0.8349,0.0021,5.6418,0.0021,5.8014,0.0021,5.8101
"beta",0.185920952902408,1.34135700976034,2.0856,6.758,0.8217,0.0026,5.5804,0.0026,5.7689,0.0026,5.7809
"beta",0.194483406160492,1.41873003586964,2.0855,6.809,0.8069,0.0033,5.5065,0.0033,5.7297,0.0033,5.7464
"beta",0.204463623985648,1.50884582668962,2.0835,6.8569,0.7902,0.0044,5.4224,0.0044,5.6875,0.0044,5.7108
"beta",0.208736884988844,1.55199749065563,2.0854,6.8927,0.7842,0.0049,5.406,0.0049,5.6931,0.0049,5.7202
"beta",0.215461964517832,1.61973647189699,2.0873,6.9426,0.772,0.0057,5.3772,0.0057,5.6991,0.0057,5.733
"beta",0.229527691480005,1.75595111716539,2.0848,7.0082,0.7475,0.0077,5.2925,0.0077,5.6835,0.0077,5.7331
"beta",0.233216022862354,1.79751393834804,2.087,7.042,0.743,0.0082,5.2886,0.0082,5.7026,0.0082,5.7581
"beta",0.247955741005251,1.94855740433559,2.0847,7.1097,0.7201,0.0107,5.2195,0.0107,5.7122,0.0107,5.7904
"beta",0.255071257094387,2.02607611595141,2.0847,7.1485,0.7093,0.0121,5.1962,0.0121,5.7302,0.0121,5.8219
"beta",0.265675115567865,2.14184598898771,2.0833,7.1969,0.6949,0.0142,5.1585,0.0142,5.7527,0.0142,5.8664
"beta",0.272362405541353,2.22791733202012,2.0873,7.2563,0.6856,0.0156,5.1607,0.0156,5.8035,0.0156,5.9357
"beta",0.282156849785708,2.34290871587303,2.0868,7.304,0.6707,0.0178,5.1348,0.0178,5.837,0.0178,5.9948
"beta",0.292591657214332,2.46958421452553,2.0862,7.3542,0.6595,0.0203,5.1104,0.0203,5.8769,0.0203,6.0651
"beta",0.298734541729791,2.54973580816993,2.0872,7.3911,0.651,0.0219,5.1032,0.0219,5.9108,0.0219,6.1196
"beta",0.309973908212967,2.69534993431275,2.0869,7.4458,0.6391,0.0248,5.0829,0.0248,5.9616,0.0248,6.2092
"beta",0.321368872945663,2.85083397326525,2.0873,7.5041,0.626,0.0279,5.0674,0.0279,6.0202,0.0279,6.3117
"beta",0.337090157562168,3.06158367299195,2.0837,7.5574,0.6093,0.0324,5.032,0.0324,6.0762,0.0324,6.4286
"beta",0.345127970159519,3.18142898492794,2.0841,7.5974,0.6005,0.0348,5.0245,0.0348,6.1211,0.0348,6.5101
"beta",0.359218335223384,3.395418481278,2.0834,7.6587,0.5869,0.0391,5.008,0.0391,6.1925,0.0391,6.648
"beta",0.362653471921105,3.46457414181833,2.0868,7.6964,0.583,0.0402,5.0188,0.0402,6.2352,0.0402,6.7143
"beta",0.377174085596576,3.6969932562327,2.0852,7.7519,0.5698,0.0448,5.0005,0.0448,6.3037,0.0448,6.8565
"beta",0.385785706221359,3.85415920691891,2.0869,7.8016,0.5633,0.0476,5.001,0.0476,6.3637,0.0476,6.9682
"beta",0.400160471090116,4.10861028655549,2.0859,7.858,0.5495,0.0524,4.9878,0.0524,6.4362,0.0524,7.1222
"beta",0.41137646747008,4.32007773617771,2.0855,7.9044,0.5436,0.0562,4.9803,0.0562,6.4962,0.0562,7.2499
"beta",0.420833505023271,4.50903067890485,2.0858,7.946,0.5358,0.0594,4.9764,0.0594,6.55,0.0594,7.3639
"beta",0.436757467722055,4.83567485050857,2.0848,8.0062,0.5234,0.065,4.966,0.065,6.6308,0.065,7.5458
"beta",0.442777408837341,4.98465656091459,2.0871,8.0465,0.5183,0.0671,4.972,0.0671,6.6799,0.0671,7.6427
"beta",0.456568730741274,5.29105050760042,2.0858,8.0937,0.5092,0.072,4.9625,0.072,6.7452,0.072,7.7986
"beta",0.467973441197537,5.57605718391482,2.0867,8.1456,0.5018,0.0761,4.9623,0.0761,6.8129,0.0761,7.95
"beta",0.485128911933163,5.99367103319615,2.0839,8.1937,0.4912,0.0823,4.9483,0.0823,6.8834,0.0823,8.1338
"beta",0.496122135546058,6.31287177605904,2.0853,8.2462,0.4868,0.0863,4.951,0.0863,6.9509,0.0863,8.2882
"beta",0.511704605184495,6.76776639733696,2.0849,8.302,0.4786,0.0919,4.9467,0.0919,7.0272,0.0919,8.4793
"beta",0.522628662600182,7.1107971349638,2.0847,8.3418,0.4717,0.0959,4.9446,0.0959,7.0811,0.0959,8.6156
"beta",0.539051654449431,7.64574684264255,2.0833,8.3918,0.4606,0.102,4.9381,0.102,7.1518,0.102,8.8058
"beta",0.552715856292052,8.15940447004512,2.0841,8.4469,0.458,0.107,4.9395,0.107,7.2237,0.107,8.9877
"beta",0.565499937529676,8.65918118332513,2.0839,8.4902,0.452,0.1117,4.9378,0.1117,7.2823,0.1117,9.1449
"beta",0.577204497371335,9.20307643353473,2.0862,8.5482,0.4455,0.1159,4.9445,0.1159,7.3537,0.1159,9.3207
"beta",0.589428034837358,9.76780799535569,2.0864,8.5915,0.4395,0.1204,4.9445,0.1204,7.4107,0.1204,9.4755
"beta",0.607835413711145,10.7083563403552,2.0868,8.6566,0.4344,0.1271,4.9452,0.1271,7.4954,0.1271,9.7086
"beta",0.629679292815737,11.870249154272,2.0837,8.7052,0.4241,0.1351,4.9355,0.1351,7.5671,0.1351,9.9351
"beta",0.634225214762613,12.287430750723,2.0876,8.7498,0.4252,0.1367,4.9474,0.1367,7.6148,0.1367,10.043
"beta",0.659427600709489,13.91745972679,2.0839,8.8022,0.4164,0.1458,4.9368,0.1459,7.692,0.1459,10.2965
"beta",0.665319017479196,14.5422764280299,2.0875,8.8481,0.4107,0.1479,4.9475,0.1479,7.7417,0.1479,10.4159
"beta",0.677883193588816,15.6480791102769,2.088,8.8908,0.4093,0.1524,4.9492,0.1524,7.7948,0.1524,10.5713
"beta",0.6978853116557,17.6062391519547,2.0876,8.9486,0.4018,0.1595,4.9487,0.1596,7.8689,0.1596,10.7996
"beta",0.713211768963141,19.3737149405479,2.0874,8.993,0.3969,0.1649,4.9488,0.165,7.9249,0.165,10.9736
"beta",0.13620080736652,0.934093977441778,2.0966,6.4998,0.9134,3e-04,6.4654,3e-04,6.5151,3e-04,6.516
"beta",0.145267764120828,1.00643405833282,2.0965,6.5595,0.8975,5e-04,6.2422,5e-04,6.3106,5e-04,6.3123
"beta",0.148138546199538,1.03241102364846,2.0996,6.5955,0.8917,6e-04,6.2054,6e-04,6.2818,6e-04,6.2839
"beta",0.158191973246634,1.1141931142658,2.0979,6.6524,0.8739,0.001,6.0078,0.001,6.1101,0.001,6.1137
"beta",0.165110617589904,1.17202150442172,2.0972,6.6927,0.8611,0.0013,5.8966,0.0013,6.0194,0.0013,6.0246
"beta",0.173269282975234,1.24540260489658,2.0999,6.7595,0.8458,0.0017,5.808,0.0017,5.9601,0.0017,5.9678
"beta",0.183971818567486,1.33541291117459,2.0954,6.8012,0.8255,0.0024,5.6617,0.0024,5.8507,0.0024,5.8626
"beta",0.186474545671837,1.36345724475477,2.1,6.8423,0.8221,0.0026,5.6667,0.0026,5.8698,0.0026,5.8834
"beta",0.197013328053756,1.45784439918399,2.0977,6.8933,0.8033,0.0036,5.5613,0.0036,5.8077,0.0036,5.8274
"beta",0.205930581562221,1.54425164608983,2.0989,6.954,0.7878,0.0045,5.504,0.0045,5.7934,0.0045,5.8204
"beta",0.211943554429337,1.6029914221724,2.0991,6.9908,0.7783,0.0052,5.4664,0.0052,5.7857,0.0052,5.8184
"beta",0.223477771461476,1.71579927565367,2.0977,7.0495,0.7582,0.0068,5.3933,0.0068,5.7705,0.0068,5.816
"beta",0.230499038825277,1.78913417000044,2.0985,7.0943,0.748,0.0078,5.3634,0.0078,5.78,0.0078,5.8352
"beta",0.240138054681709,1.88954567924514,2.0979,7.1451,0.7326,0.0094,5.3183,0.0094,5.7884,0.0094,5.8584
"beta",0.252055464350153,2.01885896251537,2.0976,7.2096,0.7152,0.0115,5.2726,0.0115,5.8122,0.0115,5.9043
"beta",0.256147650098428,2.06944547234103,2.1,7.2462,0.7081,0.0123,5.271,0.0123,5.8395,0.0123,5.9414
"beta",0.265812836040044,2.17804831888247,2.099,7.2926,0.6949,0.0142,5.2362,0.0142,5.8623,0.0142,5.9859
"beta",0.280961272449,2.35066185913468,2.0957,7.3529,0.6739,0.0176,5.1807,0.0176,5.8949,0.0176,6.0564
"beta",0.283875682779355,2.39690252161864,2.0999,7.3938,0.6692,0.0182,5.1938,0.0182,5.9359,0.0182,6.1094
"beta",0.298803859077161,2.57874562595552,2.0972,7.4539,0.652,0.0219,5.1494,0.0219,5.9814,0.0219,6.2005
"beta",0.307855879593641,2.69497705153306,2.0961,7.4933,0.6419,0.0242,5.1282,0.0242,6.0164,0.0242,6.2667
"beta",0.320164818943478,2.86272542644292,2.096,7.5536,0.6282,0.0275,5.1077,0.0275,6.0758,0.0275,6.3738
"beta",0.328571319886483,2.98238414708292,2.0961,7.5956,0.6175,0.0299,5.0962,0.0299,6.1196,0.0299,6.453
"beta",0.33408612452005,3.0728416095376,2.0989,7.6404,0.6129,0.0315,5.101,0.0315,6.1683,0.0315,6.5303
"beta",0.348064260209911,3.27643018313684,2.0969,7.694,0.5967,0.0356,5.0753,0.0356,6.2279,0.0356,6.6524
"beta",0.359904827644117,3.4650280729963,2.0971,7.751,0.5861,0.0393,5.0637,0.0393,6.2937,0.0393,6.7785
"beta",0.365923173671588,3.57635953184031,2.0999,7.7971,0.5803,0.0411,5.0692,0.0411,6.3466,0.0411,6.8689
"beta",0.383988421631511,3.86613829078199,2.0954,7.8503,0.5618,0.047,5.0361,0.047,6.415,0.047,7.029
"beta",0.387684264056152,3.95155906049162,2.0991,7.8912,0.561,0.0482,5.0477,0.0482,6.4619,0.0482,7.1061
"beta",0.400884192372905,4.19847795325331,2.0992,7.9505,0.5519,0.0526,5.0387,0.0526,6.5361,0.0526,7.2609
"beta",0.412845936130732,4.43619878149708,2.0996,8.0055,0.5422,0.0566,5.0327,0.0566,6.6056,0.0566,7.4075
"beta",0.429673007095698,4.76783111861721,2.0967,8.0578,0.5313,0.0624,5.0129,0.0624,6.6777,0.0624,7.5823
"beta",0.433320376719348,4.8678774875477,2.0995,8.0928,0.5279,0.0637,5.0216,0.0637,6.7185,0.0637,7.6569
"beta",0.451683422355447,5.25865707425494,2.0958,8.1432,0.5126,0.0702,5.0001,0.0702,6.7915,0.0702,7.8453
"beta",0.467776943563949,5.65630713706277,2.0959,8.2096,0.5036,0.0759,4.995,0.0759,6.8792,0.0759,8.0493
"beta",0.471254693438299,5.78210765814642,2.0997,8.2502,0.5002,0.0771,5.0072,0.0771,6.9253,0.0771,8.1353
"beta",0.490659615725744,6.28175890101702,2.0966,8.305,0.4902,0.0842,4.9908,0.0842,7.0047,0.0842,8.3475
"beta",0.505823012631154,6.71704915175214,2.0954,8.3548,0.4812,0.0897,4.9831,0.0897,7.0738,0.0897,8.527
"beta",0.511771337622777,6.94410156417522,2.0986,8.4005,0.4772,0.0918,4.9927,0.0918,7.1275,0.0918,8.6409
"beta",0.524662433866877,7.38177298037801,2.0994,8.4546,0.4701,0.0965,4.9927,0.0965,7.1976,0.0965,8.8154
"beta",0.540860195755027,7.93112140524201,2.0974,8.5002,0.4622,0.1025,4.9835,0.1025,7.2627,0.1025,8.9989
"beta",0.555363674169639,8.49428922540275,2.0973,8.5527,0.4566,0.1078,4.9816,0.1078,7.3322,0.1078,9.1839
"beta",0.561091621678788,8.78013477278873,2.1,8.5925,0.4555,0.1099,4.9893,0.1099,7.3785,0.1099,9.2898
"beta",0.578567828189814,9.54600723086391,2.0994,8.6501,0.4454,0.1163,4.9856,0.1163,7.4554,0.1163,9.5047
"beta",0.599761478712317,10.5348471129872,2.0965,8.702,0.438,0.124,4.9753,0.1241,7.5303,0.1241,9.7349
"beta",0.614234282741323,11.3735325859976,2.0976,8.7591,0.4319,0.1293,4.9779,0.1293,7.6017,0.1293,9.9297
"beta",0.629537198088132,12.265951546682,2.0959,8.7972,0.4272,0.1349,4.9723,0.1349,7.6551,0.1349,10.0965
"beta",0.641058431589045,13.1539133882523,2.0987,8.8561,0.4211,0.139,4.9804,0.139,7.7236,0.139,10.2756
"beta",0.656609830335714,14.2550154677872,2.0968,8.8916,0.4165,0.1446,4.9746,0.1447,7.7735,0.1447,10.4386
"beta",0.673688583889045,15.7416909390735,2.0971,8.9479,0.4104,0.1507,4.9755,0.1508,7.844,0.1508,10.6479
"beta",0.68590782519104,16.9731813938124,2.0977,8.9907,0.4075,0.1551,4.9774,0.1551,7.8961,0.1551,10.8018
"beta",0.142716495096684,0.994711853947956,2.1074,6.6016,0.9022,5e-04,6.3867,5e-04,6.4533,5e-04,6.4549
"beta",0.146979807128897,1.03192089567427,2.1103,6.6455,0.8952,6e-04,6.312,6e-04,6.3899,6e-04,6.392
"beta",0.154609071474988,1.09526462797238,2.1101,6.6953,0.8807,8e-04,6.1587,8e-04,6.2569,8e-04,6.2602
"beta",0.16345906148036,1.1691060794075,2.1085,6.7448,0.8648,0.0012,6.0007,0.0012,6.125,0.0012,6.1302
"beta",0.172141567724757,1.24332985784113,2.1072,6.7932,0.8485,0.0016,5.8716,0.0016,6.0249,0.0016,6.0326
"beta",0.176014355411753,1.28246912517399,2.1116,6.8425,0.8412,0.0019,5.8538,0.0019,6.0248,0.0019,6.0344
"beta",0.185318263954483,1.36513644357212,2.1102,6.893,0.8244,0.0026,5.7434,0.0026,5.9508,0.0026,5.9647
"beta",0.195541759230429,1.45878177803755,2.109,6.9491,0.8067,0.0034,5.6428,0.0034,5.8942,0.0034,5.9144
"beta",0.20538498025015,1.55079598681885,2.1073,6.9991,0.7895,0.0045,5.5577,0.0045,5.8542,0.0045,5.8822
"beta",0.212426713982597,1.62091512777633,2.108,7.0451,0.7775,0.0053,5.5149,0.0053,5.8479,0.0053,5.883
"beta",0.222893275055103,1.72592925616028,2.1076,7.1044,0.7597,0.0067,5.4522,0.0067,5.8404,0.0067,5.8878
"beta",0.230533643627772,1.80594196614786,2.1081,7.1511,0.7459,0.0078,5.4159,0.0078,5.8474,0.0078,5.9058
"beta",0.240017775875749,1.90573902777582,2.1074,7.2009,0.7322,0.0093,5.3695,0.0093,5.8547,0.0093,5.9283
"beta",0.250099168061744,2.01734328928404,2.1077,7.2597,0.7165,0.0111,5.332,0.0111,5.8783,0.0111,5.9714
"beta",0.255284515782259,2.07892383675626,2.1092,7.2974,0.7106,0.0121,5.3213,0.0121,5.9022,0.0121,6.0072
"beta",0.264543834318407,2.1853265546374,2.1089,7.3461,0.6978,0.0139,5.2896,0.0139,5.9278,0.0139,6.0546
"beta",0.276136747382581,2.32335644994047,2.1086,7.4065,0.6808,0.0164,5.2549,0.0164,5.9665,0.0164,6.1242
"beta",0.28374018866499,2.41897393174609,2.1092,7.4506,0.6723,0.0182,5.2386,0.0182,6.0009,0.0182,6.1819
"beta",0.289009425716708,2.49082884720154,2.1111,7.4904,0.6658,0.0194,5.2353,0.0194,6.0367,0.0194,6.2363
"beta",0.302579317452619,2.66444208104908,2.1096,7.5513,0.6474,0.0228,5.1994,0.0228,6.0869,0.0228,6.3327
"beta",0.316101004680386,2.84426171268569,2.1078,7.6083,0.6323,0.0264,5.1666,0.0264,6.1392,0.0264,6.4359
"beta",0.323174745175522,2.94644065578701,2.1082,7.6466,0.627,0.0283,5.1572,0.0283,6.1782,0.0283,6.5055
"beta",0.332867838401115,3.08858163052425,2.1082,7.6943,0.6144,0.0311,5.1428,0.0311,6.2282,0.0311,6.599
"beta",0.346831830549287,3.29886247781105,2.1073,7.7557,0.5996,0.0352,5.1204,0.0352,6.2956,0.0352,6.7323
"beta",0.358165457623545,3.48103849766124,2.1073,7.8097,0.5881,0.0387,5.1075,0.0387,6.3574,0.0387,6.8529
"beta",0.364391997573897,3.58564118402079,2.1075,7.8405,0.5822,0.0406,5.102,0.0406,6.3934,0.0406,6.9231
"beta",0.373463239585981,3.75140536663681,2.1096,7.8967,0.5748,0.0435,5.1016,0.0435,6.4589,0.0435,7.0443
"beta",0.386510636250023,3.97933042596839,2.1084,7.9479,0.5653,0.0477,5.085,0.0477,6.5224,0.0477,7.182
"beta",0.39393111312855,4.13275474282913,2.1109,7.9989,0.5559,0.0502,5.0892,0.0502,6.5826,0.0502,7.2946
"beta",0.410019149947911,4.43345807537483,2.1082,8.0518,0.544,0.0556,5.0672,0.0556,6.6526,0.0556,7.4606
"beta",0.415021633669967,4.55969606946269,2.1118,8.0982,0.5405,0.0573,5.0775,0.0573,6.7065,0.0573,7.5582
"beta",0.430945989955217,4.87812336377799,2.1081,8.1419,0.5289,0.0628,5.0545,0.0628,6.7681,0.0628,7.7176
"beta",0.445229940995574,5.21472800148837,2.1091,8.2093,0.5175,0.0678,5.051,0.0678,6.8538,0.0678,7.9079
"beta",0.451128316887654,5.37836228904314,2.1116,8.2514,0.5135,0.0699,5.0573,0.0699,6.9042,0.0699,8.0101
"beta",0.467893331811763,5.77188396982034,2.1079,8.2941,0.5039,0.0759,5.037,0.0759,6.9671,0.0759,8.1834
"beta",0.473939162439434,5.96760051193996,2.1113,8.3424,0.5005,0.078,5.0466,0.078,7.0239,0.078,8.2991
"beta",0.485544144740095,6.297308499387,2.1114,8.3904,0.4928,0.0822,5.0432,0.0822,7.0865,0.0822,8.4517
"beta",0.501995686855167,6.79801964024315,2.1116,8.4564,0.4819,0.0882,5.0388,0.0882,7.1728,0.0882,8.6676
"beta",0.51434828089783,7.20196938308771,2.1116,8.5043,0.4777,0.0927,5.0355,0.0927,7.2357,0.0927,8.8288
"beta",0.524675334961154,7.56278272796888,2.1117,8.5447,0.4713,0.0964,5.0335,0.0964,7.2884,0.0964,8.9651
"beta",0.544284670762019,8.27624535272247,2.1101,8.6063,0.4607,0.1036,5.0244,0.1036,7.3727,0.1036,9.2006
"beta",0.555015968770022,8.74396519612521,2.1116,8.6566,0.4574,0.1075,5.0273,0.1075,7.4349,0.1075,9.3581
"beta",0.56833417951595,9.30744837051723,2.1103,8.6954,0.4505,0.1124,5.0213,0.1124,7.4883,0.1124,9.5142
"beta",0.587223273543408,10.1599376866326,2.1075,8.7413,0.4431,0.1193,5.0103,0.1194,7.5545,0.1194,9.7201
"beta",0.595720886643976,10.7177819899749,2.1117,8.8022,0.4391,0.1224,5.0223,0.1224,7.623,0.1224,9.8827
"beta",0.616496605815366,11.8894423959078,2.1098,8.8592,0.429,0.13,5.0148,0.13,7.7004,0.13,10.1208
"beta",0.631932313075289,12.9105591330025,2.1095,8.9085,0.4234,0.1356,5.0129,0.1356,7.7639,0.1356,10.3095
"beta",0.649167950986885,14.1354492557049,2.1076,8.9511,0.4203,0.1418,5.0067,0.1418,7.8221,0.1418,10.4975
"beta",0.66366225653328,15.3914587781578,2.1081,9.0011,0.4144,0.147,5.0075,0.147,7.8837,0.147,10.6804
"beta",0.138973905459046,0.976321265897714,2.1226,6.6578,0.9094,4e-04,6.6038,4e-04,6.6675,4e-04,6.6689
"beta",0.145110367268557,1.02606302523986,2.1216,6.6949,0.897,5e-04,6.4432,5e-04,6.5211,5e-04,6.5232
"beta",0.153532797024585,1.09716207963345,2.1222,6.7546,0.8825,8e-04,6.2692,8e-04,6.3705,8e-04,6.3739
"beta",0.161761092365952,1.16658369678422,2.1209,6.8022,0.8683,0.0011,6.1153,0.0011,6.2416,0.0011,6.2469
"beta",0.165547827932751,1.20235651109484,2.1236,6.8422,0.8608,0.0013,6.0758,0.0013,6.2169,0.0013,6.2233
"beta",0.174890878973529,1.28520972890779,2.1232,6.9007,0.8426,0.0018,5.9455,0.0018,6.1214,0.0018,6.1312
"beta",0.182301815566141,1.35182911363197,2.1223,6.9431,0.8292,0.0023,5.8536,0.0023,6.0592,0.0023,6.0726
"beta",0.191024444999639,1.43401198967011,2.1229,7.0012,0.8139,0.003,5.7696,0.003,6.0147,0.003,6.0335
"beta",0.201488561350852,1.53100617312081,2.1203,7.0506,0.7964,0.004,5.6644,0.004,5.9569,0.004,5.9836
"beta",0.206637624096125,1.58398251505126,2.1219,7.0917,0.7879,0.0046,5.6361,0.0046,5.9568,0.0046,5.9888
"beta",0.215502332719043,1.67519118792564,2.1233,7.1529,0.7714,0.0057,5.5845,0.0057,5.9544,0.0057,5.9966
"beta",0.223904419800267,1.76151099487464,2.1229,7.2006,0.7575,0.0068,5.5328,0.0068,5.9494,0.0068,6.0027
"beta",0.232173958037049,1.84836148453876,2.1224,7.2457,0.7466,0.008,5.4866,0.008,5.9505,0.008,6.0165
"beta",0.241059032618534,1.94401522356668,2.1217,7.2928,0.7322,0.0095,5.4418,0.0095,5.9581,0.0095,6.0398
"beta",0.25102110059117,2.05780786197167,2.1225,7.3547,0.7165,0.0113,5.4058,0.0113,5.9856,0.0113,6.0884
"beta",0.256854073544964,2.12687503843009,2.1233,7.3921,0.7069,0.0124,5.3883,0.0124,6.0068,0.0124,6.1236
"beta",0.272466495044529,2.30600112578832,2.1199,7.4572,0.6861,0.0156,5.321,0.0156,6.0337,0.0156,6.1897
"beta",0.281745917986846,2.41911465443438,2.119,7.5012,0.6745,0.0177,5.2908,0.0177,6.0626,0.0177,6.2459
"beta",0.286229687575484,2.48430861535249,2.122,7.5441,0.6686,0.0187,5.2939,0.0187,6.1028,0.0187,6.3036
"beta",0.299064319439931,2.64711361769307,2.1198,7.5975,0.6546,0.0219,5.2536,0.0219,6.1434,0.0219,6.3874
"beta",0.3069420040939,2.76380952129327,2.1227,7.6573,0.6431,0.0239,5.251,0.0239,6.2018,0.0239,6.4801
"beta",0.319142637125449,2.92878277537064,2.1202,7.7033,0.6287,0.0272,5.2168,0.0272,6.2437,0.0272,6.5702
"beta",0.324962379250675,3.01899017967051,2.1216,7.7417,0.6225,0.0288,5.2132,0.0288,6.2836,0.0288,6.6384
"beta",0.336183050852735,3.1953937538676,2.1233,7.8084,0.612,0.032,5.2029,0.032,6.3542,0.032,6.7654
"beta",0.345901470247423,3.34727878987324,2.1228,7.853,0.6009,0.0349,5.1872,0.0349,6.403,0.0349,6.863
"beta",0.358232586592901,3.54398696673475,2.1213,7.9025,0.589,0.0386,5.1652,0.0386,6.4592,0.0386,6.9831
"beta",0.367265724987956,3.69786112075299,2.121,7.9436,0.5817,0.0415,5.154,0.0415,6.5072,0.0415,7.082
"beta",0.384139924405608,3.99246743784472,2.119,8.0089,0.5659,0.0469,5.1292,0.0469,6.5868,0.0469,7.2583
"beta",0.38729403528478,4.07089422646724,2.1225,8.0471,0.5622,0.0479,5.1402,0.0479,6.63,0.0479,7.3301
"beta",0.402697820898611,4.35705475376872,2.1198,8.0984,0.5495,0.0531,5.1167,0.0531,6.6963,0.0531,7.4888
"beta",0.408609454046935,4.49630973587581,2.1226,8.1444,0.546,0.055,5.1231,0.055,6.7503,0.055,7.5907
"beta",0.425619939144235,4.8459705991298,2.12,8.2014,0.5333,0.0609,5.1017,0.0609,6.8259,0.0609,7.7764
"beta",0.429245043708943,4.95429992162436,2.1236,8.242,0.5295,0.0621,5.1127,0.0621,6.8723,0.0621,7.8603
"beta",0.446680746703409,5.35841595569719,2.1222,8.307,0.5171,0.0682,5.0975,0.0682,6.9577,0.0682,8.0687
"beta",0.455304195149103,5.57868261917867,2.1225,8.3451,0.5104,0.0713,5.0941,0.0713,7.0065,0.0713,8.1833
"beta",0.470540923260851,5.96937506713439,2.1207,8.3959,0.502,0.0767,5.081,0.0767,7.0755,0.0767,8.3624
"beta",0.478057592059486,6.21217884459067,2.1236,8.4473,0.4987,0.0794,5.088,0.0794,7.1366,0.0794,8.4941
"beta",0.501005094583146,6.86531339851208,2.1195,8.5094,0.4826,0.0877,5.0657,0.0877,7.2257,0.0877,8.7479
"beta",0.50451543600671,7.0143267772859,2.1221,8.5426,0.4822,0.089,5.0736,0.089,7.2634,0.089,8.826
"beta",0.521805153167807,7.57807697479147,2.1197,8.5919,0.4749,0.0953,5.0605,0.0953,7.3326,0.0953,9.0245
"beta",0.53756516464334,8.18311939297477,2.1203,8.656,0.4657,0.1011,5.0586,0.1011,7.4146,0.1011,9.239
"beta",0.553244637891184,8.8121992922225,2.1192,8.7062,0.4589,0.1068,5.0518,0.1068,7.482,0.1068,9.4307
"beta",0.5624596137302,9.24115444833413,2.12,8.7467,0.4544,0.1102,5.053,0.1102,7.5322,0.1102,9.5626
"beta",0.579748301239917,10.0619467852672,2.1192,8.8031,0.446,0.1165,5.0477,0.1165,7.6065,0.1165,9.7771
"beta",0.583858769721352,10.372697337626,2.1231,8.8471,0.4441,0.1179,5.0592,0.1179,7.6537,0.1179,9.8813
"beta",0.606871480922215,11.6028152018227,2.1198,8.9027,0.4357,0.1263,5.0461,0.1264,7.7319,0.1264,10.1334
"beta",0.609897905465681,11.9129009117186,2.1236,8.9421,0.434,0.1274,5.0573,0.1274,7.7729,0.1274,10.2232
"beta",0.635107062902767,13.5113506775117,2.119,8.9923,0.4215,0.1366,5.0411,0.1366,7.8467,0.1366,10.4795
"beta",0.137533482607454,0.973141031877603,2.1335,6.7072,0.9119,3e-04,6.7348,3e-04,6.7991,3e-04,6.8005
"beta",0.144544078074163,1.03045665979199,2.1325,6.7504,0.8995,5e-04,6.5429,5e-04,6.624,5e-04,6.6262
"beta",0.153209512630943,1.10388365972275,2.1326,6.8099,0.8825,8e-04,6.3542,8e-04,6.4599,8e-04,6.4635
"beta",0.158914974479936,1.15434692160971,2.1338,6.855,0.8736,0.001,6.2568,0.001,6.3815,0.001,6.3865
"beta",0.166024269716814,1.21574023455009,2.1326,6.8956,0.8606,0.0013,6.1321,0.0013,6.2811,0.0013,6.2881
"beta",0.172317436872982,1.27369643992931,2.1339,6.9447,0.8485,0.0016,6.052,0.0016,6.2261,0.0016,6.2356
"beta",0.181166901455261,1.35534279564605,2.1342,7.0037,0.8312,0.0022,5.9446,0.0022,6.1561,0.0022,6.17
"beta",0.189739092112053,1.43229475477291,2.1312,7.0407,0.817,0.0029,5.8344,0.0029,6.0819,0.0029,6.1009
"beta",0.198016682847403,1.51322901532613,2.132,7.0974,0.8012,0.0037,5.7645,0.0037,6.0534,0.0037,6.0789
"beta",0.205464085265994,1.58693663894502,2.1321,7.1438,0.7903,0.0045,5.7054,0.0045,6.0329,0.0045,6.0656
"beta",0.211633823946118,1.65382967231795,2.1351,7.1992,0.7801,0.0052,5.679,0.0052,6.044,0.0052,6.0843
"beta",0.224492131883278,1.78120125988778,2.131,7.2521,0.7597,0.0069,5.5751,0.0069,6.0075,0.0069,6.0642
"beta",0.230039338259725,1.84494346299581,2.1334,7.2998,0.7479,0.0077,5.5588,0.0077,6.0283,0.0077,6.0948
"beta",0.238782404068625,1.94165050369338,2.1338,7.3529,0.7335,0.0091,5.5173,0.0091,6.0411,0.0091,6.1237
"beta",0.248162567224354,2.04473882767372,2.1322,7.3974,0.7208,0.0107,5.4678,0.0107,6.048,0.0107,6.1496
"beta",0.255614365381189,2.13227805948257,2.1326,7.4422,0.7098,0.0121,5.4407,0.0121,6.0699,0.0121,6.1893
"beta",0.264363225229317,2.2398332766036,2.1339,7.4992,0.6976,0.0139,5.4161,0.0139,6.1056,0.0139,6.2489
