"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"pearson IV",3.20779680799833,-0.804674762718379,0.5487,8.009,0.041,2.6322,3.6086,5.831,8.5565,14.2999,21.969
"pearson IV",3.1997724309545,-0.792050519124605,0.5446,8.0498,0.0381,2.6427,3.6101,5.8674,8.5718,14.4302,22.0548
"pearson IV",3.19290097111184,-0.78405996307265,0.5429,8.0908,0.0368,2.65,3.6131,5.8945,8.5899,14.5305,22.1427
"pearson IV",3.19006189085078,-0.801507238651626,0.5562,8.1476,0.04,2.6412,3.6273,5.8723,8.6336,14.4779,22.2814
"pearson IV",3.18115841057804,-0.789187432503328,0.5527,8.1989,0.039,2.6519,3.6301,5.9108,8.6541,14.6184,22.3883
"pearson IV",3.17279529300332,-0.782849157555029,0.553,8.2587,0.0402,2.6591,3.636,5.9389,8.6827,14.7282,22.516
"pearson IV",3.16836643154547,-0.781441150268074,0.5545,8.2948,0.0382,2.6618,3.6404,5.9508,8.7015,14.7779,22.5941
"pearson IV",3.16050652916357,-0.777804152324097,0.5564,8.3578,0.0389,2.6673,3.6475,5.9738,8.733,14.8724,22.7282
"pearson IV",3.15241871035099,-0.757846028666245,0.547,8.3911,0.0378,2.6826,3.6445,6.0249,8.7364,15.0484,22.7844
"pearson IV",3.14233761220053,-0.743845319584943,0.5427,8.4563,0.0378,2.6955,3.6476,6.0712,8.7603,15.2193,22.9112
"pearson IV",3.14040529907774,-0.758065664911643,0.5539,8.5041,0.0391,2.6878,3.6592,6.0515,8.7959,15.1703,23.0243
"pearson IV",3.13237464886159,-0.742987275158521,0.5477,8.5498,0.038,2.7005,3.6592,6.0955,8.8081,15.3278,23.1068
"pearson IV",3.12375076108309,-0.728612110435963,0.5423,8.6042,0.0366,2.7132,3.6604,6.1404,8.8245,15.4908,23.2058
"pearson IV",3.11994194989046,-0.734850781038404,0.5489,8.6557,0.036,2.7112,3.6692,6.1386,8.8554,15.5008,23.3175
"pearson IV",3.11459188846196,-0.727030472442508,0.5463,8.6932,0.0377,2.7184,3.6706,6.1649,8.8678,15.5982,23.386
"pearson IV",3.11069364471361,-0.732978279694915,0.5529,8.7464,0.0355,2.7166,3.6795,6.1638,8.899,15.6108,23.4996
"pearson IV",3.10338392135734,-0.723166453167796,0.5499,8.8015,0.0379,2.7261,3.6821,6.1987,8.9179,15.7415,23.5998
"pearson IV",3.0973919809463,-0.71416367533803,0.5467,8.8455,0.0376,2.7346,3.6836,6.2293,8.9317,15.8551,23.6773
"pearson IV",3.08878397968342,-0.6997377640903,0.5409,8.9069,0.0374,2.7479,3.6847,6.2764,8.9487,16.0284,23.7812
"pearson IV",3.08619044114579,-0.709247832268476,0.5496,8.9573,0.0362,2.7432,3.6945,6.2659,8.9807,16.0086,23.8905
"pearson IV",3.08429744495242,-0.715971906929277,0.5558,8.9942,0.0373,2.7399,3.7015,6.2585,9.0037,15.9953,23.9695
"beta",2.62082111965213,7.19354582557455,0.5863,3.0071,0.1128,0.78,1.9639,0.8502,2.5836,0.8681,2.9966
"beta",2.88772792641167,8.30150044503622,0.5854,3.0549,0.1085,0.8181,2.0108,0.9034,2.6926,0.9282,3.1798
"beta",2.92646664803661,8.7366846014699,0.5985,3.0915,0.1131,0.819,2.0417,0.9058,2.7529,0.9315,3.2732
"beta",3.58257694719988,11.6266116178967,0.5832,3.1526,0.1039,0.8963,2.1022,1.0186,2.9158,1.0643,3.5768
"beta",3.92799896096159,13.6898590041511,0.5856,3.1984,0.105,0.9254,2.1423,1.0642,3.0144,1.1208,3.7582
"beta",4.47878610732732,17.3239042702364,0.5851,3.2509,0.0999,0.9651,2.1875,1.128,3.132,1.2022,3.985
"beta",4.62428424179088,19.3549955219263,0.5991,3.296,0.0989,0.9687,2.2229,1.1359,3.2096,1.214,4.1226
"beta",6.11545472856029,33.108267165767,0.5837,3.3569,0.0937,1.0446,2.2741,1.2628,3.3673,1.3849,4.4628
"beta",6.69019271511584,42.4693093996495,0.5877,3.3931,0.0932,1.062,2.302,1.2944,3.4401,1.4305,4.6112
"beta",7.17038189530373,56.1412041825126,0.5994,3.4403,0.0934,1.0704,2.337,1.3118,3.5243,1.4577,4.7762
"gamma",11.4871774349146,NA,0.5901,3.5223,0.0892,1.1462,2.3976,1.4514,3.7125,1.6677,5.2078
"gamma",11.0705909968725,147.704515398014,0.6011,3.542,0.0887,1.1363,2.4112,1.435,3.7381,1.6445,5.2492
"inverse gamma",53.0629214964353,131.550409124,0.5709,3.6212,0.0819,1.2516,2.4647,1.6577,3.9418,2.0047,5.7764
"inverse gamma",50.3427042539171,NA,0.5875,3.6583,0.0835,1.2415,2.4899,1.6415,3.9967,1.9821,5.881
"inverse gamma",47.3935943870011,-104.231658434495,0.6071,3.7038,0.0873,1.2296,2.5202,1.6226,4.0629,1.9558,6.0079
"pearson IV",16.4562200948433,-37.86790951984,0.5862,3.7488,0.0805,1.3014,2.547,1.7684,4.179,2.2091,6.3349
"pearson IV",15.2649753546924,-32.9598719112575,0.5981,3.7927,0.0818,1.3037,2.5748,1.7775,4.2507,2.2307,6.4944
"pearson IV",12.762908521248,-21.4093116739905,0.5936,3.8466,0.0767,1.3458,2.6062,1.869,4.3603,2.4021,6.7864
"pearson IV",11.5229783725739,-17.2154933204758,0.5954,3.8936,0.0775,1.3701,2.6334,1.9247,4.4477,2.5118,7.0132
"pearson IV",10.0388178469613,-12.6383041366097,0.5891,3.953,0.0746,1.4172,2.6653,2.0318,4.565,2.7241,7.3418
"pearson IV",9.47074928672053,-11.2645583613776,0.5918,3.9934,0.0721,1.4347,2.6875,2.0742,4.6363,2.8136,7.5312
"pearson IV",8.9520435335394,-10.1748671390465,0.5985,4.044,0.0775,1.4494,2.7153,2.1122,4.7211,2.8975,7.7513
"pearson IV",8.41076293554856,-8.93433931506006,0.5988,4.0908,0.0733,1.4746,2.7392,2.1734,4.8043,3.0289,7.9847
"pearson IV",7.70160991356243,-7.26588753840886,0.5888,4.1467,0.0721,1.5244,2.7646,2.2924,4.9104,3.2841,8.3121
"pearson IV",7.24648839948233,-6.38178406963497,0.5879,4.2051,0.0708,1.5565,2.7922,2.3735,5.0107,3.4674,8.6064
"pearson IV",7.05947184107266,-6.13016413627192,0.595,4.2472,0.0684,1.5642,2.8136,2.3966,5.0759,3.5262,8.7813
"pearson IV",6.7191910207225,-5.51234549854882,0.5944,4.3039,0.0704,1.5936,2.8391,2.4728,5.1698,3.704,9.0634
"pearson IV",6.37156672425102,-4.85087281769607,0.5877,4.3598,0.0666,1.6339,2.8616,2.5759,5.2645,3.9451,9.3686
"pearson IV",6.19299810667522,-4.59873296625214,0.5916,4.4085,0.0665,1.6496,2.8834,2.62,5.3391,4.0562,9.5875
"pearson IV",5.97903481106507,-4.23902226528618,0.5892,4.4579,0.0666,1.6773,2.9031,2.6938,5.4173,4.2367,9.8374
"pearson IV",5.89512268766994,-4.19729176846798,0.5999,4.5028,0.065,1.6778,2.9247,2.701,5.4803,4.2652,10.0057
"pearson IV",5.67866368315183,-3.77602565221954,0.5882,4.5443,0.0659,1.7185,2.9371,2.8069,5.5487,4.5217,10.2557
"pearson IV",5.52440137766208,-3.55574640392791,0.5888,4.5979,0.064,1.7409,2.9579,2.8701,5.6276,4.6855,10.5071
"pearson IV",5.37145797294611,-3.30342077948153,0.5834,4.6443,0.0616,1.7707,2.9733,2.9515,5.6967,4.893,10.7471
"pearson IV",5.25592482576286,-3.18503801012319,0.59,4.7055,0.0624,1.7845,2.998,2.9949,5.7814,5.0157,11.0054
"pearson IV",5.13585822203429,-3.01552526500775,0.5891,4.7574,0.0628,1.8076,3.016,3.0612,5.854,5.1926,11.2488
"pearson IV",5.05597337798774,-2.90809020983288,0.589,4.7959,0.0607,1.8233,3.0292,3.1069,5.9068,5.3168,11.4254
"pearson IV",4.9500172181786,-2.75759915429773,0.5869,4.8466,0.0589,1.8471,3.0455,3.1758,5.9757,5.5033,11.6639
"pearson IV",4.85618577036262,-2.62087776547484,0.5837,4.8928,0.0585,1.8707,3.0594,3.2438,6.0373,5.6883,11.8835
"pearson IV",4.79915319620818,-2.60778699685167,0.5958,4.9531,0.0591,1.8723,3.0838,3.2564,6.1136,5.7395,12.107
"pearson IV",4.72790096693486,-2.5249100404093,0.5975,5.0023,0.0589,1.8877,3.1,3.3037,6.1763,5.8752,12.3181
"pearson IV",4.64904214964807,-2.42579021947738,0.5976,5.0564,0.0588,1.9073,3.1167,3.3632,6.2443,6.0449,12.5544
"pearson IV",4.58947609848902,-2.33481435575057,0.5938,5.0912,0.0579,1.9265,3.1254,3.4193,6.2877,6.2009,12.7194
"pearson IV",4.53094091804884,-2.27480347584607,0.5965,5.1423,0.057,1.9399,3.1417,3.4621,6.3498,6.3289,12.9294
"pearson IV",4.42104378103465,-2.09683874470415,0.5851,5.2087,0.0565,1.9823,3.1554,3.586,6.4288,6.6764,13.2493
"pearson IV",4.39823654564843,-2.09480899993842,0.5914,5.2432,0.057,1.9832,3.168,3.5932,6.4693,6.7073,13.3734
"pearson IV",4.34283384453505,-2.04882837783289,0.5964,5.3063,0.0572,1.9957,3.1875,3.6358,6.542,6.8419,13.6192
"pearson IV",4.28441327940673,-1.97288503080374,0.5943,5.3594,0.0537,2.0165,3.2007,3.7002,6.6019,7.0324,13.8443
"pearson IV",4.24908516453952,-1.92858398019103,0.5933,5.3941,0.0552,2.0293,3.2092,3.74,6.6402,7.1515,13.9882
"pearson IV",4.19319777696161,-1.86017614970333,0.5919,5.4524,0.0545,2.0499,3.2235,3.805,6.7037,7.3477,14.2272
"pearson IV",4.14267594572157,-1.79060809110524,0.5879,5.5026,0.0552,2.0716,3.2341,3.8724,6.7567,7.5494,14.4378
"pearson IV",4.11172081055818,-1.77050066601834,0.5923,5.5508,0.0542,2.079,3.248,3.8996,6.8084,7.641,14.6152
"pearson IV",4.06381414362695,-1.69732254045783,0.5858,5.5977,0.0521,2.1034,3.2559,3.9742,6.8553,7.8634,14.8146
"pearson IV",4.04709003057564,-1.72106263598427,0.5993,5.652,0.0542,2.0974,3.2755,3.9645,6.9141,7.8558,14.9878
"pearson IV",4.01117987615522,-1.66678788432502,0.5945,5.6907,0.0534,2.1162,3.2819,4.0228,6.9518,8.0317,15.1482
"pearson IV",3.95744328199327,-1.5889034243999,0.5876,5.7541,0.0538,2.1448,3.2927,4.1122,7.0122,8.3046,15.4037
"pearson IV",3.92791336974502,-1.56104407300008,0.5888,5.8032,0.0509,2.1563,3.3041,4.1516,7.06,8.4333,15.583
"pearson IV",3.90090313184261,-1.53382430429338,0.5893,5.8482,0.0492,2.1678,3.314,4.1902,7.1031,8.5587,15.7475
"pearson IV",3.88476898179948,-1.54238559140358,0.5985,5.8978,0.0535,2.1665,3.3293,4.1929,7.1531,8.584,15.9069
"pearson IV",3.85211946690083,-1.49709896673448,0.5946,5.9451,0.0503,2.185,3.3371,4.2522,7.1954,8.7698,16.0863
"pearson IV",3.82262384021282,-1.46686969046714,0.5948,5.9995,0.0521,2.1986,3.3483,4.2984,7.245,8.9214,16.2796
"pearson IV",3.79208447853196,-1.41968905632664,0.5888,6.043,0.0498,2.2188,3.3537,4.3623,7.2812,9.121,16.4447
"pearson IV",3.77334089772031,-1.42257758513093,0.5974,6.1016,0.0514,2.22,3.3699,4.3734,7.337,9.1739,16.6319
"pearson IV",3.73785557763185,-1.36257491038321,0.5879,6.1515,0.0482,2.2466,3.3742,4.4568,7.3753,9.4338,16.8207
"pearson IV",3.71800238064956,-1.35036160606006,0.5911,6.2023,0.0496,2.2539,3.3855,4.4845,7.4203,9.5329,16.9877
"pearson IV",3.69990712206345,-1.33001813052408,0.5902,6.2405,0.049,2.2641,3.3921,4.5194,7.4518,9.6485,17.1173
"pearson IV",3.67015748526435,-1.29073604770936,0.5861,6.2992,0.0487,2.2838,3.4004,4.5843,7.4979,9.8602,17.3188
"pearson IV",3.66284366467036,-1.30878841841454,0.597,6.3443,0.0514,2.2779,3.4146,4.5725,7.541,9.8416,17.4501
"pearson IV",3.62619199484121,-1.24696569219371,0.5858,6.4072,0.047,2.3083,3.4192,4.6699,7.5845,10.1521,17.6704
"pearson IV",3.62156542824581,-1.27192559402157,0.599,6.4528,0.0485,2.2991,3.4345,4.6482,7.6287,10.1037,17.7983
"pearson IV",3.59833210312296,-1.23739302266948,0.5938,6.501,0.049,2.3171,3.4396,4.7072,7.6629,10.2963,17.9586
"pearson IV",3.57868497740943,-1.21410797178699,0.5919,6.5503,0.0489,2.3302,3.4467,4.7521,7.6994,10.448,18.1157
"pearson IV",3.57071761873551,-1.22272823667433,0.5995,6.5928,0.0475,2.3281,3.458,4.7509,7.7366,10.4591,18.238
"pearson IV",3.54009420288075,-1.16897017862718,0.5882,6.6529,0.0471,2.3567,3.4611,4.8432,7.7734,10.7577,18.4357
"pearson IV",3.53432953700237,-1.18556820143084,0.5988,6.6983,0.0475,2.3508,3.4744,4.8307,7.8143,10.736,18.5622
"pearson IV",3.5070724726934,-1.12831513898401,0.5837,6.7438,0.0489,2.3813,3.4725,4.9274,7.8359,11.0441,18.7134
"pearson IV",3.50224357328098,-1.1512690879337,0.5973,6.7954,0.0476,2.3722,3.4883,4.9062,7.8829,10.9978,18.8541
"pearson IV",3.48561767118284,-1.13279629445076,0.596,6.847,0.0471,2.384,3.4953,4.9474,7.9182,11.1409,19.0071
"pearson IV",3.46067767003085,-1.08627880288474,0.5844,6.9017,0.0453,2.4106,3.4964,5.0338,7.9467,11.4236,19.1746
"pearson IV",3.44676774495514,-1.07472190254135,0.5851,6.9534,0.0463,2.4193,3.5042,5.0657,7.9823,11.5393,19.3218
"pearson IV",3.43637296574889,-1.06535644603381,0.5853,6.992,0.0464,2.4261,3.5098,5.0908,8.0082,11.6298,19.4308
"pearson IV",3.42959993863245,-1.07488921897858,0.5936,7.04,0.0453,2.4234,3.5215,5.0878,8.047,11.637,19.5606
"pearson IV",3.41305462880759,-1.06346241725143,0.5958,7.1096,0.0435,2.4328,3.5323,5.1242,8.0942,11.7728,19.7527
"pearson IV",3.40123038066085,-1.05180670541897,0.5955,7.1557,0.0434,2.4414,3.5383,5.1551,8.1236,11.8839,19.8792
"pearson IV",3.38825942680473,-1.03209434115142,0.5913,7.197,0.0443,2.4542,3.5413,5.1987,8.1461,12.0328,19.9932
"pearson IV",3.37618896819418,-1.02175544697978,0.5917,7.2489,0.0434,2.4625,3.5483,5.2294,8.1789,12.1457,20.1321
"pearson IV",3.36564862053841,-1.02180563180614,0.5972,7.3095,0.0457,2.4653,3.5594,5.2446,8.2212,12.2133,20.2913
"pearson IV",3.35034195814747,-0.989900144312531,0.5871,7.3491,0.0433,2.4854,3.5583,5.3101,8.236,12.4308,20.3974
"pearson IV",3.33696728938026,-0.971326000854373,0.5834,7.3999,0.0441,2.4986,3.5623,5.3559,8.2628,12.5912,20.5293
"pearson IV",3.33262624577852,-0.990006153482944,0.5964,7.4571,0.0428,2.4905,3.5773,5.337,8.3091,12.551,20.6747
"pearson IV",3.32233733153902,-0.97338375174487,0.5923,7.4942,0.0453,2.5019,3.5792,5.376,8.3267,12.6856,20.7694
"pearson IV",3.31591549996287,-0.979135017059743,0.599,7.545,0.0458,2.5009,3.5894,5.3782,8.3626,12.709,20.897
"pearson IV",3.30576945379795,-0.968305186487269,0.5981,7.5928,0.045,2.5095,3.5945,5.4095,8.3891,12.8234,21.0165
"pearson IV",3.29088681725366,-0.940283113577403,0.5895,7.6439,0.0422,2.5287,3.595,5.4738,8.4092,13.0429,21.1418
"pearson IV",3.27631862387434,-0.918639871146996,0.5842,7.706,0.0415,2.5449,3.5988,5.5299,8.4381,13.2406,21.2914
"pearson IV",3.27183185439347,-0.926949945206754,0.5917,7.7523,0.0431,2.5419,3.6086,5.5255,8.4711,13.2417,21.4045
"pearson IV",3.2630724409034,-0.920794908694923,0.5928,7.8039,0.0419,2.5481,3.6149,5.5497,8.5,13.3352,21.5276
"pearson IV",3.25620502150757,-0.917709442477673,0.5947,7.8483,0.0424,2.5521,3.621,5.5664,8.5256,13.4023,21.633
"pearson IV",3.24773748687841,-0.916096017295495,0.5984,7.9084,0.0405,2.5558,3.6297,5.5838,8.5612,13.4769,21.7744
"pearson IV",3.24127605780866,-0.909032922651619,0.5976,7.9441,0.0434,2.5619,3.633,5.606,8.5789,13.559,21.8568
"pearson IV",3.22629379230365,-0.878542592894286,0.5866,8.0021,0.0432,2.5839,3.6321,5.68,8.5968,13.8138,21.9842
"pearson IV",3.21786423381046,-0.872187013557181,0.5873,8.0568,0.0409,2.5905,3.6381,5.7057,8.625,13.9135,22.1077
"pearson IV",3.21126310148463,-0.866984414228238,0.5876,8.1,0.0404,2.5958,3.6427,5.7264,8.647,13.9936,22.2044
"pearson IV",3.20452643026551,-0.865650537561625,0.5906,8.1528,0.0432,2.5991,3.6499,5.7415,8.6764,14.0586,22.3231
"pearson IV",3.19990082582738,-0.87191550035309,0.5974,8.2042,0.0418,2.5973,3.6592,5.7407,8.7091,14.0718,22.4402
"pearson IV",3.18851164730499,-0.843282903864048,0.585,8.2434,0.041,2.6179,3.6551,5.8086,8.7138,14.3027,22.5162
"pearson IV",3.18288572901581,-0.848631271722726,0.5919,8.3034,0.0426,2.617,3.6652,5.8114,8.7502,14.3301,22.6503
"pearson IV",3.17487085785344,-0.833711061277427,0.5865,8.3435,0.0418,2.6287,3.6656,5.8518,8.7628,14.473,22.731
"pearson IV",3.16851413707435,-0.83639067588374,0.5921,8.4066,0.0422,2.6297,3.675,5.8606,8.7986,14.5205,22.8685
"pearson IV",3.16350239593536,-0.831859516678378,0.5919,8.4431,0.0417,2.6344,3.6783,5.8784,8.8152,14.5893,22.9444
"pearson IV",3.15483710155636,-0.824268808378838,0.5919,8.508,0.0408,2.6423,3.6841,5.9091,8.8445,14.7085,23.0781
"pearson IV",3.15071523926035,-0.823258360836189,0.5936,8.5451,0.0419,2.6446,3.6886,5.9196,8.8632,14.7536,23.1556
"pearson IV",3.14218623426929,-0.808428722445387,0.5884,8.5952,0.0413,2.6569,3.6896,5.9627,8.8791,14.9089,23.2514
"pearson IV",3.13553776481003,-0.800270200660452,0.5867,8.6428,0.0407,2.6646,3.6926,5.991,8.8978,15.0153,23.3445
"pearson IV",3.12821979303658,-0.793530668027233,0.5863,8.7013,0.0375,2.6718,3.6974,6.0187,8.9226,15.123,23.4598
"pearson IV",3.12359540866222,-0.790119770251214,0.5866,8.741,0.0406,2.6759,3.701,6.035,8.9399,15.1877,23.5379
"pearson IV",3.12071480855299,-0.799613077464513,0.5952,8.7927,0.0416,2.6714,3.7109,6.0252,8.9725,15.1708,23.649
"pearson IV",3.11268612868153,-0.787033502795734,0.5911,8.8483,0.0416,2.6825,3.7128,6.0651,8.9906,15.3176,23.751
"pearson IV",3.10396547013894,-0.772126663849689,0.5856,8.9075,0.0392,2.6956,3.7141,6.1112,9.008,15.4861,23.856
"pearson IV",3.10039882386639,-0.771357985130511,0.5873,8.9448,0.0392,2.6977,3.7182,6.121,9.0253,15.5287,23.9285
"pearson IV",3.09784330553678,-0.784716186513193,0.5987,9.0054,0.0411,2.6906,3.7304,6.1035,9.0643,15.4885,24.0575
"beta",2.0495243242362,5.59507322407328,0.6384,2.9902,0.1329,0.6638,1.925,0.7013,2.4514,0.7076,2.7542
"beta",2.41957788299676,6.98171289950144,0.628,3.06,0.1231,0.7357,2.0006,0.7933,2.6285,0.8062,3.0416
"beta",2.60014459398668,7.86066029715817,0.6323,3.1093,0.1233,0.7633,2.0469,0.8306,2.7317,0.8476,3.2106
"beta",2.79819367811549,8.79098025396001,0.631,3.145,0.1186,0.792,2.0812,0.8703,2.8147,0.8921,3.3542
"beta",2.93755615645647,9.72258856833447,0.6402,3.1923,0.1168,0.8074,2.1219,0.8929,2.9038,0.9182,3.5036
"beta",3.54951397353108,12.8871035821922,0.6254,3.2478,0.1074,0.8785,2.1761,0.9963,3.0565,1.0398,3.7978
"beta",3.8916106495033,15.5042871074006,0.6311,3.3029,0.1078,0.9061,2.222,1.0396,3.1692,1.0935,4.0073
"beta",4.12050344492658,17.6838069384499,0.6375,3.3432,0.1092,0.9212,2.2541,1.0643,3.2469,1.125,4.1527
"beta",5.26827638829709,28.4872209578753,0.625,3.4068,0.1001,0.9926,2.308,1.1801,3.4096,1.2758,4.4985
"beta",6.09564889429719,41.7135336923762,0.6266,3.4593,0.1,1.0257,2.3484,1.2374,3.5211,1.3553,4.732
"beta",6.50491628468037,54.7948969072779,0.6379,3.5075,0.1004,1.0346,2.3832,1.2551,3.6058,1.3821,4.8994
"gamma",10.6315085868261,NA,0.6134,3.5644,0.0935,1.1253,2.4265,1.4169,3.7668,1.6189,5.2956
"gamma",9.9092566446047,NA,0.6353,3.6055,0.0951,1.1058,2.454,1.3847,3.8183,1.5739,5.3791
"gamma",9.46141762937033,185.527202137047,0.6502,3.6342,0.0973,1.0926,2.4727,1.3632,3.8534,1.5439,5.436
"inverse gamma",46.5101714754812,NA,0.6133,3.7187,0.0856,1.2259,2.5299,1.6166,4.0843,1.9475,6.049
"inverse gamma",44.3228235907829,NA,0.6297,3.7584,0.0894,1.2162,2.5555,1.6013,4.1407,1.9262,6.1581
"inverse gamma",42.104260585106,-136.114535490051,0.6478,3.8034,0.0903,1.2057,2.5838,1.5847,4.2036,1.9033,6.2805
"pearson IV",15.2919670681586,-38.2721681876108,0.6332,3.8594,0.0841,1.271,2.6173,1.7178,4.3352,2.1348,6.6421
"pearson IV",15.2854610691988,-39.7046506209299,0.6416,3.8763,0.0862,1.2634,2.6278,1.7039,4.3562,2.1126,6.6793
"pearson IV",11.9173536549788,-20.8601140799187,0.6359,3.9573,0.0852,1.3234,2.6739,1.8335,4.519,2.3533,7.1179
"pearson IV",11.0107474443316,-17.6557858022046,0.6403,4.0035,0.0824,1.3409,2.6999,1.8745,4.6,2.4349,7.3257
"pearson IV",10.0091252094763,-14.2721323801344,0.6396,4.0541,0.0835,1.3709,2.727,1.9428,4.6941,2.5707,7.5834
"pearson IV",9.18142883051187,-11.8477243964793,0.6402,4.1098,0.0804,1.4007,2.7561,2.0126,4.7943,2.7135,7.8602
"pearson IV",8.58947064757813,-10.2187180954777,0.6382,4.1539,0.0804,1.4286,2.7781,2.0783,4.8751,2.8501,8.0923
"pearson IV",8.13950711573241,-9.05341036106693,0.6357,4.1918,0.0781,1.4542,2.7964,2.1391,4.9444,2.9786,8.2965
"pearson IV",7.43577028810978,-7.31023368028225,0.6261,4.2553,0.0755,1.5067,2.8247,2.2649,5.063,3.2495,8.665
"pearson IV",7.0658928850037,-6.5384184737727,0.6249,4.307,0.0733,1.5353,2.8482,2.3366,5.1507,3.4113,8.9274
"pearson IV",6.92359096090542,-6.33848376529291,0.6311,4.3432,0.0722,1.541,2.866,2.3541,5.2049,3.4564,9.0736
"pearson IV",6.72520663805073,-6.02795642207842,0.6374,4.3915,0.0716,1.5524,2.8888,2.3862,5.2782,3.5358,9.2783
"pearson IV",6.42964896354824,-5.44103242423385,0.6351,4.4454,0.0731,1.583,2.9113,2.4647,5.3666,3.7191,9.5545
"pearson IV",6.1193936289358,-4.84545084543992,0.6313,4.5092,0.0712,1.6204,2.9367,2.5622,5.4695,3.951,9.8844
"pearson IV",5.91524049226195,-4.47650167920859,0.6291,4.5589,0.0702,1.6475,2.956,2.6339,5.5474,4.1257,10.1354
"pearson IV",5.85159220047947,-4.42339999889163,0.6354,4.5911,0.0689,1.6498,2.9706,2.6434,5.5916,4.1553,10.2577
"pearson IV",5.70586197529221,-4.2071849193424,0.6388,4.6433,0.0718,1.6666,2.9917,2.691,5.6673,4.278,10.4899
"pearson IV",5.5083931279704,-3.8443119165767,0.633,4.6982,0.0692,1.7014,3.0104,2.7843,5.7512,4.5103,10.7783
"pearson IV",5.36265729238745,-3.58525032890961,0.6283,4.7435,0.0671,1.7296,3.0254,2.8607,5.8188,4.7038,11.0136
"pearson IV",5.200874282178,-3.32706013055285,0.6259,4.8071,0.0684,1.7605,3.047,2.9471,5.909,4.9292,11.3198
"pearson IV",5.12201993488055,-3.22160980336135,0.6276,4.8476,0.0652,1.7738,3.0615,2.9863,5.9639,5.0359,11.498
"pearson IV",5.06061577020306,-3.19924906466622,0.6391,4.904,0.0659,1.7749,3.0847,2.9963,6.0353,5.0762,11.7023
"pearson IV",4.96230022246623,-3.04989030781994,0.6381,4.9532,0.0651,1.7961,3.1006,3.0572,6.1014,5.2403,11.9301
"pearson IV",4.85596559326118,-2.8834014982502,0.6354,5.0074,0.0645,1.8219,3.1169,3.1313,6.1734,5.4408,12.1856
"pearson IV",4.74358672849648,-2.68878600917617,0.6275,5.0595,0.0643,1.8556,3.13,3.2264,6.2424,5.6962,12.4501
"pearson IV",4.68432047692686,-2.59476260954048,0.6245,5.0924,0.0632,1.873,3.1388,3.2768,6.2845,5.8347,12.6069
"pearson IV",4.63539060090482,-2.55817350831348,0.6307,5.1414,0.063,1.8797,3.156,3.3008,6.3438,5.9111,12.7945
"pearson IV",4.54275209283363,-2.42327696773782,0.6279,5.2047,0.0617,1.9071,3.1733,3.3823,6.4215,6.1413,13.0788
"pearson IV",4.5306003859099,-2.45783445171267,0.6396,5.2422,0.062,1.8995,3.189,3.3666,6.4642,6.1119,13.1912
"pearson IV",4.42307093788125,-2.27735365816392,0.6299,5.31,0.0611,1.9396,3.2037,3.4835,6.5454,6.4391,13.5162
"pearson IV",4.36000770650106,-2.18188912316225,0.6259,5.3585,0.0604,1.9627,3.215,3.5525,6.6015,6.6372,13.7332
"pearson IV",4.32258046573028,-2.13410884137219,0.6256,5.3941,0.0574,1.9748,3.2243,3.5903,6.6417,6.7495,13.881
"pearson IV",4.27636813845113,-2.09962817231077,0.6317,5.456,0.0591,1.9842,3.2432,3.624,6.7105,6.8595,14.1114
"pearson IV",4.24577782983333,-2.09092105433671,0.6398,5.5084,0.0587,1.987,3.2602,3.6382,6.7677,6.9144,14.2938
"pearson IV",4.19539724968001,-2.00553508562152,0.6333,5.5486,0.0547,2.0105,3.2672,3.7082,6.8111,7.1169,14.4781
"pearson IV",4.14055756252259,-1.91023892179946,0.6248,5.5926,0.0585,2.0382,3.2739,3.7909,6.8571,7.3568,14.681
"pearson IV",4.10430603289511,-1.87519227926736,0.6272,5.6438,0.0574,2.0495,3.2873,3.8289,6.9108,7.4781,14.8736
"pearson IV",4.07359525087988,-1.8649958745949,0.6353,5.7042,0.0575,2.0537,3.3053,3.8483,6.9735,7.5515,15.081
"pearson IV",4.02376018038485,-1.77818705509766,0.6263,5.7503,0.0558,2.0817,3.3115,3.9329,7.0186,7.8012,15.2855
"pearson IV",3.99710778286448,-1.75690943695256,0.6295,5.7967,0.0536,2.0896,3.3234,3.9611,7.0651,7.8955,15.4514
"pearson IV",3.96022492067516,-1.71382358665578,0.6293,5.8519,0.0551,2.1052,3.3354,4.0122,7.1188,8.0569,15.6583
"pearson IV",3.92008209091425,-1.6597983544576,0.6265,5.9085,0.0553,2.1251,3.3461,4.0759,7.1721,8.2556,15.8752
"pearson IV",3.90331721517444,-1.66426581098931,0.6347,5.9575,0.0556,2.1249,3.3606,4.0814,7.2202,8.2874,16.0307
"pearson IV",3.88431642022729,-1.64403277442325,0.6353,5.9911,0.0569,2.133,3.3678,4.1085,7.2516,8.3755,16.1512
"pearson IV",3.83831747940183,-1.56649720090209,0.6259,6.0487,0.054,2.1628,3.3746,4.2011,7.3014,8.6593,16.3822
"pearson IV",3.81853042501211,-1.55011393380119,0.6279,6.091,0.0548,2.1702,3.3841,4.2278,7.3401,8.7502,16.5265
"pearson IV",3.80278146048077,-1.55982475584187,0.6382,6.1483,0.0545,2.1684,3.4007,4.2294,7.3944,8.7738,16.7013
