"time","temperature","bin.start","bin.end","index.bin","n.points","n.NA","n.imputed","n.outliers","sd.temperature"
2020-07-19 13:42:30,25.92004,2020-07-19 13:40:00,2020-07-19 13:45:00,5349,5,0,0,0,0.0254965291755567
2020-07-19 13:47:30,25.73054,2020-07-19 13:45:00,2020-07-19 13:50:00,5350,5,0,0,0,0.0974934767048532
2020-07-19 13:52:30,25.43984,2020-07-19 13:50:00,2020-07-19 13:55:00,5351,5,0,0,0,0.0818845711962877
2020-07-19 13:57:30,25.34648,2020-07-19 13:55:00,2020-07-19 14:00:00,5352,5,0,0,0,0.00711104774277264
2020-07-19 14:02:30,25.35454,2020-07-19 14:00:00,2020-07-19 14:05:00,5353,5,0,0,0,0.0461652791608585
2020-07-19 14:07:30,25.23662,2020-07-19 14:05:00,2020-07-19 14:10:00,5354,5,0,0,0,0.0928651280083114
2020-07-19 14:12:30,25.17836,2020-07-19 14:10:00,2020-07-19 14:15:00,5355,5,0,0,0,0.015890814957075
2020-07-19 14:17:30,25.1626,2020-07-19 14:15:00,2020-07-19 14:20:00,5356,5,0,0,0,0.0397869953628068
2020-07-19 14:22:30,25.15248,2020-07-19 14:20:00,2020-07-19 14:25:00,5357,5,0,0,0,0.0657287760421575
2020-07-19 14:27:30,25.17156,2020-07-19 14:25:00,2020-07-19 14:30:00,5358,5,0,0,0,0.0184254715000732
2020-07-19 14:32:30,25.15328,2020-07-19 14:30:00,2020-07-19 14:35:00,5359,5,0,0,0,0.0551219284858566
2020-07-19 14:37:30,25.09784,2020-07-19 14:35:00,2020-07-19 14:40:00,5360,5,0,0,0,0.0719366248860758
2020-07-19 14:42:30,24.95922,2020-07-19 14:40:00,2020-07-19 14:45:00,5361,5,0,0,0,0.0567310056318407
2020-07-19 14:47:30,24.95726,2020-07-19 14:45:00,2020-07-19 14:50:00,5362,5,0,0,0,0.0996313856171832
2020-07-19 14:52:30,25.04026,2020-07-19 14:50:00,2020-07-19 14:55:00,5363,5,0,0,0,0.114985142518502
2020-07-19 14:57:30,25.26564,2020-07-19 14:55:00,2020-07-19 15:00:00,5364,5,0,0,0,0.0854066917752933
2020-07-19 15:02:30,25.55052,2020-07-19 15:00:00,2020-07-19 15:05:00,5365,5,0,0,0,0.176643629944586
2020-07-19 15:07:30,26.01548,2020-07-19 15:05:00,2020-07-19 15:10:00,5366,5,0,0,0,0.103624572375475
2020-07-19 15:12:30,26.55396,2020-07-19 15:10:00,2020-07-19 15:15:00,5367,5,0,0,0,0.211218566892211
2020-07-19 15:17:30,26.66996,2020-07-19 15:15:00,2020-07-19 15:20:00,5368,5,0,0,0,0.142304912072634
2020-07-19 15:22:30,26.56252,2020-07-19 15:20:00,2020-07-19 15:25:00,5369,5,0,0,0,0.059278174735732
2020-07-19 15:27:30,26.625,2020-07-19 15:25:00,2020-07-19 15:30:00,5370,5,0,0,0,0.0995130644689437
2020-07-19 15:32:30,26.8674,2020-07-19 15:30:00,2020-07-19 15:35:00,5371,5,0,0,0,0.0785484882095132
2020-07-19 15:37:30,26.8289,2020-07-19 15:35:00,2020-07-19 15:40:00,5372,5,0,0,0,0.0788392034460008
2020-07-19 15:42:30,26.89872,2020-07-19 15:40:00,2020-07-19 15:45:00,5373,5,0,0,0,0.0567751001760457
2020-07-19 15:47:30,27.19866,2020-07-19 15:45:00,2020-07-19 15:50:00,5374,5,0,0,0,0.119200264261452
2020-07-19 15:52:30,26.94862,2020-07-19 15:50:00,2020-07-19 15:55:00,5375,5,0,0,0,0.226169608922154
2020-07-19 15:57:30,27.2132,2020-07-19 15:55:00,2020-07-19 16:00:00,5376,5,0,0,0,0.160295664320655
2020-07-19 16:02:30,27.25738,2020-07-19 16:00:00,2020-07-19 16:05:00,5377,5,0,0,0,0.0955404207652441
2020-07-19 16:07:30,27.1514,2020-07-19 16:05:00,2020-07-19 16:10:00,5378,5,0,0,0,0.214489428643931
2020-07-19 16:12:30,27.2646,2020-07-19 16:10:00,2020-07-19 16:15:00,5379,5,0,0,0,0.26982526753438
2020-07-19 16:17:30,27.52136,2020-07-19 16:15:00,2020-07-19 16:20:00,5380,5,0,0,0,0.192697542796995
2020-07-19 16:22:30,27.48444,2020-07-19 16:20:00,2020-07-19 16:25:00,5381,5,0,0,0,0.118004186366416
2020-07-19 16:27:30,27.36508,2020-07-19 16:25:00,2020-07-19 16:30:00,5382,5,0,0,0,0.179891792475366
2020-07-19 16:32:30,27.1791,2020-07-19 16:30:00,2020-07-19 16:35:00,5383,5,0,0,0,0.236674840234445
2020-07-19 16:37:30,27.17114,2020-07-19 16:35:00,2020-07-19 16:40:00,5384,5,0,0,0,0.251198732082788
2020-07-19 16:42:30,27.32672,2020-07-19 16:40:00,2020-07-19 16:45:00,5385,5,0,0,0,0.267844818878394
2020-07-19 16:47:30,27.25226,2020-07-19 16:45:00,2020-07-19 16:50:00,5386,5,0,0,0,0.136728098794651
2020-07-19 16:52:30,27.63322,2020-07-19 16:50:00,2020-07-19 16:55:00,5387,5,0,0,0,0.193137663338873
2020-07-19 16:57:30,27.43776,2020-07-19 16:55:00,2020-07-19 17:00:00,5388,5,0,0,0,0.124866100283463
2020-07-19 17:02:30,27.5992,2020-07-19 17:00:00,2020-07-19 17:05:00,5389,5,0,0,0,0.216608564004288
2020-07-19 17:07:30,27.383,2020-07-19 17:05:00,2020-07-19 17:10:00,5390,5,0,0,0,0.133579189996048
2020-07-19 17:12:30,27.65124,2020-07-19 17:10:00,2020-07-19 17:15:00,5391,5,0,0,0,0.160698018033827
2020-07-19 17:17:30,28.2634,2020-07-19 17:15:00,2020-07-19 17:20:00,5392,5,0,0,0,0.493939014454214
2020-07-19 17:22:30,28.20822,2020-07-19 17:20:00,2020-07-19 17:25:00,5393,5,0,0,0,0.489839327739208
2020-07-19 17:27:30,28.27084,2020-07-19 17:25:00,2020-07-19 17:30:00,5394,5,0,0,0,0.13921003196609
2020-07-19 17:32:30,28.33554,2020-07-19 17:30:00,2020-07-19 17:35:00,5395,5,0,0,0,0.295995055701949
2020-07-19 17:37:30,28.3726,2020-07-19 17:35:00,2020-07-19 17:40:00,5396,5,0,0,0,0.31956518896776
2020-07-19 17:42:30,28.76952,2020-07-19 17:40:00,2020-07-19 17:45:00,5397,5,0,0,0,0.283517189955036
2020-07-19 17:47:30,28.61028,2020-07-19 17:45:00,2020-07-19 17:50:00,5398,5,0,0,0,0.184740106636322
2020-07-19 17:52:30,29.0418,2020-07-19 17:50:00,2020-07-19 17:55:00,5399,5,0,0,0,0.379422679870353
2020-07-19 17:57:30,28.74674,2020-07-19 17:55:00,2020-07-19 18:00:00,5400,5,0,0,0,0.0366196395394609
2020-07-19 18:02:30,29.2977,2020-07-19 18:00:00,2020-07-19 18:05:00,5401,5,0,0,0,0.286816387258469
2020-07-19 18:07:30,29.46166,2020-07-19 18:05:00,2020-07-19 18:10:00,5402,5,0,0,0,0.227716288394132
2020-07-19 18:12:30,28.88634,2020-07-19 18:10:00,2020-07-19 18:15:00,5403,5,0,0,0,0.154883837116724
2020-07-19 18:17:30,29.53176,2020-07-19 18:15:00,2020-07-19 18:20:00,5404,5,0,0,0,0.465951803301586
2020-07-19 18:22:30,29.11272,2020-07-19 18:20:00,2020-07-19 18:25:00,5405,5,0,0,0,0.300887964199301
2020-07-19 18:27:30,29.33598,2020-07-19 18:25:00,2020-07-19 18:30:00,5406,5,0,0,0,0.24065188966638
2020-07-19 18:32:30,29.1275,2020-07-19 18:30:00,2020-07-19 18:35:00,5407,5,0,0,0,0.0994485545395201
2020-07-19 18:37:30,29.54728,2020-07-19 18:35:00,2020-07-19 18:40:00,5408,5,0,0,0,0.351796279116195
2020-07-19 18:42:30,29.48226,2020-07-19 18:40:00,2020-07-19 18:45:00,5409,5,0,0,0,0.12004989795914
2020-07-19 18:47:30,29.57692,2020-07-19 18:45:00,2020-07-19 18:50:00,5410,5,0,0,0,0.254792399808157
2020-07-19 18:52:30,29.64942,2020-07-19 18:50:00,2020-07-19 18:55:00,5411,5,0,0,0,0.494052170322123
2020-07-19 18:57:30,29.60176,2020-07-19 18:55:00,2020-07-19 19:00:00,5412,5,0,0,0,0.400553882767349
2020-07-19 19:02:30,29.46874,2020-07-19 19:00:00,2020-07-19 19:05:00,5413,5,0,0,0,0.177425683033771
2020-07-19 19:07:30,29.89978,2020-07-19 19:05:00,2020-07-19 19:10:00,5414,5,0,0,0,0.237333156132892
2020-07-19 19:12:30,29.748,2020-07-19 19:10:00,2020-07-19 19:15:00,5415,5,0,0,0,0.335507906017132
2020-07-19 19:17:30,30.15208,2020-07-19 19:15:00,2020-07-19 19:20:00,5416,5,0,0,0,0.354090944532616
2020-07-19 19:22:30,30.61908,2020-07-19 19:20:00,2020-07-19 19:25:00,5417,5,0,0,0,0.399591312468126
2020-07-19 19:27:30,30.63842,2020-07-19 19:25:00,2020-07-19 19:30:00,5418,5,0,0,0,0.362348702219285
2020-07-19 19:32:30,30.5691,2020-07-19 19:30:00,2020-07-19 19:35:00,5419,5,0,0,0,0.357526271761951
2020-07-19 19:37:30,30.45038,2020-07-19 19:35:00,2020-07-19 19:40:00,5420,5,0,0,0,0.140172829036158
2020-07-19 19:42:30,30.67658,2020-07-19 19:40:00,2020-07-19 19:45:00,5421,5,0,0,0,0.254549743665162
2020-07-19 19:47:30,30.45102,2020-07-19 19:45:00,2020-07-19 19:50:00,5422,5,0,0,0,0.207728758240164
2020-07-19 19:52:30,31.03544,2020-07-19 19:50:00,2020-07-19 19:55:00,5423,5,0,0,0,0.276779213453612
2020-07-19 19:57:30,31.1012,2020-07-19 19:55:00,2020-07-19 20:00:00,5424,5,0,0,0,0.230909960807236
2020-07-19 20:02:30,31.63644,2020-07-19 20:00:00,2020-07-19 20:05:00,5425,5,0,0,0,0.146076103452961
2020-07-19 20:07:30,32.2489,2020-07-19 20:05:00,2020-07-19 20:10:00,5426,5,0,0,0,0.359431078233366
2020-07-19 20:12:30,31.93366,2020-07-19 20:10:00,2020-07-19 20:15:00,5427,5,0,0,0,0.398907912932295
2020-07-19 20:17:30,32.06226,2020-07-19 20:15:00,2020-07-19 20:20:00,5428,5,0,0,0,0.325247033806614
2020-07-19 20:22:30,31.62314,2020-07-19 20:20:00,2020-07-19 20:25:00,5429,5,0,0,0,0.378518900452804
2020-07-19 20:27:30,31.7031,2020-07-19 20:25:00,2020-07-19 20:30:00,5430,5,0,0,0,0.181858282736861
2020-07-19 20:32:30,31.82112,2020-07-19 20:30:00,2020-07-19 20:35:00,5431,5,0,0,0,0.28454916446899
2020-07-19 20:37:30,31.87158,2020-07-19 20:35:00,2020-07-19 20:40:00,5432,5,0,0,0,0.353865386835164
2020-07-19 20:42:30,31.9918,2020-07-19 20:40:00,2020-07-19 20:45:00,5433,5,0,0,0,0.251694477492059
2020-07-19 20:47:30,32.60212,2020-07-19 20:45:00,2020-07-19 20:50:00,5434,5,0,0,0,0.68797414704333
2020-07-19 20:52:30,32.13186,2020-07-19 20:50:00,2020-07-19 20:55:00,5435,5,0,0,0,0.169586417498571
2020-07-19 20:57:30,32.15674,2020-07-19 20:55:00,2020-07-19 21:00:00,5436,5,0,0,0,0.28217252346747
2020-07-19 21:02:30,32.29906,2020-07-19 21:00:00,2020-07-19 21:05:00,5437,5,0,0,0,0.137952828894516
2020-07-19 21:07:30,32.06894,2020-07-19 21:05:00,2020-07-19 21:10:00,5438,5,0,0,0,0.165033081532158
2020-07-19 21:12:30,32.25524,2020-07-19 21:10:00,2020-07-19 21:15:00,5439,5,0,0,0,0.0932487158088507
2020-07-19 21:17:30,32.9648,2020-07-19 21:15:00,2020-07-19 21:20:00,5440,5,0,0,0,0.318274237097505
2020-07-19 21:22:30,32.48174,2020-07-19 21:20:00,2020-07-19 21:25:00,5441,5,0,0,0,0.221973158287214
2020-07-19 21:27:30,32.9025,2020-07-19 21:25:00,2020-07-19 21:30:00,5442,5,0,0,0,0.196954880619903
2020-07-19 21:32:30,32.58532,2020-07-19 21:30:00,2020-07-19 21:35:00,5443,5,0,0,0,0.115234942617246
2020-07-19 21:37:30,32.92408,2020-07-19 21:35:00,2020-07-19 21:40:00,5444,5,0,0,0,0.0992024042047372
2020-07-19 21:42:30,32.7375,2020-07-19 21:40:00,2020-07-19 21:45:00,5445,5,0,0,0,0.1255184647771
2020-07-19 21:47:30,33.0823,2020-07-19 21:45:00,2020-07-19 21:50:00,5446,5,0,0,0,0.498378485691347
2020-07-19 21:52:30,33.84568,2020-07-19 21:50:00,2020-07-19 21:55:00,5447,5,0,0,0,0.647040606917371
2020-07-19 21:57:30,33.73638,2020-07-19 21:55:00,2020-07-19 22:00:00,5448,5,0,0,0,0.402034814412881
2020-07-19 22:02:30,34.18152,2020-07-19 22:00:00,2020-07-19 22:05:00,5449,5,0,0,0,0.240554696482941
2020-07-19 22:07:30,33.90324,2020-07-19 22:05:00,2020-07-19 22:10:00,5450,5,0,0,0,0.295297761589891
2020-07-19 22:12:30,33.57864,2020-07-19 22:10:00,2020-07-19 22:15:00,5451,5,0,0,0,0.151589455438034
2020-07-19 22:17:30,33.75492,2020-07-19 22:15:00,2020-07-19 22:20:00,5452,5,0,0,0,0.11390799796327
2020-07-19 22:22:30,33.4499,2020-07-19 22:20:00,2020-07-19 22:25:00,5453,5,0,0,0,0.242777809941517
2020-07-19 22:27:30,33.53836,2020-07-19 22:25:00,2020-07-19 22:30:00,5454,5,0,0,0,0.236975384797663
2020-07-19 22:32:30,33.87658,2020-07-19 22:30:00,2020-07-19 22:35:00,5455,5,0,0,0,0.497718883507548
2020-07-19 22:37:30,34.25282,2020-07-19 22:35:00,2020-07-19 22:40:00,5456,5,0,0,0,0.357816729625655
2020-07-19 22:42:30,34.47668,2020-07-19 22:40:00,2020-07-19 22:45:00,5457,5,0,0,0,0.136518119676474
2020-07-19 22:47:30,34.54194,2020-07-19 22:45:00,2020-07-19 22:50:00,5458,5,0,0,0,0.240845163953939
2020-07-19 22:52:30,34.72682,2020-07-19 22:50:00,2020-07-19 22:55:00,5459,5,0,0,0,0.0742084361781068
2020-07-19 22:57:30,34.54146,2020-07-19 22:55:00,2020-07-19 23:00:00,5460,5,0,0,0,0.141874268280053
2020-07-19 23:02:30,34.21292,2020-07-19 23:00:00,2020-07-19 23:05:00,5461,5,0,0,0,0.248406314331984
2020-07-19 23:07:30,34.27858,2020-07-19 23:05:00,2020-07-19 23:10:00,5462,5,0,0,0,0.0725286977685383
2020-07-19 23:12:30,34.5721,2020-07-19 23:10:00,2020-07-19 23:15:00,5463,5,0,0,0,0.357340348967201
2020-07-19 23:17:30,34.65084,2020-07-19 23:15:00,2020-07-19 23:20:00,5464,5,0,0,0,0.423965544590596
2020-07-19 23:22:30,34.40074,2020-07-19 23:20:00,2020-07-19 23:25:00,5465,5,0,0,0,0.152505354004377
2020-07-19 23:27:30,34.89932,2020-07-19 23:25:00,2020-07-19 23:30:00,5466,5,0,0,0,0.221881887498733
2020-07-19 23:32:30,34.47226,2020-07-19 23:30:00,2020-07-19 23:35:00,5467,5,0,0,0,0.263923043707819
2020-07-19 23:37:30,34.47732,2020-07-19 23:35:00,2020-07-19 23:40:00,5468,5,0,0,0,0.0893871467270318
2020-07-19 23:42:30,34.81892,2020-07-19 23:40:00,2020-07-19 23:45:00,5469,5,0,0,0,0.103007776405474
2020-07-19 23:47:30,34.967,2020-07-19 23:45:00,2020-07-19 23:50:00,5470,5,0,0,0,0.217754035553878
2020-07-19 23:52:30,34.94534,2020-07-19 23:50:00,2020-07-19 23:55:00,5471,5,0,0,0,0.236073024719047
2020-07-19 23:57:30,35.12354,2020-07-19 23:55:00,2020-07-20 00:00:00,5472,5,0,0,0,0.326233027144708
2020-07-20 00:02:30,34.63984,2020-07-20 00:00:00,2020-07-20 00:05:00,5473,5,0,0,0,0.295005971126011
2020-07-20 00:07:30,34.39484,2020-07-20 00:05:00,2020-07-20 00:10:00,5474,5,0,0,0,0.166264256531582
2020-07-20 00:12:30,34.37142,2020-07-20 00:10:00,2020-07-20 00:15:00,5475,5,0,0,0,0.169422893966546
2020-07-20 00:17:30,34.71982,2020-07-20 00:15:00,2020-07-20 00:20:00,5476,5,0,0,0,0.274586210505916
2020-07-20 00:22:30,34.57568,2020-07-20 00:20:00,2020-07-20 00:25:00,5477,5,0,0,0,0.142764568433489
2020-07-20 00:27:30,34.6396,2020-07-20 00:25:00,2020-07-20 00:30:00,5478,5,0,0,0,0.240585234376509
2020-07-20 00:32:30,34.6248,2020-07-20 00:30:00,2020-07-20 00:35:00,5479,5,0,0,0,0.167017469146195
2020-07-20 00:37:30,34.78946,2020-07-20 00:35:00,2020-07-20 00:40:00,5480,5,0,0,0,0.0762831108437495
2020-07-20 00:42:30,34.71502,2020-07-20 00:40:00,2020-07-20 00:45:00,5481,5,0,0,0,0.211114049745629
2020-07-20 00:47:30,35.03052,2020-07-20 00:45:00,2020-07-20 00:50:00,5482,5,0,0,0,0.0922218358090983
2020-07-20 00:52:30,34.64768,2020-07-20 00:50:00,2020-07-20 00:55:00,5483,5,0,0,0,0.237179282400468
2020-07-20 00:57:30,35.03774,2020-07-20 00:55:00,2020-07-20 01:00:00,5484,5,0,0,0,0.235354685528035
2020-07-20 01:02:30,34.57278,2020-07-20 01:00:00,2020-07-20 01:05:00,5485,5,0,0,0,0.278211658634213
2020-07-20 01:07:30,34.32786,2020-07-20 01:05:00,2020-07-20 01:10:00,5486,5,0,0,0,0.125662416815848
2020-07-20 01:12:30,34.3204,2020-07-20 01:10:00,2020-07-20 01:15:00,5487,5,0,0,0,0.0977610096101732
2020-07-20 01:17:30,34.26728,2020-07-20 01:15:00,2020-07-20 01:20:00,5488,5,0,0,0,0.137813304872934
2020-07-20 01:22:30,34.28352,2020-07-20 01:20:00,2020-07-20 01:25:00,5489,5,0,0,0,0.0657998632217425
2020-07-20 01:27:30,34.3295,2020-07-20 01:25:00,2020-07-20 01:30:00,5490,5,0,0,0,0.0781104666482029
2020-07-20 01:32:30,34.24926,2020-07-20 01:30:00,2020-07-20 01:35:00,5491,5,0,0,0,0.111784426464512
2020-07-20 01:37:30,34.24272,2020-07-20 01:35:00,2020-07-20 01:40:00,5492,5,0,0,0,0.133780069517099
2020-07-20 01:42:30,34.45528,2020-07-20 01:40:00,2020-07-20 01:45:00,5493,5,0,0,0,0.115299011270695
2020-07-20 01:47:30,34.10126,2020-07-20 01:45:00,2020-07-20 01:50:00,5494,5,0,0,0,0.10616592202774
2020-07-20 01:52:30,34.08504,2020-07-20 01:50:00,2020-07-20 01:55:00,5495,5,0,0,0,0.0499440486945136
2020-07-20 01:57:30,34.07512,2020-07-20 01:55:00,2020-07-20 02:00:00,5496,5,0,0,0,0.0780351971869101
2020-07-20 02:02:30,33.98992,2020-07-20 02:00:00,2020-07-20 02:05:00,5497,5,0,0,0,0.159234911373104
2020-07-20 02:07:30,33.65398,2020-07-20 02:05:00,2020-07-20 02:10:00,5498,5,0,0,0,0.0483114582681974
2020-07-20 02:12:30,33.60546,2020-07-20 02:10:00,2020-07-20 02:15:00,5499,5,0,0,0,0.0427717546986349
2020-07-20 02:17:30,33.62224,2020-07-20 02:15:00,2020-07-20 02:20:00,5500,5,0,0,0,0.0442334488820378
2020-07-20 02:22:30,33.56454,2020-07-20 02:20:00,2020-07-20 02:25:00,5501,5,0,0,0,0.161661584799855
2020-07-20 02:27:30,33.22768,2020-07-20 02:25:00,2020-07-20 02:30:00,5502,5,0,0,0,0.101076936043787
2020-07-20 02:32:30,33.08162,2020-07-20 02:30:00,2020-07-20 02:35:00,5503,5,0,0,0,0.0127105074642986
2020-07-20 02:37:30,33.0112,2020-07-20 02:35:00,2020-07-20 02:40:00,5504,5,0,0,0,0.0231552369886396
2020-07-20 02:42:30,32.84828,2020-07-20 02:40:00,2020-07-20 02:45:00,5505,5,0,0,0,0.0364069636196161
2020-07-20 02:47:30,32.72478,2020-07-20 02:45:00,2020-07-20 02:50:00,5506,5,0,0,0,0.0678940129908356
2020-07-20 02:52:30,32.55582,2020-07-20 02:50:00,2020-07-20 02:55:00,5507,5,0,0,0,0.0325376243754841
2020-07-20 02:57:30,32.41796,2020-07-20 02:55:00,2020-07-20 03:00:00,5508,5,0,0,0,0.0543867906756778
2020-07-20 03:02:30,32.22346,2020-07-20 03:00:00,2020-07-20 03:05:00,5509,5,0,0,0,0.0506563224089562
2020-07-20 03:07:30,32.05588,2020-07-20 03:05:00,2020-07-20 03:10:00,5510,5,0,0,0,0.0526013973198444
2020-07-20 03:12:30,31.89478,2020-07-20 03:10:00,2020-07-20 03:15:00,5511,5,0,0,0,0.047181002532799
2020-07-20 03:17:30,31.75464,2020-07-20 03:15:00,2020-07-20 03:20:00,5512,5,0,0,0,0.0639784573118175
2020-07-20 03:22:30,31.55056,2020-07-20 03:20:00,2020-07-20 03:25:00,5513,5,0,0,0,0.0481143741515989
2020-07-20 03:27:30,31.41444,2020-07-20 03:25:00,2020-07-20 03:30:00,5514,5,0,0,0,0.0512379546820527
2020-07-20 03:32:30,31.2389,2020-07-20 03:30:00,2020-07-20 03:35:00,5515,5,0,0,0,0.0668827705765841
2020-07-20 03:37:30,31.04714,2020-07-20 03:35:00,2020-07-20 03:40:00,5516,5,0,0,0,0.0507152146796204
2020-07-20 03:42:30,30.86442,2020-07-20 03:40:00,2020-07-20 03:45:00,5517,5,0,0,0,0.0288891329049525
2020-07-20 03:47:30,30.7663,2020-07-20 03:45:00,2020-07-20 03:50:00,5518,5,0,0,0,0.0373756605292804
2020-07-20 03:52:30,30.6762,2020-07-20 03:50:00,2020-07-20 03:55:00,5519,5,0,0,0,0.0313292195881098
2020-07-20 03:57:30,30.56012,2020-07-20 03:55:00,2020-07-20 04:00:00,5520,5,0,0,0,0.0199979248923482
2020-07-20 04:02:30,30.45638,2020-07-20 04:00:00,2020-07-20 04:05:00,5521,5,0,0,0,0.0524048375629574
2020-07-20 04:07:30,30.34448,2020-07-20 04:05:00,2020-07-20 04:10:00,5522,5,0,0,0,0.0369630491166513
2020-07-20 04:12:30,30.19776,2020-07-20 04:10:00,2020-07-20 04:15:00,5523,5,0,0,0,0.0548899171068782
2020-07-20 04:17:30,30.08822,2020-07-20 04:15:00,2020-07-20 04:20:00,5524,5,0,0,0,0.0365561485936359
2020-07-20 04:22:30,29.95986,2020-07-20 04:20:00,2020-07-20 04:25:00,5525,5,0,0,0,0.0702735583274388
2020-07-20 04:27:30,29.81896,2020-07-20 04:25:00,2020-07-20 04:30:00,5526,5,0,0,0,0.0576202481771816
2020-07-20 04:32:30,29.70886,2020-07-20 04:30:00,2020-07-20 04:35:00,5527,5,0,0,0,0.0136511171703999
2020-07-20 04:37:30,29.61822,2020-07-20 04:35:00,2020-07-20 04:40:00,5528,5,0,0,0,0.0606024504455051
2020-07-20 04:42:30,29.4589,2020-07-20 04:40:00,2020-07-20 04:45:00,5529,5,0,0,0,0.0368252630676275
2020-07-20 04:47:30,29.33478,2020-07-20 04:45:00,2020-07-20 04:50:00,5530,5,0,0,0,0.0375973004350043
2020-07-20 04:52:30,29.25776,2020-07-20 04:50:00,2020-07-20 04:55:00,5531,5,0,0,0,0.0416672893286809
2020-07-20 04:57:30,29.12752,2020-07-20 04:55:00,2020-07-20 05:00:00,5532,5,0,0,0,0.0249305435159363
2020-07-20 05:02:30,29.03374,2020-07-20 05:00:00,2020-07-20 05:05:00,5533,5,0,0,0,0.025164816709049
2020-07-20 05:07:30,29.00994,2020-07-20 05:05:00,2020-07-20 05:10:00,5534,5,0,0,0,0.0612779568850005
2020-07-20 05:12:30,28.82296,2020-07-20 05:10:00,2020-07-20 05:15:00,5535,5,0,0,0,0.0717039957045627
2020-07-20 05:17:30,28.65024,2020-07-20 05:15:00,2020-07-20 05:20:00,5536,5,0,0,0,0.0806586201220919
2020-07-20 05:22:30,28.47478,2020-07-20 05:20:00,2020-07-20 05:25:00,5537,5,0,0,0,0.0354263602420569
2020-07-20 05:27:30,28.54706,2020-07-20 05:25:00,2020-07-20 05:30:00,5538,5,0,0,0,0.0328583779270982
2020-07-20 05:32:30,28.60214,2020-07-20 05:30:00,2020-07-20 05:35:00,5539,5,0,0,0,0.046654828260321
2020-07-20 05:37:30,28.72654,2020-07-20 05:35:00,2020-07-20 05:40:00,5540,5,0,0,0,0.0394744600976376
2020-07-20 05:42:30,28.72432,2020-07-20 05:40:00,2020-07-20 05:45:00,5541,5,0,0,0,0.0583502099396396
2020-07-20 05:47:30,28.6968,2020-07-20 05:45:00,2020-07-20 05:50:00,5542,5,0,0,0,0.0307529673365017
2020-07-20 05:52:30,28.5631,2020-07-20 05:50:00,2020-07-20 05:55:00,5543,5,0,0,0,0.112207464101102
2020-07-20 05:57:30,28.26294,2020-07-20 05:55:00,2020-07-20 06:00:00,5544,5,0,0,0,0.143449827465912
2020-07-20 06:02:30,27.96978,2020-07-20 06:00:00,2020-07-20 06:05:00,5545,5,0,0,0,0.0870807498819337
2020-07-20 06:07:30,27.90346,2020-07-20 06:05:00,2020-07-20 06:10:00,5546,5,0,0,0,0.0858591753978579
2020-07-20 06:12:30,28.07084,2020-07-20 06:10:00,2020-07-20 06:15:00,5547,5,0,0,0,0.119743885021323
2020-07-20 06:17:30,28.11178,2020-07-20 06:15:00,2020-07-20 06:20:00,5548,5,0,0,0,0.0866766231460362
2020-07-20 06:22:30,28.19462,2020-07-20 06:20:00,2020-07-20 06:25:00,5549,5,0,0,0,0.0327207426566086
2020-07-20 06:27:30,28.16358,2020-07-20 06:25:00,2020-07-20 06:30:00,5550,5,0,0,0,0.0694788960764342
2020-07-20 06:32:30,28.24734,2020-07-20 06:30:00,2020-07-20 06:35:00,5551,5,0,0,0,0.0246902409870778
2020-07-20 06:37:30,28.21794,2020-07-20 06:35:00,2020-07-20 06:40:00,5552,5,0,0,0,0.0263868906845798
2020-07-20 06:42:30,28.30074,2020-07-20 06:40:00,2020-07-20 06:45:00,5553,5,0,0,0,0.0312770363046119
2020-07-20 06:47:30,28.26468,2020-07-20 06:45:00,2020-07-20 06:50:00,5554,5,0,0,0,0.071623578519926
2020-07-20 06:52:30,28.09758,2020-07-20 06:50:00,2020-07-20 06:55:00,5555,5,0,0,0,0.0653343095165172
2020-07-20 06:57:30,28.01028,2020-07-20 06:55:00,2020-07-20 07:00:00,5556,5,0,0,0,0.0535373421081024
2020-07-20 07:02:30,27.75842,2020-07-20 07:00:00,2020-07-20 07:05:00,5557,5,0,0,0,0.0686948833611351
2020-07-20 07:07:30,27.38174,2020-07-20 07:05:00,2020-07-20 07:10:00,5558,5,0,0,0,0.234318977037712
2020-07-20 07:12:30,26.69542,2020-07-20 07:10:00,2020-07-20 07:15:00,5559,5,0,0,0,0.109221229621351
2020-07-20 07:17:30,26.42452,2020-07-20 07:15:00,2020-07-20 07:20:00,5560,5,0,0,0,0.088222485795856
2020-07-20 07:22:30,26.3685,2020-07-20 07:20:00,2020-07-20 07:25:00,5561,5,0,0,0,0.0354675908400895
2020-07-20 07:27:30,26.5062,2020-07-20 07:25:00,2020-07-20 07:30:00,5562,5,0,0,0,0.0296826548677833
2020-07-20 07:32:30,26.77744,2020-07-20 07:30:00,2020-07-20 07:35:00,5563,5,0,0,0,0.148992879024469
2020-07-20 07:37:30,27.16272,2020-07-20 07:35:00,2020-07-20 07:40:00,5564,5,0,0,0,0.294715976831931
2020-07-20 07:42:30,27.48222,2020-07-20 07:40:00,2020-07-20 07:45:00,5565,5,0,0,0,0.152976883874656
2020-07-20 07:47:30,27.00564,2020-07-20 07:45:00,2020-07-20 07:50:00,5566,5,0,0,0,0.104843564418613
2020-07-20 07:52:30,26.95852,2020-07-20 07:50:00,2020-07-20 07:55:00,5567,5,0,0,0,0.0929224784430548
2020-07-20 07:57:30,26.9567,2020-07-20 07:55:00,2020-07-20 08:00:00,5568,5,0,0,0,0.180672120151394
