"time","temperature","bin.start","bin.end","index.bin","n.points","n.NA","n.imputed","n.outliers","sd.temperature"
2020-07-24 01:17:30,30.5906,2020-07-24 01:15:00,2020-07-24 01:20:00,6640,5,0,0,0,0.33105928472103
2020-07-24 01:22:30,30.55248,2020-07-24 01:20:00,2020-07-24 01:25:00,6641,5,0,0,0,0.176056388694078
2020-07-24 01:27:30,30.3539,2020-07-24 01:25:00,2020-07-24 01:30:00,6642,5,0,0,0,0.183795715401638
2020-07-24 01:32:30,30.25626,2020-07-24 01:30:00,2020-07-24 01:35:00,6643,5,0,0,0,0.107742995131934
2020-07-24 01:37:30,30.28116,2020-07-24 01:35:00,2020-07-24 01:40:00,6644,5,0,0,0,0.0373421745483572
2020-07-24 01:42:30,30.0652,2020-07-24 01:40:00,2020-07-24 01:45:00,6645,5,0,0,0,0.0413980675877507
2020-07-24 01:47:30,30.15898,2020-07-24 01:45:00,2020-07-24 01:50:00,6646,5,0,0,0,0.115269844278546
2020-07-24 01:52:30,30.32754,2020-07-24 01:50:00,2020-07-24 01:55:00,6647,5,0,0,0,0.0830698079930361
2020-07-24 01:57:30,30.148,2020-07-24 01:55:00,2020-07-24 02:00:00,6648,5,0,0,0,0.0570619838421345
2020-07-24 02:02:30,30.25672,2020-07-24 02:00:00,2020-07-24 02:05:00,6649,5,0,0,0,0.110209173846826
2020-07-24 02:07:30,30.33212,2020-07-24 02:05:00,2020-07-24 02:10:00,6650,5,0,0,0,0.0594737505123052
2020-07-24 02:12:30,30.15718,2020-07-24 02:10:00,2020-07-24 02:15:00,6651,5,0,0,0,0.0700311859102793
2020-07-24 02:17:30,30.02096,2020-07-24 02:15:00,2020-07-24 02:20:00,6652,5,0,0,0,0.0489120946188157
2020-07-24 02:22:30,29.9377,2020-07-24 02:20:00,2020-07-24 02:25:00,6653,5,0,0,0,0.0319364212146571
2020-07-24 02:27:30,29.92108,2020-07-24 02:25:00,2020-07-24 02:30:00,6654,5,0,0,0,0.00361483056311079
2020-07-24 02:32:30,29.80666,2020-07-24 02:30:00,2020-07-24 02:35:00,6655,5,0,0,0,0.0285862379476558
2020-07-24 02:37:30,29.70958,2020-07-24 02:35:00,2020-07-24 02:40:00,6656,5,0,0,0,0.036501945153649
2020-07-24 02:42:30,29.60088,2020-07-24 02:40:00,2020-07-24 02:45:00,6657,5,0,0,0,0.0389284857141915
2020-07-24 02:47:30,29.52392,2020-07-24 02:45:00,2020-07-24 02:50:00,6658,5,0,0,0,0.0232172780489009
2020-07-24 02:52:30,29.44048,2020-07-24 02:50:00,2020-07-24 02:55:00,6659,5,0,0,0,0.0311206844397739
2020-07-24 02:57:30,29.2956,2020-07-24 02:55:00,2020-07-24 03:00:00,6660,5,0,0,0,0.0571979020594286
2020-07-24 03:02:30,29.15794,2020-07-24 03:00:00,2020-07-24 03:05:00,6661,5,0,0,0,0.0371935209411531
2020-07-24 03:07:30,29.00006,2020-07-24 03:05:00,2020-07-24 03:10:00,6662,5,0,0,0,0.0409116487079165
2020-07-24 03:12:30,28.9185,2020-07-24 03:10:00,2020-07-24 03:15:00,6663,5,0,0,0,0.0549379650150967
2020-07-24 03:17:30,28.75852,2020-07-24 03:15:00,2020-07-24 03:20:00,6664,5,0,0,0,0.0464540848580613
2020-07-24 03:22:30,28.62986,2020-07-24 03:20:00,2020-07-24 03:25:00,6665,5,0,0,0,0.0598225960653661
2020-07-24 03:27:30,28.48764,2020-07-24 03:25:00,2020-07-24 03:30:00,6666,5,0,0,0,0.0472091410639929
2020-07-24 03:32:30,28.33208,2020-07-24 03:30:00,2020-07-24 03:35:00,6667,5,0,0,0,0.0620252126155161
2020-07-24 03:37:30,28.14316,2020-07-24 03:35:00,2020-07-24 03:40:00,6668,5,0,0,0,0.0187134443649477
2020-07-24 03:42:30,28.0795,2020-07-24 03:40:00,2020-07-24 03:45:00,6669,5,0,0,0,0.0249632730225827
2020-07-24 03:47:30,27.94668,2020-07-24 03:45:00,2020-07-24 03:50:00,6670,5,0,0,0,0.0380621465500826
2020-07-24 03:52:30,27.84968,2020-07-24 03:50:00,2020-07-24 03:55:00,6671,5,0,0,0,0.0535936749999478
2020-07-24 03:57:30,27.75894,2020-07-24 03:55:00,2020-07-24 04:00:00,6672,5,0,0,0,0.0364742786083569
2020-07-24 04:02:30,27.65628,2020-07-24 04:00:00,2020-07-24 04:05:00,6673,5,0,0,0,0.0197546703338732
2020-07-24 04:07:30,27.59874,2020-07-24 04:05:00,2020-07-24 04:10:00,6674,5,0,0,0,0.0210128056194319
2020-07-24 04:12:30,27.5162,2020-07-24 04:10:00,2020-07-24 04:15:00,6675,5,0,0,0,0.0318832244291568
2020-07-24 04:17:30,27.45236,2020-07-24 04:15:00,2020-07-24 04:20:00,6676,5,0,0,0,0.0511809827963479
2020-07-24 04:22:30,27.37846,2020-07-24 04:20:00,2020-07-24 04:25:00,6677,5,0,0,0,0.0599398698697292
2020-07-24 04:27:30,27.27596,2020-07-24 04:25:00,2020-07-24 04:30:00,6678,5,0,0,0,0.0296667827713073
2020-07-24 04:32:30,27.2089,2020-07-24 04:30:00,2020-07-24 04:35:00,6679,5,0,0,0,0.0283570097154129
2020-07-24 04:37:30,27.14896,2020-07-24 04:35:00,2020-07-24 04:40:00,6680,5,0,0,0,0.0396752189659997
2020-07-24 04:42:30,27.0717,2020-07-24 04:40:00,2020-07-24 04:45:00,6681,5,0,0,0,0.0541297053381977
2020-07-24 04:47:30,26.97062,2020-07-24 04:45:00,2020-07-24 04:50:00,6682,5,0,0,0,0.01387577024889
2020-07-24 04:52:30,26.92064,2020-07-24 04:50:00,2020-07-24 04:55:00,6683,5,0,0,0,0.0196688332139962
2020-07-24 04:57:30,26.91842,2020-07-24 04:55:00,2020-07-24 05:00:00,6684,5,0,0,0,0.0537065359151005
2020-07-24 05:02:30,26.8628,2020-07-24 05:00:00,2020-07-24 05:05:00,6685,5,0,0,0,0.0912679297453372
2020-07-24 05:07:30,26.72772,2020-07-24 05:05:00,2020-07-24 05:10:00,6686,5,0,0,0,0.025117065911448
2020-07-24 05:12:30,26.69396,2020-07-24 05:10:00,2020-07-24 05:15:00,6687,5,0,0,0,0.0390408504005748
2020-07-24 05:17:30,26.64614,2020-07-24 05:15:00,2020-07-24 05:20:00,6688,5,0,0,0,0.0297801611815659
2020-07-24 05:22:30,26.60564,2020-07-24 05:20:00,2020-07-24 05:25:00,6689,5,0,0,0,0.0353994773972723
2020-07-24 05:27:30,26.515,2020-07-24 05:25:00,2020-07-24 05:30:00,6690,5,0,0,0,0.0400158093757954
2020-07-24 05:32:30,26.38674,2020-07-24 05:30:00,2020-07-24 05:35:00,6691,5,0,0,0,0.0144240424292213
2020-07-24 05:37:30,26.40662,2020-07-24 05:35:00,2020-07-24 05:40:00,6692,5,0,0,0,0.013264124547063
2020-07-24 05:42:30,26.2844,2020-07-24 05:40:00,2020-07-24 05:45:00,6693,5,0,0,0,0.0451107525984656
2020-07-24 05:47:30,26.17898,2020-07-24 05:45:00,2020-07-24 05:50:00,6694,5,0,0,0,0.0241523704840743
2020-07-24 05:52:30,26.10112,2020-07-24 05:50:00,2020-07-24 05:55:00,6695,5,0,0,0,0.0326864956824681
2020-07-24 05:57:30,26.11444,2020-07-24 05:55:00,2020-07-24 06:00:00,6696,5,0,0,0,0.0428740364323206
2020-07-24 06:02:30,26.03918,2020-07-24 06:00:00,2020-07-24 06:05:00,6697,5,0,0,0,0.0316437513578907
2020-07-24 06:07:30,26.0104,2020-07-24 06:05:00,2020-07-24 06:10:00,6698,5,0,0,0,0.0354098856253447
2020-07-24 06:12:30,25.76616,2020-07-24 06:10:00,2020-07-24 06:15:00,6699,5,0,0,0,0.176278481386697
2020-07-24 06:17:30,25.79176,2020-07-24 06:15:00,2020-07-24 06:20:00,6700,5,0,0,0,0.0885198734748293
2020-07-24 06:22:30,25.98982,2020-07-24 06:20:00,2020-07-24 06:25:00,6701,5,0,0,0,0.113827224335833
2020-07-24 06:27:30,25.9809,2020-07-24 06:25:00,2020-07-24 06:30:00,6702,5,0,0,0,0.0445597351877229
2020-07-24 06:32:30,25.92602,2020-07-24 06:30:00,2020-07-24 06:35:00,6703,5,0,0,0,0.0164075287596891
2020-07-24 06:37:30,25.98448,2020-07-24 06:35:00,2020-07-24 06:40:00,6704,5,0,0,0,0.0826787578523043
2020-07-24 06:42:30,25.63148,2020-07-24 06:40:00,2020-07-24 06:45:00,6705,5,0,0,0,0.106647184679203
2020-07-24 06:47:30,25.59466,2020-07-24 06:45:00,2020-07-24 06:50:00,6706,5,0,0,0,0.0385918126031939
2020-07-24 06:52:30,25.48962,2020-07-24 06:50:00,2020-07-24 06:55:00,6707,5,0,0,0,0.0376351165801305
2020-07-24 06:57:30,25.34184,2020-07-24 06:55:00,2020-07-24 07:00:00,6708,5,0,0,0,0.0957286425266756
2020-07-24 07:02:30,24.9602,2020-07-24 07:00:00,2020-07-24 07:05:00,6709,5,0,0,0,0.0265864627207155
2020-07-24 07:07:30,25.1359,2020-07-24 07:05:00,2020-07-24 07:10:00,6710,5,0,0,0,0.131954954435216
2020-07-24 07:12:30,25.09256,2020-07-24 07:10:00,2020-07-24 07:15:00,6711,5,0,0,0,0.0678340474982888
2020-07-24 07:17:30,24.92332,2020-07-24 07:15:00,2020-07-24 07:20:00,6712,5,0,0,0,0.0477388416281758
2020-07-24 07:22:30,24.73898,2020-07-24 07:20:00,2020-07-24 07:25:00,6713,5,0,0,0,0.0741914550335817
2020-07-24 07:27:30,25.1084,2020-07-24 07:25:00,2020-07-24 07:30:00,6714,5,0,0,0,0.11753639861762
2020-07-24 07:32:30,25.12746,2020-07-24 07:30:00,2020-07-24 07:35:00,6715,5,0,0,0,0.207774055165702
2020-07-24 07:37:30,25.42414,2020-07-24 07:35:00,2020-07-24 07:40:00,6716,5,0,0,0,0.126291064608705
2020-07-24 07:42:30,25.60708,2020-07-24 07:40:00,2020-07-24 07:45:00,6717,5,0,0,0,0.0202792258234872
2020-07-24 07:47:30,25.53966,2020-07-24 07:45:00,2020-07-24 07:50:00,6718,5,0,0,0,0.0453072621110577
2020-07-24 07:52:30,25.46928,2020-07-24 07:50:00,2020-07-24 07:55:00,6719,5,0,0,0,0.0339803914044561
2020-07-24 07:57:30,25.07944,2020-07-24 07:55:00,2020-07-24 08:00:00,6720,5,0,0,0,0.152053010493051
2020-07-24 08:02:30,24.55986,2020-07-24 08:00:00,2020-07-24 08:05:00,6721,5,0,0,0,0.277011936565918
2020-07-24 08:07:30,24.05126,2020-07-24 08:05:00,2020-07-24 08:10:00,6722,5,0,0,0,0.0618809178988167
2020-07-24 08:12:30,23.87184,2020-07-24 08:10:00,2020-07-24 08:15:00,6723,5,0,0,0,0.0744925029784878
2020-07-24 08:17:30,23.69792,2020-07-24 08:15:00,2020-07-24 08:20:00,6724,5,0,0,0,0.0899575010768981
2020-07-24 08:22:30,23.63592,2020-07-24 08:20:00,2020-07-24 08:25:00,6725,5,0,0,0,0.0551733359513455
2020-07-24 08:27:30,23.85918,2020-07-24 08:25:00,2020-07-24 08:30:00,6726,5,0,0,0,0.269544740256604
2020-07-24 08:32:30,24.34952,2020-07-24 08:30:00,2020-07-24 08:35:00,6727,5,0,0,0,0.0939936008460148
2020-07-24 08:37:30,24.5489,2020-07-24 08:35:00,2020-07-24 08:40:00,6728,5,0,0,0,0.114243511850782
2020-07-24 08:42:30,24.62788,2020-07-24 08:40:00,2020-07-24 08:45:00,6729,5,0,0,0,0.180754106454044
2020-07-24 08:47:30,24.07934,2020-07-24 08:45:00,2020-07-24 08:50:00,6730,5,0,0,0,0.0773167058273961
2020-07-24 08:52:30,23.92894,2020-07-24 08:50:00,2020-07-24 08:55:00,6731,5,0,0,0,0.0474144281838335
2020-07-24 08:57:30,23.7999,2020-07-24 08:55:00,2020-07-24 09:00:00,6732,5,0,0,0,0.050828486107694
2020-07-24 09:02:30,23.73458,2020-07-24 09:00:00,2020-07-24 09:05:00,6733,5,0,0,0,0.0659190943505755
2020-07-24 09:07:30,23.6211,2020-07-24 09:05:00,2020-07-24 09:10:00,6734,5,0,0,0,0.0601230820899935
2020-07-24 09:12:30,23.38852,2020-07-24 09:10:00,2020-07-24 09:15:00,6735,5,0,0,0,0.117217008151547
2020-07-24 09:17:30,23.27338,2020-07-24 09:15:00,2020-07-24 09:20:00,6736,5,0,0,0,0.235316737611247
2020-07-24 09:22:30,23.7132,2020-07-24 09:20:00,2020-07-24 09:25:00,6737,5,0,0,0,0.0981669241649152
2020-07-24 09:27:30,23.80612,2020-07-24 09:25:00,2020-07-24 09:30:00,6738,5,0,0,0,0.0355693969586216
2020-07-24 09:32:30,23.8133,2020-07-24 09:30:00,2020-07-24 09:35:00,6739,5,0,0,0,0.027046903704492
2020-07-24 09:37:30,23.90896,2020-07-24 09:35:00,2020-07-24 09:40:00,6740,5,0,0,0,0.132600501507348
2020-07-24 09:42:30,23.93112,2020-07-24 09:40:00,2020-07-24 09:45:00,6741,5,0,0,0,0.0763472134396533
2020-07-24 09:47:30,23.7452,2020-07-24 09:45:00,2020-07-24 09:50:00,6742,5,0,0,0,0.15681469956608
2020-07-24 09:52:30,24.36498,2020-07-24 09:50:00,2020-07-24 09:55:00,6743,5,0,0,0,0.193416304896977
2020-07-24 09:57:30,24.47968,2020-07-24 09:55:00,2020-07-24 10:00:00,6744,5,0,0,0,0.221173443252123
2020-07-24 10:02:30,24.10458,2020-07-24 10:00:00,2020-07-24 10:05:00,6745,5,0,0,0,0.0994110003973397
2020-07-24 10:07:30,24.09786,2020-07-24 10:05:00,2020-07-24 10:10:00,6746,5,0,0,0,0.0808376026363973
2020-07-24 10:12:30,24.06296,2020-07-24 10:10:00,2020-07-24 10:15:00,6747,5,0,0,0,0.0904306253434088
2020-07-24 10:17:30,24.12052,2020-07-24 10:15:00,2020-07-24 10:20:00,6748,5,0,0,0,0.125753675890607
2020-07-24 10:22:30,23.95994,2020-07-24 10:20:00,2020-07-24 10:25:00,6749,5,0,0,0,0.076981835519816
2020-07-24 10:27:30,23.97556,2020-07-24 10:25:00,2020-07-24 10:30:00,6750,5,0,0,0,0.0411540155999382
2020-07-24 10:32:30,23.99554,2020-07-24 10:30:00,2020-07-24 10:35:00,6751,5,0,0,0,0.0712256835699036
2020-07-24 10:37:30,23.79686,2020-07-24 10:35:00,2020-07-24 10:40:00,6752,5,0,0,0,0.0312246377080659
2020-07-24 10:42:30,23.8128,2020-07-24 10:40:00,2020-07-24 10:45:00,6753,5,0,0,0,0.0453037526039502
2020-07-24 10:47:30,23.76424,2020-07-24 10:45:00,2020-07-24 10:50:00,6754,5,0,0,0,0.0186190225307343
2020-07-24 10:52:30,23.98152,2020-07-24 10:50:00,2020-07-24 10:55:00,6755,5,0,0,0,0.0797910521299225
2020-07-24 10:57:30,24.1203,2020-07-24 10:55:00,2020-07-24 11:00:00,6756,5,0,0,0,0.0973590006111391
2020-07-24 11:02:30,23.79916,2020-07-24 11:00:00,2020-07-24 11:05:00,6757,5,0,0,0,0.135821714022464
2020-07-24 11:07:30,23.62412,2020-07-24 11:05:00,2020-07-24 11:10:00,6758,5,0,0,0,0.0460346825773781
2020-07-24 11:12:30,23.89122,2020-07-24 11:10:00,2020-07-24 11:15:00,6759,5,0,0,0,0.129574947424261
2020-07-24 11:17:30,23.89392,2020-07-24 11:15:00,2020-07-24 11:20:00,6760,5,0,0,0,0.027494490357161
2020-07-24 11:22:30,23.88894,2020-07-24 11:20:00,2020-07-24 11:25:00,6761,5,0,0,0,0.0350038283620513
2020-07-24 11:27:30,23.86584,2020-07-24 11:25:00,2020-07-24 11:30:00,6762,5,0,0,0,0.0299651964785813
2020-07-24 11:32:30,23.9382,2020-07-24 11:30:00,2020-07-24 11:35:00,6763,5,0,0,0,0.0292055645382872
2020-07-24 11:37:30,23.87362,2020-07-24 11:35:00,2020-07-24 11:40:00,6764,5,0,0,0,0.0551479555378079
2020-07-24 11:42:30,23.7594,2020-07-24 11:40:00,2020-07-24 11:45:00,6765,5,0,0,0,0.0228769534685024
2020-07-24 11:47:30,23.63082,2020-07-24 11:45:00,2020-07-24 11:50:00,6766,5,0,0,0,0.0465357604429117
2020-07-24 11:52:30,23.65362,2020-07-24 11:50:00,2020-07-24 11:55:00,6767,5,0,0,0,0.0454867782987538
2020-07-24 11:57:30,23.6744,2020-07-24 11:55:00,2020-07-24 12:00:00,6768,5,0,0,0,0.0708465595494939
2020-07-24 12:02:30,23.53556,2020-07-24 12:00:00,2020-07-24 12:05:00,6769,5,0,0,0,0.0624399951953872
2020-07-24 12:07:30,23.5077,2020-07-24 12:05:00,2020-07-24 12:10:00,6770,5,0,0,0,0.0107918951069778
2020-07-24 12:12:30,23.67224,2020-07-24 12:10:00,2020-07-24 12:15:00,6771,5,0,0,0,0.0584712151404434
2020-07-24 12:17:30,23.59194,2020-07-24 12:15:00,2020-07-24 12:20:00,6772,5,0,0,0,0.0255008431233163
2020-07-24 12:22:30,23.51014,2020-07-24 12:20:00,2020-07-24 12:25:00,6773,5,0,0,0,0.0322341899231239
2020-07-24 12:27:30,23.45002,2020-07-24 12:25:00,2020-07-24 12:30:00,6774,5,0,0,0,0.0352174246645035
2020-07-24 12:32:30,23.40178,2020-07-24 12:30:00,2020-07-24 12:35:00,6775,5,0,0,0,0.0242205904139441
2020-07-24 12:37:30,23.37298,2020-07-24 12:35:00,2020-07-24 12:40:00,6776,5,0,0,0,0.0743626384685216
2020-07-24 12:42:30,23.48956,2020-07-24 12:40:00,2020-07-24 12:45:00,6777,5,0,0,0,0.142122070770166
2020-07-24 12:47:30,23.49556,2020-07-24 12:45:00,2020-07-24 12:50:00,6778,5,0,0,0,0.0415693757470569
2020-07-24 12:52:30,23.48296,2020-07-24 12:50:00,2020-07-24 12:55:00,6779,5,0,0,0,0.0825962045132828
2020-07-24 12:57:30,23.48038,2020-07-24 12:55:00,2020-07-24 13:00:00,6780,5,0,0,0,0.0833269884251189
2020-07-24 13:02:30,23.76526,2020-07-24 13:00:00,2020-07-24 13:05:00,6781,5,0,0,0,0.0828506970399166
2020-07-24 13:07:30,23.77552,2020-07-24 13:05:00,2020-07-24 13:10:00,6782,5,0,0,0,0.119638317440526
2020-07-24 13:12:30,23.48476,2020-07-24 13:10:00,2020-07-24 13:15:00,6783,5,0,0,0,0.0833605602188468
2020-07-24 13:17:30,23.35004,2020-07-24 13:15:00,2020-07-24 13:20:00,6784,5,0,0,0,0.0234373206659803
2020-07-24 13:22:30,23.69778,2020-07-24 13:20:00,2020-07-24 13:25:00,6785,5,0,0,0,0.216704896114508
2020-07-24 13:27:30,23.87566,2020-07-24 13:25:00,2020-07-24 13:30:00,6786,5,0,0,0,0.157148506197163
2020-07-24 13:32:30,23.4927,2020-07-24 13:30:00,2020-07-24 13:35:00,6787,5,0,0,0,0.121938181059092
2020-07-24 13:37:30,23.21366,2020-07-24 13:35:00,2020-07-24 13:40:00,6788,5,0,0,0,0.0459965542187679
2020-07-24 13:42:30,23.0821,2020-07-24 13:40:00,2020-07-24 13:45:00,6789,5,0,0,0,0.0673433367156686
2020-07-24 13:47:30,23.043,2020-07-24 13:45:00,2020-07-24 13:50:00,6790,5,0,0,0,0.0622210575287817
2020-07-24 13:52:30,23.25954,2020-07-24 13:50:00,2020-07-24 13:55:00,6791,5,0,0,0,0.199198124991176
2020-07-24 13:57:30,23.41652,2020-07-24 13:55:00,2020-07-24 14:00:00,6792,5,0,0,0,0.297171662511755
2020-07-24 14:02:30,23.12292,2020-07-24 14:00:00,2020-07-24 14:05:00,6793,5,0,0,0,0.113968798361657
2020-07-24 14:07:30,23.40648,2020-07-24 14:05:00,2020-07-24 14:10:00,6794,5,0,0,0,0.11501016042072
2020-07-24 14:12:30,24.06028,2020-07-24 14:10:00,2020-07-24 14:15:00,6795,5,0,0,0,0.216639590103009
2020-07-24 14:17:30,24.37498,2020-07-24 14:15:00,2020-07-24 14:20:00,6796,5,0,0,0,0.0644517416366692
2020-07-24 14:22:30,24.23508,2020-07-24 14:20:00,2020-07-24 14:25:00,6797,5,0,0,0,0.040482304776285
2020-07-24 14:27:30,24.31856,2020-07-24 14:25:00,2020-07-24 14:30:00,6798,5,0,0,0,0.114847760100055
2020-07-24 14:32:30,24.73224,2020-07-24 14:30:00,2020-07-24 14:35:00,6799,5,0,0,0,0.0777918569003213
2020-07-24 14:37:30,24.78442,2020-07-24 14:35:00,2020-07-24 14:40:00,6800,5,0,0,0,0.0399883983175112
2020-07-24 14:42:30,24.79302,2020-07-24 14:40:00,2020-07-24 14:45:00,6801,5,0,0,0,0.0803110639949447
2020-07-24 14:47:30,24.58896,2020-07-24 14:45:00,2020-07-24 14:50:00,6802,5,0,0,0,0.143564090217575
2020-07-24 14:52:30,24.43158,2020-07-24 14:50:00,2020-07-24 14:55:00,6803,5,0,0,0,0.0848610747044832
2020-07-24 14:57:30,24.43914,2020-07-24 14:55:00,2020-07-24 15:00:00,6804,5,0,0,0,0.192748405959686
2020-07-24 15:02:30,24.3913,2020-07-24 15:00:00,2020-07-24 15:05:00,6805,5,0,0,0,0.023880850068621
2020-07-24 15:07:30,24.24952,2020-07-24 15:05:00,2020-07-24 15:10:00,6806,5,0,0,0,0.0789786173593847
2020-07-24 15:12:30,24.04836,2020-07-24 15:10:00,2020-07-24 15:15:00,6807,5,0,0,0,0.0709474312431387
2020-07-24 15:17:30,24.01062,2020-07-24 15:15:00,2020-07-24 15:20:00,6808,5,0,0,0,0.109008426279806
2020-07-24 15:22:30,24.1895,2020-07-24 15:20:00,2020-07-24 15:25:00,6809,5,0,0,0,0.222138233989559
2020-07-24 15:27:30,24.17898,2020-07-24 15:25:00,2020-07-24 15:30:00,6810,5,0,0,0,0.154762614994708
2020-07-24 15:32:30,24.26994,2020-07-24 15:30:00,2020-07-24 15:35:00,6811,5,0,0,0,0.0804070768029782
2020-07-24 15:37:30,24.16848,2020-07-24 15:35:00,2020-07-24 15:40:00,6812,5,0,0,0,0.0564445037182548
2020-07-24 15:42:30,24.43618,2020-07-24 15:40:00,2020-07-24 15:45:00,6813,5,0,0,0,0.0938393680711889
2020-07-24 15:47:30,24.47636,2020-07-24 15:45:00,2020-07-24 15:50:00,6814,5,0,0,0,0.100989420237963
2020-07-24 15:52:30,24.50756,2020-07-24 15:50:00,2020-07-24 15:55:00,6815,5,0,0,0,0.0443118832820266
2020-07-24 15:57:30,24.6817,2020-07-24 15:55:00,2020-07-24 16:00:00,6816,5,0,0,0,0.174544177788891
2020-07-24 16:02:30,24.92464,2020-07-24 16:00:00,2020-07-24 16:05:00,6817,5,0,0,0,0.52679805713385
2020-07-24 16:07:30,25.05094,2020-07-24 16:05:00,2020-07-24 16:10:00,6818,5,0,0,0,0.271403367702024
2020-07-24 16:12:30,25.27156,2020-07-24 16:10:00,2020-07-24 16:15:00,6819,5,0,0,0,0.242377573219966
2020-07-24 16:17:30,25.08194,2020-07-24 16:15:00,2020-07-24 16:20:00,6820,5,0,0,0,0.133396487959766
2020-07-24 16:22:30,24.9844,2020-07-24 16:20:00,2020-07-24 16:25:00,6821,5,0,0,0,0.0838614631401106
2020-07-24 16:27:30,25.2191,2020-07-24 16:25:00,2020-07-24 16:30:00,6822,5,0,0,0,0.180292650987221
2020-07-24 16:32:30,25.18236,2020-07-24 16:30:00,2020-07-24 16:35:00,6823,5,0,0,0,0.163245162256038
2020-07-24 16:37:30,25.67902,2020-07-24 16:35:00,2020-07-24 16:40:00,6824,5,0,0,0,0.337374942756571
2020-07-24 16:42:30,25.78696,2020-07-24 16:40:00,2020-07-24 16:45:00,6825,5,0,0,0,0.221569149477087
2020-07-24 16:47:30,25.8448,2020-07-24 16:45:00,2020-07-24 16:50:00,6826,5,0,0,0,0.184420240212401
2020-07-24 16:52:30,25.95512,2020-07-24 16:50:00,2020-07-24 16:55:00,6827,5,0,0,0,0.310618885452897
2020-07-24 16:57:30,25.56868,2020-07-24 16:55:00,2020-07-24 17:00:00,6828,5,0,0,0,0.178578601741643
2020-07-24 17:02:30,26.02226,2020-07-24 17:00:00,2020-07-24 17:05:00,6829,5,0,0,0,0.234637812383256
2020-07-24 17:07:30,25.8229,2020-07-24 17:05:00,2020-07-24 17:10:00,6830,5,0,0,0,0.244828756480933
2020-07-24 17:12:30,25.9013,2020-07-24 17:10:00,2020-07-24 17:15:00,6831,5,0,0,0,0.156949561961798
2020-07-24 17:17:30,25.88264,2020-07-24 17:15:00,2020-07-24 17:20:00,6832,5,0,0,0,0.217808190846901
2020-07-24 17:22:30,26.1371,2020-07-24 17:20:00,2020-07-24 17:25:00,6833,5,0,0,0,0.102627213739826
2020-07-24 17:27:30,26.22004,2020-07-24 17:25:00,2020-07-24 17:30:00,6834,5,0,0,0,0.233016357794899
2020-07-24 17:32:30,26.43302,2020-07-24 17:30:00,2020-07-24 17:35:00,6835,5,0,0,0,0.214639784289865
2020-07-24 17:37:30,26.55284,2020-07-24 17:35:00,2020-07-24 17:40:00,6836,5,0,0,0,0.182772927426356
2020-07-24 17:42:30,26.71768,2020-07-24 17:40:00,2020-07-24 17:45:00,6837,5,0,0,0,0.0947280159192621
2020-07-24 17:47:30,26.4835,2020-07-24 17:45:00,2020-07-24 17:50:00,6838,5,0,0,0,0.0878403950355425
2020-07-24 17:52:30,26.6847,2020-07-24 17:50:00,2020-07-24 17:55:00,6839,5,0,0,0,0.314768160715153
2020-07-24 17:57:30,26.93124,2020-07-24 17:55:00,2020-07-24 18:00:00,6840,5,0,0,0,0.430341786258318
2020-07-24 18:02:30,26.58242,2020-07-24 18:00:00,2020-07-24 18:05:00,6841,5,0,0,0,0.267703104203145
2020-07-24 18:07:30,26.9821,2020-07-24 18:05:00,2020-07-24 18:10:00,6842,5,0,0,0,0.25922930968546
2020-07-24 18:12:30,27.09722,2020-07-24 18:10:00,2020-07-24 18:15:00,6843,5,0,0,0,0.305925459875441
2020-07-24 18:17:30,26.9116,2020-07-24 18:15:00,2020-07-24 18:20:00,6844,5,0,0,0,0.229916082517077
2020-07-24 18:22:30,27.26666,2020-07-24 18:20:00,2020-07-24 18:25:00,6845,5,0,0,0,0.324146707526083
2020-07-24 18:27:30,27.73172,2020-07-24 18:25:00,2020-07-24 18:30:00,6846,5,0,0,0,0.262507194187131
2020-07-24 18:32:30,27.48214,2020-07-24 18:30:00,2020-07-24 18:35:00,6847,5,0,0,0,0.238522499986899
2020-07-24 18:37:30,27.20826,2020-07-24 18:35:00,2020-07-24 18:40:00,6848,5,0,0,0,0.332567426246167
2020-07-24 18:42:30,27.37432,2020-07-24 18:40:00,2020-07-24 18:45:00,6849,5,0,0,0,0.234649540805005
2020-07-24 18:47:30,28.10838,2020-07-24 18:45:00,2020-07-24 18:50:00,6850,5,0,0,0,0.378766903253174
2020-07-24 18:52:30,27.66718,2020-07-24 18:50:00,2020-07-24 18:55:00,6851,5,0,0,0,0.217604887353202
2020-07-24 18:57:30,27.57636,2020-07-24 18:55:00,2020-07-24 19:00:00,6852,5,0,0,0,0.0521736811045571
2020-07-24 19:02:30,28.47812,2020-07-24 19:00:00,2020-07-24 19:05:00,6853,5,0,0,0,0.423415991667768
2020-07-24 19:07:30,27.92526,2020-07-24 19:05:00,2020-07-24 19:10:00,6854,5,0,0,0,0.186817646382776
2020-07-24 19:12:30,27.8364,2020-07-24 19:10:00,2020-07-24 19:15:00,6855,5,0,0,0,0.182380330628059
2020-07-24 19:17:30,28.15782,2020-07-24 19:15:00,2020-07-24 19:20:00,6856,5,0,0,0,0.140350229782498
2020-07-24 19:22:30,28.69646,2020-07-24 19:20:00,2020-07-24 19:25:00,6857,5,0,0,0,0.44162685946396
2020-07-24 19:27:30,28.65384,2020-07-24 19:25:00,2020-07-24 19:30:00,6858,5,0,0,0,0.296376269292938
