"lambda3","lambda4","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
5.6,12.8,1.24242007415094,4.38352321327926,0.594642835848096,1.99467256022304,3.77032820992253,2.02949565143764,3.80532470920783,2.03033134878169,3.80616050270003
5.4,13.4,1.28431551554194,4.3382226277668,0.610370038894155,1.76681297733807,3.55938708720402,1.79896939413119,3.59172146660944,1.79974140748638,3.5924935786554
5.4,13.6,1.29846027857703,4.35632743612806,0.617418048628606,1.74727128061225,3.5690720143829,1.77951074882881,3.60149437417125,1.78028486032364,3.60226858709915
5.4,14,1.3244045667509,4.38614052283568,0.62711390315278,1.70862999640772,3.58652136522488,1.74101815434373,3.61910223941088,1.7417960455333,3.61988023750114
5.2,15,1.36156068678465,4.33378248159586,0.641428758950641,1.47335628596939,3.37370030539887,1.50314132602341,3.40368736863325,1.50385717785836,3.40440333257079
5.2,15.2,1.37652325548047,4.35637050611609,0.646711314293751,1.45676020946318,3.37839257263192,1.48658256554698,3.40842134298673,1.48729941072448,3.40913830271349
5.2,16,1.40639256365674,4.38504551254277,0.660295312626681,1.39275583678544,3.39418078009607,1.42270105154562,3.42434988360284,1.4234212375428,3.4250701938903
5,17.6,1.44025208061921,4.35248934962225,0.669348932314588,1.16155818242667,3.17465107597493,1.18892229565644,3.2022539916369,1.1895811147053,3.20291294333664
5,19,1.46969943781442,4.37669765592777,0.687179571149022,1.07965271326199,3.18379958917498,1.10706923982151,3.21148204921301,1.10772994263509,3.21214289983902
5,19.4,1.47758958336369,4.38876372000205,0.690109274486,1.05803410670068,3.18569670287784,1.08545941630479,3.21339565791589,1.08612050858275,3.21405690231945
4.8,23.6,1.50357657546099,4.33453848106184,0.701887420500869,0.791324310854896,2.96516487937512,0.816213164990139,2.99037830699207,0.816814811589532,2.99098013434543
4.8,26.6,1.52678991262612,4.36902000174444,0.717086614318717,0.700703936877143,2.96686305534394,0.725555727806554,2.99209092291234,0.726157690120643,2.9926930949375
4.8,30.6,1.54769660359743,4.39826113426469,0.727227495078929,0.60687654632868,2.9676001008571,0.631666285883547,2.99283423568025,0.63226835926247,2.99343655730052
7.6,8.6,0.259764597294963,4.42496059503684,0.130814469058443,4.27927756970798,4.69899016537103,4.33264751171368,4.7523969488837,4.3339246842139,4.75367414179143
7.2,9,0.453693580550642,4.40190063532761,0.234538599544583,3.92558497396838,4.64582320307371,3.97632138487242,4.69662267380818,3.97753586287597,4.69783718674227
7.2,9.2,0.508005745361432,4.44334070476739,0.260262473773353,3.95436432992626,4.76335597032737,4.00637717044146,4.8154406435048,4.00762237018146,4.81668588303835
7,9.4,0.585650507576852,4.42121175353566,0.300161470402154,3.74068986702434,4.67706042336423,3.79075176929405,4.72720530305575,3.79195042465686,4.72840400438604
7,9.6,0.639281795827176,4.46948351498654,0.323855316380721,3.75373876294505,4.77519662998948,3.80484406026756,4.82639369746519,3.80606786305174,4.82761755109227
6.8,9.6,0.678313875344761,4.415505471665,0.341821912385071,3.51784822872254,4.56553767597086,3.56574043850068,4.61352250989345,3.56688729846897,4.61466942117326
6.8,9.8,0.718864750647072,4.4496473016681,0.360463176818194,3.52192527641592,4.64960731013317,3.57069266014238,4.69847575236169,3.57186063502988,4.69964378323805
6.6,10,0.792458363785033,4.42373697729103,0.398708707163247,3.2869833684214,4.50352566140703,3.33326462366326,4.54991562581117,3.33437320536342,4.55102426773884
6.6,10.2,0.828391569107344,4.46593427842631,0.413437008013108,3.28110343851476,4.57120231519401,3.32807371330618,4.61828941303699,3.32919895081906,4.61941471527835
6.4,10.4,0.884931199600835,4.41032434751118,0.444694555824148,3.04178950523085,4.39730816133982,3.08605024370372,4.44169123222857,3.08711071344138,4.4427517697473
6.4,10.6,0.928402035819642,4.46222746472243,0.459621154035279,3.02892931769708,4.45082477805655,3.07372254849331,4.49574800947323,3.07479592116089,4.49682145417694
6.2,10.8,0.983394839706593,4.41221535763147,0.485426957445029,2.79170777950018,4.2559696588244,2.83365549883849,4.29805073334451,2.83466082044294,4.29905612884391
6.2,11,1.01636399559804,4.46074956205424,0.495707464629337,2.77438169692816,4.29764670599063,2.81673435406949,4.34013986640815,2.81774951720827,4.34115510740964
6,11.4,1.08714169765231,4.42551602402449,0.526969890966561,2.5244841234569,4.12028138357176,2.56423555593585,4.16018120169992,2.56518862634063,4.16113435434279
6,11.6,1.10615396640736,4.4518157560245,0.538887301700025,2.50392303528645,4.15033011558301,2.54395884932928,4.19052091934363,2.54491886731926,4.19148102323935
6,11.8,1.13266563137301,4.46398069944963,0.550377529792987,2.48270214664249,4.17849557129562,2.52300409870851,4.21895912327044,2.52397062861243,4.21992574275178
5.8,12,1.16794158157381,4.41550744749291,0.562143210871496,2.26318192183243,3.94913327343089,2.30046748745248,3.98657867682784,2.30136179820343,3.98747307617941
5.8,12.4,1.20668649336893,4.45939370361579,0.579120907266849,2.21987418430209,3.99039629678534,2.25753894456862,4.02823295386431,2.25844259387856,4.02913669847612
5.6,13,1.26180035256322,4.41922641893141,0.602138346062767,1.97363365348949,3.78428453867616,2.00858082807026,3.8194105818597,2.00941961617159,3.82024946914555
5.6,13.4,1.29169870957301,4.43912026845018,0.614837423713804,1.93164011713705,3.80946409274078,1.96681012162714,3.84482385476182,1.96765448539264,3.84566832376833
5.6,13.6,1.30790458553005,4.46979050107729,0.620748581530339,1.91075223193694,3.82080376671354,1.94602206489339,3.8562687845705,1.94686893938055,3.85711576731823
5.4,14.8,1.37044023533161,4.44080382508729,0.647391173527038,1.63358080765206,3.61486672047074,1.66620694649335,3.6477050911298,1.66699097556971,3.64848923797356
5.2,16.2,1.42068260925681,4.41508004802325,0.663878692969942,1.37735915995234,3.39748135750974,1.40732936449437,3.42767979812923,1.40805024851291,3.42840080886258
5.2,17,1.44760536127422,4.44823975517107,0.67501636048193,1.31819493266725,3.4085949280161,1.3482466083083,3.43889215137165,1.34896984118067,3.43961552061794
5.2,17.4,1.45406039508092,4.43826693602251,0.680257416539599,1.2900486992903,3.4130889643225,1.32013170736633,3.44342613282427,1.3208558891513,3.4441504557913
5,19.8,1.48917792715899,4.409718071152,0.692642776587153,1.03715667873067,3.18734974174449,1.06458866446586,3.2150630696038,1.06525009555339,3.2157246571231
5,20.8,1.50490800274483,4.42736762052275,0.699985240121645,0.988021198803897,3.19061392332733,1.01546238358785,3.21835563255101,1.01612448147165,3.21901789760556
5,21.8,1.52112509615196,4.46079981289632,0.706541983375981,0.942912766686609,3.19293494579246,0.970355022702339,3.22069683581265,0.97101759164515,3.22135958263407
4.8,32.2,1.55310106002252,4.40976947917018,0.731395500574333,0.575797232305707,2.96771205874709,0.600560684533631,2.99294714557199,0.601162765235882,2.99354948991589
4.8,39.2,1.57640258304044,4.46497654983527,0.743027832630088,0.469548437796632,2.96786143348858,0.494194490367167,2.99309779047868,0.494796534041488,2.99370016514056
8,8.6,0.16022286863225,4.51693173108361,0.0801833086013833,4.71343336394192,4.9824379270149,4.77221886249375,5.04124776911672,4.77362563228477,5.04265455239466
7.4,9.2,0.455433119836147,4.51398250656521,0.235075048782626,4.19103694599168,4.95061132774042,4.24616373978501,5.00580663525035,4.24748348830516,5.00712642172876
7.2,9.4,0.55030220147435,4.50741226985102,0.277537113007098,3.97826633114077,4.87665207560345,4.03150898276735,4.92997561532258,4.0327837962884,4.93125047365759
7,9.8,0.68440524392787,4.51651107021897,0.345847152716894,3.76273564256409,4.86914230074404,3.81483919884512,4.92134662172809,3.81608707479489,4.92259455350886
6.8,10,0.757001597879672,4.48572844431213,0.382858509707675,3.52259993624551,4.72974186281976,3.57220098047509,4.77945255077504,3.57338908156817,4.78064071261874
6.8,10.2,0.795347730334268,4.52282580707925,0.400704525693376,3.52009028123791,4.80599856731958,3.57048409073667,4.85651074090045,3.57169134373055,4.85771805948243
6.6,10.4,0.866128583136993,4.50158269158125,0.434278644006069,3.27264992763807,4.63536852820238,3.32027296347722,4.68311659698621,3.32141399252611,4.68425769531855
6.4,10.8,0.959962315017867,4.49494268712268,0.478456556235423,3.01422799835399,4.50134205961933,3.05952339166269,4.54677517745801,3.06060894382604,4.54786080594418
6.4,11,0.991344446117973,4.53435897879444,0.489804773675491,2.99785936889711,4.54897701824707,3.0436277849931,4.59489092970257,3.04472482145024,4.59598804679598
6.2,11.2,1.04391458238964,4.48375735254397,0.510446602253728,2.75581861751972,4.33684733361502,2.79855169826976,4.37972809365615,2.79957611790386,4.38075259513688
6.2,11.4,1.07119105173085,4.49979332673198,0.523105376606681,2.73615808690906,4.37368825029601,2.77924823716818,4.41693327778864,2.78028135583557,4.41796648229943
6,12,1.16111932647176,4.50067464741827,0.56056068174212,2.4609197478095,4.20488096721938,2.50147059734319,4.24560002956891,2.50244322737025,4.24657275284722
6,12.2,1.18378643161542,4.52511384980109,0.570187315542743,2.43866640097268,4.22958620633638,2.47944987788798,4.2705445086989,2.48042821936078,4.27152294709726
5.8,12.6,1.22774813173847,4.48197192564296,0.587884205101184,2.19788161252846,4.00903311834613,2.2357170658624,4.04704648864908,2.23662493269637,4.04795445413125
5.8,13,1.26311872222572,4.51579846754935,0.604788191754292,2.15351203900408,4.04271464706513,2.19165484424717,4.08104738350905,2.19257033259704,4.08196297718702
5.6,14,1.33581623381702,4.49359323062592,0.631368534806934,1.86933420077618,3.84124908443984,1.90478299004521,3.87690387748688,1.90563439076111,3.87775539248419
5.6,14.2,1.35374782999758,4.52458740613584,0.63652827951714,1.84885051443795,3.85045176543139,1.88437933263621,3.88619197854474,1.88523277037041,3.88704553356138
5.4,15,1.38625559600684,4.47021674187903,0.650019744726469,1.61535597335106,3.62079396305531,1.64803110531847,3.65368617830152,1.64881641744609,3.65447161089918
5.4,15.6,1.41400725104191,4.49835805503555,0.660884582189419,1.56210114579762,3.63627170714449,1.59490239030851,3.6693045261713,1.59569105183548,3.67009331624402
5.4,16.2,1.43832550861769,4.52659539874087,0.672757714171221,1.51107083146441,3.64881245050471,1.54397159792667,3.68195919284413,1.54476297179624,3.68275070328952
5.2,17.8,1.47300776368066,4.48673657785424,0.684964122157973,1.26283753286405,3.41699808846817,1.29294670052864,3.44737000313675,1.29367170710945,3.44809515569493
5.2,18,1.4777659977198,4.4911962958791,0.686074521499353,1.2495758545769,3.4187578926326,1.27969638014807,3.44914544928304,1.28042175779994,3.44987097530543
5.2,18.8,1.50285914300364,4.52629411066774,0.695613661773484,1.19874932282407,3.42469422923766,1.22890553335298,3.45513455088957,1.22963216126382,3.4558613367165
5,22.4,1.52910573855814,4.47181933127446,0.710655298695858,0.917611545571207,3.19399353029149,0.945051569606684,3.22176462447868,0.945714351863617,3.22242759102694
5,25.4,1.56125839507774,4.51923966990611,0.726165993125302,0.807981451700273,3.19700374385223,0.835390724245964,3.22480101120587,0.836054099351702,3.22546460257409
5,26.2,1.57016768205596,4.53850654095064,0.729241310640666,0.782805834596657,3.19741409655304,0.810203552388635,3.22521493183611,0.810867004162079,3.22587860837986
8.2,8.6,0.102154988980582,4.57897664861037,0.0572104973826323,4.93169867558667,5.11652503059104,4.9932066494254,5.17804998353382,4.99467856956956,5.17952191308565
7.6,9.2,0.411185802405385,4.56590989984024,0.212118924391039,4.43280695258429,5.1358382958257,4.49111459398843,5.19421034653866,4.49251049275492,5.19560628099261
7.4,9.4,0.509800736183321,4.56726096978852,0.258456877457551,4.22238100189635,5.07558896186465,4.27889170665642,5.13217770780844,4.28024476869055,5.13353081308307
7.4,9.6,0.552152412191413,4.59866806583301,0.279681065836813,4.24859094793564,5.1961320704837,4.30643580621493,5.25406480499197,4.30782099918555,5.25545004665673
7.2,9.8,0.637955559847883,4.56776299461691,0.328150873220687,4.01217846671378,5.09021341548848,4.06773746863027,5.14587218091089,4.06906810222294,5.14720286978468
7,10,0.71782418568623,4.55278881969968,0.366022031373746,3.76789682408355,4.95890720612003,3.82095362772478,5.01207395241353,3.8222245051303,5.01334489074065
7,10.2,0.76088054233384,4.58988424832401,0.38558952769675,3.769444523741,5.04452523153333,3.82340994524206,5.09860993925098,3.82470276111213,5.09990282122593
6.8,10.4,0.834116233258836,4.56733462409185,0.416404133295122,3.5146142354542,4.87845191868628,3.56576071361365,4.92972560147109,3.56698616294296,4.93095112129342
6.6,10.6,0.905838826210026,4.54374395624842,0.449673068688991,3.26182590616001,4.69612413118874,3.31006648553068,4.74449803726026,3.31122246643324,4.7456540920485
6.6,10.8,0.936646324608994,4.57145822020264,0.464508353518983,3.24882865705874,4.75357794450489,3.29765269506966,4.80254367553407,3.29882281494753,4.80371387394088
6.6,11,0.967803399872688,4.60560312648572,0.478269362838404,3.23384856848188,4.80784576291665,3.28322318377648,4.85737049964593,3.2844066582695,4.85855405734639
6.4,11.2,1.02420658114875,4.5772654183315,0.502035993242202,2.97998886683813,4.59384959299263,3.02620238480632,4.64021641603645,3.02731023929134,4.64132435549349
6.4,11.4,1.05398382675759,4.59749047773222,0.518559429839751,2.96077317031655,4.63608129289307,3.00740510312416,4.68287437207009,3.00852313868426,4.68399249695623
6.2,11.6,1.09981468431455,4.54347823823991,0.534259943588372,2.71553081579728,4.40828525511206,2.75895583192872,4.45187236295838,2.7599971195283,4.452913740408
6.2,11.8,1.13138355041742,4.5787588664825,0.546642452929222,2.69405876111261,4.44075245158278,2.73779757258347,4.48466058096831,2.73884652597361,4.48570962822233
6,12.4,1.20123806519674,4.55470772148169,0.577262129303992,2.41602528449752,4.25270759964581,2.45702605400312,4.29388980434328,2.45800974052625,4.29487359146533
6,12.6,1.22620155984487,4.5885300463668,0.585831461438271,2.39307256125604,4.27433766642738,2.4342761867819,4.31572933173964,2.43526487336442,4.31671812259223
6,12.8,1.2473239943729,4.59882741607143,0.595204476727322,2.36987776171873,4.29456500242332,2.41127066659941,4.3361525445877,2.4122640287469,4.33714601467313
5.8,13.2,1.28571558913116,4.55558943981891,0.609904590327807,2.13123585714,4.05790664316158,2.16951672008778,4.09638342912658,2.17043564578923,4.09730246348849
5.8,13.4,1.30078771921561,4.56564068506521,0.616512702525837,2.10895773560562,4.07209129457192,2.14736711604601,4.11070257846639,2.14828925096096,4.11162482536843
5.8,13.8,1.33451634628655,4.60513621302628,0.630271749375966,2.06454603311088,4.09769185605345,2.10318623216303,4.13654588275456,2.10411415845828,4.13747392767155
5.6,14.6,1.38117751996294,4.56872265707967,0.647007615974488,1.80842930845863,3.86703783254625,1.84410133458959,3.90293199893448,1.84495844308395,3.90378923069446
5.6,15.2,1.4122638672869,4.60309002347747,0.661198553575742,1.74937949224063,3.88795052289639,1.78522960517026,3.9240388026301,1.78609134059097,3.92490067024435
5.4,16.6,1.46193794736085,4.57488783047311,0.6790750360237,1.47831731961591,3.65582319180676,1.51127221901643,3.68903362150822,1.51206510834545,3.68982665274295
5.4,17.2,1.4830992433493,4.60216126062231,0.687901553999094,1.43109218017573,3.6646630292882,1.46411311551942,3.69795376232734,1.46490791444769,3.69874871112398
5.2,19.2,1.51356640666772,4.55665068070692,0.700708083649453,1.17462079814074,3.42710057236476,1.2047898882313,3.45756228274629,1.2055170220562,3.4582895792454
5.2,20.6,1.53943971985077,4.58623230883603,0.710944863346091,1.09642552851145,3.4333365492164,1.12662040175335,3.46385368794527,1.12734884238182,3.46458230783832
5.2,21.4,1.55400984744807,4.60600755646684,0.716474758009547,1.05576380390817,3.43576773020397,1.08596342727306,3.46630647843322,1.08669237440039,3.46703561426953
5,28.2,1.58342334136207,4.5605369862585,0.733628423923786,0.725951585047783,3.19807075003073,0.753317286937356,3.22587729477607,0.753980853760097,3.22654110761919
5,30.6,1.59738778373801,4.58674057676902,0.740749651203897,0.667368515063135,3.19845758900369,0.694692439730709,3.22626749723161,0.69535606137198,3.22693139036959
5,35.6,1.61153085784226,4.60954140233875,0.750512941850001,0.57049456218517,3.19872211339423,0.597727118322222,3.22653432160544,0.598390741833524,3.22719826964987
8,9.2,0.310590190311225,4.66969337800514,0.158315416905558,4.9290352300783,5.49749934682026,4.99387112359047,5.56238894619826,4.995423310261,5.56394116263099
7.8,9.4,0.410574403175941,4.65405168340266,0.211904965211921,4.72792664001242,5.46869813760977,4.79120476405715,5.53204615864805,4.79271986155237,5.53356129487812
7.6,9.4,0.462790055697243,4.61455122912476,0.23441448837682,4.47247317042452,5.27317324752933,4.53233177039818,5.33310623896305,4.53376499264136,5.33453950242816
7.4,10,0.643287345376472,4.66644464118818,0.332906025705854,4.28635660297387,5.4235535962061,4.34671656653551,5.48402193947304,4.34816237760259,5.48546781060622
7.2,10,0.68613898036105,4.62389167205563,0.347304755971079,4.02259831230964,5.19039981297443,4.07924303570741,5.24715407877211,4.0805998550815,5.24851095885136
7.2,10.2,0.726739720988385,4.669650109314,0.368397659726432,4.02895307847436,5.28618668992354,4.08663521262063,5.34398834615848,4.08801706745228,5.34537026723156
7,10.4,0.801858215507552,4.62722806809882,0.403719940264651,3.76760403564737,5.12605158324248,3.8224340552154,5.18101038116452,3.82374776073577,5.1823241580563
7,10.6,0.840019165015539,4.67348286569686,0.422740417641713,3.76260121058778,5.20356002437238,3.8182526160851,5.25934983271818,3.81958618136965,5.26068347471496
6.8,10.8,0.909126299603601,4.63737251725002,0.454412710581924,3.49562174893213,5.01231747403777,3.54815720954407,5.06499812537745,3.54941627760274,5.06625727391064
6.6,11.2,1.00939812417823,4.65262203767445,0.495963905533875,3.21706826900721,4.85904852604955,3.26696183586025,4.90910069521946,3.26815791039086,4.91029685766592
6.6,11.4,1.03548882108783,4.67064780434025,0.510025978842642,3.19866198247799,4.9073106775852,3.24904416602733,4.9578599879753,3.25025211666142,4.95906803125864
6.4,11.6,1.08475488137648,4.62313163778399,0.529233478900276,2.94035998384612,4.6757940156474,2.98738488153569,4.72298792596121,2.98851249062367,4.72411562874384
6.4,11.8,1.11245122437035,4.66221051485475,0.540589600264652,2.91888796193828,4.71310903241022,2.96628160461873,4.76067957297082,2.96741820894082,4.76181627536748
6.2,12.2,1.1755743079613,4.63176788397462,0.565517796792831,2.64902544181802,4.49974157386878,2.69333304085794,4.54423296171062,2.69439592134238,4.54529594409899
6.2,12.4,1.20069308961388,4.65810177735793,0.575507446170886,2.62566617470497,4.5264779715059,2.67023089379269,4.57123371694362,2.67130008625181,4.57230301532891
6.2,12.6,1.22047619469738,4.6665725489824,0.585628141678975,2.60186674631787,4.55151276365158,2.64667176331277,4.59651604191006,2.647746865772,4.59759125431696
6,13,1.27161737041149,4.64782318057173,0.604403775304356,2.34650417406814,4.3134742060127,2.38807360254236,4.35524486051015,2.38907133533197,4.35624270490133
6,13.4,1.30370703327344,4.67096071643589,0.619731274764012,2.2994449158636,4.34765651443731,2.34133221197974,4.38975818240706,2.34233784492145,4.390763934262
5.8,14,1.35087699978286,4.6298103202039,0.634455656600136,2.04247772047194,4.10922553093309,2.081221338206,4.14818891915559,2.08215187334008,4.14911957621894
5.8,14.4,1.37844042394318,4.6610575444137,0.647208202775924,1.99875287628893,4.13002875695053,2.03768190303438,4.16918939993599,2.03861714308758,4.17012476851307
5.6,15.4,1.42294799331382,4.61080051287776,0.664545721974892,1.73016211611016,3.89400190277617,1.76606308010685,3.93014635192361,1.7669261540131,3.93100956098719
5.6,15.8,1.44884593399479,4.65995774369982,0.671800897856043,1.69247258359111,3.90490646545996,1.72846416246559,3.94115213166802,1.72932964774824,3.94201775801797
5.6,16,1.45569020654623,4.65726263980917,0.676759599907077,1.67401112676894,3.90981315453217,1.71004296560569,3.94610436503707,1.71090953564001,3.94697107908514
5.4,17.6,1.49429616691262,4.61375912589585,0.691948971170812,1.40086585477881,3.66960885192362,1.43392224725428,3.70294451407646,1.43471811375528,3.70374053573458
5.4,17.8,1.50546416972483,4.64164498271971,0.695970498420788,1.38612401790776,3.67183544759061,1.41919591242863,3.70519133670611,1.41999225928998,3.70598784136349
5.4,19,1.5353054394766,4.67344714742249,0.708826887104094,1.30269664941208,3.68239114561469,1.33583622404087,3.71584292538177,1.3366348449074,3.71664171981024
5.2,21.2,1.55469538847006,4.61390746655712,0.716748379527244,1.06567296807295,3.4352204839975,1.09587193727837,3.46575436804051,1.09660077062859,3.46648338774067
5.2,22.8,1.57554706791209,4.64536357896291,0.725369779696806,0.990834601538704,3.43871638284862,1.02103104214123,3.46928134011405,1.02176059854813,3.47001110171102
5.2,24,1.59063166810014,4.66280435785568,0.73177045751836,0.940782564572663,3.44034400456189,0.970968371658814,3.47092342890822,0.971698259387077,3.47165353591775
5,36.4,1.62079381149275,4.63955902684644,0.753166447995839,0.557455646372549,3.19873723302898,0.584673389584368,3.22654957270219,0.585337007750714,3.22721352388495
8.2,9.2,0.261458166112935,4.72348410327404,0.135229689664572,5.18209357254425,5.67260624322652,5.25025850288677,5.74081822218704,5.25189038748871,5.74245013286423
7.8,9.6,0.456767701810586,4.70718759353469,0.235666074989846,4.77084203466568,5.6145461206895,4.83579883246812,5.67958364252825,4.8373543328598,5.68113918765874
7.6,9.8,0.555161385341719,4.68685668528418,0.281714841723602,4.53527341677476,5.53421516961499,4.59807796704176,5.59711512671775,4.59958213093016,5.59861934348243
7.6,10,0.603131090001744,4.72828832116534,0.310463263187785,4.5587508727399,5.65766263320047,4.62294751672985,5.72196566946812,4.62448522836639,5.72350344007448
7.4,10.2,0.687910338520081,4.72988701317142,0.34964884523914,4.29832953508162,5.53033726922673,4.35986944094414,5.59199617903087,4.36134371400138,5.59347051804817
7.2,10.4,0.769006980391757,4.70915467155886,0.386129626814107,4.03147153676622,5.37760428896451,4.09014312166288,5.4364055572157,4.09154886956476,5.43781137699688
7,10.8,0.881422736718206,4.7231488105839,0.438453523795862,3.75466024154171,5.27714019157534,3.81109079764564,5.33371889205059,3.81244321580085,5.33507139232465
6.8,11,0.944640089158427,4.68980930551995,0.466946812940932,3.48252318979365,5.07394238913855,3.53569722613987,5.12727073620666,3.53697177005948,5.12854536566322
6.8,11.2,0.981037038537727,4.72250203548967,0.485290384230912,3.46729129620319,5.13218494946417,3.52106828909704,5.18612544215279,3.52235745913618,5.18741470283051
6.8,11.4,1.01123931977236,4.74884564913347,0.499752813273503,3.45011786868452,5.18717012996657,3.50446352318699,5.24168853186659,3.50576650100953,5.24299160546266
6.6,11.6,1.06921549439859,4.71248690436828,0.522551107467395,3.17879507836969,4.952758711425,3.22963685491233,5.00377617493207,3.23085598886254,5.00499540628552
6.6,11.8,1.09717056598141,4.73908376120757,0.532847631758887,3.15762379360506,4.99551989915851,3.20889745782763,5.04697783877646,3.21012711364365,5.04820759676625
6.4,12,1.13989243389789,4.68285360664249,0.552877158952444,2.89648674888572,4.74814612748162,2.9442261310852,4.79607030647674,2.9453711812416,4.79721545909598
6.4,12.2,1.16478202677206,4.71585248389363,0.561813305196913,2.87327711463555,4.78102288053941,2.92134042245439,4.82927889296647,2.92249339740689,4.83043197477578
6.4,12.4,1.19035166106363,4.74567712872013,0.572974856610282,2.84937116850914,4.81185407848356,2.89773775088058,4.86042127794926,2.89889815727836,4.86158179560118
6.2,12.8,1.24511448159689,4.70943269758368,0.594993047943687,2.57770905378502,4.57494407170614,2.62273851928559,4.62017902820911,2.62381915295165,4.62125977584217
6,13.6,1.32668737843257,4.71261018865579,0.625723017777443,2.27585810069251,4.36307880268357,2.31788818765724,4.40532981646202,2.31889738462132,4.40633913598617
5.8,14.6,1.3920418810621,4.68029921130306,0.651170490602699,1.9771416482589,4.13939638640552,2.01615359557879,4.17864585260704,2.01709095392525,4.17958334276432
5.8,14.8,1.40657448319127,4.71306574754366,0.655181271276151,1.9557234917038,4.14813510161437,1.99481240981015,4.18746742770853,1.9957517440203,4.18840689700952
5.8,15.2,1.42902090682884,4.72422043454775,0.667601171398547,1.91352868277049,4.16389030733311,1.95275525278082,4.2033720231933,1.9536981486896,4.20431506073224
5.6,16.4,1.4715987206366,4.68049195311293,0.684139736195607,1.6378731712644,3.91865600282255,1.6739765536337,3.95502929338153,1.67484507804393,3.95589796768211
5.6,16.6,1.48637269203491,4.7162009431536,0.686815334258655,1.62020112337956,3.92263563237223,1.65633619223519,3.95904586218383,1.65720559590567,3.95991541867513
5.6,17.2,1.50908086770044,4.74742006062299,0.694881927802645,1.56878291344359,3.93303836204423,1.60499884138243,3.96954515085776,1.60587054233253,3.97041701339072
5.4,18.8,1.53609644262688,4.68306631541435,0.706279730129541,1.31601902630476,3.68092134989805,1.34914993536201,3.7143597776662,1.34994824001669,3.71515825326253
5.4,19.4,1.54586392950084,4.68943203920502,0.711228997061433,1.27672269471515,3.68504371086426,1.30987700964854,3.7185195872102,1.31067620068412,3.71931895704043
5.4,20.8,1.58017523657393,4.74988024752952,0.724273867871801,1.19246535042296,3.69192209570813,1.22564955654745,3.72546045705524,1.22645022141755,3.72626131896365
5.2,25.4,1.6054791948258,4.69478371096186,0.739816319012034,0.88805846697922,3.4415771068539,0.918226036394643,3.47216749160367,0.918956169400451,3.47289786030117
5.2,26.8,1.62213865924952,4.73077857647387,0.744062535314822,0.840637439709034,3.44235235492326,0.870782777653708,3.47294963044896,0.871513058793918,3.47368016366898
5.2,30,1.63503245005036,4.73594313426489,0.754888483692667,0.748492114607214,3.4432162136467,0.778578790387985,3.47382116756225,0.779309217447585,3.47455188410966
8.6,9,0.1042150829429,4.78924935119217,0.0581392107638299,5.59221587133366,5.79701448454258,5.66449676078519,5.86931532525387,5.66622694919922,5.87104552472625
8,9.6,0.412027183089407,4.7592472140332,0.213352653773551,5.04074918303026,5.82098764863364,5.10938134814351,5.88969562162406,5.11102486142199,5.89133917692041
7.8,9.8,0.508806316813537,4.75172189653434,0.257525059221421,4.80790923510813,5.75569652185323,4.87448989467851,5.82236912146265,4.87608449607865,5.8239637738222
7.8,10,0.555219717820134,4.79721366112431,0.28392998233566,4.83928756017194,5.89198654821131,4.90743541094047,5.96023791850639,4.90906776641296,5.96187033136147
7.6,10.2,0.644771639147675,4.77782410641091,0.330959937632274,4.57721204584873,5.77628467014553,4.64274564877381,5.84193593738559,4.64431559633518,5.84350595017024
7.4,10.4,0.735212775909384,4.77012700775282,0.372201518259526,4.30599540761789,5.63249170030863,4.36866342089402,5.69528956135805,4.37016492163468,5.69679113407547
7.4,10.6,0.771266969421935,4.81311435535517,0.390556792446857,4.30958973305495,5.73004324491884,4.37333433413325,5.79392873644442,4.37486183530444,5.79545631572038
7.2,10.6,0.811071310010818,4.75608412728421,0.405627579645329,4.0303864259523,5.46470561679353,4.09000010028114,5.52445929887456,4.09142861274833,5.52588788895036
7.2,10.8,0.853428752507156,4.78738351372468,0.425189590454388,4.02593178857756,5.54756358966293,4.08644100638453,5.60822328517254,4.08789117399529,5.60967353620289
7,11,0.914784089132674,4.75327230233601,0.455079784663116,3.74400175451448,5.3468950326977,3.80117034439706,5.40422161110261,3.80254063493045,5.40559198921933
7,11.2,0.954844546958299,4.78935716428522,0.473127280600064,3.73084119580238,5.41293839616216,3.78870793696695,5.47097305917964,3.79009514857842,5.47236036388931
6.8,11.6,1.04748779107948,4.7966704500834,0.51285125987333,3.43118629545632,5.23902701988758,3.48606768320365,5.2940904514867,3.48738368291072,5.29540655213025
6.6,12.2,1.14868493161374,4.78562053157165,0.559298959386847,3.11194671173116,5.07348827411926,3.1640062790461,5.12574935296576,3.16525511895904,5.12699830462887
6.4,12.6,1.21419063423133,4.78026945809419,0.582368341728197,2.82487263443595,4.84075124383646,2.87352296966978,4.88961010959932,2.87469034106165,4.89077759664396
6.2,13.2,1.28620789163617,4.76367826610107,0.610170939699288,2.52861199050417,4.61736854281698,2.57404649451715,4.66302297333873,2.57513714217385,4.66411374298988
6.2,13.4,1.30615478483966,4.78964602390173,0.617863505648835,2.50380312262523,4.6365375242182,2.54941995853685,4.68238148894475,2.55051513051363,4.68347678692221
