"distribution","shape1","shape2","skewness","kurtosis","m.star.sample","kurtosis.sample","skewness.sample","A","B","m.star","r2","alpha.100","alpha.1000","alpha.10000","alpha.100000","alpha.1000000"
"pearson IV",3.85071173223015,-1.81390147933015,0.7104,6.2583,0.1032,6.0045,0.6982,0.92,2.3172,0.102665577431445,0.990313,6.8951,8.5198,10.4379,12.7067,15.3933
"pearson IV",3.8210189125808,-1.76063720519282,0.7049,6.2984,0.1003,5.9272,0.6947,0.9316,2.2852,0.102029857621114,0.990134,6.9239,8.5647,10.505,12.8035,15.5297
"pearson IV",3.79547519566957,-1.7359514786154,0.7077,6.3571,0.1027,6.2037,0.7091,0.9449,2.2601,0.102233130790734,0.989972,6.968,8.6283,10.5945,12.927,15.6973
"pearson IV",3.77513460406847,-1.70743675271166,0.7067,6.3955,0.1015,7.0122,0.7288,0.9545,2.2378,0.10206548994307,0.989842,6.9956,8.6696,10.6541,13.0111,15.8136
"pearson IV",3.75495467588864,-1.69863735962706,0.713,6.4569,0.1009,6.1631,0.696,0.9671,2.2183,0.102621840372306,0.989708,7.0416,8.7345,10.7438,13.1329,15.9769
"pearson IV",3.71678322009929,-1.61961782853911,0.7007,6.5046,0.1004,6.4829,0.7017,0.982,2.1692,0.101304856694538,0.989455,7.0711,8.7838,10.821,13.2485,16.1444
"pearson IV",3.71077306690998,-1.6344769696882,0.7096,6.5448,0.1024,6.1981,0.688,0.9888,2.1657,0.102142414371875,0.98941,7.1022,8.8256,10.8763,13.3209,16.2382
"pearson IV",3.67715580055956,-1.57559369331389,0.7025,6.6031,0.1015,6.3674,0.7038,1.0042,2.1216,0.101349798773532,0.989178,7.1393,8.8838,10.9638,13.4481,16.4185
"pearson IV",3.6600130463792,-1.55635581827234,0.7031,6.6474,0.1017,6.138,0.6705,1.0141,2.1,0.101356550581881,0.989056,7.1692,8.9279,11.0269,13.5364,16.5401
"pearson IV",3.63420663013123,-1.52005997447856,0.7009,6.7068,0.1016,7.0438,0.7276,1.028,2.0652,0.1010645889036,0.988867,7.2076,8.9858,11.1114,13.6567,16.708
"pearson IV",3.62330293776467,-1.5219909329568,0.7074,6.7553,0.1013,6.3934,0.6916,1.0371,2.0526,0.101636749725223,0.988785,7.2419,9.0337,11.1771,13.7455,16.8264
"pearson IV",3.60545826736372,-1.50476482520998,0.7092,6.8096,0.1027,6.6021,0.7062,1.0486,2.0285,0.101750043389138,0.988651,7.2776,9.0858,11.2513,13.8489,16.9684
"pearson IV",3.5859823650727,-1.46501422416046,0.702,6.842,0.0998,6.8474,0.7254,1.0575,1.9981,0.101003321928118,0.988504,7.2946,9.1146,11.2967,13.9175,17.0685
"pearson IV",3.58116742894985,-1.48481388071924,0.7133,6.891,0.1029,6.5887,0.6982,1.0653,1.9949,0.102047027614477,0.988462,7.3308,9.163,11.3605,14.0007,17.1761
"pearson IV",3.55250197616685,-1.43015767738805,0.7041,6.9473,0.102,6.8254,0.7188,1.0796,1.9488,0.101083947899341,0.98824,7.3608,9.2121,11.4365,14.1138,17.3396
"pearson IV",3.5404513094537,-1.42482076776284,0.7082,6.9971,0.1028,7.6453,0.7329,1.0892,1.9314,0.10141757070465,0.988144,7.3931,9.2583,11.5013,14.2029,17.4606
"pearson IV",3.52451098385826,-1.41369386083819,0.7118,7.059,0.0993,6.6277,0.6944,1.1013,1.9071,0.101688274110746,0.988013,7.4319,9.3145,11.5807,14.3133,17.6116
"pearson IV",3.50740730347019,-1.37944367849245,0.7051,7.0938,0.1021,7.1796,0.7015,1.1101,1.8773,0.101011260149922,0.987873,7.4487,9.3427,11.6252,14.3805,17.7099
"pearson IV",3.49314197669039,-1.37281190061569,0.7099,7.1571,0.1015,7.4142,0.7391,1.122,1.8547,0.101394740820426,0.987753,7.4881,9.3993,11.7048,14.4904,17.8597
"pearson IV",3.4830629818663,-1.3649426145223,0.7118,7.1981,0.1046,6.7355,0.6962,1.1299,1.838,0.101527530878903,0.987667,7.5126,9.435,11.7556,14.5615,17.9574
"pearson IV",3.46282952816016,-1.32593886162247,0.7041,7.2458,0.099,7.1812,0.7042,1.1411,1.8006,0.100758236889029,0.987495,7.5349,9.4719,11.8135,14.6483,18.0841
"pearson IV",3.4534224963414,-1.33180601303931,0.7125,7.3072,0.1023,7.3079,0.7343,1.1516,1.7857,0.10147091614959,0.98741,7.5741,9.5267,11.8886,14.75,18.2202
"pearson IV",3.43658665177133,-1.30564200459328,0.7091,7.3599,0.1018,7.327,0.7292,1.1626,1.754,0.101099198007256,0.987262,7.6008,9.5683,11.9509,14.8409,18.3496
"pearson IV",3.42392948826333,-1.28540045905858,0.7061,7.3997,0.1009,6.8866,0.6921,1.1709,1.7295,0.100785679394096,0.98715,7.6203,9.5989,11.9972,14.9086,18.4464
"pearson IV",3.41230288494495,-1.27122649512999,0.7056,7.4446,0.1001,7.8029,0.7069,1.1797,1.707,0.100695188695265,0.987044,7.6438,9.6345,12.0493,14.9831,18.5512
"pearson IV",3.39972241279366,-1.25608325361274,0.7052,7.4948,0.1004,7.662,0.7208,1.1893,1.6823,0.100602679652152,0.986929,7.6698,9.6737,12.1067,15.0654,18.6667
"pearson IV",3.39528149643727,-1.26726952196006,0.7137,7.5417,0.1042,7.2647,0.712,1.1966,1.675,0.101339720640094,0.986886,7.6999,9.7149,12.1622,15.1392,18.764
"pearson IV",3.37786622441909,-1.2337650344288,0.7064,7.5921,0.1016,7.5651,0.7277,1.2074,1.6383,0.100621382672911,0.986724,7.7207,9.7496,12.2169,15.2219,18.8853
"pearson IV",3.36444245467894,-1.21819073702442,0.7061,7.6509,0.0995,10.0705,0.7606,1.2183,1.6102,0.100541006785958,0.986598,7.75,9.7939,12.2818,15.3148,19.0159
"pearson IV",3.35548912849091,-1.21133621057495,0.7078,7.6975,0.1003,7.7279,0.6918,1.2265,1.5914,0.100654204480888,0.98651,7.7744,9.8298,12.3333,15.3874,19.1167
"pearson IV",3.34544114408619,-1.20467606559396,0.7104,7.753,0.101,7.2871,0.6999,1.2362,1.5701,0.100831050975208,0.986412,7.8035,9.8723,12.3942,15.4729,19.235
"pearson IV",3.32986871011439,-1.17010990160517,0.7007,7.7952,0.1003,7.3489,0.6878,1.2453,1.5343,0.0999278498464206,0.986261,7.8165,9.8966,12.435,15.5374,19.3328
"pearson IV",3.32633515275619,-1.18354572894285,0.7105,7.8458,0.0997,7.4934,0.7094,1.2527,1.5277,0.100757204487255,0.986223,7.8482,9.9396,12.4927,15.6139,19.4333
"pearson IV",3.30878091682214,-1.15136344864382,0.7032,7.9095,0.1007,7.2348,0.6728,1.265,1.4865,0.100053620209964,0.986049,7.8724,9.9797,12.5554,15.7085,19.5718
"pearson IV",3.30411730325548,-1.15172795973206,0.7063,7.9445,0.1001,7.2147,0.6899,1.2706,1.476,0.100304091832119,0.986001,7.8911,10.0065,12.593,15.7603,19.6426
"pearson IV",3.29433938496746,-1.14072607100406,0.7062,7.9956,0.1,7.6164,0.7017,1.2794,1.4528,0.100247467745265,0.985901,7.9144,10.0417,12.6448,15.8348,19.7477
"pearson IV",3.28898780540447,-1.14733840737655,0.7135,8.0499,0.1017,7.2688,0.685,1.2876,1.4408,0.100846106495165,0.985845,7.9449,10.0843,12.7033,15.9141,19.8542
"pearson IV",3.27497768022586,-1.11915563319786,0.7059,8.1009,0.0988,7.4379,0.6732,1.2973,1.4058,0.100139807718444,0.985699,7.9615,10.113,12.7496,15.9855,19.9606
"pearson IV",3.26885514804209,-1.1195732125761,0.7102,8.1504,0.1002,7.5091,0.7013,1.305,1.3908,0.100470200866348,0.985635,7.9868,10.1493,12.8007,16.0563,20.0574
"pearson IV",3.26297579776542,-1.11636076371698,0.7121,8.1911,0.1017,7.6046,0.7267,1.3115,1.3762,0.100605865661509,0.985571,8.0062,10.1777,12.8414,16.1136,20.137
"pearson IV",3.24946714015608,-1.09523510396038,0.7082,8.2571,0.0999,7.4271,0.6921,1.3228,1.3413,0.100215646567318,0.985429,8.0313,10.2176,12.9023,16.2037,20.2672
"pearson IV",3.23790160478605,-1.07386231482145,0.7027,8.3083,0.1015,7.3982,0.6676,1.3317,1.3105,0.0997037984962293,0.985304,8.0481,10.2457,12.9467,16.2712,20.3668
"pearson IV",3.22943743694387,-1.06133723651199,0.7006,8.3536,0.0988,7.6618,0.7105,1.3391,1.2878,0.0994846723223702,0.985214,8.065,10.2724,12.9873,16.3311,20.4531
"pearson IV",3.22783571720682,-1.0769955343653,0.7114,8.4025,0.1039,7.9508,0.7012,1.3457,1.2842,0.100380233191679,0.985191,8.095,10.3126,13.0405,16.4008,20.5439
"pearson IV",3.22061480752006,-1.07150039913412,0.7129,8.4543,0.1037,8.1062,0.6939,1.3537,1.2645,0.100465561712665,0.985112,8.1174,10.346,13.089,16.4698,20.6406
"pearson IV",3.20902453525364,-1.04378344498435,0.7032,8.4959,0.0999,11.2408,0.6112,1.3612,1.232,0.0996080126269023,0.984985,8.1254,10.3627,13.1191,16.5195,20.7182
"pearson IV",3.20296232252754,-1.0403918818729,0.7051,8.544,0.0988,7.2953,0.649,1.3684,1.215,0.099740343111218,0.984917,8.1463,10.3936,13.1636,16.5825,20.8061
"pearson IV",3.19590454046498,-1.03352271560254,0.7055,8.5941,0.098,9.1212,0.7303,1.376,1.195,0.0997398493994792,0.984836,8.1664,10.424,13.2082,16.6467,20.8969
"pearson IV",3.18667276523821,-1.01702432150813,0.7011,8.6433,0.1024,8.2855,0.6863,1.3838,1.1682,0.0993362746938259,0.98473,8.1814,10.4488,13.2473,16.706,20.9845
"pearson IV",3.1845235960884,-1.03200893588224,0.7124,8.7001,0.1014,8.3706,0.7265,1.3913,1.1622,0.100248995387583,0.984703,8.214,10.493,13.3063,16.784,21.0868
"pearson IV",3.17112325020321,-0.999141577895498,0.7001,8.7531,0.1002,8.6155,0.724,1.4002,1.1223,0.099177233249632,0.984551,8.2221,10.5114,13.3404,16.8413,21.1775
"pearson IV",3.17157653413899,-1.01720114981709,0.7118,8.7928,0.0997,9.1526,0.7331,1.4051,1.1236,0.100128995270285,0.984554,8.2484,10.5457,13.3848,16.898,21.2493
"pearson IV",3.16080983139575,-0.993950565984473,0.7038,8.8452,0.0996,7.8824,0.6653,1.4133,1.091,0.0994307628126452,0.984429,8.2601,10.5674,13.4212,16.9559,21.3376
"pearson IV",3.15866199000203,-1.00644760691538,0.7138,8.899,0.1003,8.1449,0.7048,1.4204,1.0843,0.100223068935262,0.984401,8.2896,10.6075,13.4752,17.0276,21.4322
"pearson IV",3.14659994442947,-0.978516360278008,0.7034,8.9558,0.0978,8.787,0.7194,1.4292,1.047,0.099327985561121,0.984258,8.2999,10.6282,13.5115,17.087,21.5246
"pearson IV",3.14193954499438,-0.974794700246304,0.7042,8.9965,0.0981,8.2119,0.6922,1.4349,1.0321,0.0993669909936553,0.984203,8.3152,10.6512,13.5452,17.1354,21.5929
"pearson IV",15.2454722292675,-91.9720817045774,0.7562,4.1269,0.1171,4.0998,0.7535,0.2671,3.1655,0.117189446615114,0.999759,4.4113,5.0032,5.6094,6.2318,6.8721
"pearson IV",11.7130857314914,-28.6395177267492,0.7452,4.2037,0.1166,4.1728,0.7412,0.2971,3.1615,0.114634751511175,0.999455,4.5563,5.2016,5.8712,6.5679,7.2941
"pearson IV",10.1606014018529,-19.0643787875376,0.7354,4.2559,0.1118,4.2699,0.7395,0.3189,3.151,0.112649004137403,0.999185,4.6542,5.3373,6.0525,6.8031,7.5925
"pearson IV",9.8408836084418,-18.2338138552848,0.7479,4.3049,0.1135,4.3129,0.7486,0.3279,3.1673,0.114327939974516,0.999101,4.7149,5.4147,6.1491,6.9218,7.7364
"pearson IV",8.83730518830474,-13.6192209665896,0.7349,4.3475,0.1134,4.3698,0.7393,0.3485,3.1475,0.111964201642061,0.9988,4.7985,5.5332,6.3104,7.1345,8.0102
"pearson IV",8.54439101599157,-12.8227368161106,0.7428,4.3925,0.1137,4.3671,0.7448,0.3588,3.1555,0.112913744935882,0.998682,4.8574,5.6104,6.4092,7.2587,8.1638
"pearson IV",7.92320351602044,-10.6765603090287,0.739,4.4479,0.111,4.412,0.737,0.3787,3.1434,0.111973690629038,0.998394,4.9453,5.7322,6.5723,7.4714,8.4356
"pearson IV",7.3726504538767,-8.98586741645122,0.7351,4.5095,0.1143,4.495,0.737,0.4006,3.1277,0.111031781371992,0.998063,5.04,5.8639,6.7492,7.7032,8.733
"pearson IV",7.30218464761041,-8.95864171052817,0.7444,4.5425,0.1144,4.5152,0.7405,0.4064,3.137,0.112238378108938,0.998009,5.0774,5.9116,6.809,7.777,8.823
"pearson IV",6.79883639593143,-7.47494132555369,0.735,4.6025,0.11,4.5577,0.7256,0.4307,3.1087,0.110517518012333,0.997615,5.1724,6.0466,6.9939,8.023,9.143
"pearson IV",6.72763155608904,-7.45790739558078,0.7463,4.6439,0.1133,4.7034,0.7536,0.438,3.1186,0.111953432018546,0.997543,5.2186,6.1059,7.0686,8.1158,9.2568
"pearson IV",6.44911262439564,-6.7322850526874,0.7433,4.6933,0.1116,4.6477,0.7431,0.4556,3.1006,0.111248701129481,0.997266,5.2892,6.2052,7.2037,8.2948,9.4892
"pearson IV",6.20826491019689,-6.1375577960033,0.7403,4.742,0.1105,4.7869,0.7492,0.4727,3.0817,0.11058691369221,0.996994,5.3574,6.3014,7.3349,8.4691,9.7161
"pearson IV",5.9119564072392,-5.43412076052278,0.7351,4.8086,0.109,4.7278,0.7243,0.4967,3.0516,0.109543704085575,0.996603,5.4491,6.4317,7.5138,8.7083,10.0294
"pearson IV",5.8664150959556,-5.41860916826874,0.7436,4.8437,0.1128,4.7699,0.7331,0.5035,3.056,0.110558926908784,0.996533,5.4872,6.4815,7.5776,8.7889,10.1298
"pearson IV",5.70887957453262,-5.08793096221983,0.7437,4.8937,0.11,4.9207,0.7437,0.5193,3.0391,0.110344254270561,0.99629,5.5506,6.5704,7.6986,8.9496,10.3393
"pearson IV",5.51418689240934,-4.67128638733551,0.741,4.9556,0.1091,4.8881,0.7398,0.5401,3.0116,0.109720713169693,0.995956,5.6295,6.6824,7.8527,9.1563,10.611
"pearson IV",5.35477698325366,-4.33052095500287,0.737,5.0083,0.1102,5.0485,0.7465,0.5587,2.9835,0.108965593549246,0.995655,5.696,6.7781,7.9855,9.336,10.8488
"pearson IV",5.30583906532265,-4.28807067369949,0.744,5.0474,0.1131,5.1695,0.7588,0.5673,2.982,0.109738438273353,0.995553,5.7381,6.8345,8.0597,9.4317,10.9707
"pearson IV",5.14977743863128,-3.97081322345836,0.7404,5.1096,0.1093,5.0659,0.7364,0.5883,2.9494,0.109024814391598,0.995215,5.8132,6.9424,8.2097,9.6349,11.2403
"pearson IV",5.10206801164895,-3.91263067376241,0.7449,5.1452,0.1075,5.4004,0.7672,0.597,2.9435,0.109476827513451,0.995103,5.8514,6.9948,8.2796,9.7267,11.3589
"pearson IV",4.99633665729407,-3.73074992815638,0.7466,5.2052,0.1143,5.2459,0.7591,0.6145,2.9211,0.109463805122036,0.994843,5.9185,7.0894,8.4094,9.9006,11.588
"pearson IV",4.86550956038479,-3.43315366405249,0.7349,5.2496,0.1074,5.1497,0.7227,0.6336,2.8773,0.107829702551995,0.994504,5.9734,7.1729,8.5305,10.0704,11.8197
"pearson IV",4.83020076662768,-3.41301118532335,0.7422,5.2911,0.1085,5.415,0.7494,0.6426,2.8736,0.108606239229409,0.994402,6.0151,7.2292,8.605,10.1673,11.9442
"pearson IV",4.70043864247901,-3.15764320730977,0.7353,5.3587,0.1069,5.1863,0.7219,0.666,2.8279,0.107528894794496,0.99402,6.0901,7.3396,8.7617,10.3835,12.236
"pearson IV",4.66520842810534,-3.12581655620737,0.7406,5.3982,0.1109,5.6547,0.7521,0.6752,2.8203,0.108050774871807,0.993907,6.1294,7.3936,8.8341,10.4792,12.3604
"pearson IV",4.61726730015129,-3.07464440525882,0.7463,5.4497,0.1087,5.3116,0.7331,0.6876,2.8078,0.108588542631014,0.993748,6.1804,7.4641,8.9296,10.6059,12.5263
"pearson IV",4.54402158463234,-2.95079816143634,0.7455,5.5053,0.1083,5.5483,0.7514,0.7042,2.7792,0.108317592325722,0.993499,6.2371,7.546,9.0442,10.7626,12.7364
"pearson IV",4.49067621474713,-2.85513151650503,0.7434,5.5442,0.1073,5.4823,0.7423,0.7164,2.7555,0.107943784369916,0.993314,6.2764,7.6036,9.1259,10.8753,12.8886
"pearson IV",4.4122804983994,-2.7040031234757,0.7371,5.5968,0.1076,5.5892,0.7361,0.7343,2.716,0.107038830661219,0.993024,6.3294,7.683,9.2401,11.0351,13.107
"pearson IV",4.34742429463612,-2.5959284069282,0.735,5.6537,0.1064,5.5953,0.7202,0.7512,2.683,0.106648965894119,0.99277,6.3841,7.763,9.3535,11.1916,13.3188
"pearson IV",4.31006214545388,-2.56468152018543,0.7414,5.7098,0.1067,5.5808,0.7287,0.7642,2.6681,0.107246062528285,0.992615,6.4356,7.8346,9.4509,11.3217,13.4901
"pearson IV",4.28671936873533,-2.53945674901735,0.7441,5.7419,0.1088,5.9161,0.7648,0.772,2.6574,0.107465973209585,0.992516,6.4649,7.8759,9.5076,11.3981,13.5916
"pearson IV",4.22423834788054,-2.43349184252787,0.7411,5.8025,0.1059,5.6805,0.7293,0.79,2.6197,0.10695722301667,0.992246,6.5205,7.958,9.6248,11.5612,13.8138
"pearson IV",4.19414343774319,-2.40273652787041,0.7449,5.8487,0.1076,5.7115,0.7376,0.801,2.604,0.10727685366808,0.992108,6.5614,8.0156,9.7042,11.6684,13.9565
"pearson IV",4.13445782572031,-2.28803938223515,0.7374,5.9007,0.1059,5.8502,0.7338,0.8181,2.561,0.106303915583123,0.991833,6.6076,8.0864,9.808,11.8161,14.1614
"pearson IV",4.08392436549067,-2.20656918286998,0.7349,5.9599,0.1063,5.7439,0.7184,0.8349,2.5247,0.105885336482758,0.991589,6.6585,8.1618,9.9161,11.967,14.3678
"pearson IV",4.08145124774426,-2.24740789418295,0.748,6.0016,0.1077,5.8787,0.7412,0.8407,2.5308,0.107249136789719,0.99157,6.6936,8.2069,9.9731,12.0384,14.4564
"pearson IV",4.0187360219215,-2.11590988176642,0.7354,6.0537,0.105,6.1081,0.7398,0.8593,2.4766,0.10573565588102,0.991255,6.737,8.2762,10.0781,12.1912,14.6725
"pearson IV",3.99982529770583,-2.10379780318588,0.74,6.0953,0.1059,5.9835,0.7273,0.8683,2.4643,0.106141467002463,0.991153,6.7713,8.3243,10.144,12.28,14.7906
"pearson IV",3.98093938565813,-2.09937324036262,0.747,6.1453,0.1063,6.6495,0.7743,0.8785,2.4528,0.106801048653049,0.99105,6.812,8.3807,10.2205,12.3823,14.9254
"pearson IV",3.93518054182269,-2.0058855272748,0.7375,6.1904,0.104,6.0419,0.7326,0.8936,2.4089,0.105670235151753,0.990799,6.8472,8.4367,10.3053,12.5058,15.1004
"pearson IV",3.90966587031819,-1.99638207425945,0.7461,6.2592,0.1088,6.0838,0.7422,0.9077,2.3906,0.106453229636694,0.99065,6.9019,8.513,10.4095,12.6459,15.2863
"pearson IV",3.8907716669105,-1.97331547590904,0.7471,6.2954,0.1073,6.2205,0.7563,0.9164,2.3738,0.106492351565145,0.990541,6.9299,8.5537,10.467,12.7254,15.3944
"pearson IV",3.85823974246066,-1.91914866303769,0.7439,6.3445,0.1045,6.3322,0.7422,0.9297,2.341,0.106047470224839,0.990351,6.9666,8.6093,10.5482,12.8407,15.5545
"pearson IV",3.81896654018853,-1.8521858810056,0.7391,6.4044,0.1049,6.2763,0.7357,0.9461,2.2991,0.105415302614298,0.99011,7.0103,8.676,10.6462,12.9806,15.7499
"pearson IV",3.79864927473664,-1.83198955480475,0.7416,6.4527,0.1075,6.5707,0.7451,0.9568,2.279,0.105593436873845,0.989981,7.0462,8.7276,10.7188,13.0807,15.8856
"pearson IV",3.78185104579479,-1.82236881939159,0.7464,6.5019,0.1065,6.3493,0.7351,0.967,2.263,0.105998803058792,0.98987,7.0827,8.7793,10.7902,13.1779,16.0162
"pearson IV",3.7537658681199,-1.77965866038087,0.7445,6.5557,0.1044,6.1663,0.7249,0.9804,2.2307,0.105698057777621,0.98969,7.1203,8.8359,10.8725,13.2944,16.1779
"pearson IV",3.72401453930512,-1.72317698094016,0.7378,6.6011,0.1038,6.335,0.7173,0.9932,2.1932,0.104932834346141,0.989492,7.1502,8.8832,10.9441,13.399,16.3266
"pearson IV",3.71046474840585,-1.71226650923165,0.7405,6.6406,0.1039,6.4351,0.7309,1.0015,2.178,0.105137087721884,0.989398,7.1781,8.9233,11.0003,13.4763,16.4315
"pearson IV",3.68914470362104,-1.68829603940574,0.742,6.696,0.1032,6.0399,0.6995,1.0137,2.1522,0.105197675021017,0.98925,7.2161,8.9788,11.0794,13.5867,16.5828
"pearson IV",3.66615854973346,-1.65152334646601,0.7392,6.7435,0.1053,6.5523,0.7324,1.0254,2.1218,0.104830517253949,0.989088,7.2469,9.0259,11.1487,13.686,16.722
"pearson IV",3.65058530933596,-1.65038285368099,0.747,6.8081,0.1023,7.0883,0.7544,1.0375,2.1041,0.10551168723028,0.988973,7.2919,9.089,11.2355,13.8036,16.8793
"pearson IV",3.62120957098156,-1.58770304174791,0.7365,6.8522,0.1042,7.088,0.7596,1.0504,2.0602,0.104389056478094,0.98876,7.3165,9.1306,11.3012,13.9027,17.0239
"pearson IV",3.60494386439584,-1.57271575966617,0.7389,6.9046,0.1066,6.55,0.7212,1.0612,2.038,0.104546829750851,0.988636,7.3507,9.1803,11.3718,14.0008,17.1584
"pearson IV",3.58226171119139,-1.53679004324949,0.7357,6.9589,0.1042,6.5446,0.7108,1.0739,2.0038,0.104146854090675,0.988465,7.3831,9.2302,11.4457,14.1074,17.3085
"pearson IV",3.5714723641891,-1.52976745650778,0.7386,6.9999,0.1062,6.4753,0.704,1.0819,1.9886,0.104368266296373,0.988379,7.4096,9.2683,11.4992,14.1813,17.4092
"pearson IV",3.55499184567668,-1.50662699340493,0.7374,7.0458,0.1041,7.2196,0.7444,1.092,1.9631,0.104188724072268,0.98825,7.437,9.3097,11.5598,14.2678,17.5302
"pearson IV",3.53889466542006,-1.4923624417407,0.74,7.1045,0.1065,7.1796,0.7494,1.1037,1.9385,0.104359399820579,0.98812,7.4733,9.3626,11.6351,14.3729,17.6746
"pearson IV",3.52134405069286,-1.45961283895373,0.7349,7.1441,0.1036,8.1294,0.7751,1.1132,1.9087,0.10380937717756,0.98798,7.4941,9.3962,11.6867,14.4491,17.7844
"pearson IV",3.51025761772227,-1.45711789064924,0.7401,7.1979,0.104,6.8431,0.7275,1.123,1.8919,0.104237805464826,0.987887,7.528,9.4444,11.7537,14.5411,17.9088
"pearson IV",3.49905780997593,-1.45312138226628,0.7448,7.2512,0.1032,6.8702,0.7225,1.1327,1.8743,0.104610416175792,0.987791,7.561,9.4915,11.8196,14.6318,18.032
"pearson IV",3.48637850457337,-1.43861734050512,0.7453,7.2971,0.1053,8.114,0.7936,1.1419,1.8526,0.104600391685077,0.987684,7.5873,9.5305,11.8761,14.7117,18.1431
"pearson IV",3.47316572372429,-1.42534944778075,0.7468,7.349,0.1055,7.4024,0.7383,1.152,1.8297,0.104668717652732,0.987572,7.6171,9.5745,11.9394,14.8007,18.2664
"pearson IV",3.45498438421218,-1.39847478122171,0.7446,7.4083,0.1059,11.8709,0.8504,1.1643,1.7963,0.104376865736049,0.987414,7.6485,9.6227,12.0107,14.9037,18.412
"pearson IV",3.44402917831391,-1.39017205059691,0.7471,7.4585,0.1037,6.8772,0.7199,1.1735,1.7767,0.104549407543111,0.987318,7.6771,9.6644,12.0701,14.9867,18.5262
"pearson IV",3.4280337591141,-1.35934818154853,0.7414,7.5012,0.1027,7.3362,0.7453,1.1831,1.7451,0.103955185662232,0.987176,7.6966,9.6964,12.12,15.0615,18.6351
"pearson IV",3.42028933393769,-1.35781129095145,0.7453,7.5458,0.1079,7.2511,0.7527,1.1908,1.731,0.104271606554084,0.987105,7.7225,9.7335,12.1718,15.1329,18.7323
"pearson IV",3.41113834724575,-1.35190193535853,0.748,7.5923,0.1027,8.1181,0.7699,1.1991,1.7136,0.104460718421006,0.987023,7.7483,9.7711,12.2253,15.2075,18.8349
"pearson IV",3.39403280607099,-1.32802215101942,0.7463,7.6583,0.1021,7.1643,0.7341,1.2119,1.6789,0.104222868502923,0.986866,7.7812,9.8213,12.2997,15.3149,18.9867
"pearson IV",3.37509265831392,-1.28594240902155,0.736,7.705,0.1019,7.0726,0.7184,1.2227,1.6379,0.103214437581017,0.986691,7.798,9.8517,12.3498,15.3931,19.1041
"pearson IV",3.37140516923182,-1.29650359496358,0.744,7.7493,0.1038,7.5866,0.7623,1.2292,1.6316,0.103896742470431,0.986653,7.8254,9.8891,12.4001,15.4599,19.1922
"pearson IV",3.35931725015165,-1.27588459293894,0.7406,7.7925,0.104,7.3804,0.7379,1.2378,1.6052,0.103536239787516,0.986539,7.8444,9.9194,12.4463,15.5283,19.2907
"pearson IV",3.34657953109266,-1.25652332403231,0.7382,7.8438,0.1044,7.5701,0.7332,1.2475,1.577,0.103260801496451,0.986416,7.8676,9.9556,12.5007,15.6078,19.4043
"pearson IV",3.33718782210746,-1.25402231704677,0.7429,7.9056,0.1035,7.366,0.7427,1.2577,1.5569,0.103619503771353,0.986325,7.9005,10.003,12.5676,15.7006,19.5314
"pearson IV",3.32866073780227,-1.24102083525248,0.7412,7.9416,0.1059,9.2446,0.8074,1.2644,1.5374,0.103428988651919,0.98624,7.9164,10.0277,12.6048,15.755,19.6093
"pearson IV",3.31628346832236,-1.22039368012198,0.7377,7.9916,0.1039,7.5374,0.723,1.2737,1.5084,0.103061006134771,0.986117,7.9371,10.0608,12.6553,15.8297,19.7172
"pearson IV",3.30665093458141,-1.21653939371626,0.7419,8.0564,0.1037,7.6295,0.7219,1.2843,1.4863,0.103367448556965,0.98602,7.97,10.1085,12.7231,15.9244,19.8476
"pearson IV",3.30073219863931,-1.21357922353805,0.7441,8.0958,0.1053,7.997,0.7286,1.2906,1.4726,0.103527705796769,0.985957,7.9897,10.1371,12.7638,15.9814,19.9264
"pearson IV",3.28960865261615,-1.19415933735087,0.7404,8.1422,0.1031,8.6856,0.7577,1.2992,1.4452,0.103143600266522,0.985844,8.0076,10.1661,12.8086,16.0482,20.0236
"pearson IV",3.27755883686943,-1.17569145393139,0.7377,8.1994,0.1024,8.0649,0.731,1.3092,1.4153,0.10284724768803,0.98572,8.0308,10.2025,12.8637,16.1292,20.1399
